report_date,total_assets,total_liabilities,total_equity,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,revenue_ttm,net_income_ttm,operating_income_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-06-30,2179115000.0,1238346000.0,879037000.0,28354000.0,,43669000.0,9748000.0,33507000.0,2259000.0,0.11,92026150.0,46071000.0,24621000.0,0.0,,55.8585,4.357,0.11,68290000.0,0.011089408068147302,0.004473375659384659,,,0.020039786794180205,0.04967822742387408,,0.0,,,,,,,,,,1.2515393,155.19,121.03,1.28077,28262.889,29.0174,2.0787,8.3679
2010-09-30,2175150000.0,1241118000.0,876582000.0,21798000.0,,67230000.0,17415000.0,49209000.0,3347000.0,0.2,91969869.0,74730000.0,37140000.0,0.0,,59.944,5.0258,0.2,104370000.0,0.019866937719460357,0.008006344390042067,,,0.030908213226674024,0.07669562003326558,,0.0,,,,,,,,,,1.2515393,155.19,121.03,1.28077,28262.889,29.0174,2.0787,8.3679
2010-12-31,2248468000.0,1309397000.0,881401000.0,46750000.0,,90815000.0,26331000.0,64116000.0,4162000.0,0.3,92050453.0,104815000.0,50349000.0,0.0,1.8333,57.7011,5.4095,0.3,141164000.0,0.029874030095268782,0.011710640311536567,,,0.040389723135930776,0.10303482750757033,,0.0,,,,,,,,,,1.2515393,155.19,121.03,1.28077,28262.889,29.0174,2.0787,8.3679
2011-03-31,2253117000.0,1305974000.0,890803000.0,42555000.0,,24030000.0,8301000.0,16414000.0,254000.0,0.09,92812067.0,30002000.0,13585000.0,0.0,,58.8965,6.349,0.09,37615000.0,0.009318558648769706,0.003684229447472102,,,0.010665225108150177,0.026975661285379596,,0.0,,61795000.0,225744000.0,351439000.0,163246000.0,0.7,0.7,0.0,1.3828455214829154,1.2515393,155.19,121.03,1.28077,28262.889,29.0174,2.0787,8.3679
2011-06-30,2310857000.0,1251913000.0,1004272000.0,35187000.0,,49882000.0,18910000.0,32675000.0,665000.0,0.21,94336141.0,65193000.0,27677000.0,0.0,,58.729,7.0033,0.21,77559000.0,0.0188295601191709,0.008183111287284328,,,0.021585931106944307,0.04966981056924817,,0.0,,70957000.0,231957000.0,360708000.0,162414000.0,0.8,0.8,0.0,1.4281835309763937,1.2515393,155.19,121.03,1.28077,28262.889,29.0174,2.0787,8.3679
2011-09-30,2374228000.0,1312159000.0,1007380000.0,33895000.0,,81097000.0,34171000.0,49431000.0,603000.0,0.37,95866290.0,100657000.0,42041000.0,0.0,,40.7459,5.6687,0.37,123138000.0,0.03392066548869344,0.014392467783212059,,,0.0341572081535556,0.08050288868153031,,0.0,,87713000.0,245824000.0,379476000.0,162636000.0,0.97,0.97,0.0,1.5114980693081483,1.2515393,155.19,121.03,1.28077,28262.889,29.0174,2.0787,8.3679
2011-12-31,2516250000.0,1442489000.0,1018947000.0,26484000.0,,-39533000.0,-10933000.0,-31219000.0,-367000.0,-0.1299999999999999,-186330990.0,-51688000.0,-25289000.0,0.0,1.25,45.7964,7.0125,-0.1299999999999999,-64822000.0,-0.010729704292764982,-0.004344957774465971,,,-0.015711077993045205,-0.038797896259569926,,0.0,,50449000.0,115476000.0,173490000.0,67301000.0,0.54,0.54,0.0,1.7158140295092197,1.2515393,155.19,121.03,1.28077,28262.889,29.0174,2.0787,8.3679
2012-03-31,2523136000.0,1443394000.0,1024506000.0,37575000.0,,32770000.0,20214000.0,18071000.0,950000.0,0.21,99927352.0,40790000.0,16524000.0,0.0,,44.2314,7.9701,0.21,49294000.0,0.01973048474093856,0.008011458756087662,,,0.01298780565137987,0.03198614747009779,,0.0,,62362000.0,124216000.0,185169000.0,68958000.0,0.6600000000000001,0.6600000000000001,0.0,1.801328344789582,1.2515393,155.19,121.03,1.28077,28262.889,29.0174,2.0787,8.3679
2012-06-30,2708343000.0,1397700000.0,1255560000.0,185502000.0,,70645000.0,42627000.0,33925000.0,2584000.0,0.43,103063565.0,92621000.0,33150000.0,0.0,,42.9318,8.7683,0.43,103795000.0,0.033950587785529965,0.015739143823363583,,,0.02608421459172638,0.05626573003281404,,0.0,,86079000.0,144979000.0,211405000.0,70208000.0,0.8800000000000001,0.8800000000000001,0.0,2.0649925934366453,1.2515393,155.19,121.03,1.28077,28262.889,29.0174,2.0787,8.3679
2012-09-30,3012922000.0,1682770000.0,1274516000.0,43608000.0,,114129000.0,81233000.0,52348000.0,4240000.0,0.8,104981176.0,152961000.0,52918000.0,0.0,,35.1763,8.8167,0.8,167047000.0,0.06373635168173644,0.026961534351038628,,,0.037879838907213664,0.08954693389490599,,0.0,,133141000.0,178011000.0,255314000.0,73125000.0,1.31,1.31,0.0,2.4343384615384616,1.2515393,155.19,121.03,1.28077,28262.889,29.0174,2.0787,8.3679
