report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage
2011-09-30,4344220000.0,1579881000.0,658646000.0,2661756000.0,1682464000.0,1591728000.0,939000.0,97933000.0,,691489000.0,312659000.0,161321000.0,54845000.0,93300000.0,1.51,250495000.0,92211000.0,166676000.0,158284000.0,1592667000.0,1.51,479335000.0,0.09588377522490824,0.03713462946167551,,,,0.07197126296550359,0.09546457836343035,,,0.9466276841584723,2.398680019312347,,,,,,,,,,
2011-12-31,4320444000.0,1549011000.0,681965000.0,2738341000.0,1582103000.0,1554750000.0,1740000.0,109796000.0,,910196000.0,367379000.0,184081000.0,76809000.0,104900000.0,1.73,420887000.0,135238000.0,220324000.0,285649000.0,1556490000.0,1.73,587703000.0,0.11635209591284512,0.04260696354356173,,,,0.08503269571368127,0.11705213132126402,,,0.9838107885516936,2.2713936932247254,,,,,,,,,,
2012-03-31,4391117000.0,1631085000.0,688155000.0,2746171000.0,1644946000.0,1552168000.0,2733000.0,112985000.0,,230975000.0,88513000.0,43970000.0,20456000.0,23900000.0,0.42,48820000.0,23677000.0,54978000.0,25143000.0,1554901000.0,0.42,143491000.0,0.0267303607534837,0.010013397502275617,,,,0.020157285720239292,0.027661635071926878,,,0.9452596012270311,2.370229090829828,,,,,,,,,,
2012-06-30,4295300000.0,1609900000.0,694100000.0,2720100000.0,1575200000.0,1549400000.0,5400000.0,127200000.0,,464300000.0,171300000.0,86300000.0,37800000.0,48100000.0,0.82,143300000.0,59300000.0,107000000.0,84000000.0,1554800000.0,0.82,278300000.0,0.0547866937531742,0.020091728167997577,,,,0.039880799944124974,0.05472843450479233,,,0.9870492635855764,2.319406425587091,475672000.0,939851000.0,2296960000.0,553076000.0,1488829000.0,189910000.0,4.48,4.48,1.0443106629438303,4.9489284397872675
2012-09-30,4276900000.0,1589500000.0,698100000.0,2659300000.0,1617600000.0,1494400000.0,6400000.0,123300000.0,,711400000.0,261200000.0,133700000.0,54800000.0,74900000.0,1.27,290200000.0,92400000.0,157200000.0,197800000.0,1500800000.0,1.27,418400000.0,0.08265331355093966,0.0312609600411513,,,,0.0610722719726905,0.08376090302719343,,,0.9277942631058358,2.2768944277324166,448051000.0,888392000.0,2316871000.0,592592000.0,1427894000.0,189865000.0,4.24,4.24,1.0510584118989226,4.679071972190767
2012-12-31,4185700000.0,1525000000.0,643000000.0,2544800000.0,1640900000.0,1417600000.0,8600000.0,114100000.0,,-459175000.0,-175513000.0,-90170000.0,-42156000.0,-42100000.0,-0.8499999999999999,-61020000.0,-38977000.0,-114878000.0,-99997000.0,1426200000.0,-0.8499999999999999,-290391000.0,-0.05495155097812176,-0.021542394342642806,,,,-0.041931576558281766,-0.05722441394150826,,,0.8691571698458164,2.3716951788491447,173800000.0,345500000.0,947500000.0,206946000.0,549800000.0,70900000.0,1.66,1.66,2.5940341942524556,4.873060648801128
2019-03-31,3647800000.0,1280200000.0,661900000.0,2399600000.0,1248200000.0,1395000000.0,12700000.0,57700000.0,1001400000.0,202200000.0,97100000.0,60400000.0,18500000.0,20000000.0,0.66,1500000.0,28600000.0,41200000.0,-27100000.0,1407700000.0,0.66,138300000.0,0.04838968114084281,0.016557925324853336,0.06031555821849411,0.2019173157579389,0.0969642500499301,0.026618783924557268,0.03656011144997929,-0.02706211304174156,0.13810665068903535,1.127784008972921,1.9341290225109533,190230000.0,354087000.0,918725000.0,154703000.0,544609000.0,68944000.0,1.9000000000000004,1.9000000000000004,2.584790188924531,5.1358638895335345
