report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2020-12-31,525761000000.0,52008000000.0,63438000000.0,,179240000000.0,,3470000000.0,9740000000.0,-80817000000.0,-29249000000.0,-24384000000.0,-4183000000.0,-5577000000.0,-3.38,,-19709000000.0,,-14750000000.0,,3470000000.0,0.8198,,1.4327,-3.38,-43999000000.0,-0.13604106226288776,-0.04637848756374094,0.30171869779873045,0.3619164284742072,-0.05563174141862938,-0.1600842865743528,,0.5444275338109557,0.019359517964740013,0.819824080204294,171760000000.0,-5176000000.0,6405000000.0,34921000000.0,7925000000.0,-0.75,-0.75,0.09936714297986884,0.8082018927444795,0.3136572,29.79,22.95,48.3111,198326.44,9.0341,1.5932,1.5784
2021-03-31,546985000000.0,62754000000.0,76608000000.0,,183079000000.0,,19505000000.0,11342000000.0,43939000000.0,7661000000.0,7550000000.0,1870000000.0,2122000000.0,1.04,7188000000.0,9927000000.0,,5809000000.0,,19505000000.0,,,1.5856,1.04,13470000000.0,0.04123902796060717,0.013802937923343419,0.17182912674389494,0.17435535628940121,0.014005868533872043,0.03781641195750898,,0.306561369170896,0.10653870733399243,0.8191572681704261,172920000000.0,-2236000000.0,6580000000.0,33683000000.0,7777000000.0,-0.33999999999999986,-0.33999999999999986,0.5790754980257103,0.8460846084608461,0.3136572,29.79,22.95,48.3111,198326.44,9.0341,1.5932,1.5784
2021-06-30,544710000000.0,62869000000.0,82126000000.0,,179846000000.0,,24016000000.0,11869000000.0,87984000000.0,10930000000.0,9120000000.0,3554000000.0,2873000000.0,1.25,7194000000.0,20837000000.0,,11570000000.0,,24016000000.0,,,1.5694,1.25,22500000000.0,0.05071005193332073,0.016742853995704136,0.10365521003818876,0.12422713220585561,0.020065723045290154,0.05361470014029098,,0.25572831423895254,0.1335364700910779,0.7655188369091396,177175000000.0,993000000.0,6492000000.0,30658000000.0,7272000000.0,0.10000000000000009,0.10000000000000009,0.7833518168177963,0.8927392739273927,0.3136572,29.79,22.95,48.3111,198326.44,9.0341,1.5932,1.5784
2021-09-30,547107000000.0,57230000000.0,81601000000.0,,181303000000.0,,23755000000.0,21270000000.0,127906000000.0,18039000000.0,15038000000.0,5221000000.0,4412000000.0,2.07,7197000000.0,30703000000.0,,17189000000.0,,23755000000.0,,166.9706,1.6081,2.07,35228000000.0,0.08294402188601402,0.027486396628081892,0.1175707159945585,0.14103325879943082,0.032971612499931455,0.08797023281217997,,0.27542101230591215,0.13102375581209358,0.7013394443695543,179012000000.0,7324000000.0,7381000000.0,27199000000.0,6462000000.0,0.98,0.98,0.8733776977094746,1.1422160321881771,0.3136572,29.79,22.95,48.3111,198326.44,9.0341,1.5932,1.5784
2021-12-31,551622000000.0,59997000000.0,85588000000.0,,183855000000.0,,24630000000.0,21169000000.0,-90965000000.0,-13283000000.0,-11627000000.0,-3761000000.0,-3939000000.0,-2.3599999999999994,,-19510000000.0,,-11706000000.0,,24630000000.0,1.6075,8.748,1.3106,-2.3599999999999994,-24989000000.0,-0.06324005330287455,-0.021077839535043923,0.1278183916891112,0.14602319573462322,-0.024079895290615674,-0.06371201765114996,,0.27471005331720993,0.1339642653177776,0.7009978034303874,168864000000.0,20081000000.0,23347000000.0,46209000000.0,6884000000.0,2.0,2.0,0.5330130494059598,3.391487507263219,0.3136572,29.79,22.95,48.3111,198326.44,9.0341,1.5932,1.5784
2022-03-31,577195000000.0,76856000000.0,82494000000.0,,186556000000.0,,27333000000.0,38565000000.0,38105000000.0,5641000000.0,4810000000.0,1722000000.0,1443000000.0,0.65,7556000000.0,5732000000.0,,5539000000.0,,27333000000.0,,9.7334,1.32,0.65,11180000000.0,0.025783142863268937,0.008333405521530852,0.1262301535231597,0.1480383151817347,0.009773126932838988,0.026373492792990758,,0.2933998162970739,0.146513647376659,0.9316556355613742,163030000000.0,17341000000.0,21327000000.0,43919000000.0,6736000000.0,1.6100000000000003,1.6100000000000003,0.6223502356611034,3.166122327790974,0.3136572,29.79,22.95,48.3111,198326.44,9.0341,1.5932,1.5784
2022-06-30,426433000000.0,34485000000.0,49189000000.0,,135307000000.0,,6210000000.0,4018000000.0,59355000000.0,10493000000.0,8967000000.0,3128000000.0,2949000000.0,1.0,7584000000.0,,,8912000000.0,,6210000000.0,,7.495,1.2265,1.0,19405000000.0,0.06627151588609606,0.02102792232308475,0.15107404599444024,0.17678375873978602,0.02460644462318817,0.07414656896344608,,0.3269311768174543,0.04589562993784505,0.7010713777470573,134401000000.0,17188000000.0,20890000000.0,40824000000.0,6310000000.0,1.3600000000000003,1.3600000000000003,0.15211640211640212,3.3106180665610143,0.3136572,29.79,22.95,48.3111,198326.44,9.0341,1.5932,1.5784
2022-09-30,426463000000.0,32295000000.0,52257000000.0,,139978000000.0,,9626000000.0,2423000000.0,89398000000.0,16505000000.0,14993000000.0,4548000000.0,3857000000.0,2.0,7605000000.0,,,13426000000.0,,9626000000.0,,5.4558,0.9072,2.0,29931000000.0,0.1071096886653617,0.035156625545475224,0.16771068703997852,0.1846238170876306,0.03870206794024335,0.11032459025159755,,0.3348061477885411,0.06876794924916772,0.6180033296974567,95893000000.0,17143000000.0,19356000000.0,35527000000.0,5637000000.0,1.2900000000000005,1.2900000000000005,0.2709488557998142,3.433741351782863,0.3136572,29.79,22.95,48.3111,198326.44,9.0341,1.5932,1.5784
2022-12-31,402853000000.0,33108000000.0,56173000000.0,,106457000000.0,,7467000000.0,3701000000.0,-66117000000.0,-37226000000.0,-37294000000.0,-3290000000.0,-4469000000.0,-4.65,,,,-9856000000.0,,7467000000.0,0.5894,,1.0867,-4.65,-47082000000.0,-0.3503198474501442,-0.0925747108746863,0.5640606803091489,0.5630322004930653,-0.09240591481259913,-0.3267617007829781,,0.7121012750124779,0.07014099589505622,0.589393480853791,120741000000.0,-8524000000.0,-4587000000.0,13434000000.0,6108000000.0,-1.0000000000000004,-1.0000000000000004,0.5558284948637785,-0.7509823182711198,0.3136572,29.79,22.95,48.3111,198326.44,9.0341,1.5932,1.5784
2023-03-31,400873000000.0,29903000000.0,58150000000.0,,108346000000.0,,13757000000.0,2821000000.0,30139000000.0,6002000000.0,4228000000.0,1708000000.0,1314000000.0,0.0,7474000000.0,,,4631000000.0,,13757000000.0,,,1.1358,0.0,10633000000.0,0.03902312960330792,0.010546981213501533,0.1402833537940874,0.1991439662895252,0.014972322905259272,0.04915522141143133,,0.3527986993596337,0.12697284625182287,0.5142390369733448,112775000000.0,-9106000000.0,-4226000000.0,12887000000.0,6094000000.0,-1.6500000000000004,-1.6500000000000004,1.0675098936913168,-0.6934689858877584,0.3136572,29.79,22.95,48.3111,198326.44,9.0341,1.5932,1.5784
2023-06-30,408453000000.0,36672000000.0,54159000000.0,,116075000000.0,,15268000000.0,9528000000.0,60056000000.0,12408000000.0,8717000000.0,3316000000.0,2717000000.0,1.0,7327000000.0,,,9306000000.0,,15268000000.0,,,0.9389,1.0,21714000000.0,0.07509799698470816,0.021341500735702762,0.1451478619954709,0.20660716664446516,0.030378036151038186,0.09447020396975857,,0.36156254162781404,0.13153564505707516,0.6771173766133053,113476000000.0,-9356000000.0,-2311000000.0,15196000000.0,6282000000.0,-1.6500000000000004,-1.6500000000000004,1.0047380889707818,-0.3678764724609997,0.3136572,29.79,22.95,48.3111,198326.44,9.0341,1.5932,1.5784
2023-09-30,406698000000.0,35620000000.0,51684000000.0,,117855000000.0,,11302000000.0,7540000000.0,90406000000.0,18190000000.0,12212000000.0,4978000000.0,3871000000.0,1.0,7280000000.0,,,14011000000.0,,11302000000.0,,,0.8615,1.0,32201000000.0,0.10361885367612744,0.030027194625987835,0.13507953011968232,0.20120345994734862,0.04472606209029796,0.1408363464620578,,0.3561821118067385,0.09589750116668788,0.6891881433325594,114484000000.0,-12137000000.0,-626000000.0,17466000000.0,6712000000.0,-2.6500000000000004,-2.6500000000000004,0.6470857666323142,-0.0932657926102503,0.3136572,29.79,22.95,48.3111,198326.44,9.0341,1.5932,1.5784
2023-12-31,407060000000.0,36458000000.0,51127000000.0,,117442000000.0,,9477000000.0,6722000000.0,-58173000000.0,-13139000000.0,-10757000000.0,-3298000000.0,-3677000000.0,-1.0,,,,-9171000000.0,,9477000000.0,0.7131,8.3318,0.98,-1.0,-22310000000.0,-0.09159414860101156,-0.026426079693411292,0.1849139635225964,0.22586079452667046,-0.0322777968849801,-0.1035227192146172,,0.38351125092396815,0.08069515164932477,0.7130870186007393,122428000000.0,14400000000.0,23461000000.0,42238000000.0,6704000000.0,1.0,1.0,0.2243714191012832,3.4995525059665873,0.3136572,29.79,22.95,48.3111,198326.44,9.0341,1.5932,1.5784
2024-03-31,399428000000.0,30445000000.0,44834000000.0,,118620000000.0,,7060000000.0,3520000000.0,30028000000.0,5847000000.0,3445000000.0,1724000000.0,1118000000.0,0.0,7193000000.0,7547000000.0,,5047000000.0,,7060000000.0,,9.2146,1.0258,0.0,10894000000.0,0.02904232001348845,0.008624833511922048,0.11472625549487145,0.19471826295457573,0.014638432959131559,0.04652291534054742,,0.3627947249234048,0.059517787894115666,0.6790605344158451,122317000000.0,13617000000.0,23306000000.0,42499000000.0,6720000000.0,1.0,1.0,0.16612155580131296,3.4681547619047617,0.3136572,29.79,22.95,48.3111,198326.44,9.0341,1.5932,1.5784
2024-06-30,398026000000.0,29868000000.0,42429000000.0,,119347000000.0,,5249000000.0,3093000000.0,59825000000.0,11607000000.0,7042000000.0,3423000000.0,2260000000.0,0.0,7195000000.0,16640000000.0,,10119000000.0,,5249000000.0,,10.6947,1.1137,0.0,21726000000.0,0.059004415695409186,0.017692311557536443,0.11770998746343501,0.19401587964897618,0.0291614115660786,0.09315708369450063,,0.36315921437526116,0.04398099658977603,0.703952485328431,122086000000.0,11942000000.0,22505000000.0,42511000000.0,6827000000.0,0.0,0.0,0.12347392439603867,3.296469898930716,0.3136572,29.79,22.95,48.3111,198326.44,9.0341,1.5932,1.5784
2024-09-30,393719000000.0,29799000000.0,40658000000.0,,116282000000.0,,2637000000.0,2586000000.0,90038000000.0,13723000000.0,6868000000.0,,3545000000.0,0.0,7200000000.0,26875000000.0,,15206000000.0,,2637000000.0,,17.428,1.293,0.0,28929000000.0,0.059063311604547565,0.017443913044582558,0.07627890446256025,0.1524134254425909,0.034854807616599655,0.11539787586508464,,0.3212976743152891,0.022677628523761203,0.7329184908259138,121718000000.0,6598000000.0,18038000000.0,39239000000.0,,-1.0,-1.0,0.06720354749101659,,0.3136572,29.79,22.95,48.3111,198326.44,9.0341,1.5932,1.5784
2024-12-31,394795000000.0,31168000000.0,46872000000.0,,118245000000.0,,5089000000.0,3298000000.0,-57555000000.0,-12128000000.0,-6407000000.0,,-2478000000.0,1.0,,,,-9792000000.0,,5089000000.0,0.665,14.9234,1.3355,1.0,-21920000000.0,-0.054184109264662356,-0.016228675641788776,0.1113196073321171,0.21072018069672488,-0.030719740624881267,-0.09833460359673732,,0.3808530970376162,0.043037760581842784,0.6649598907663424,122336000000.0,10948000000.0,19049000000.0,39629000000.0,,1.0,1.0,0.12841605894673094,,0.3136572,29.79,22.95,48.3111,198326.44,9.0341,1.5932,1.5784
2025-03-31,397467000000.0,33780000000.0,47999000000.0,,119858000000.0,,8902000000.0,6885000000.0,30626000000.0,5754000000.0,4351000000.0,,1299000000.0,0.0,7223000000.0,9049000000.0,,5190000000.0,,8902000000.0,,17.1674,1.6554,0.0,10944000000.0,0.036301289859667275,0.010946820742350937,0.14206883040553778,0.18787957944230393,0.014476673535161409,0.04468779123951538,,0.35734343368379806,0.07427122094478467,0.7037646617637867,122934000000.0,11854000000.0,18956000000.0,39679000000.0,,1.0,1.0,0.22435041205675546,,0.3136572,29.79,22.95,48.3111,198326.44,9.0341,1.5932,1.5784
2025-06-30,405491000000.0,39306000000.0,48565000000.0,,121394000000.0,,9254000000.0,10499000000.0,61473000000.0,12255000000.0,8851000000.0,,2536000000.0,1.0,7221000000.0,18812000000.0,,10441000000.0,,9254000000.0,,16.2451,1.6715,1.0,22696000000.0,0.07291134652453993,0.021827858078231083,0.14398191075756836,0.19935581474793812,0.03022261899770895,0.09380166554405732,,0.3692027394140517,0.07623111521162496,0.809348296098013,124582000000.0,13663000000.0,19604000000.0,40649000000.0,,2.0,2.0,0.227656276907181,,0.3136572,29.79,22.95,48.3111,198326.44,9.0341,1.5932,1.5784
2025-09-30,423213000000.0,54579000000.0,53876000000.0,,126755000000.0,,11378000000.0,20272000000.0,92182000000.0,18374000000.0,18165000000.0,,3512000000.0,2.0,7203000000.0,28964000000.0,,15758000000.0,,11378000000.0,,9.0249,1.6128,2.0,34132000000.0,0.14330795629363732,0.04292164938222597,0.1970558243474865,0.1993230782582283,0.043415490544950176,0.13301673025272745,,0.37026751426525784,0.08976371740759734,1.0130484816987155,126726000000.0,24960000000.0,24255000000.0,45852000000.0,,4.0,4.0,0.24814620954374947,,0.3136572,29.79,22.95,48.3111,198326.44,9.0341,1.5932,1.5784
2025-12-31,420198000000.0,48732000000.0,53780000000.0,,126491000000.0,,9011000000.0,18234000000.0,-58633000000.0,-12221000000.0,-9414000000.0,,-3726000000.0,0.0,,-16541000000.0,,-10503000000.0,,9011000000.0,0.9061,8.0218,1.4015,0.0,-22724000000.0,-0.07442426733917828,-0.02240372395870518,0.16055804751590402,0.20843211160950317,-0.029083908062389634,-0.0901905506929787,,0.3875633175856599,0.07123826991643674,0.9061361100780959,125648000000.0,21953000000.0,24162000000.0,45048000000.0,,3.0,3.0,0.20003107796128575,,0.3136572,29.79,22.95,48.3111,198326.44,9.0341,1.5932,1.5784
