report_date,total_assets,total_liabilities,total_equity,long_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2013-02-28,10432269000.0,6362629000.0,3495881000.0,,1242116000.0,989946000.0,53321000.0,57492000.0,,-3637000.0,0.26,-321492000.0,,6333000.0,,0.0,,9.9042,1.6354,0.26,59654000.0,0.01644563988305094,0.005510977525598698,0.058075895048820846,0.05386253391599138,0.00511116038131302,0.015252521467406929,,0.060259852557614256,0.0,4369796000.0,721648000.0,268982000.0,,295766000.0,3.289999999999999,3.289999999999999,0.0,1.488703,144.24,92.17,3.57781,23029.182,11.0814,1.5002,0.6736
2013-05-31,10494157000.0,6449318000.0,3585602000.0,,891677000.0,2416070000.0,,194928000.0,,15854000.0,0.0,-609909000.0,,13739000.0,,0.0,,17.9652,1.5,0.0,,0.05436409283573581,0.018574907922570626,0.08067978162884354,,,,,,0.0,5130855000.0,448905000.0,,,,1.1299999999999992,1.1299999999999992,,1.488703,144.24,92.17,3.57781,23029.182,11.0814,1.5002,0.6736
2013-08-31,11015593000.0,6844907000.0,3714146000.0,,571770000.0,4018142000.0,,315590000.0,,83059000.0,1.0,-1017739000.0,,21683000.0,,0.0,,13.4418,1.1013,1.0,,0.08496973463078726,0.028649388189995764,0.0785412760425092,,,,,,0.0,6394228000.0,209715000.0,,,,-0.4300000000000008,-0.4300000000000008,,1.488703,144.24,92.17,3.57781,23029.182,11.0814,1.5002,0.6736
2013-11-30,11273247000.0,6645777000.0,4168901000.0,,970505000.0,-1489063000.0,628620000.0,-88336000.0,,81739000.0,0.8899999999999999,1141426000.0,,-11406000.0,,0.0,24.7696,13.8958,1.1229,0.8899999999999999,617214000.0,-0.021189277461853857,-0.007835896791758399,0.05932321197961402,-0.4221580953928746,0.05576210651642779,0.15078794147426383,,-0.4144982448694246,0.0,5935095000.0,479674000.0,,,,2.15,2.15,,1.488703,144.24,92.17,3.57781,23029.182,11.0814,1.5002,0.6736
2014-02-28,11526788000.0,6825631000.0,4260158000.0,,874298000.0,1363095000.0,,78117000.0,,45911000.0,0.0,-394607000.0,,7839000.0,,0.0,,17.4496,1.3837,0.0,,0.018336643852176374,0.006776996332369434,0.057308551494943495,,,,,,0.0,6308244000.0,500299000.0,,,,1.89,1.89,,1.488703,144.24,92.17,3.57781,23029.182,11.0814,1.5002,0.6736
2014-05-31,11994626000.0,7103319000.0,4399344000.0,,960239000.0,3181840000.0,,215836000.0,,126924000.0,0.0,-721696000.0,,16645000.0,,0.0,,16.2698,1.2154,0.0,,0.04906095090540771,0.0179943918218042,0.06783370628315692,,,,,,0.0,7074014000.0,521207000.0,,,,1.89,1.89,,1.488703,144.24,92.17,3.57781,23029.182,11.0814,1.5002,0.6736
2014-08-31,12290077000.0,7251936000.0,4581479000.0,,833513000.0,5195874000.0,,393593000.0,,215819000.0,1.0,-898501000.0,,27161000.0,,0.0,,13.9726,1.0955,1.0,,0.08590959382330465,0.03202526721354146,0.0757510670967002,,,,,,0.0,8251746000.0,599210000.0,,,,1.89,1.89,,1.488703,144.24,92.17,3.57781,23029.182,11.0814,1.5002,0.6736
2014-11-30,12958267000.0,7706965000.0,4827020000.0,,1281814000.0,-1960997000.0,,-48630000.0,,-47563000.0,1.0,1226316000.0,,-13103000.0,,0.0,19.9236,14.3942,1.1821,1.0,,-0.010074538742329636,-0.003752816638212502,0.024798610094763023,,,,,,0.0,7779812000.0,638916000.0,,,,2.0,2.0,,1.488703,144.24,92.17,3.57781,23029.182,11.0814,1.5002,0.6736
2015-02-28,13120645000.0,7811655000.0,4952334000.0,,818430000.0,1644139000.0,,114963000.0,,59726000.0,0.0,-730264000.0,,8306000.0,,0.0,,14.7395,1.2356,0.0,,0.023213902777962876,0.008761993027019632,0.06992292014239672,,,,,,0.0,8060856000.0,675762000.0,,,,2.0,2.0,,1.488703,144.24,92.17,3.57781,23029.182,11.0814,1.5002,0.6736
2015-05-31,13895459000.0,8419740000.0,5138738000.0,,920157000.0,4036743000.0,,297979000.0,,154952000.0,1.0,-994533000.0,,18906000.0,,0.0,,13.0275,1.0879,1.0,,0.057986805320683794,0.021444343796055962,0.07381668835494358,,,,,,0.0,8915759000.0,757905000.0,,,,3.0,3.0,,1.488703,144.24,92.17,3.57781,23029.182,11.0814,1.5002,0.6736
2015-08-31,14169375000.0,8494678000.0,5360016000.0,,805294000.0,6528441000.0,,521291000.0,,250573000.0,2.0,-1088414000.0,,30450000.0,,0.0,,13.2931,1.1183,2.0,,0.09725549326718427,0.036789978386484935,0.07984923199887997,,,,,,0.0,10248326000.0,885603000.0,,,,4.0,4.0,,1.488703,144.24,92.17,3.57781,23029.182,11.0814,1.5002,0.6736
2015-11-30,14419509000.0,8469437000.0,5648944000.0,,1158445000.0,-2735315000.0,,-131339000.0,,-74835000.0,0.0,2393565000.0,,-13996000.0,,0.0,18.8048,13.0416,1.1052,0.0,,-0.023250186229497052,-0.009108423872130459,0.04801604202806624,,,,,,0.0,9474008000.0,802894000.0,,,,3.0,3.0,,1.488703,144.24,92.17,3.57781,23029.182,11.0814,1.5002,0.6736
2016-02-29,14195188000.0,8101739000.0,5820114000.0,,720459000.0,1993664000.0,,144080000.0,,56241000.0,0.0,-215887000.0,,10077000.0,,0.0,,10.5134,0.8904,0.0,,0.024755528843593097,0.010149918408970702,0.07226894802735065,,,,,,0.0,9823533000.0,832011000.0,,,,3.0,3.0,,1.488703,144.24,92.17,3.57781,23029.182,11.0814,1.5002,0.6736
2016-05-31,14847801000.0,8484867000.0,6118366000.0,5346535000.0,815477000.0,4739479000.0,,362549000.0,2350000.0,160042000.0,1.58,-175382000.0,39216000.0,,-214598000.0,5346535000.0,,10.9555,0.9338,1.58,,0.05925585360535803,0.024417689865320797,0.07649553885564216,,,,-0.04527881651126632,,0.8738501423419259,10526269000.0,896581000.0,,,,3.58,3.58,,1.488703,144.24,92.17,3.57781,23029.182,11.0814,1.5002,0.6736
2016-08-31,14998720000.0,8235814000.0,6545535000.0,4951148000.0,816095000.0,7573373000.0,,598391000.0,3323000.0,266469000.0,2.59,-3080000.0,54847000.0,,-57927000.0,4951148000.0,,11.2095,0.9378,2.59,,0.09141972352145394,0.03989613780375925,0.07901248228497394,,,,-0.00764877155793066,,0.7564160912744337,11571201000.0,973681000.0,,,,4.17,4.17,,1.488703,144.24,92.17,3.57781,23029.182,11.0814,1.5002,0.6736
2016-11-30,15361781000.0,8150214000.0,7026042000.0,4606277000.0,1329529000.0,-3356517000.0,,-193176000.0,-1047000.0,-65374000.0,-0.23999999999999977,902153000.0,-17624000.0,,884529000.0,4606277000.0,18.4822,10.3305,0.8603,-0.23999999999999977,,-0.027494284833480927,-0.012575104410094117,0.05755251649254271,,,,-0.2635258513512668,,0.6556005500678761,10949999000.0,911844000.0,,,,3.93,3.93,,1.488703,144.24,92.17,3.57781,23029.182,11.0814,1.5002,0.6736
2017-02-28,16230113000.0,8974338000.0,7106053000.0,5778306000.0,929060000.0,2337428000.0,,38080000.0,,19969000.0,0.16,79324000.0,25785000.0,,53539000.0,5778306000.0,,13.8274,0.9866,0.16,,0.005358811706020206,0.0023462559995731393,0.016291410901212788,,,,0.022905090552521833,,0.8131526742060606,11293763000.0,805844000.0,,665543000.0,,4.09,4.09,,1.488703,144.24,92.17,3.57781,23029.182,11.0814,1.5002,0.6736
2017-05-31,16754505000.0,9317499000.0,7322571000.0,5767689000.0,983968000.0,5599320000.0,,251725000.0,,128861000.0,1.07,-159759000.0,47043000.0,,-206802000.0,5767689000.0,,14.6913,0.9965,1.07,,0.0343765871303945,0.015024317340321305,0.04495635184272376,,,,-0.036933413343048796,,0.7876590066521718,12153604000.0,695020000.0,,673339000.0,,3.58,3.58,,1.488703,144.24,92.17,3.57781,23029.182,11.0814,1.5002,0.6736
2017-08-31,16939373000.0,9279913000.0,7554260000.0,5523765000.0,837726000.0,8860796000.0,,500890000.0,,253656000.0,2.0,327713000.0,67107000.0,,260606000.0,5523765000.0,,14.5671,0.9694,2.0,,0.06630563417197713,0.029569571435731416,0.05652878138713497,,,,0.029411127397583694,,0.7312119254566297,13441027000.0,597519000.0,,991872000.0,,2.99,2.99,,1.488703,144.24,92.17,3.57781,23029.182,11.0814,1.5002,0.6736
2017-11-30,18745034000.0,10758902000.0,7872317000.0,6410003000.0,2650872000.0,-4151179000.0,,19785000.0,,15371000.0,-0.22999999999999998,749586000.0,-28162000.0,,721424000.0,6410003000.0,18.5018,18.0389,1.1561,-0.22999999999999998,,0.0025132372083085577,0.0010554795472763614,-0.0047661158432339345,,,,-0.17378773596609542,,0.8142460472564812,12646365000.0,810480000.0,,828767000.0,,3.0,3.0,,1.488703,144.24,92.17,3.57781,23029.182,11.0814,1.5002,0.6736
2018-02-28,27944023000.0,14769939000.0,13060930000.0,10382540000.0,1029585000.0,2980791000.0,,136215000.0,,132611000.0,0.53,-142728000.0,40810000.0,,-183538000.0,10382540000.0,,19.8153,1.3548,0.53,,0.01042919608328044,0.0048745665575783415,0.045697601743966615,,,,-0.06157358902385306,,0.7949311419630914,13289728000.0,908615000.0,,591690000.0,,3.37,3.37,,1.488703,144.24,92.17,3.57781,23029.182,11.0814,1.5002,0.6736
2018-05-31,28351109000.0,14652239000.0,13591311000.0,9985615000.0,1153854000.0,8439852000.0,,446472000.0,,208572000.0,1.52,34397000.0,58935000.0,,-24538000.0,9985615000.0,,16.5695,1.0755,1.52,,0.032849811177155755,0.01574795539744142,0.052900453704638424,,,,-0.002907396954354176,,0.7347057984325427,16130260000.0,1103362000.0,,773954000.0,,3.8200000000000003,3.8200000000000003,,1.488703,144.24,92.17,3.57781,23029.182,11.0814,1.5002,0.6736
2018-08-31,28289395000.0,14173215000.0,14032016000.0,9407987000.0,1048416000.0,14112421000.0,,899683000.0,,306870000.0,2.94,748671000.0,81493000.0,,667178000.0,9407987000.0,,13.8162,0.9335,2.94,,0.06411644627543184,0.031802836363237885,0.06375114517912979,,,,0.04727594223556681,,0.6704658118975919,21381885000.0,1502155000.0,,1180526000.0,,4.76,4.76,,1.488703,144.24,92.17,3.57781,23029.182,11.0814,1.5002,0.6736
2018-11-30,28566181000.0,13883224000.0,14581535000.0,8543868000.0,1558458000.0,-4961433000.0,,213461000.0,,-102882000.0,0.4500000000000002,1071269000.0,-50799000.0,,1020470000.0,8543868000.0,6.7602,8.1404,0.6711,0.4500000000000002,,0.01463913092825961,0.007472507438078615,-0.04302406179827481,,,,-0.20568049593736326,,0.5859374887486125,20571631000.0,1695831000.0,,1479572000.0,,5.44,5.44,,1.488703,144.24,92.17,3.57781,23029.182,11.0814,1.5002,0.6736
2019-02-28,28749926000.0,13856231000.0,14786814000.0,,,3868082000.0,319124000.0,239910000.0,,79700000.0,0.74,-524423000.0,27395000.0,,-551818000.0,0.0,,8.4172,0.7059,0.74,319124000.0,0.01622459036814827,0.00834471713075018,0.06202298710316896,0.08250187043604557,0.011099993787810097,0.021581660525384305,-0.14265933348879367,0.08250187043604557,0.0,21458922000.0,1799526000.0,,1111292000.0,,5.65,5.65,,1.488703,144.24,92.17,3.57781,23029.182,11.0814,1.5002,0.6736
2019-05-31,29583064000.0,14336529000.0,15159304000.0,9404241000.0,993541000.0,9430972000.0,,661382000.0,,220230000.0,2.03,-429890000.0,47766000.0,,-477656000.0,9404241000.0,,8.1721,0.7242,2.03,,0.04362878401277526,0.022356778189034105,0.07012872056029856,,,,-0.050647589665201,,0.6203610007425143,22450042000.0,2014436000.0,,658174000.0,,6.159999999999999,6.159999999999999,,1.488703,144.24,92.17,3.57781,23029.182,11.0814,1.5002,0.6736
2019-08-31,29459447000.0,13993500000.0,15371938000.0,9075016000.0,1045462000.0,15288030000.0,,1174748000.0,,374670000.0,3.63,298293000.0,69557000.0,,228736000.0,9075016000.0,,8.0407,0.7287,3.63,,0.07642159368584495,0.039876783837795735,0.07684103183994276,,,,0.014961770744824545,,0.5903625164244092,23625651000.0,2289501000.0,,219732000.0,,6.85,6.85,,1.488703,144.24,92.17,3.57781,23029.182,11.0814,1.5002,0.6736
2019-11-30,29359511000.0,13325681000.0,15949517000.0,7776638000.0,1443656000.0,-6327523000.0,,-226988000.0,,-82427000.0,-0.6599999999999993,2138363000.0,-58221000.0,,2080142000.0,7776638000.0,15.3302,9.8569,0.8188,-0.6599999999999993,,-0.014231653535339032,-0.0077313276777668406,0.035873121283004426,,,,-0.32874507133360087,,0.48757827588133235,22259561000.0,1849052000.0,,1279404000.0,,5.74,5.74,,1.488703,144.24,92.17,3.57781,23029.182,11.0814,1.5002,0.6736
2020-02-29,29173699000.0,12980322000.0,16044599000.0,,1052482000.0,4505337000.0,423552000.0,398452000.0,,32329000.0,1.27,382976000.0,17909000.0,,365067000.0,0.0,,9.4923,0.8323,1.27,423552000.0,0.024834026702692913,0.013657918387380358,0.08843999905001557,0.09401116941973486,0.014518282374819868,0.026398416065119484,0.08102989854033117,0.09401116941973486,0.0,22896816000.0,2007594000.0,,2196289000.0,,6.27,6.27,,1.488703,144.24,92.17,3.57781,23029.182,11.0814,1.5002,0.6736
2020-05-31,29309025000.0,12676401000.0,16542703000.0,7495674000.0,1641921000.0,9792710000.0,,915858000.0,,192808000.0,2.91,1310803000.0,25731000.0,,1285072000.0,7495674000.0,,8.649,0.8043,2.91,,0.05536326197719925,0.031248327093787664,0.09352446871192958,,,,0.13122741304501,,0.4531105950460454,23258554000.0,2262070000.0,,3959017000.0,,7.15,7.15,,1.488703,144.24,92.17,3.57781,23029.182,11.0814,1.5002,0.6736
2020-08-31,29315285000.0,12034940000.0,17172103000.0,8138594000.0,2209131000.0,15662964000.0,,1582276000.0,,382498000.0,5.03,2896844000.0,42856000.0,,2853988000.0,8138594000.0,,10.1105,1.008,5.03,,0.09214223790761096,0.05397443688505842,0.1010202155862709,,,,0.18221251099089547,,0.4739427663577373,23633488000.0,2669598000.0,,6584269000.0,,8.55,8.55,,1.488703,144.24,92.17,3.57781,23029.182,11.0814,1.5002,0.6736
2020-11-30,29935177000.0,11835776000.0,17994856000.0,7421583000.0,2863038000.0,-7472157000.0,,-431550000.0,,48600000.0,-1.3600000000000012,-399804000.0,-13744000.0,,-413548000.0,7421583000.0,17.9761,9.3929,1.0296,-1.3600000000000012,,-0.023981853480794735,-0.014416149936243905,0.0577544074622629,,,,0.05534519684208991,,0.41242802943241114,22488854000.0,2465036000.0,,4090579000.0,,7.8500000000000005,7.8500000000000005,,1.488703,144.24,92.17,3.57781,23029.182,11.0814,1.5002,0.6736
2021-02-28,30551980000.0,11534529000.0,18896246000.0,6941144000.0,2568799000.0,5325468000.0,1327014000.0,1001369000.0,,310105000.0,3.2,385508000.0,9245000.0,,376263000.0,6941144000.0,,8.2383,1.0843,3.2,1327014000.0,0.05299301247454124,0.03277591174123576,0.18803399062767817,0.24918260704974662,0.043434631732542375,0.0513602186598569,0.07065350876204683,0.24918260704974662,0.3673292568269909,23308985000.0,3067953000.0,,4101775000.0,,9.780000000000001,9.780000000000001,,1.488703,144.24,92.17,3.57781,23029.182,11.0814,1.5002,0.6736
2021-05-31,31223227000.0,11521129000.0,19576108000.0,6824433000.0,2737580000.0,11755713000.0,,1832732000.0,,570218000.0,5.85,718120000.0,24362000.0,,693758000.0,6824433000.0,,8.8683,1.2266,5.85,,0.09362085660745231,0.05869771244336788,0.15590139024319494,,,,0.05901454041962406,,0.34861030599136456,25271988000.0,3984827000.0,,3510461000.0,,12.719999999999999,12.719999999999999,,1.488703,144.24,92.17,3.57781,23029.182,11.0814,1.5002,0.6736
2021-08-31,32744190000.0,11964651000.0,20650188000.0,6650866000.0,2779141000.0,18697116000.0,,3239620000.0,,975354000.0,10.36,1312347000.0,39959000.0,,1272388000.0,6650866000.0,,7.8753,1.272,10.36,,0.15688089619329373,0.09893724657717903,0.173268433484608,,,,0.06805263442768393,,0.322072903161947,28306140000.0,5642171000.0,,1928861000.0,,18.049999999999997,18.049999999999997,,1.488703,144.24,92.17,3.57781,23029.182,11.0814,1.5002,0.6736
2021-11-30,33207778000.0,12211496000.0,20816425000.0,4652338000.0,2921744000.0,-8647621000.0,,-1643610000.0,,-493168000.0,-5.140000000000001,116799000.0,-8394000.0,,108405000.0,4652338000.0,15.6858,7.1748,1.1716,-5.140000000000001,,-0.07895736179483269,-0.04949472981902011,0.19006499012849892,,,,-0.012535817654358348,,0.22349361141502444,27130676000.0,4430111000.0,,2450814000.0,,14.269999999999996,14.269999999999996,,1.488703,144.24,92.17,3.57781,23029.182,11.0814,1.5002,0.6736
2022-02-28,32635252000.0,11787820000.0,20679064000.0,4639222000.0,1366597000.0,6203516000.0,,503581000.0,,167420000.0,1.69,-72231000.0,5780000.0,,-78011000.0,4639222000.0,,6.6035,0.9271,1.69,,0.024352214394229837,0.015430584081287314,0.08117670688686868,,,,-0.012575287949607931,,0.22434390647468377,28008724000.0,3932323000.0,,1996540000.0,,12.759999999999996,12.759999999999996,,1.488703,144.24,92.17,3.57781,23029.182,11.0814,1.5002,0.6736
2022-05-31,34306202000.0,12516428000.0,21598255000.0,4645791000.0,1314741000.0,13730187000.0,,1824337000.0,,599696000.0,6.16,52610000.0,10866000.0,,41744000.0,4645791000.0,,5.1807,0.7652,6.16,,0.08446687012446144,0.053178052178437005,0.13287051370822553,,,,0.003040308190995505,,0.21510029398208327,29983198000.0,3923928000.0,,1344526000.0,,13.069999999999997,13.069999999999997,,1.488703,144.24,92.17,3.57781,23029.182,11.0814,1.5002,0.6736
2022-08-31,35339877000.0,12212339000.0,22977278000.0,9619588000.0,1504045000.0,22209683000.0,,3291681000.0,,951276000.0,11.18,551452000.0,27534000.0,,523918000.0,9619588000.0,,4.9032,0.6883,11.18,,0.14325809175481968,0.09314353301229657,0.14820927430616637,,,,0.023589620797379234,,0.41865655279097896,33495765000.0,3975989000.0,,596056000.0,,13.889999999999997,13.889999999999997,,1.488703,144.24,92.17,3.57781,23029.182,11.0814,1.5002,0.6736
2022-11-30,37984295000.0,13743928000.0,24100500000.0,4047294000.0,4616124000.0,-10192051000.0,,-1005474000.0,,-352327000.0,-3.3100000000000005,2733837000.0,13034000.0,,2720803000.0,4047294000.0,7.4512,5.4223,0.743,-3.3100000000000005,,-0.0417200473019232,-0.02647078220090698,0.0986527638058326,,,,-0.2669534326309788,,0.16793402626501525,31951335000.0,4614125000.0,,3208454000.0,,15.719999999999997,15.719999999999997,,1.488703,144.24,92.17,3.57781,23029.182,11.0814,1.5002,0.6736
2023-02-28,36573154000.0,12017867000.0,24418255000.0,9255136000.0,4242856000.0,6156305000.0,,596534000.0,,185145000.0,2.06,978205000.0,5423000.0,,972782000.0,9255136000.0,,6.5659,0.9101,2.06,,0.02442983743105312,0.016310707028439494,0.0968980581696326,,,,0.15801393855567586,,0.37902528251916445,31904124000.0,4707078000.0,,4259247000.0,,16.089999999999996,16.089999999999996,,1.488703,144.24,92.17,3.57781,23029.182,11.0814,1.5002,0.6736
2023-08-31,37438125000.0,11649583000.0,25656619000.0,7797878000.0,4089081000.0,23265183000.0,,2577224000.0,,824233000.0,8.94,2590541000.0,53610000.0,,2536931000.0,7797878000.0,,9.6192,1.1218,8.94,,0.10045064784257036,0.06883955860503163,0.1107760037821323,,,,0.1090441025114653,,0.30393240824131973,41439120000.0,5459965000.0,,6754434000.0,,18.869999999999997,18.869999999999997,,1.488703,144.24,92.17,3.57781,23029.182,11.0814,1.5002,0.6736
2023-11-30,39234303000.0,12532337000.0,26580664000.0,2816482000.0,6273724000.0,34233366000.0,,3938511000.0,,1241013000.0,13.73,5179738000.0,99799000.0,,5079939000.0,2816482000.0,7.0579,10.2321,1.1772,13.73,,0.14817203212079277,0.10038437537682267,0.1150488970322112,,,,0.14839145528371356,,0.1059598059702346,53462803000.0,6106795000.0,,11310455000.0,,21.419999999999998,21.419999999999998,,1.488703,144.24,92.17,3.57781,23029.182,11.0814,1.5002,0.6736
2024-02-29,38951199000.0,12173269000.0,26647835000.0,7224954000.0,10163893000.0,7312930000.0,,719334000.0,,210865000.0,2.57,367867000.0,72925000.0,,294942000.0,7224954000.0,,10.7945,1.2506,2.57,,0.02699408788744001,0.01846757015104978,0.09836467735914332,,,,0.04033157708333048,,0.2711272416689761,70967784000.0,7831603000.0,,8884594000.0,,27.299999999999997,27.299999999999997,,1.488703,144.24,92.17,3.57781,23029.182,11.0814,1.5002,0.6736
2024-05-31,38667670000.0,11651917000.0,26877874000.0,5893116000.0,7469509000.0,16078522000.0,,1673645000.0,,511336000.0,,609626000.0,111733000.0,,497893000.0,5893116000.0,,10.5275,1.2194,,,0.06226850382586063,0.04328279929977679,0.10409196815478437,,,,0.03096634130923228,,0.2192552878252201,80890001000.0,8908714000.0,,8409705000.0,,,,,1.488703,144.24,92.17,3.57781,23029.182,11.0814,1.5002,0.6736
2024-08-31,39740982000.0,12183274000.0,27412520000.0,6071928000.0,8290067000.0,25494564000.0,,2836319000.0,,859195000.0,,1428874000.0,130138000.0,,1298736000.0,6071928000.0,,11.8065,1.3592,,,0.10346801388562599,0.0713701286998897,0.11125191236845627,,,,0.05094168309762034,,0.2215019998161424,83119382000.0,9167809000.0,,7171510000.0,,,,,1.488703,144.24,92.17,3.57781,23029.182,11.0814,1.5002,0.6736
2024-11-30,41312781000.0,13291556000.0,27870135000.0,2258283000.0,4662643000.0,-13444564000.0,,-1296765000.0,,-364143000.0,11.74,-2988000.0,-143293000.0,,-146281000.0,2258283000.0,6.8728,11.9496,1.3259,11.74,,-0.04652883812726418,-0.031388954425508174,0.09645273732937713,,,,0.010880308204862575,,0.08102877865500113,35441452000.0,3932533000.0,,1945290000.0,,,,,1.488703,144.24,92.17,3.57781,23029.182,11.0814,1.5002,0.6736
2025-02-28,34986103000.0,12118759000.0,22728038000.0,5819669000.0,4800700000.0,7631545000.0,,519526000.0,,169525000.0,,-289042000.0,56043000.0,,-345085000.0,5819669000.0,,8.4211,0.879,,,0.02285837431282014,0.014849496098493736,0.06807612351103216,,,,-0.04521823562594468,,0.2560568140549571,35760067000.0,3732725000.0,,1305263000.0,,,,,1.488703,144.24,92.17,3.57781,23029.182,11.0814,1.5002,0.6736
