report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,capex,fcf,total_debt,bf_pe,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,fcf_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2011-09-30,52549900000.0,27552300000.0,15786300000.0,28831800000.0,23718100000.0,8622300000.0,100000000.0,2508400000.0,45393000000.0,,2311400000.0,317700000.0,1168300000.0,6.24,3316500000.0,334400000.0,2982100000.0,8722300000.0,8.2293,6.24,,0.09745300002951332,0.04398486010439601,0.05091974533518384,,,,0.06569515123477188,,0.367748681386789,1.7453298112920697,,,,,,,0.99085,1.34929,113278.5,3.15033,0.78475
2011-12-31,52018800000.0,27097400000.0,15825700000.0,28730600000.0,23288200000.0,8420900000.0,100000000.0,2201600000.0,60710700000.0,,2646700000.0,430300000.0,1311200000.0,7.25,3374400000.0,519500000.0,2854900000.0,8520900000.0,8.8851,7.25,,0.1136498312450082,0.050879681961137124,0.04359528056833474,,,,0.04702465957401249,,0.36588916275195166,1.7122402168624453,,,,,,,0.99085,1.34929,113278.5,3.15033,0.78475
2012-03-31,52496500000.0,27543600000.0,15955100000.0,28968100000.0,23528400000.0,8462500000.0,100000000.0,2279100000.0,15415200000.0,,856500000.0,109100000.0,453300000.0,2.53,1223100000.0,123800000.0,1099300000.0,8562500000.0,9.415,2.53,,0.0364028153210588,0.016315373405846104,0.055562042659193525,,,,0.07131273029217915,,0.3639218986416416,1.7263194840521212,,,,,,,0.99085,1.34929,113278.5,3.15033,0.78475
2012-06-30,54535000000.0,28470100000.0,16177800000.0,30891200000.0,23643800000.0,10135600000.0,200000000.0,1953100000.0,30822500000.0,,1500100000.0,226700000.0,858300000.0,4.48,1744600000.0,226000000.0,1518600000.0,10335600000.0,8.1768,4.48,,0.06344580820341908,0.02750710552855964,0.048668991807932514,,,,0.04926920269283802,,0.4371378543212174,1.7598251925478123,152341400000.0,7314700000.0,8454900000.0,1083800000.0,20.5,20.5,0.99085,1.34929,113278.5,3.15033,0.78475
2012-09-30,55817900000.0,29640300000.0,14083100000.0,32001400000.0,23816500000.0,13395700000.0,192000000.0,2442100000.0,46175600000.0,,2191300000.0,360300000.0,1192800000.0,6.63,1984800000.0,375100000.0,1609700000.0,13587700000.0,7.4611,6.63,,0.09200764176096404,0.03925801579779963,0.04745579916665945,,,,0.03486040246363881,,0.5705162387420486,2.1046715566885132,153124000000.0,7194600000.0,7082500000.0,1126400000.0,20.89,20.89,0.99085,1.34929,113278.5,3.15033,0.78475
2012-12-31,58955400000.0,28268400000.0,15836900000.0,35152700000.0,23802700000.0,14170800000.0,250000000.0,2484600000.0,-30701600000.0,,-1892400000.0,-184300000.0,-1294400000.0,-5.460000000000001,-2207900000.0,-180000000.0,-2387900000.0,14420800000.0,6.9649,-5.460000000000001,,-0.07950358572766955,-0.032098840818652746,0.06163848138207781,,,,0.07777770539646142,,0.6058472358177853,1.7849705434775744,61711700000.0,2655500000.0,1839700000.0,511800000.0,8.18,8.18,0.99085,1.34929,113278.5,3.15033,0.78475
2019-03-31,74523000000.0,36611000000.0,22682000000.0,44525000000.0,29998000000.0,17396000000.0,1095000000.0,4482000000.0,24666000000.0,1945000000.0,1551000000.0,187000000.0,394000000.0,5.91,1630000000.0,234000000.0,1396000000.0,18491000000.0,18.5946,5.91,1945000000.0,0.05170344689645976,0.02081236665190612,0.06288007783994162,0.07885348252655477,0.026099325040591495,0.04011219039369754,0.0565961242195735,0.07885348252655477,0.6164077605173678,1.6140992857772682,70962500000.0,3350000000.0,2136400000.0,589700000.0,11.559999999999999,11.559999999999999,0.99085,1.34929,113278.5,3.15033,0.78475
2022-03-31,100486000000.0,53897000000.0,39733000000.0,64455000000.0,35975000000.0,19883000000.0,275000000.0,6161000000.0,38095000000.0,,1805000000.0,201000000.0,531000000.0,7.39,2541000000.0,254000000.0,2287000000.0,20158000000.0,18.9782,7.39,,0.05017373175816539,0.01796270127181896,0.04738154613466334,,,,0.06003412521328258,,0.5603335649756775,1.3564795006669519,78235000000.0,3654900000.0,2904800000.0,564000000.0,14.469999999999999,14.469999999999999,0.99085,1.34929,113278.5,3.15033,0.78475
