report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2012-09-30,42212000000.0,8157000000.0,7848000000.0,21560000000.0,20542000000.0,7220000000.0,621000000.0,528000000.0,28675000000.0,3056000000.0,1651000000.0,,1369000000.0,4.85,340270000.0,4090000000.0,6016000000.0,2198000000.0,-1926000000.0,7841000000.0,,12.1227,0.9633,4.85,5254000000.0,0.08037192094245935,0.03911210082441012,0.05757628596338274,0.10657367044463818,0.07239647493603714,0.10767008420533418,-0.06716652136006974,0.1832258064516129,0.3817057735371434,1.0393730886850152,35466000000.0,694000000.0,5710000000.0,-8689000000.0,9009000000.0,,2.0100000000000002,2.0100000000000002,0.8703518703518703,-0.1752785,161.5,124.335,2.87084,46072.105,20.688,3.654,3.6861
2012-12-31,43441000000.0,8387000000.0,8382000000.0,22238000000.0,21090000000.0,7324000000.0,787000000.0,642000000.0,-19105000000.0,-2170000000.0,-1265000000.0,,-891000000.0,-3.71,-680724000.0,-1646000000.0,-3955000000.0,-1380000000.0,-5601000000.0,8111000000.0,1.0006,8.932,0.7696,-3.71,-3550000000.0,-0.05998103366524419,-0.02911995580212242,0.06621303323737242,0.11358283171944517,-0.04995280955779103,-0.07431252354371426,0.2931693274012039,0.18581523161476055,0.38458985301090565,1.0005965163445478,38373000000.0,2025000000.0,3738000000.0,-10045000000.0,6687000000.0,,5.95,5.95,1.2129505009720354,-0.1752785,161.5,124.335,2.87084,46072.105,20.688,3.654,3.6861
2013-03-31,42379000000.0,11418000000.0,8906000000.0,19854000000.0,22418000000.0,5472000000.0,1904000000.0,444000000.0,4117000000.0,1653000000.0,1276000000.0,,470000000.0,3.72,342600000.0,819000000.0,1509000000.0,679000000.0,-690000000.0,7376000000.0,,9.1604,1.0516,3.72,2332000000.0,0.05691854759568204,0.030109252223978856,0.3099344182657275,0.40150595093514696,0.03900516765379079,0.05548096932268242,-0.16759776536312848,0.5664318678649503,0.32902132215184227,1.2820570401976197,32743000000.0,2756000000.0,4493000000.0,-9845000000.0,7440000000.0,,8.07,8.07,0.9913978494623656,-0.1752785,161.5,124.335,2.87084,46072.105,20.688,3.654,3.6861
2013-06-30,41428000000.0,9992000000.0,6733000000.0,17455000000.0,23897000000.0,,354000000.0,725000000.0,8222000000.0,,2707000000.0,,879000000.0,7.0,343400000.0,2066000000.0,2981000000.0,1292000000.0,-915000000.0,354000000.0,,6.2969,0.965,7.0,,0.11327781729924258,0.06534228058318045,0.32923862807102894,,,,-0.11128679153490635,,0.014813574925722894,1.4840338630625278,21909000000.0,4369000000.0,,-9132000000.0,,,11.860000000000001,11.860000000000001,,-0.1752785,161.5,124.335,2.87084,46072.105,20.688,3.654,3.6861
2013-09-30,41896000000.0,9257000000.0,6923000000.0,18054000000.0,23769000000.0,,791000000.0,321000000.0,10920000000.0,,3127000000.0,,1204000000.0,9.0,343300000.0,3320000000.0,4388000000.0,1973000000.0,-1068000000.0,791000000.0,,7.4573,1.1223,9.0,,0.13155791156548446,0.07463719686843613,0.28635531135531134,,,,-0.0978021978021978,,0.033278640245698175,1.3371370793008812,4154000000.0,5845000000.0,,-8274000000.0,,,16.01,16.01,,-0.1752785,161.5,124.335,2.87084,46072.105,20.688,3.654,3.6861
2013-12-31,42754000000.0,8599000000.0,6558000000.0,17970000000.0,24720000000.0,5420000000.0,378000000.0,1814000000.0,1162000000.0,2840000000.0,-2058000000.0,,-2028000000.0,-4.899999999999999,-688400000.0,-1335000000.0,-3038000000.0,-1174000000.0,-4373000000.0,5798000000.0,1.3112,5.3446,2.2923,-4.899999999999999,1666000000.0,-0.08325242718446602,-0.04813584693829817,-1.7710843373493976,2.4440619621342514,0.06642653318987697,0.09305983354086113,-3.7633390705679863,1.4337349397590362,0.23454692556634305,1.311222933821287,24421000000.0,5052000000.0,,-7046000000.0,,,14.820000000000004,14.820000000000004,,-0.1752785,161.5,124.335,2.87084,46072.105,20.688,3.654,3.6861
2014-03-31,41424000000.0,7048000000.0,5981000000.0,17182000000.0,24144000000.0,,142000000.0,1288000000.0,5506000000.0,,386000000.0,,248000000.0,1.0,322600000.0,1158000000.0,1444000000.0,752000000.0,-286000000.0,142000000.0,,6.257,2.3826,1.0,,0.015987408880053015,0.009318269602162997,0.0701053396294951,,,,-0.05194333454413367,,0.005881378396288933,1.1783982611603412,25810000000.0,4162000000.0,,-6642000000.0,,,12.100000000000003,12.100000000000003,,-0.1752785,161.5,124.335,2.87084,46072.105,20.688,3.654,3.6861
2014-06-30,41071000000.0,8767000000.0,5257000000.0,16717000000.0,24257000000.0,,124000000.0,2205000000.0,6292000000.0,,1317000000.0,,338000000.0,4.0,318700000.0,2069000000.0,2348000000.0,1512000000.0,-279000000.0,124000000.0,,8.3099,2.8485,4.0,,0.054293605969410894,0.032066421562659785,0.2093134138588684,,,,-0.044342021614748886,,0.005111926454219401,1.6676811869887769,23880000000.0,2772000000.0,,-6006000000.0,,,9.100000000000003,9.100000000000003,,-0.1752785,161.5,124.335,2.87084,46072.105,20.688,3.654,3.6861
2014-09-30,40975000000.0,8865000000.0,5015000000.0,16610000000.0,24249000000.0,,67000000.0,4120000000.0,9094000000.0,,2325000000.0,,575000000.0,7.0,312700000.0,3407000000.0,3710000000.0,2349000000.0,-303000000.0,67000000.0,,6.635,2.6246,7.0,,0.09588024248422615,0.056741915802318486,0.2556630745546514,,,,-0.033318671651638446,,0.0027630005361045816,1.7676969092721835,22054000000.0,1970000000.0,,-5241000000.0,,,7.100000000000003,7.100000000000003,,-0.1752785,161.5,124.335,2.87084,46072.105,20.688,3.654,3.6861
2014-12-31,38578000000.0,6687000000.0,4851000000.0,16258000000.0,22205000000.0,,68000000.0,2444000000.0,-9453000000.0,,-1711000000.0,,-1413000000.0,-5.0,-646300000.0,-2170000000.0,-7449000000.0,-4599000000.0,-9619000000.0,68000000.0,1.3014,9.1067,1.9876,-5.0,,-0.07705471740598964,-0.04435170304318523,0.1810007405056596,,,,1.0175605627843012,,0.003062373339337987,1.3784786641929498,11439000000.0,2317000000.0,,-10487000000.0,,,7.000000000000002,7.000000000000002,,-0.1752785,161.5,124.335,2.87084,46072.105,20.688,3.654,3.6861
2015-03-31,36101000000.0,4323000000.0,3467000000.0,14434000000.0,21667000000.0,5911000000.0,69000000.0,1506000000.0,1550000000.0,,-389000000.0,,-351000000.0,-1.0,283500000.0,362000000.0,1237000000.0,956000000.0,-875000000.0,5980000000.0,,12.6489,2.0351,-1.0,,-0.01795356994507777,-0.010775324783247001,-0.2509677419354839,,,,-0.5645161290322581,,0.2759957539114783,1.2468993366022498,7483000000.0,1542000000.0,,-11076000000.0,,,5.000000000000002,5.000000000000002,,-0.1752785,161.5,124.335,2.87084,46072.105,20.688,3.654,3.6861
2015-06-30,35558000000.0,3926000000.0,3493000000.0,14455000000.0,21103000000.0,5888000000.0,69000000.0,931000000.0,3485000000.0,,-956000000.0,,-111000000.0,-3.0,283900000.0,1076000000.0,2423000000.0,5000000.0,-1347000000.0,5957000000.0,,436.3273,2.2029,-3.0,,-0.04530161588399754,-0.026885651611451712,-0.27431850789096124,,,,-0.3865136298421808,,0.2822821399800976,1.1239622101345548,4676000000.0,-731000000.0,,-12144000000.0,,,-1.9999999999999982,-1.9999999999999982,,-0.1752785,161.5,124.335,2.87084,46072.105,20.688,3.654,3.6861
2015-09-30,36456000000.0,5597000000.0,2624000000.0,14093000000.0,21331000000.0,6474000000.0,,9000000.0,5174000000.0,,-1235000000.0,255000000.0,-165000000.0,-4.0,283800000.0,1358000000.0,3386000000.0,8000000.0,-2028000000.0,6474000000.0,,,1.8724,-4.0,,-0.05789695747972434,-0.033876453807329385,-0.23869346733668342,,,,-0.39195979899497485,,0.3035019455252918,2.1330030487804876,756000000.0,-4291000000.0,,-13869000000.0,,,-12.999999999999998,-12.999999999999998,,-0.1752785,161.5,124.335,2.87084,46072.105,20.688,3.654,3.6861
2015-12-31,4867000000.0,4404000000.0,2628000000.0,13794000000.0,19386000000.0,6544000000.0,,3000000.0,-3648000000.0,,-476000000.0,86000000.0,222000000.0,-2.0,-567600000.0,-815000000.0,,-652000000.0,,6544000000.0,1.6758,,2.1306,-2.0,,-0.024553801712576085,-0.09780152044380522,0.13048245614035087,,,,,,0.33756318993087797,1.6757990867579908,6561000000.0,-3056000000.0,,,,,-9.999999999999998,-9.999999999999998,,-0.1752785,161.5,124.335,2.87084,46072.105,20.688,3.654,3.6861
2016-03-31,3201000000.0,4945000000.0,2193000000.0,13174000000.0,20598000000.0,6498000000.0,,2000000.0,993000000.0,,-509000000.0,85000000.0,0.0,-1.0,299800000.0,-60000000.0,,0.0,,6498000000.0,,,2.8106,-1.0,,-0.024711137003592582,-0.1590128084973446,-0.5125881168177241,,,,,,0.3154675211185552,2.2549019607843137,6004000000.0,-3176000000.0,,,,,-9.999999999999998,-9.999999999999998,,-0.1752785,161.5,124.335,2.87084,46072.105,20.688,3.654,3.6861
2016-06-30,2630000000.0,4631000000.0,2139000000.0,13060000000.0,20119000000.0,6450000000.0,,1000000.0,2262000000.0,,-901000000.0,170000000.0,0.0,-3.0,306500000.0,137000000.0,,0.0,,6450000000.0,,,3.6446,-3.0,,-0.04478353794920225,-0.3425855513307985,-0.39832007073386383,,,,,,0.32059247477508823,2.1650303880317905,4781000000.0,-3121000000.0,,,,596000000.0,-9.999999999999998,-9.999999999999998,,-0.1752785,161.5,124.335,2.87084,46072.105,20.688,3.654,3.6861
2016-09-30,34459000000.0,4893000000.0,2617000000.0,13544000000.0,19838000000.0,6671000000.0,,3529000000.0,3458000000.0,,-1240000000.0,254000000.0,-967000000.0,-4.0,308700000.0,469000000.0,,2476000000.0,,6671000000.0,,,3.5666,-4.0,,-0.06250630103841114,-0.03598479352273717,-0.3585887796414112,,,,,,0.33627381792519406,1.869698127627054,3065000000.0,-3126000000.0,,,,595000000.0,-9.999999999999998,-9.999999999999998,,-0.1752785,161.5,124.335,2.87084,46072.105,20.688,3.654,3.6861
2016-12-31,28621000000.0,4276000000.0,2251000000.0,13030000000.0,14534000000.0,6694000000.0,,2732000000.0,-1869000000.0,,-3482000000.0,-171000000.0,3189000000.0,-11.0,-605100000.0,249000000.0,,768000000.0,,6694000000.0,1.8996,,4.1756,-11.0,,-0.23957616623090683,-0.12165892177072779,1.8630283574103799,,,,,,0.4605752029723407,1.8996001776988005,4844000000.0,-6132000000.0,,,,338000000.0,-19.0,-19.0,,-0.1752785,161.5,124.335,2.87084,46072.105,20.688,3.654,3.6861
2017-03-31,28100000000.0,4171000000.0,2126000000.0,12867000000.0,14148000000.0,6669000000.0,,2686000000.0,1275000000.0,,-324000000.0,84000000.0,-13000000.0,-1.0,313900000.0,,,737000000.0,,6669000000.0,,,3.0368,-1.0,,-0.022900763358778626,-0.011530249110320285,-0.2541176470588235,,,,,,0.4713740458015267,1.9619002822201317,5126000000.0,-5947000000.0,,,,337000000.0,-19.0,-19.0,,-0.1752785,161.5,124.335,2.87084,46072.105,20.688,3.654,3.6861
2017-06-30,27798000000.0,4270000000.0,2118000000.0,12720000000.0,13780000000.0,6612000000.0,,2492000000.0,2503000000.0,,-773000000.0,166000000.0,-21000000.0,-2.0,314200000.0,,,1478000000.0,,6612000000.0,,,2.7776,-2.0,,-0.05609579100145138,-0.02780775595366573,-0.3088294047143428,,,,,,0.4798258345428157,2.016052880075543,5367000000.0,-5819000000.0,,,,333000000.0,-18.0,-18.0,,-0.1752785,161.5,124.335,2.87084,46072.105,20.688,3.654,3.6861
2017-09-30,26600000000.0,4083000000.0,2214000000.0,12172000000.0,13132000000.0,6592000000.0,,2526000000.0,4169000000.0,,-1397000000.0,245000000.0,-1995000000.0,-4.0,314300000.0,,,2237000000.0,,6592000000.0,,,2.8335,-4.0,,-0.10638135851355468,-0.0525187969924812,-0.33509234828496043,,,,,,0.5019798964361865,1.8441734417344173,6078000000.0,-5976000000.0,,,,324000000.0,-18.0,-18.0,,-0.1752785,161.5,124.335,2.87084,46072.105,20.688,3.654,3.6861
2017-12-31,23112000000.0,6157000000.0,2435000000.0,10758000000.0,11051000000.0,6397000000.0,,4847000000.0,-2542000000.0,,-1580000000.0,-170000000.0,192000000.0,-6.0,-628300000.0,945000000.0,,-1569000000.0,,6397000000.0,2.5285,,2.758,-6.0,,-0.14297348656230205,-0.06836275527864313,0.6215578284815106,,,,,,0.578861641480409,2.5285420944558523,5405000000.0,-4074000000.0,,,,325000000.0,-12.999999999999998,-12.999999999999998,,-0.1752785,161.5,124.335,2.87084,46072.105,20.688,3.654,3.6861
2018-03-31,22072000000.0,5014000000.0,1904000000.0,10135000000.0,10605000000.0,6372000000.0,,3726000000.0,1390000000.0,,-106000000.0,103000000.0,73000000.0,0.0,309500000.0,,,417000000.0,,6372000000.0,,,2.6901,0.0,,-0.009995285242809996,-0.004802464661109097,-0.07625899280575539,,,,,,0.6008486562942008,2.633403361344538,5520000000.0,-3856000000.0,,,,344000000.0,-11.999999999999998,-11.999999999999998,,-0.1752785,161.5,124.335,2.87084,46072.105,20.688,3.654,3.6861
2018-06-30,21464000000.0,4694000000.0,1945000000.0,10128000000.0,9972000000.0,6352000000.0,,2908000000.0,2956000000.0,,-236000000.0,201000000.0,187000000.0,0.0,303500000.0,635000000.0,,861000000.0,,6352000000.0,,,3.3011,0.0,,-0.023666265543521862,-0.010995154677599702,-0.07983761840324763,,,,,,0.636983553951063,2.413367609254499,5973000000.0,-3319000000.0,,,,379000000.0,-9.999999999999998,-9.999999999999998,,-0.1752785,161.5,124.335,2.87084,46072.105,20.688,3.654,3.6861
2018-09-30,21467000000.0,4501000000.0,1958000000.0,10421000000.0,9650000000.0,6609000000.0,,3004000000.0,4784000000.0,,-278000000.0,300000000.0,308000000.0,-1.0,300400000.0,1058000000.0,,1350000000.0,,6609000000.0,,,3.4876,-1.0,,-0.028808290155440414,-0.012950109470349839,-0.05811036789297659,,,,,,0.6848704663212435,2.298774259448417,6588000000.0,-2200000000.0,,,,434000000.0,-6.999999999999998,-6.999999999999998,,-0.1752785,161.5,124.335,2.87084,46072.105,20.688,3.654,3.6861
2018-12-31,21433000000.0,4459000000.0,2203000000.0,10545000000.0,9629000000.0,,,2694000000.0,-2664000000.0,,338000000.0,-205000000.0,-233000000.0,0.0,-615200000.0,246000000.0,,-745000000.0,,0.0,2.0241,,1.8976,0.0,,0.035102295150067506,0.0157700741846685,-0.12687687687687688,,,,,,0.0,2.024058102587381,6466000000.0,-282000000.0,,,,399000000.0,-0.9999999999999982,-0.9999999999999982,,-0.1752785,161.5,124.335,2.87084,46072.105,20.688,3.654,3.6861
2019-03-31,21716000000.0,3834000000.0,2271000000.0,11163000000.0,9342000000.0,6550000000.0,,2300000000.0,1599000000.0,169000000.0,32000000.0,98000000.0,94000000.0,0.09,299700000.0,238000000.0,,498000000.0,,6550000000.0,,,2.8268,0.09,667000000.0,0.003425390708627703,0.0014735678762202984,0.020012507817385866,0.10569105691056911,0.007782280346288451,0.010634281399446261,,0.4171357098186366,0.701134660672233,1.6882430647291942,6675000000.0,-144000000.0,,,,394000000.0,-0.9099999999999983,-0.9099999999999983,,-0.1752785,161.5,124.335,2.87084,46072.105,20.688,3.654,3.6861
2019-06-30,21695000000.0,3684000000.0,2332000000.0,11164000000.0,9294000000.0,6511000000.0,,2208000000.0,3296000000.0,,26000000.0,195000000.0,226000000.0,0.0,302100000.0,913000000.0,,992000000.0,,6511000000.0,,,2.9317,0.0,,0.002797503765870454,0.0011984328186218022,0.007888349514563107,,,,,,0.7005595007531741,1.5797598627787306,7015000000.0,118000000.0,,,,388000000.0,-0.9099999999999983,-0.9099999999999983,,-0.1752785,161.5,124.335,2.87084,46072.105,20.688,3.654,3.6861
2019-09-30,21631000000.0,3398000000.0,2344000000.0,11454000000.0,8908000000.0,6526000000.0,,1863000000.0,4811000000.0,,-186000000.0,285000000.0,342000000.0,0.0,300700000.0,1356000000.0,,1536000000.0,,6526000000.0,,,2.8518,0.0,,-0.02088010776829816,-0.00859877028338958,-0.03866140095614217,,,,,,0.7325999101930849,1.4496587030716723,7042000000.0,210000000.0,,,,373000000.0,0.09000000000000177,0.09000000000000177,,-0.1752785,161.5,124.335,2.87084,46072.105,20.688,3.654,3.6861
2019-12-31,21782000000.0,3156000000.0,2510000000.0,12076000000.0,8732000000.0,7142000000.0,,1545000000.0,-3196000000.0,,-280000000.0,-198000000.0,-201000000.0,-1.4600000000000002,-601300000.0,-865000000.0,,-904000000.0,,7142000000.0,1.2574,,3.1343,-1.4600000000000002,,-0.0320659642693541,-0.012854650628959692,0.08760951188986232,,,,,,0.8179111314704535,1.2573705179282868,6510000000.0,-408000000.0,,,,380000000.0,-1.3699999999999983,-1.3699999999999983,,-0.1752785,161.5,124.335,2.87084,46072.105,20.688,3.654,3.6861
2020-03-31,20717000000.0,4270000000.0,1947000000.0,12539000000.0,7200000000.0,8191000000.0,,2080000000.0,1369000000.0,,-2433000000.0,113000000.0,-79000000.0,-8.0,304000000.0,445000000.0,,561000000.0,,8191000000.0,,,1.6295,-8.0,,-0.33791666666666664,-0.11743978375247381,-1.777209642074507,,,,,,1.1376388888888889,2.1931176168464304,6280000000.0,-2873000000.0,,,,395000000.0,-9.459999999999999,-9.459999999999999,,-0.1752785,161.5,124.335,2.87084,46072.105,20.688,3.654,3.6861
2020-06-30,19546000000.0,3115000000.0,1564000000.0,12180000000.0,6395000000.0,8205000000.0,,1646000000.0,2211000000.0,,-2753000000.0,232000000.0,-88000000.0,-9.0,304500000.0,711000000.0,,1070000000.0,,8205000000.0,,,2.9199,-9.0,,-0.4304925723221267,-0.140847232170265,-1.245137946630484,,,,,,1.2830336200156371,1.991687979539642,5195000000.0,-5652000000.0,,,,432000000.0,-18.46,-18.46,,-0.1752785,161.5,124.335,2.87084,46072.105,20.688,3.654,3.6861
2020-09-30,18969000000.0,3136000000.0,1426000000.0,12087000000.0,5916000000.0,8280000000.0,,1285000000.0,3387000000.0,,-2996000000.0,350000000.0,-83000000.0,-9.0,304700000.0,847000000.0,,1588000000.0,,8280000000.0,,,2.4992,-9.0,,-0.506423258958756,-0.15794190521376983,-0.8845586064363744,,,,,,1.3995943204868153,2.1991584852734922,3771000000.0,-8462000000.0,,,,497000000.0,-27.46,-27.46,,-0.1752785,161.5,124.335,2.87084,46072.105,20.688,3.654,3.6861
2020-12-31,18821000000.0,3081000000.0,1623000000.0,12486000000.0,5366000000.0,8286000000.0,,1739000000.0,-2163000000.0,,5089000000.0,-227000000.0,239000000.0,15.85,-608400000.0,-670000000.0,,-1145000000.0,,8286000000.0,1.8983,,3.4735,15.85,,0.9483786805814387,0.27038945858349717,-2.352750809061489,,,,,,1.5441669772642563,1.8983364140480592,4804000000.0,-3093000000.0,,,,468000000.0,-10.149999999999999,-10.149999999999999,,-0.1752785,161.5,124.335,2.87084,46072.105,20.688,3.654,3.6861
2021-03-31,18951000000.0,3522000000.0,1690000000.0,12308000000.0,5616000000.0,8273000000.0,,1866000000.0,1919000000.0,459000000.0,252000000.0,117000000.0,123000000.0,0.82,307800000.0,591000000.0,,396000000.0,,8273000000.0,,,4.1883,0.82,855000000.0,0.04487179487179487,0.013297451321829983,0.13131839499739448,0.23918707660239708,0.024220357764761755,0.033047735618115054,,0.44554455445544555,1.4731125356125356,2.084023668639053,5354000000.0,-408000000.0,,,,472000000.0,-1.3299999999999996,-1.3299999999999996,,-0.1752785,161.5,124.335,2.87084,46072.105,20.688,3.654,3.6861
2021-06-30,19166000000.0,3969000000.0,2527000000.0,12634000000.0,5488000000.0,7712000000.0,,2430000000.0,3517000000.0,,179000000.0,235000000.0,245000000.0,0.58,308700000.0,1376000000.0,,781000000.0,,7712000000.0,,,4.5393,0.58,,0.03261661807580175,0.009339455285401232,0.0508956497014501,,,,,,1.4052478134110786,1.5706371191135735,6660000000.0,2524000000.0,,,,475000000.0,8.25,8.25,,-0.1752785,161.5,124.335,2.87084,46072.105,20.688,3.654,3.6861
2021-09-30,19490000000.0,3892000000.0,2749000000.0,13234000000.0,5609000000.0,7993000000.0,,2419000000.0,5328000000.0,,294000000.0,360000000.0,388000000.0,0.95,309100000.0,1991000000.0,,1130000000.0,,7993000000.0,,122.8061,3.6896,0.95,,0.052415760385095385,0.015084658799384299,0.05518018018018018,,,,,,1.4250311998573721,1.4157875591124045,8601000000.0,5814000000.0,,,,485000000.0,18.2,18.2,,-0.1752785,161.5,124.335,2.87084,46072.105,20.688,3.654,3.6861
