report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2017-11-30,50281000000.0,12881000000.0,8227000000.0,,17055000000.0,,250000000.0,2768000000.0,31610000000.0,2379000000.0,1371000000.0,,750000000.0,5.0,,1507000000.0,250000000.0,,21.0178,0.9957,5.0,3886000000.0,0.08038698328935796,0.027266760804279946,0.043372350521986715,0.07526099335653275,0.047314094787295397,0.1374747182895117,0.12293577981651377,0.01465845793022574,1.56569831044123,62969000000.0,2834000000.0,4838000000.0,7873000000.0,11.0,11.0,0.031754096278419915,1.3245531,392.86,194.295,1.6405,82160.14,18.944,1.8596,0.9119
2018-02-28,51851000000.0,13575000000.0,9503000000.0,,18894000000.0,,799000000.0,2789000000.0,48136000000.0,3380000000.0,3445000000.0,,-450000000.0,12.0,,2293000000.0,799000000.0,,14.784,1.0336,12.0,5673000000.0,0.18233301577220282,0.06644037723476885,0.07156805717134784,0.07021771647000166,0.06518678521147134,0.17163459097141115,0.11785358151902942,0.04228855721393035,1.4284962643375776,66514000000.0,4302000000.0,4762000000.0,7849000000.0,16.0,16.0,0.10179640718562874,1.3245531,392.86,194.295,1.6405,82160.14,18.944,1.8596,0.9119
2018-05-31,52330000000.0,13341000000.0,9627000000.0,,19416000000.0,,,3265000000.0,-29593000000.0,-2006000000.0,-840000000.0,558000000.0,-905000000.0,-3.0,4674000000.0,-1456000000.0,0.0,1.3858,14.5601,1.0171,-3.0,-3462000000.0,-0.04326328800988875,-0.016051977832982994,0.028385091068833846,0.06778630081438178,-0.038333651824957,-0.10331685208075814,0.11698712533369378,0.0,1.3857899657214086,65450000000.0,4572000000.0,4870000000.0,7965000000.0,16.0,16.0,0.0,1.3245531,392.86,194.295,1.6405,82160.14,18.944,1.8596,0.9119
2018-08-31,51901000000.0,12641000000.0,9606000000.0,,19173000000.0,,299000000.0,2369000000.0,17052000000.0,1071000000.0,835000000.0,,266000000.0,3.0,701000000.0,808000000.0,299000000.0,,13.4088,0.9599,3.0,1879000000.0,0.0435508266833568,0.016088321997649372,0.04896786300727187,0.06280788177339902,0.020635440550278415,0.055002054231717334,0.11019235280319024,0.015594846920148125,1.3159483656048303,67205000000.0,4811000000.0,4824000000.0,7976000000.0,17.0,17.0,0.03748746238716148,1.3245531,392.86,194.295,1.6405,82160.14,18.944,1.8596,0.9119
2018-11-30,53289000000.0,13438000000.0,9496000000.0,,19294000000.0,,250000000.0,2123000000.0,34876000000.0,2239000000.0,1770000000.0,,508000000.0,6.0,2179000000.0,1636000000.0,250000000.0,,12.1394,0.8782,6.0,3875000000.0,0.09173836425831865,0.03321511006023757,0.050751232939557286,0.06419887601789195,0.04201617594625533,0.11456201391731477,0.1111079252207822,0.012957396081683425,1.415122156697557,70471000000.0,5210000000.0,4684000000.0,7965000000.0,18.0,18.0,0.031387319522912745,1.3245531,392.86,194.295,1.6405,82160.14,18.944,1.8596,0.9119
2019-02-28,54464000000.0,13500000000.0,9256000000.0,,19894000000.0,,225000000.0,2872000000.0,51886000000.0,3150000000.0,2509000000.0,,700000000.0,9.0,3323000000.0,2487000000.0,225000000.0,,12.9947,0.6828,9.0,5637000000.0,0.12611842766663314,0.04606712690951821,0.04835601125544463,0.06071001811664033,0.05783636897767332,0.1565684179134152,0.1086420228963497,0.01130994269629034,1.4585133967156438,74221000000.0,4274000000.0,4454000000.0,7929000000.0,15.0,15.0,0.028376844494892167,1.3245531,392.86,194.295,1.6405,82160.14,18.944,1.8596,0.9119
2019-05-31,54403000000.0,13086000000.0,9013000000.0,,17757000000.0,,,2319000000.0,-34121000000.0,-1994000000.0,-4574000000.0,588000000.0,-1359000000.0,-16.0,-590000000.0,-1578000000.0,0.0,1.4519,74.447,0.5768,-16.0,-3572000000.0,-0.25758855662555613,-0.08407624579526864,0.13405234313179568,0.05843908443480555,-0.03665239049317133,-0.11229374331249647,0.10468626359133672,0.0,1.451902807056474,69693000000.0,540000000.0,4466000000.0,7819000000.0,2.0,2.0,0.0,1.3245531,392.86,194.295,1.6405,82160.14,18.944,1.8596,0.9119
2019-08-31,68452000000.0,13017000000.0,9935000000.0,,18166000000.0,,,2389000000.0,17048000000.0,977000000.0,745000000.0,,251000000.0,2.84,565000000.0,879000000.0,0.0,,90.0684,0.5816,2.84,1856000000.0,0.041010679290983156,0.010883538830129142,0.043700140778977006,0.057308775222900045,0.01427277508327003,0.05378179015743697,0.10886907555138432,0.0,1.3102164066431807,69689000000.0,450000000.0,4372000000.0,7796000000.0,1.8399999999999999,1.8399999999999999,0.0,1.3245531,392.86,194.295,1.6405,82160.14,18.944,1.8596,0.9119
2019-11-30,69954000000.0,13198000000.0,10547000000.0,,18659000000.0,,150000000.0,2031000000.0,34372000000.0,1531000000.0,1305000000.0,,263000000.0,4.97,2074000000.0,1780000000.0,150000000.0,,549.756,0.5959,4.97,3311000000.0,0.06993943941261589,0.01865511621922978,0.03796694984289538,0.04454206912603282,0.021885810675586814,0.08139720346642565,0.096328406842779,0.008039016024438609,1.2513510950981321,69185000000.0,-15000000.0,3664000000.0,7232000000.0,0.8099999999999996,0.8099999999999996,0.020741150442477877,1.3245531,392.86,194.295,1.6405,82160.14,18.944,1.8596,0.9119
2020-02-29,70014000000.0,12541000000.0,10325000000.0,,18831000000.0,,300000000.0,1766000000.0,51859000000.0,1942000000.0,1620000000.0,,368000000.0,6.17,3278000000.0,2688000000.0,300000000.0,,,0.5238,6.17,4630000000.0,0.08602835749561892,0.023138229496957752,0.03123855068551264,0.037447694710657745,0.02773730968092096,0.10151063718571951,0.08928054918143427,0.015931177314003505,1.2146246973365618,69158000000.0,-904000000.0,2456000000.0,6225000000.0,-2.0200000000000014,-2.0200000000000014,0.04819277108433735,1.3245531,392.86,194.295,1.6405,82160.14,18.944,1.8596,0.9119
2020-05-31,73537000000.0,16383000000.0,10344000000.0,,18295000000.0,,,4881000000.0,-34062000000.0,-2033000000.0,-2384000000.0,672000000.0,-499000000.0,-9.08,-820000000.0,-1732000000.0,0.0,1.5838,26.3505,0.4896,-9.08,-3765000000.0,-0.13030882754851053,-0.03241905435359071,0.06999001820210204,0.059685279783923434,-0.02764594693827597,-0.1111232577206887,0.11053373260524925,0.0,1.583816705336427,69217000000.0,1286000000.0,2417000000.0,6032000000.0,4.899999999999999,4.899999999999999,0.0,1.3245531,392.86,194.295,1.6405,82160.14,18.944,1.8596,0.9119
2020-08-31,77648000000.0,18903000000.0,11195000000.0,,19462000000.0,,,6954000000.0,19321000000.0,1590000000.0,1245000000.0,,361000000.0,4.72,2651000000.0,926000000.0,0.0,,32.2494,0.8057,4.72,2516000000.0,0.06397081492138526,0.01603389655882959,0.06443765850628849,0.08229387712851302,0.020477024520914898,0.08169766724899805,0.13022100305367218,0.0,1.6885216614560072,71490000000.0,1786000000.0,3030000000.0,6692000000.0,6.7799999999999985,6.7799999999999985,0.0,1.3245531,392.86,194.295,1.6405,82160.14,18.944,1.8596,0.9119
2020-11-30,81156000000.0,21265000000.0,12115000000.0,,21039000000.0,,,8339000000.0,39884000000.0,3055000000.0,2471000000.0,,541000000.0,9.26,5230000000.0,1862000000.0,0.0,,30.6907,1.007,9.26,4917000000.0,0.11744854793478778,0.030447533146039724,0.061954668538762414,0.07659713168187744,0.03764355069249347,0.14520652122249156,0.12328251930598737,0.0,1.7552620718118035,77002000000.0,2952000000.0,4554000000.0,8298000000.0,11.069999999999999,11.069999999999999,0.0,1.3245531,392.86,194.295,1.6405,82160.14,18.944,1.8596,0.9119
2021-02-28,82793000000.0,21710000000.0,13566000000.0,,21981000000.0,,,8856000000.0,61394000000.0,4060000000.0,3363000000.0,,698000000.0,12.55,7392000000.0,2818000000.0,0.0,,22.9358,0.8822,12.55,6878000000.0,0.15299576907329057,0.04061937603420579,0.05477733980519269,0.06613024074013747,0.049037962146558284,0.18470497247622947,0.11203049157898166,0.0,1.6003243402624208,86537000000.0,4695000000.0,6672000000.0,10546000000.0,17.45,17.45,0.0,1.3245531,392.86,194.295,1.6405,82160.14,18.944,1.8596,0.9119
2021-05-31,82777000000.0,20580000000.0,13660000000.0,,24168000000.0,,,7087000000.0,-36640000000.0,-2848000000.0,-1848000000.0,793000000.0,-157000000.0,-7.080000000000002,-5138000000.0,-1813000000.0,0.0,1.5066,15.7678,0.9824,-7.080000000000002,-4661000000.0,-0.07646474677259185,-0.022325041980260217,0.050436681222707426,0.0777292576419214,-0.03440569240247895,-0.1178417742469381,0.12721069868995633,0.0,1.506588579795022,83959000000.0,5231000000.0,5857000000.0,9650000000.0,19.45,19.45,0.0,1.3245531,392.86,194.295,1.6405,82160.14,18.944,1.8596,0.9119
2021-08-31,82048000000.0,19546000000.0,12910000000.0,,24321000000.0,,,6853000000.0,22003000000.0,1398000000.0,1112000000.0,,345000000.0,4.09,2084000000.0,971000000.0,0.0,,13.873,0.8163,4.09,2369000000.0,0.045721804202129845,0.013553042121684867,0.05053856292323774,0.06353679043766759,0.01703880655226209,0.0574811890958431,0.10766713629959551,0.0,1.514020139426801,86641000000.0,5098000000.0,5665000000.0,9503000000.0,18.819999999999997,18.819999999999997,0.0,1.3245531,392.86,194.295,1.6405,82160.14,18.944,1.8596,0.9119
2021-11-30,84247000000.0,20747000000.0,13884000000.0,,24940000000.0,,,6833000000.0,45477000000.0,2995000000.0,2156000000.0,,681000000.0,7.97,4082000000.0,1966000000.0,0.0,,12.4487,0.6834,7.97,4961000000.0,0.08644747393744988,0.025591415718067112,0.04740858016140027,0.06585746641159268,0.03555022730779731,0.12008821170809944,0.10908811047342613,0.0,1.494309997118986,92234000000.0,4783000000.0,5605000000.0,9547000000.0,17.529999999999998,17.529999999999998,0.0,1.3245531,392.86,194.295,1.6405,82160.14,18.944,1.8596,0.9119
