report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol
2019-05-31,16033300000.0,1261200000.0,1919700000.0,16033300000.0,8386400000.0,4893500000.0,109500000.0,2181900000.0,413700000.0,259500000.0,132700000.0,23300000.0,0.63,408700000.0,612700000.0,129900000.0,286300000.0,482800000.0,4893500000.0,51.6297,5.4148,0.63,700000000.0,0.0309429552608986,0.016185064833814624,0.1189330400109996,0.18960538979788258,0.025802548446046666,0.031152343014631136,0.22127503551950134,0.3208213025344883,0.5835042449680435,0.6569776527582435,0.41921195,25.25,17.15,0.1828
