report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_ps,bf_pe,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2010-06-30,2714400000.0,1526700000.0,1160600000.0,,-1080600000.0,835700000.0,,496500000.0,2054600000.0,165600000.0,108600000.0,51800000.0,24500000.0,2.5,23200000.0,37300000.0,39600000.0,-14100000.0,835700000.0,,0.1841,2.7725,2.5,205200000.0,-0.10049972237645752,0.040008841732979666,0.05285700379635939,0.08059963009831597,0.0610079575596817,-0.676194365046958,-0.006862649664168208,0.0998734546870437,-0.7733666481584305,1.3154402895054282,,,,,,,,,,,1.612708,6.06,1.97,0.54735,192.38814,4.5673,0.0987
2010-09-30,2840100000.0,1728800000.0,1256700000.0,,-1035000000.0,836700000.0,,688700000.0,2975000000.0,241100000.0,136900000.0,76800000.0,52700000.0,3.16,150000000.0,49700000.0,58100000.0,100300000.0,836700000.0,,0.2877,4.7304,3.16,299200000.0,-0.13227053140096617,0.048202528079997184,0.046016806722689076,0.08104201680672268,0.08489137706418788,-1.2158345940494202,0.03371428571428572,0.10057142857142858,-0.8084057971014493,1.3756664279462083,,,,,,,,,,,1.612708,6.06,1.97,0.54735,192.38814,4.5673,0.0987
2010-12-31,3020900000.0,1875400000.0,1336700000.0,,-937300000.0,823200000.0,,828300000.0,4019600000.0,375700000.0,236100000.0,101800000.0,58800000.0,5.45,336800000.0,64100000.0,75800000.0,272700000.0,823200000.0,1.4024,0.2747,4.6767,5.45,451500000.0,-0.25189373733063053,0.07815551656791023,0.058737187779878595,0.09346701164294954,0.12436691052335397,-3.292725679228747,0.06784257140013931,0.11232460941387203,-0.878267363704257,1.4030074062990947,,,,,,,,,,,1.612708,6.06,1.97,0.54735,192.38814,4.5673,0.0987
2011-03-31,2949300000.0,1806300000.0,1258700000.0,,-700500000.0,618500000.0,,833100000.0,911200000.0,41900000.0,-40800000.0,25900000.0,28200000.0,-0.95,28400000.0,15000000.0,17100000.0,13400000.0,618500000.0,,0.3398,6.4498,-0.95,59000000.0,0.058244111349036405,-0.013833791069067236,-0.04477611940298507,0.045983318700614575,0.0142067609263215,-0.5109756097560976,0.014705882352941176,0.06474978050921862,-0.8829407566024269,1.435052037816795,9960400000.0,440800000.0,824300000.0,372300000.0,1014900000.0,256300000.0,10.16,10.16,0.6094196472558873,3.2161529457666798,1.612708,6.06,1.97,0.54735,192.38814,4.5673,0.0987
2011-06-30,2642900000.0,1531900000.0,1157200000.0,,-673000000.0,446500000.0,,625000000.0,1848400000.0,90000000.0,,39200000.0,19000000.0,-1.22,63900000.0,24000000.0,34300000.0,39900000.0,446500000.0,,0.2879,13.7812,-1.22,124300000.0,,,,0.04869075957584938,0.034053501835105374,-0.3973509933774834,0.021586236745293228,0.06724734905864531,-0.663447251114413,1.323798824749395,9754200000.0,,748700000.0,426300000.0,934000000.0,243700000.0,6.44,6.44,0.47805139186295503,3.0722199425523185,1.612708,6.06,1.97,0.54735,192.38814,4.5673,0.0987
2011-09-30,2566900000.0,1562600000.0,1097900000.0,2566900000.0,-605500000.0,444400000.0,,667300000.0,2868500000.0,203000000.0,,51700000.0,52400000.0,0.6,157700000.0,32900000.0,50800000.0,124800000.0,444400000.0,,0.1738,5.0406,0.6,253800000.0,,,,0.07076869443960258,0.07908371966184892,-1.260086902545003,0.043507059438731045,0.08847829876241939,-0.7339388934764657,1.4232625922215139,9647700000.0,,710600000.0,450800000.0,888600000.0,218600000.0,3.8800000000000003,3.8800000000000003,0.5001125365743867,3.2506861848124426,1.612708,6.06,1.97,0.54735,192.38814,4.5673,0.0987
2011-12-31,2612200000.0,1603400000.0,1116100000.0,2612200000.0,-1318100000.0,358800000.0,,714900000.0,-1774300000.0,-10300000.0,161300000.0,-53700000.0,-34800000.0,4.279999999999999,67200000.0,-29700000.0,-35800000.0,37500000.0,358800000.0,1.4364,0.2253,6.4807,4.279999999999999,-46100000.0,-0.12237311281389879,0.061748717556082994,-0.09090909090909091,0.005805106239080201,-0.003943036520940204,0.010736995726050245,-0.0211350955306318,0.025982077438990024,-0.2722099992413322,1.4366096227936564,3853800000.0,,324600000.0,215600000.0,391000000.0,63100000.0,2.7099999999999995,2.7099999999999995,0.9176470588235294,5.144215530903328,1.612708,6.06,1.97,0.54735,192.38814,4.5673,0.0987
2012-03-31,2455600000.0,1452100000.0,1021600000.0,2455600000.0,-1246600000.0,294700000.0,,654700000.0,928400000.0,64400000.0,13400000.0,9300000.0,22000000.0,0.3,33400000.0,7900000.0,14400000.0,25500000.0,294700000.0,,0.2229,4.5223,0.3,78800000.0,-0.01074923792716188,0.0054569148069718194,0.014433433864713486,0.06936665230504092,0.026225769669327253,-0.06765416535350352,0.027466609220163724,0.08487720809995691,-0.23640301620407508,1.4213978073610023,3871000000.0,,347100000.0,227700000.0,410800000.0,46500000.0,3.959999999999999,3.959999999999999,0.7173807205452775,7.464516129032258,1.612708,6.06,1.97,0.54735,192.38814,4.5673,0.0987
2012-06-30,2397900000.0,1464900000.0,1001800000.0,2397900000.0,-1199000000.0,291800000.0,,659700000.0,1849700000.0,143400000.0,68100000.0,17200000.0,44100000.0,1.33,90500000.0,17900000.0,28700000.0,72600000.0,291800000.0,,0.2166,3.3528,1.33,172100000.0,-0.056797331109257713,0.028399849868635054,0.03681678109963778,0.07752608531113153,0.059802327036156636,-0.15806878306878308,0.03924960804454777,0.09304211493755744,-0.24336947456213512,1.4622679177480535,3872300000.0,,400500000.0,260400000.0,458600000.0,24500000.0,6.51,6.51,0.636284343654601,16.346938775510203,1.612708,6.06,1.97,0.54735,192.38814,4.5673,0.0987
2012-09-30,2254500000.0,1324700000.0,953400000.0,2254500000.0,-1164700000.0,210100000.0,,541600000.0,2727100000.0,204600000.0,59700000.0,25000000.0,76800000.0,1.08,107400000.0,26000000.0,41800000.0,81400000.0,210100000.0,,0.251,5.8975,1.08,246400000.0,-0.051257834635528465,0.026480372588157018,0.02189138645447545,0.07502475156759929,0.09075182967398536,-0.2143306096794469,0.029848557075281435,0.0903523889846357,-0.18038979994848459,1.3894482903293477,3730900000.0,302500000.0,402100000.0,217000000.0,451200000.0,-2200000.0,6.989999999999999,6.989999999999999,0.46564716312056736,182.77272727272728,1.612708,6.06,1.97,0.54735,192.38814,4.5673,0.0987
