report_date,total_assets,total_liabilities,total_equity,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,revenue_ttm,net_income_ttm,fcf_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2019-06-30,43139500000.0,37379200000.0,5730200000.0,1490400000.0,4981100000.0,,309800000.0,53000000.0,89100000.0,4.73,65560930.0,725700000.0,57800000.0,667900000.0,0.0,,17.2773,0.7001,4.73,,0.05406443056088793,0.007181353515919285,0.06219509746843067,,,,0.13408684828652306,,0.0,10365400000.0,447500000.0,1352700000.0,110800000.0,6.250000000000002,6.250000000000002,0.5488588,246.31,174.9738,0.30841,10847.479,12.4298,2.0543,0.8463
2019-09-30,43751500000.0,38061100000.0,5658600000.0,1749300000.0,7480400000.0,,255000000.0,85200000.0,117700000.0,3.86,62460245.0,1167900000.0,70500000.0,1097400000.0,0.0,,27.4696,0.785,3.86,,0.045064150143144945,0.005828371598688045,0.03408908614512593,,,,0.14670338484573017,,0.0,12105200000.0,476500000.0,2054400000.0,122000000.0,6.3900000000000015,6.3900000000000015,0.5488588,246.31,174.9738,0.30841,10847.479,12.4298,2.0543,0.8463
2019-12-31,44291200000.0,38609100000.0,5652800000.0,1867100000.0,-4810300000.0,,-347900000.0,-54100000.0,-87500000.0,-5.27,-131485652.0,-726900000.0,-50400000.0,-777300000.0,0.0,,20.774,0.8304,-5.27,,-0.06154472120011322,-0.007854833465790044,0.0723239714778704,,,,0.1615907531754776,,0.0,10086800000.0,382600000.0,1202300000.0,110600000.0,5.840000000000003,5.840000000000003,0.5488588,246.31,174.9738,0.30841,10847.479,12.4298,2.0543,0.8463
2020-03-31,43423300000.0,38037100000.0,5370000000.0,,2565600000.0,,154700000.0,25500000.0,-46600000.0,2.43,63626926.0,-123700000.0,21600000.0,-145300000.0,0.0,,16.7574,0.6504,2.43,,0.028808193668528864,0.003562603487068003,0.06029778609292173,,,,-0.056633925787340195,,0.0,10216800000.0,371600000.0,842700000.0,109600000.0,5.750000000000003,5.750000000000003,0.5488588,246.31,174.9738,0.30841,10847.479,12.4298,2.0543,0.8463
2020-06-30,44233200000.0,38248700000.0,5967800000.0,,5037200000.0,,332800000.0,52200000.0,1800000.0,5.24,63473312.0,292200000.0,46200000.0,246000000.0,0.0,,15.191,0.6567,5.24,,0.055765943898924225,0.007523760433339664,0.06606845072659413,,,,0.048836655284681965,,0.0,10272900000.0,394600000.0,420800000.0,108800000.0,6.2600000000000025,6.2600000000000025,0.5488588,246.31,174.9738,0.30841,10847.479,12.4298,2.0543,0.8463
2020-09-30,43582600000.0,37642600000.0,5936400000.0,2203000000.0,7539700000.0,,302600000.0,77700000.0,28200000.0,4.76,60640945.0,901600000.0,81100000.0,820500000.0,0.0,,16.8434,0.7813,4.76,,0.05097365406643757,0.0069431378577689265,0.04013422284706288,,,,0.10882395851293818,,0.0,10332200000.0,442200000.0,143900000.0,101300000.0,7.160000000000002,7.160000000000002,0.5488588,246.31,174.9738,0.30841,10847.479,12.4298,2.0543,0.8463
2020-12-31,44649900000.0,38695100000.0,5951400000.0,2228600000.0,-5047700000.0,515299999.99999994,-348300000.0,-50900000.0,89200000.0,-5.4399999999999995,-124561245.0,271900000.0,-27700000.0,244200000.0,0.0,,18.2744,0.834,-5.4399999999999995,515299999.99999994,-0.058524044762576874,-0.007800689363246054,0.06900172355726371,-0.10208609861917307,0.011540899307725212,0.08658466915347648,-0.04837846940190582,-0.10208609861917307,0.0,10094800000.0,441800000.0,1165400000.0,104500000.0,6.990000000000002,6.990000000000002,0.5488588,246.31,174.9738,0.30841,10847.479,12.4298,2.0543,0.8463
2021-03-31,44410600000.0,38585000000.0,5822200000.0,1651300000.0,2432600000.0,,163000000.0,28400000.0,44600000.0,2.64,61783392.0,-418700000.0,39600000.0,-458300000.0,0.0,,19.5617,0.8947,2.64,,0.02799629006217581,0.0036702949295888817,0.06700649510811478,,,,-0.18839924360766258,,0.0,9961800000.0,450100000.0,852400000.0,107400000.0,7.200000000000003,7.200000000000003,0.5488588,246.31,174.9738,0.30841,10847.479,12.4298,2.0543,0.8463
2021-06-30,45994800000.0,40086400000.0,5908400000.0,2746000000.0,4974900000.0,,366400000.0,57200000.0,96500000.0,5.95,61554002.0,529000000.0,85200000.0,443800000.0,0.0,,20.2859,0.9673,5.95,,0.062013404644235326,0.007966117908981015,0.07364972160244428,,,,0.0892078232728296,,0.0,9899500000.0,483700000.0,1050200000.0,112400000.0,7.910000000000002,7.910000000000002,0.5488588,246.31,174.9738,0.30841,10847.479,12.4298,2.0543,0.8463
2021-09-30,33624800000.0,27880400000.0,5744400000.0,2027900000.0,7612700000.0,,1248800000.0,84700000.0,134400000.0,20.52,60855321.0,527000000.0,131300000.0,395700000.0,0.0,,6.7382,0.9242,20.52,,0.21739433187103963,0.037139254359877236,0.16404166721399766,,,,0.05197892994601127,,0.0,9972500000.0,1429900000.0,625400000.0,119400000.0,23.67,23.67,0.5488588,246.31,174.9738,0.30841,10847.479,12.4298,2.0543,0.8463
2021-12-31,33911500000.0,28421800000.0,5489700000.0,2040800000.0,-4832600000.0,,-405800000.0,-58500000.0,-106000000.0,-6.280000000000001,-124069021.0,144400000.0,-68700000.0,75700000.0,0.0,,6.5211,0.8717,-6.280000000000001,,-0.07392025065121956,-0.0119664420624272,0.08397136117203989,,,,-0.01566444564002814,,0.0,10187600000.0,1372400000.0,456900000.0,111800000.0,22.83,22.83,0.5488588,246.31,174.9738,0.30841,10847.479,12.4298,2.0543,0.8463
2022-03-31,33022600000.0,28001500000.0,5021100000.0,1250900000.0,2482700000.0,,145500000.0,26900000.0,25300000.0,2.59,56180404.0,-501100000.0,41100000.0,-542200000.0,0.0,,7.7411,1.0249,2.59,,0.02897771404672283,0.004406073416387565,0.058605550408829095,,,,-0.21839126757159544,,0.0,10237700000.0,1354900000.0,373000000.0,110300000.0,22.78,22.78,0.5488588,246.31,174.9738,0.30841,10847.479,12.4298,2.0543,0.8463
2022-06-30,31728700000.0,27269000000.0,4459700000.0,1182000000.0,4992400000.0,,201200000.0,54100000.0,43900000.0,3.61,55663946.0,-328100000.0,87300000.0,-415400000.0,0.0,,7.7782,0.9163,3.61,,0.045115142274144,0.006341262011995449,0.04030125791202628,,,,-0.08320647384023716,,0.0,10255200000.0,1189700000.0,-486200000.0,107200000.0,20.439999999999998,20.439999999999998,0.5488588,246.31,174.9738,0.30841,10847.479,12.4298,2.0543,0.8463
2022-09-30,33245700000.0,29146800000.0,4098900000.0,1429800000.0,7540200000.0,,208500000.0,80400000.0,45100000.0,3.78,55124850.0,319800000.0,133900000.0,185900000.0,0.0,,23.4661,0.7643,3.78,,0.050867305862548486,0.0062714877412718036,0.027651786424763267,,,,0.02465451844778653,,0.0,10182700000.0,149400000.0,-696000000.0,102900000.0,3.700000000000002,3.700000000000002,0.5488588,246.31,174.9738,0.30841,10847.479,12.4298,2.0543,0.8463
2022-12-31,33123800000.0,28895100000.0,4228700000.0,1536700000.0,-4822300000.0,,-278600000.0,-53100000.0,-41000000.0,-4.929999999999999,-112186672.0,1106300000.0,-76000000.0,1030300000.0,0.0,,23.8868,0.6479,-4.929999999999999,,-0.06588313193179937,-0.008410870733430343,0.05777326172158514,,,,-0.21365323600771416,,0.0,10193000000.0,276600000.0,258600000.0,108300000.0,5.050000000000005,5.050000000000005,0.5488588,246.31,174.9738,0.30841,10847.479,12.4298,2.0543,0.8463
2023-03-31,32915200000.0,28518800000.0,4396400000.0,1525600000.0,2642800000.0,,113600000.0,27000000.0,33500000.0,2.12,53698162.0,259600000.0,48400000.0,211200000.0,0.0,,26.3441,0.6133,2.12,,0.025839323082522063,0.0034512930196383433,0.04298471318298774,,,,0.0799152414106251,,0.0,10353100000.0,244700000.0,1012000000.0,108400000.0,4.5800000000000045,4.5800000000000045,0.5488588,246.31,174.9738,0.30841,10847.479,12.4298,2.0543,0.8463
2023-06-30,33104700000.0,28618700000.0,4486000000.0,1401700000.0,5374400000.0,,269900000.0,54200000.0,81500000.0,5.01,53843035.0,445000000.0,97800000.0,347200000.0,0.0,,19.3519,0.6312,5.01,,0.060164957646009806,0.008152920884345728,0.05021955939267639,,,,0.06460256028579935,,0.0,10735100000.0,313400000.0,1774600000.0,108500000.0,5.980000000000004,5.980000000000004,0.5488588,246.31,174.9738,0.30841,10847.479,12.4298,2.0543,0.8463
2023-09-30,33208800000.0,28718200000.0,4490600000.0,1425300000.0,8148500000.0,,460000000.0,81200000.0,120200000.0,8.55,53824384.0,775500000.0,148200000.0,627300000.0,0.0,,14.4992,0.7081,8.55,,0.10243620006235248,0.0138517501385175,0.05645210774989262,,,,0.07698349389458183,,0.0,11343400000.0,564900000.0,2216000000.0,109300000.0,10.750000000000005,10.750000000000005,0.5488588,246.31,174.9738,0.30841,10847.479,12.4298,2.0543,0.8463
2023-12-31,33635200000.0,28825700000.0,4809500000.0,1627400000.0,-5034100000.0,,-201000000.0,-54400000.0,-70900000.0,-3.7300000000000004,-107582512.0,-342000000.0,-91900000.0,-433900000.0,0.0,,13.7914,0.7957,-3.7300000000000004,,-0.04179228610042624,-0.005975882408904957,0.03992769313283407,,,,0.08619216940466022,,0.0,11131600000.0,642500000.0,751800000.0,108000000.0,11.950000000000003,11.950000000000003,0.5488588,246.31,174.9738,0.30841,10847.479,12.4298,2.0543,0.8463
2024-03-31,33225400000.0,28305400000.0,4920000000.0,1281900000.0,2880100000.0,,236400000.0,26800000.0,56500000.0,4.47,52872254.0,82500000.0,50800000.0,31700000.0,0.0,,12.7156,0.8558,4.47,,0.04804878048780488,0.007115038494645663,0.0820804833165515,,,,0.011006562272143328,,0.0,11368900000.0,765300000.0,572300000.0,107800000.0,14.300000000000004,14.300000000000004,0.5488588,246.31,174.9738,0.30841,10847.479,12.4298,2.0543,0.8463
2024-06-30,33773000000.0,28768700000.0,5004300000.0,1713100000.0,5805000000.0,,425100000.0,,100700000.0,8.05,52814956.0,793400000.0,106200000.0,687200000.0,0.0,,10.8762,0.7504,8.05,,0.08494694562676099,0.012586977763302046,0.07322997416020671,,,,0.11838070628768303,,0.0,11799500000.0,920500000.0,912300000.0,,17.340000000000003,17.340000000000003,0.5488588,246.31,174.9738,0.30841,10847.479,12.4298,2.0543,0.8463
