report_date,total_assets,total_liabilities,total_equity,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,revenue_ttm,net_income_ttm,fcf_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-03-31,26238814000.0,21265229000.0,4973585000.0,932541000.0,2167856000.0,,157223000.0,15161000.0,91143000.0,1.34,117194873.0,121893000.0,13196000.0,108697000.0,0.0,,7.7364,0.4468,1.34,,0.031611604104483985,0.005992001010411523,0.07252465108383582,,,,0.05014032297348164,,0.0,,,,,,,0.5488588,246.31,174.9738,0.30841,10847.479,12.4298,2.0543,0.8463
2010-06-30,26115330000.0,21077162000.0,5038168000.0,1003723000.0,2140294000.0,,164675000.0,15161000.0,88781000.0,1.46,112715117.0,,,,0.0,,8.1095,0.4487,1.46,,0.032685492028054645,0.006305683290236041,0.07694036426771275,,,,,,0.0,,,,,,,0.5488588,246.31,174.9738,0.30841,10847.479,12.4298,2.0543,0.8463
2010-09-30,26845334000.0,21478793000.0,5366541000.0,1168307000.0,6422121000.0,,463568000.0,45484000.0,264986000.0,4.11,112791123.0,465461000.0,42100000.0,423361000.0,0.0,,9.1193,0.504,4.11,,0.08638115314874144,0.0172681032763459,0.07218300620620509,,,,0.0659223019933757,,0.0,,,,,,,0.5488588,246.31,174.9738,0.30841,10847.479,12.4298,2.0543,0.8463
2010-12-31,26397018000.0,21616481000.0,4780537000.0,1150516000.0,-2202549000.0,,-506289000.0,-15160000.0,-117643000.0,-4.41,-231227899.0,-46612000.0,-4085000.0,-50697000.0,0.0,,14.7008,0.4813,-4.41,,-0.10590630299483092,-0.01917978007970446,0.22986503364964866,,,,0.0230174220868639,,0.0,8527722000.0,279177000.0,,60646000.0,2.5,2.5,0.5488588,246.31,174.9738,0.30841,10847.479,12.4298,2.0543,0.8463
2011-03-31,26697375000.0,21949982000.0,4747393000.0,940434000.0,2036671000.0,,141741000.0,15131000.0,72888000.0,1.39,101974815.0,183626000.0,6213000.0,177413000.0,0.0,,14.4901,0.4535,1.39,,0.029856597083915318,0.005309173654713244,0.06959445094470339,,,,0.08710930729607286,,0.0,8396537000.0,263695000.0,,60616000.0,2.55,2.55,0.5488588,246.31,174.9738,0.30841,10847.479,12.4298,2.0543,0.8463
2011-06-30,26779755000.0,21903779000.0,4875976000.0,1135099000.0,4099558000.0,,307601000.0,30206000.0,38956000.0,3.06,100399132.0,323751000.0,17041000.0,306710000.0,0.0,,13.3041,0.4208,3.06,,0.06308501108290936,0.011486326144507297,0.07503272303989844,,,,0.07481538253636123,,0.0,10355801000.0,406621000.0,856787000.0,75661000.0,4.15,4.15,0.5488588,246.31,174.9738,0.30841,10847.479,12.4298,2.0543,0.8463
2011-09-30,26774000000.0,21759528000.0,5014472000.0,1059523000.0,6161273000.0,,383584000.0,45284000.0,78282000.0,3.88,98960712.0,509691000.0,25153000.0,484538000.0,0.0,,17.3078,0.4091,3.88,,0.07649539173815309,0.01432673489205946,0.0622572640426743,,,,0.07864251429858732,,0.0,10094953000.0,326637000.0,917964000.0,75461000.0,3.9199999999999995,3.9199999999999995,0.5488588,246.31,174.9738,0.30841,10847.479,12.4298,2.0543,0.8463
2011-12-31,27115445000.0,22088509000.0,5026936000.0,1166713000.0,-4024698000.0,,-287087000.0,-30261000.0,-21010000.0,-2.75,-203539350.0,-161764000.0,-12660000.0,-174424000.0,0.0,0.0245,7.0867,0.4617,-2.75,,-0.057109738417198866,-0.010587582095739163,0.07133131479678724,,,,0.04333840700594181,,0.0,8272804000.0,545839000.0,794237000.0,60360000.0,5.58,5.58,0.5488588,246.31,174.9738,0.30841,10847.479,12.4298,2.0543,0.8463
2012-03-31,27254868000.0,22289978000.0,4964890000.0,1064815000.0,2072924000.0,,163260000.0,15076000.0,86388000.0,1.81,90069097.0,1021000.0,7126000.0,-6105000.0,0.0,,6.2788,0.4243,1.81,,0.03288290375013344,0.00599012257186496,0.07875831434244575,,,,-0.0029451152092406668,,0.0,8309057000.0,567358000.0,610719000.0,60305000.0,6.0,6.0,0.5488588,246.31,174.9738,0.30841,10847.479,12.4298,2.0543,0.8463
2012-06-30,27243589000.0,22210021000.0,5033568000.0,1106992000.0,2129290000.0,,169170000.0,15074000.0,95491000.0,1.94,87044581.0,184511000.0,22363000.0,162148000.0,0.0,,5.2796,0.3566,1.94,,0.0336083668681937,0.006209534287130818,0.07944901821734006,,,,0.07615120533135458,,0.0,6338789000.0,428927000.0,466157000.0,45173000.0,4.88,4.88,0.5488588,246.31,174.9738,0.30841,10847.479,12.4298,2.0543,0.8463
2012-09-30,28169623000.0,22940010000.0,5229613000.0,1072506000.0,6347294000.0,,458718000.0,45228000.0,264210000.0,5.3,86598708.0,429159000.0,40042000.0,389117000.0,0.0,,4.8953,0.3576,5.3,,0.08771547722556143,0.01628413699395267,0.07226985231816897,,,,0.06130439207637144,,0.0,6524810000.0,504061000.0,370736000.0,45117000.0,6.3,6.3,0.5488588,246.31,174.9738,0.30841,10847.479,12.4298,2.0543,0.8463
2012-12-31,28946607000.0,23761241000.0,5185366000.0,909404000.0,-2041238000.0,,-307443000.0,-15072000.0,-172043000.0,-3.380000000000001,-178405321.0,65007000.0,-13074000.0,51933000.0,0.0,0.0303,5.6453,0.321,-3.380000000000001,,-0.059290511026608345,-0.0106210375537278,0.15061594973246628,,,,-0.02544191319189629,,0.0,8508270000.0,483705000.0,597093000.0,60306000.0,5.67,5.67,0.5488588,246.31,174.9738,0.30841,10847.479,12.4298,2.0543,0.8463
2013-03-31,29481540000.0,24274935000.0,5206605000.0,1604625000.0,2150623000.0,,117780000.0,15078000.0,88644000.0,1.0,80946649.0,51681000.0,11712000.0,39969000.0,0.0,,8.1029,0.4136,1.0,,0.02262126664112219,0.003995042321398407,0.05476552608244216,,,,0.018584847274487438,,0.0,8585969000.0,438225000.0,643167000.0,60308000.0,4.859999999999999,4.859999999999999,0.5488588,246.31,174.9738,0.30841,10847.479,12.4298,2.0543,0.8463
2013-06-30,28728795000.0,23932909000.0,4795886000.0,1270395000.0,4388389000.0,,251303000.0,36598000.0,165888000.0,3.0,79670095.0,273662000.0,21903000.0,251759000.0,0.0,,9.8505,0.4561,3.0,,0.05239970257841825,0.00874742570998888,0.05726543385283301,,,,0.05736934442229255,,0.0,10845068000.0,520358000.0,732778000.0,81832000.0,5.919999999999999,5.919999999999999,0.5488588,246.31,174.9738,0.30841,10847.479,12.4298,2.0543,0.8463
2013-09-30,29348585000.0,24565666000.0,4782919000.0,1286697000.0,6647039000.0,,380091000.0,57369000.0,231071000.0,4.0,78562001.0,,33519000.0,,0.0,,10.0117,0.4602,4.0,,0.07946841667191103,0.012950913987846433,0.05718200239234342,,,,,,0.0,11144813000.0,441731000.0,,93973000.0,4.619999999999999,4.619999999999999,0.5488588,246.31,174.9738,0.30841,10847.479,12.4298,2.0543,0.8463
2013-12-31,29714689000.0,24881210000.0,4833479000.0,1717184000.0,-4138394000.0,,-260267000.0,-31310000.0,-184811000.0,-1.7000000000000002,-161523981.0,702218000.0,-14808000.0,687410000.0,0.0,,9.8716,0.5332,-1.7000000000000002,,-0.053846721998792174,-0.008758866700573579,0.06289082189854325,,,,-0.1661054988964318,,0.0,9047657000.0,488907000.0,,77735000.0,6.3,6.3,0.5488588,246.31,174.9738,0.30841,10847.479,12.4298,2.0543,0.8463
2014-03-31,29668385000.0,24572097000.0,5096288000.0,1105912000.0,2448372000.0,,137245000.0,17065000.0,98008000.0,1.0,73873952.0,,13105000.0,,0.0,,9.1745,0.4988,1.0,,0.026930385409929737,0.004625968012751621,0.05605561573159634,,,,,,0.0,9345406000.0,508372000.0,,79722000.0,6.3,6.3,0.5488588,246.31,174.9738,0.30841,10847.479,12.4298,2.0543,0.8463
2014-06-30,30617173000.0,25267466000.0,5349707000.0,1398870000.0,5056473000.0,,280855000.0,30841000.0,148185000.0,3.0,73735399.0,,30867000.0,,0.0,,9.059,0.4831,3.0,,0.05249913686861729,0.009173119935011636,0.05554365661598509,,,,,,0.0,10013490000.0,537924000.0,,73965000.0,6.3,6.3,0.5488588,246.31,174.9738,0.30841,10847.479,12.4298,2.0543,0.8463
2014-09-30,30673129000.0,25330566000.0,5342563000.0,1411266000.0,7758961000.0,,421152000.0,44617000.0,232639000.0,5.0,73427362.0,,58879000.0,,0.0,,8.6614,0.4518,5.0,,0.07882958048412345,0.013730324024001594,0.05427943251680219,,,,,,0.0,11125412000.0,578985000.0,,61213000.0,7.3,7.3,0.5488588,246.31,174.9738,0.30841,10847.479,12.4298,2.0543,0.8463
2014-12-31,31562466000.0,26381159000.0,5181307000.0,1318656000.0,-4882153000.0,,-368345000.0,-34128000.0,-205602000.0,-3.0,-147884703.0,,-19248000.0,,0.0,,10.2093,0.4631,-3.0,,-0.07109113588521197,-0.011670349205287065,0.07544724632759359,,,,,,0.0,10381653000.0,470907000.0,,58395000.0,6.0,6.0,0.5488588,246.31,174.9738,0.30841,10847.479,12.4298,2.0543,0.8463
2015-03-31,30800356000.0,25672144000.0,5128212000.0,1065165000.0,2598610000.0,,50044000.0,13778000.0,33149000.0,0.0,70757549.0,,22157000.0,,0.0,,10.9693,0.3995,0.0,,0.009758566923520322,0.0016247864148063744,0.019257987924313383,,,,,,0.0,10531891000.0,383706000.0,,55108000.0,5.0,5.0,0.5488588,246.31,174.9738,0.30841,10847.479,12.4298,2.0543,0.8463
2015-06-30,30842082000.0,26014122000.0,4827960000.0,1297436000.0,5243504000.0,,82833000.0,27556000.0,40385000.0,1.0,69946364.0,,62251000.0,,0.0,,16.6742,0.4304,1.0,,0.017156935848681432,0.002685713629838608,0.015797260763031742,,,,,,0.0,10718922000.0,185684000.0,,51823000.0,3.0,3.0,0.5488588,246.31,174.9738,0.30841,10847.479,12.4298,2.0543,0.8463
2015-09-30,30586091000.0,25902492000.0,4683599000.0,1543936000.0,7777660000.0,,75811000.0,41335000.0,15156000.0,1.0,69341886.0,,89433000.0,,0.0,,42.0329,0.5074,1.0,,0.016186483941088892,0.0024786102938096927,0.009747276173039192,,,,,,0.0,10737621000.0,-159657000.0,,48541000.0,-1.0,-1.0,0.5488588,246.31,174.9738,0.30841,10847.479,12.4298,2.0543,0.8463
2015-12-31,30043128000.0,25519161000.0,4523967000.0,1288305000.0,-5294280000.0,,-67133000.0,-27553000.0,-29064000.0,0.0,-141028590.0,,-58945000.0,,0.0,,37.4748,0.5133,0.0,,-0.014839409748125925,-0.002234554271446036,0.012680288915584367,,,,,,0.0,10325494000.0,141555000.0,,55116000.0,2.0,2.0,0.5488588,246.31,174.9738,0.30841,10847.479,12.4298,2.0543,0.8463
2016-03-31,30287195000.0,25722550000.0,4564645000.0,2060815000.0,2147527000.0,,220318000.0,14503000.0,117189000.0,3.0,65920546.0,,22750000.0,,0.0,,15.7139,0.496,3.0,,0.04826618499357562,0.007274295292119326,0.10259149244689357,,,,,,0.0,9874411000.0,311829000.0,,55841000.0,5.0,5.0,0.5488588,246.31,174.9738,0.30841,10847.479,12.4298,2.0543,0.8463
2016-06-30,29804213000.0,25196142000.0,4608071000.0,1232674000.0,3945320000.0,,389667000.0,29735000.0,183352000.0,6.0,64274009.0,-301705000.0,47721000.0,-349426000.0,0.0,,11.9245,0.592,6.0,,0.0845618481138854,0.01307422544591263,0.09876689343323229,,,,-0.08856721381282126,,0.0,8576227000.0,618663000.0,,58020000.0,10.0,10.0,0.5488588,246.31,174.9738,0.30841,10847.479,12.4298,2.0543,0.8463
2016-09-30,30283836000.0,25778922000.0,4504914000.0,1116623000.0,5779488000.0,,534034000.0,43741000.0,259843000.0,8.0,63093320.0,-43055000.0,66791000.0,-109846000.0,0.0,,9.2611,0.6667,8.0,,0.11854477133192776,0.0176342917720199,0.09240161066170567,,,,-0.0190061818624764,,0.0,6578055000.0,1076886000.0,,60426000.0,17.0,17.0,0.5488588,246.31,174.9738,0.30841,10847.479,12.4298,2.0543,0.8463
2016-12-31,29709128000.0,25611028000.0,4098100000.0,1031971000.0,-4340555000.0,,-578669000.0,-30360000.0,-277146000.0,-8.0,-131353101.0,,-52029000.0,,0.0,,9.4924,0.7118,-8.0,,-0.141204216588175,-0.019477818399786087,0.13331682238792045,,,,,,0.0,7531780000.0,565350000.0,,57619000.0,9.0,9.0,0.5488588,246.31,174.9738,0.30841,10847.479,12.4298,2.0543,0.8463
2017-03-31,29567700000.0,25408900000.0,4158800000.0,874500000.0,1551500000.0,,143800000.0,12600000.0,71300000.0,2.53,56756641.0,24200000.0,14800000.0,9400000.0,0.0,,10.8381,0.7631,2.53,,0.03457728190824276,0.004863415145581158,0.0926844988720593,,,,0.006058652916532388,,0.0,6935753000.0,488832000.0,,55716000.0,8.53,8.53,0.5488588,246.31,174.9738,0.30841,10847.479,12.4298,2.0543,0.8463
2017-06-30,30058900000.0,25834300000.0,4224600000.0,848200000.0,3152000000.0,,264000000.0,25000000.0,129800000.0,4.71,56075152.0,-300000.0,31100000.0,-31400000.0,0.0,,13.0584,0.8512,4.71,,0.06249112341996876,0.008782756521363058,0.08375634517766498,,,,-0.009961928934010152,,0.0,6142433000.0,363165000.0,,50981000.0,7.24,7.24,0.5488588,246.31,174.9738,0.30841,10847.479,12.4298,2.0543,0.8463
2017-09-30,32405200000.0,28267000000.0,4138200000.0,992800000.0,4738400000.0,,206700000.0,37200000.0,79500000.0,3.73,55409251.0,366400000.0,43400000.0,323000000.0,0.0,,21.6589,0.7933,3.73,,0.0499492532985356,0.006378605902756348,0.04362231977038663,,,,0.06816646969441162,,0.0,5101345000.0,35831000.0,,44440000.0,2.97,2.97,0.5488588,246.31,174.9738,0.30841,10847.479,12.4298,2.0543,0.8463
2017-12-31,31843000000.0,27561500000.0,4270600000.0,996800000.0,-3026900000.0,,-94900000.0,-25300000.0,-355700000.0,-1.58,-112930012.0,140100000.0,-27200000.0,112900000.0,0.0,,10.2766,0.8323,-1.58,,-0.022221701868589894,-0.002980246836039318,0.03135220853017939,,,,-0.037298886649707624,,0.0,6415000000.0,519600000.0,413900000.0,49500000.0,9.39,9.39,0.5488588,246.31,174.9738,0.30841,10847.479,12.4298,2.0543,0.8463
2018-03-31,32427900000.0,27926900000.0,4489800000.0,2342000000.0,1638600000.0,,106000000.0,21500000.0,30500000.0,1.96,54189498.0,-75700000.0,16500000.0,-92200000.0,0.0,,9.6042,0.7116,1.96,,0.023609069446300503,0.0032687901467563425,0.06468936897351397,,,,-0.0562675454656414,,0.0,6502100000.0,481800000.0,312300000.0,58400000.0,8.82,8.82,0.5488588,246.31,174.9738,0.30841,10847.479,12.4298,2.0543,0.8463
2018-06-30,42361300000.0,37028400000.0,5312500000.0,1253700000.0,3470300000.0,,173000000.0,47500000.0,41800000.0,3.02,57273428.0,172300000.0,38100000.0,134200000.0,0.0,,15.2808,0.9726,3.02,,0.03256470588235294,0.004083916215980152,0.049851597844566754,,,,0.03867100827017837,,0.0,6820400000.0,390800000.0,477900000.0,80900000.0,7.130000000000001,7.130000000000001,0.5488588,246.31,174.9738,0.30841,10847.479,12.4298,2.0543,0.8463
2018-09-30,43443100000.0,38203400000.0,5219400000.0,1306600000.0,5740600000.0,,226000000.0,74000000.0,64600000.0,3.72,58193940.0,454600000.0,58900000.0,395700000.0,0.0,,12.4146,0.9019,3.72,,0.04329999616814193,0.005202207024820973,0.03936870710378706,,,,0.06893007699543602,,0.0,7822600000.0,410100000.0,550600000.0,117700000.0,7.120000000000001,7.120000000000001,0.5488588,246.31,174.9738,0.30841,10847.479,12.4298,2.0543,0.8463
2018-12-31,41089300000.0,35955400000.0,5112000000.0,1254000000.0,-2791900000.0,,-254000000.0,-42700000.0,-56000000.0,-4.720000000000001,-110111342.0,105500000.0,-30700000.0,74800000.0,0.0,,22.112,0.6888,-4.720000000000001,,-0.04968701095461659,-0.006181657998554368,0.09097747053977578,,,,-0.02679179053691035,,0.0,8057600000.0,251000000.0,512500000.0,100300000.0,3.9800000000000004,3.9800000000000004,0.5488588,246.31,174.9738,0.30841,10847.479,12.4298,2.0543,0.8463
2019-03-31,42237000000.0,36765300000.0,5440600000.0,1274200000.0,2435600000.0,217000000.0,165700000.0,26500000.0,48400000.0,2.52,65777945.0,246700000.0,32400000.0,214300000.0,0.0,,19.0886,0.6697,2.52,217000000.0,0.030456199683858397,0.003923100599000876,0.06803251765478732,0.08909508950566596,0.005137675497786301,0.03988530676763592,0.08798653309246182,0.08909508950566596,0.0,8854600000.0,310700000.0,819000000.0,105300000.0,4.540000000000001,4.540000000000001,0.5488588,246.31,174.9738,0.30841,10847.479,12.4298,2.0543,0.8463
