report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,fcf_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2012-09-30,59441000000.0,22951000000.0,11532000000.0,25130000000.0,34204000000.0,,560000000.0,,30974000000.0,,4127000000.0,246000000.0,1287000000.0,3.08,1340000000.0,3611000000.0,3162000000.0,2570000000.0,449000000.0,560000000.0,,17.4398,2.3478,3.08,,0.12065840252602035,0.06943019128211167,0.13324078259185124,,,,0.01449602892748757,,0.016372354110630337,1.9902011793270897,45872000000.0,6317000000.0,-2105000000.0,355000000.0,4.76,4.76,0.73015577,54.8,31.11,25.08058,73929.12,21.9114,2.1961,2.0703
2012-12-31,61547000000.0,24156000000.0,12368000000.0,26689000000.0,34751000000.0,,958000000.0,,-19802000000.0,,-2641000000.0,-144000000.0,-820000000.0,-1.9700000000000006,-2686000000.0,981000000.0,-1509000000.0,-1629000000.0,-528000000.0,958000000.0,1.9531,16.7662,2.2009,-1.9700000000000006,,-0.07599781301257517,-0.04291029619640275,0.13337036662963336,,,,0.026663973336026665,,0.027567552012891714,1.953104786545925,42149000000.0,5490000000.0,-899000000.0,340000000.0,4.1,4.1,0.73015577,54.8,31.11,25.08058,73929.12,21.9114,2.1961,2.0703
2013-03-31,61428000000.0,23727000000.0,12771000000.0,25647000000.0,35660000000.0,,966000000.0,,10668000000.0,,1259000000.0,98000000.0,412000000.0,0.94,1340000000.0,1119000000.0,894000000.0,896000000.0,225000000.0,966000000.0,,18.0594,2.3134,0.94,,0.03530566461020752,0.020495539493390637,0.11801649793775779,,,,0.02109111361079865,,0.027089175546831185,1.8578811369509043,42206000000.0,5448000000.0,-445000000.0,358000000.0,4.07,4.07,0.73015577,54.8,31.11,25.08058,73929.12,21.9114,2.1961,2.0703
2013-06-30,63251000000.0,23799000000.0,12454000000.0,26203000000.0,36909000000.0,,775000000.0,,21752000000.0,,3354000000.0,197000000.0,855000000.0,2.0,1339000000.0,3428000000.0,1800000000.0,1806000000.0,1628000000.0,775000000.0,,15.6817,2.1709,2.0,,0.09087214500528326,0.05302682961534205,0.1541927179109967,,,,0.07484369253401986,,0.02099758866401149,1.9109523044804881,43592000000.0,6099000000.0,1774000000.0,397000000.0,4.049999999999999,4.049999999999999,0.73015577,54.8,31.11,25.08058,73929.12,21.9114,2.1961,2.0703
2013-09-30,65123000000.0,25093000000.0,12753000000.0,27092000000.0,37885000000.0,,622000000.0,,33360000000.0,,5068000000.0,17000000.0,1361000000.0,3.0,1336000000.0,5938000000.0,2753000000.0,2737000000.0,3185000000.0,622000000.0,,18.0917,2.5591,3.0,,0.13377326118516564,0.07782196766119497,0.15191846522781774,,,,0.09547362110311751,,0.016418107430381416,1.9676154630283071,45978000000.0,7040000000.0,4510000000.0,168000000.0,3.9699999999999993,3.9699999999999993,0.73015577,54.8,31.11,25.08058,73929.12,21.9114,2.1961,2.0703
2013-12-31,67100000000.0,26225000000.0,13525000000.0,27465000000.0,39469000000.0,,964000000.0,,-20514000000.0,,-2949000000.0,79000000.0,-780000000.0,-0.8899999999999997,-2682000000.0,-697000000.0,-1504000000.0,-1773000000.0,-2201000000.0,964000000.0,1.939,17.4965,2.5447,-0.8899999999999997,,-0.07471686640147965,-0.04394932935916542,0.14375548405966657,,,,0.1072925806766111,,0.02442423167549216,1.9390018484288354,45266000000.0,6732000000.0,2837000000.0,391000000.0,5.05,5.05,0.73015577,54.8,31.11,25.08058,73929.12,21.9114,2.1961,2.0703
2014-03-31,66717000000.0,25353000000.0,11899000000.0,26537000000.0,40004000000.0,,741000000.0,,11239000000.0,,1592000000.0,6000000.0,469000000.0,1.0,1318000000.0,1635000000.0,864000000.0,932000000.0,771000000.0,741000000.0,,17.9683,2.7035,1.0,,0.0397960203979602,0.023861984201927543,0.14164961295488923,,,,0.06860040928908266,,0.018523147685231476,2.1306832506933358,45837000000.0,7065000000.0,3383000000.0,299000000.0,5.11,5.11,0.73015577,54.8,31.11,25.08058,73929.12,21.9114,2.1961,2.0703
2014-06-30,68086000000.0,25414000000.0,12251000000.0,27384000000.0,40536000000.0,,668000000.0,,-97000000.0,,3187000000.0,10000000.0,974000000.0,2.0,1316000000.0,4219000000.0,1786000000.0,1997000000.0,2433000000.0,668000000.0,,23.2889,3.2669,2.0,,0.07862147227156108,0.04680844813911817,-32.855670103092784,,,,-25.082474226804123,,0.01647917900138149,2.0744429026201945,23988000000.0,6898000000.0,4188000000.0,112000000.0,5.11,5.11,0.73015577,54.8,31.11,25.08058,73929.12,21.9114,2.1961,2.0703
2014-09-30,68320000000.0,25473000000.0,12388000000.0,27633000000.0,40505000000.0,,1424000000.0,,-153000000.0,,5136000000.0,15000000.0,1530000000.0,3.0,1315000000.0,7282000000.0,2766000000.0,3029000000.0,4516000000.0,1424000000.0,,19.2432,2.735,3.0,,0.1267991605974571,0.07517564402810305,-33.568627450980394,,,,-29.516339869281047,,0.03515615356128873,2.056264126574104,-9525000000.0,6966000000.0,5519000000.0,110000000.0,5.11,5.11,0.73015577,54.8,31.11,25.08058,73929.12,21.9114,2.1961,2.0703
2014-12-31,11178000000.0,24694000000.0,14176000000.0,28855000000.0,37850000000.0,608000000.0,1521000000.0,3130000000.0,3011000000.0,,-4477000000.0,-9000000.0,-1045000000.0,-2.0,-2641000000.0,,-5166000000.0,-5760000000.0,,2129000000.0,1.742,20.0302,2.2422,-2.0,,-0.11828269484808454,-0.400518876364287,-1.4868814347392894,,,,,,0.05624834874504624,1.7419582392776525,14000000000.0,5438000000.0,,22000000.0,4.0,4.0,0.73015577,54.8,31.11,25.08058,73929.12,21.9114,2.1961,2.0703
2015-03-31,65411000000.0,23394000000.0,14572000000.0,27545000000.0,37656000000.0,601000000.0,648000000.0,2121000000.0,-34000000.0,,975000000.0,6000000.0,306000000.0,0.0,1285000000.0,,606000000.0,1042000000.0,,1249000000.0,,21.9759,2.2263,0.0,,0.025892288081580624,0.014905749797434682,-28.676470588235293,,,,,,0.033168684937327386,1.6054076310732912,2727000000.0,4821000000.0,,22000000.0,3.0,3.0,0.73015577,54.8,31.11,25.08058,73929.12,21.9114,2.1961,2.0703
2015-06-30,64753000000.0,22861000000.0,13774000000.0,26568000000.0,37965000000.0,732000000.0,2139000000.0,3541000000.0,-63000000.0,,2099000000.0,13000000.0,608000000.0,1.0,1282000000.0,4084000000.0,1193000000.0,2089000000.0,2891000000.0,2871000000.0,,25.0733,2.4485,1.0,,0.05528776504675359,0.032415486541164114,-33.317460317460316,,,,-45.888888888888886,,0.075622283682339,1.6597212138812254,2761000000.0,3733000000.0,,25000000.0,2.0,2.0,0.73015577,54.8,31.11,25.08058,73929.12,21.9114,2.1961,2.0703
2015-09-30,63342000000.0,21532000000.0,14010000000.0,25163000000.0,37941000000.0,717000000.0,1511000000.0,3172000000.0,-103000000.0,,3088000000.0,21000000.0,859000000.0,2.0,1278000000.0,6627000000.0,1783000000.0,3115000000.0,4844000000.0,2228000000.0,,25.6573,2.1544,2.0,,0.08138952584275586,0.04875122351678191,-29.980582524271846,,,,-47.029126213592235,,0.05872275374924225,1.5369022127052105,2811000000.0,1685000000.0,,31000000.0,1.0,1.0,0.73015577,54.8,31.11,25.08058,73929.12,21.9114,2.1961,2.0703
2015-12-31,2067000000.0,26912000000.0,14121000000.0,32100000000.0,35633000000.0,711000000.0,1546000000.0,,8700000000.0,,-4090000000.0,-10000000.0,-1027000000.0,-2.0,-2570000000.0,,-3318000000.0,-6053000000.0,,2257000000.0,1.9058,42.2933,2.4702,-2.0,,-0.11478124210703561,-1.9787131107885825,-0.47011494252873565,,,,,,0.06334016220918812,1.9058140358331563,8500000000.0,2072000000.0,,30000000.0,1.0,1.0,0.73015577,54.8,31.11,25.08058,73929.12,21.9114,2.1961,2.0703
2016-03-31,69141000000.0,27700000000.0,12880000000.0,33479000000.0,35359000000.0,1215000000.0,987000000.0,,-68000000.0,,501000000.0,13000000.0,99000000.0,0.0,1259000000.0,,549000000.0,967000000.0,,2202000000.0,,57.797,2.9092,0.0,,0.014168952741876184,0.007246062394237862,-7.367647058823529,,,,,,0.06227551684153964,2.150621118012422,8466000000.0,1598000000.0,,37000000.0,1.0,1.0,0.73015577,54.8,31.11,25.08058,73929.12,21.9114,2.1961,2.0703
2016-06-30,81171000000.0,27195000000.0,14609000000.0,38192000000.0,42610000000.0,1247000000.0,986000000.0,,-165000000.0,,-1659000000.0,26000000.0,-269000000.0,-1.0,1321000000.0,,998000000.0,2080000000.0,,2233000000.0,,,3.6781,-1.0,,-0.038934522412579206,-0.02043833388771852,10.054545454545455,,,,,,0.05240553860596104,1.8615237182558697,8364000000.0,-2160000000.0,,50000000.0,-1.0,-1.0,0.73015577,54.8,31.11,25.08058,73929.12,21.9114,2.1961,2.0703
2016-09-30,80594000000.0,26425000000.0,14972000000.0,38020000000.0,42234000000.0,17538000000.0,1951000000.0,,20703000000.0,,-1482000000.0,431000000.0,-259000000.0,-1.0,1345000000.0,,1401000000.0,3078000000.0,,19489000000.0,,,3.8462,-1.0,,-0.03509021167779514,-0.018388465642603668,-0.07158382843066222,,,,,,0.46145285788701046,1.7649612610205718,29170000000.0,-6730000000.0,,460000000.0,-4.0,-4.0,0.73015577,54.8,31.11,25.08058,73929.12,21.9114,2.1961,2.0703
2016-12-31,77956000000.0,23927000000.0,15059000000.0,36427000000.0,41078000000.0,16463000000.0,1178000000.0,,7340000000.0,,953000000.0,100000000.0,151000000.0,1.0,-2568000000.0,,-893000000.0,-2031000000.0,,17641000000.0,1.5889,,4.243,1.0,,0.023199766298261842,0.012224844784237262,0.12983651226158038,,,,,,0.429451287793953,1.5888837240188591,27810000000.0,-1687000000.0,,570000000.0,-1.0,-1.0,0.73015577,54.8,31.11,25.08058,73929.12,21.9114,2.1961,2.0703
2017-03-31,76175000000.0,21883000000.0,13776000000.0,35121000000.0,40606000000.0,16538000000.0,,,6894000000.0,,279000000.0,139000000.0,50000000.0,0.0,1402000000.0,,381000000.0,989000000.0,,16538000000.0,,,3.8503,0.0,,0.00687090577747131,0.003662618969478175,0.04046997389033943,,,,,,0.40727971235777966,1.588487224157956,34772000000.0,-1909000000.0,,696000000.0,-1.0,-1.0,0.73015577,54.8,31.11,25.08058,73929.12,21.9114,2.1961,2.0703
2017-06-30,74862000000.0,21273000000.0,13527000000.0,34910000000.0,39520000000.0,16600000000.0,,,14356000000.0,,205000000.0,281000000.0,148000000.0,0.0,1397000000.0,,884000000.0,1975000000.0,,16600000000.0,,517.9381,3.2005,0.0,,0.005187246963562753,0.002738371937698699,0.01427974366118696,,,,,,0.4200404858299595,1.5726325127522733,49293000000.0,-45000000.0,,951000000.0,0.0,0.0,0.73015577,54.8,31.11,25.08058,73929.12,21.9114,2.1961,2.0703
2017-09-30,73569000000.0,19914000000.0,13014000000.0,33559000000.0,39573000000.0,15871000000.0,,,22261000000.0,,749000000.0,422000000.0,269000000.0,0.0,1395000000.0,,1482000000.0,2931000000.0,,15871000000.0,,176.195,3.2698,0.0,,0.01892704621838122,0.010180918593429298,0.03364628722878577,,,,,,0.4010562757435625,1.5301982480405716,50851000000.0,2186000000.0,,942000000.0,1.0,1.0,0.73015577,54.8,31.11,25.08058,73929.12,21.9114,2.1961,2.0703
2017-12-31,71987000000.0,18497000000.0,15282000000.0,34726000000.0,36842000000.0,14875000000.0,,,-13071000000.0,,-2738000000.0,-276000000.0,-137000000.0,-1.0,-2806000000.0,,-640000000.0,-2058000000.0,,14875000000.0,1.2104,,3.1607,-1.0,,-0.07431735519244341,-0.03803464514426216,0.20947134878739193,,,,,,0.4037511535747245,1.2103782227457138,30440000000.0,-1505000000.0,,566000000.0,-1.0,-1.0,0.73015577,54.8,31.11,25.08058,73929.12,21.9114,2.1961,2.0703
2018-03-31,71478000000.0,18055000000.0,16195000000.0,34152000000.0,36924000000.0,13526000000.0,,,7829000000.0,,525000000.0,143000000.0,113000000.0,0.0,1394000000.0,,454000000.0,874000000.0,,13526000000.0,,,2.8025,0.0,,0.014218394540136497,0.007344917317216486,0.06705837271682207,,,,,,0.36632000866645,1.114850262426675,31375000000.0,-1259000000.0,,570000000.0,-1.0,-1.0,0.73015577,54.8,31.11,25.08058,73929.12,21.9114,2.1961,2.0703
2018-06-30,70156000000.0,16900000000.0,15066000000.0,33259000000.0,36484000000.0,13865000000.0,,,16131000000.0,,955000000.0,287000000.0,219000000.0,0.0,1393000000.0,,974000000.0,1750000000.0,,13865000000.0,,,2.8017,0.0,,0.02617585791031685,0.013612520668225098,0.059202777261174136,,,,,,0.38002960201732267,1.1217310500464623,33150000000.0,-509000000.0,,576000000.0,-1.0,-1.0,0.73015577,54.8,31.11,25.08058,73929.12,21.9114,2.1961,2.0703
2018-09-30,70046000000.0,16483000000.0,14600000000.0,33098000000.0,36533000000.0,14159000000.0,,,24636000000.0,,1599000000.0,434000000.0,348000000.0,1.0,1393000000.0,3382000000.0,1539000000.0,2637000000.0,1843000000.0,14159000000.0,,,2.5991,1.0,,0.04376864752415624,0.022827855980355766,0.06490501704822212,,,,0.07480922227634357,,0.3875674048120877,1.128972602739726,35525000000.0,341000000.0,,588000000.0,0.0,0.0,0.73015577,54.8,31.11,25.08058,73929.12,21.9114,2.1961,2.0703
2018-12-31,70507000000.0,15731000000.0,13486000000.0,33921000000.0,36162000000.0,14644000000.0,,,-15781000000.0,,-941000000.0,-289000000.0,-233000000.0,0.0,-2787000000.0,2331000000.0,-807000000.0,-1705000000.0,1524000000.0,14644000000.0,1.1665,23.3384,1.5206,0.0,,-0.0260217908301532,-0.013346192576623598,0.05962866738482986,,,,-0.09657182688042583,,0.40495547812620986,1.1664689307429927,32815000000.0,2138000000.0,,575000000.0,1.0,1.0,0.73015577,54.8,31.11,25.08058,73929.12,21.9114,2.1961,2.0703
2019-03-31,70321000000.0,15773000000.0,11697000000.0,33797000000.0,36103000000.0,16449000000.0,,,7879000000.0,509000000.0,421000000.0,147000000.0,79000000.0,0.3,1397000000.0,326000000.0,413000000.0,903000000.0,-87000000.0,16449000000.0,,30.4809,1.8864,0.3,1412000000.0,0.0116610807966097,0.005986831814109583,0.05343317679908618,0.06460210686635359,0.0072382360887928215,0.009685644694778506,-0.011042010407412109,0.17921055971569996,0.4556131069440213,1.3484654184833718,32865000000.0,2034000000.0,,579000000.0,1.3,1.3,0.73015577,54.8,31.11,25.08058,73929.12,21.9114,2.1961,2.0703
2019-06-30,70591000000.0,16333000000.0,11773000000.0,34318000000.0,35852000000.0,16978000000.0,,,16149000000.0,,913000000.0,302000000.0,178000000.0,0.65,1396000000.0,1434000000.0,817000000.0,1841000000.0,617000000.0,16978000000.0,,25.9446,1.6564,0.65,,0.025465803860314627,0.012933660098312816,0.056536008421574094,,,,0.03820670010526968,,0.47355796050429544,1.3873269345111696,32883000000.0,1992000000.0,3897000000.0,594000000.0,1.95,1.95,0.73015577,54.8,31.11,25.08058,73929.12,21.9114,2.1961,2.0703
2019-09-30,57990000000.0,16151000000.0,12483000000.0,33663000000.0,23913000000.0,16333000000.0,,,24689000000.0,,-10470000000.0,462000000.0,-420000000.0,-7.56,1385000000.0,3179000000.0,1230000000.0,2741000000.0,1949000000.0,16333000000.0,,,1.4392,-7.56,,-0.4378371597039267,-0.18054837040869115,-0.42407549921017457,,,,0.07894203896472113,,0.6830176054865554,1.2938396218857646,32936000000.0,-10077000000.0,4003000000.0,622000000.0,-6.609999999999999,-6.609999999999999,0.73015577,54.8,31.11,25.08058,73929.12,21.9114,2.1961,2.0703
2019-12-31,56312000000.0,15530000000.0,13098000000.0,32136000000.0,23760000000.0,14770000000.0,,,-15800000000.0,,-1001000000.0,-302000000.0,-148000000.0,-0.7100000000000009,-2793000000.0,492000000.0,-736000000.0,-1896000000.0,-244000000.0,14770000000.0,1.1857,,1.6908,-0.7100000000000009,,-0.04212962962962963,-0.01777596249467254,0.06335443037974683,,,,0.015443037974683544,,0.6216329966329966,1.1856772026263551,32917000000.0,-10137000000.0,2235000000.0,609000000.0,-7.32,-7.32,0.73015577,54.8,31.11,25.08058,73929.12,21.9114,2.1961,2.0703
2020-03-31,48594000000.0,16266000000.0,13262000000.0,32611000000.0,15561000000.0,15409000000.0,,,7455000000.0,-8089000000.0,-7376000000.0,136000000.0,-721000000.0,-5.32,1387000000.0,784000000.0,407000000.0,792000000.0,377000000.0,15409000000.0,,,0.5762,-5.32,-7297000000.0,-0.4740055266371056,-0.1517882866197473,-0.989403085177733,-1.08504359490275,-0.166460879944026,-0.2611882466903455,0.0505700871898055,-0.9788061703554661,0.9902319902319903,1.2265118383350928,32493000000.0,-17934000000.0,2699000000.0,598000000.0,-12.940000000000001,-12.940000000000001,0.73015577,54.8,31.11,25.08058,73929.12,21.9114,2.1961,2.0703
2020-06-30,44667000000.0,14379000000.0,11665000000.0,32211000000.0,12040000000.0,16763000000.0,,,12811000000.0,,-10810000000.0,281000000.0,-920000000.0,-7.79,1388000000.0,1587000000.0,658000000.0,1396000000.0,929000000.0,16763000000.0,,,0.863,-7.79,,-0.8978405315614618,-0.24201311930507982,-0.8438061041292639,,,,0.07251580672859262,,1.3922757475083056,1.232661808829833,29155000000.0,-29657000000.0,3011000000.0,577000000.0,-21.380000000000003,-21.380000000000003,0.73015577,54.8,31.11,25.08058,73929.12,21.9114,2.1961,2.0703
2020-09-30,44066000000.0,14215000000.0,11651000000.0,31697000000.0,11941000000.0,16471000000.0,,,18069000000.0,,-10892000000.0,419000000.0,-901000000.0,-7.84,1389000000.0,2066000000.0,858000000.0,1983000000.0,1208000000.0,16471000000.0,,,0.8237,-7.84,,-0.9121514111045976,-0.2471746925066945,-0.6028003763351597,,,,0.06685483424649953,,1.3793652122937778,1.2200669470431722,22535000000.0,-30079000000.0,2270000000.0,534000000.0,-21.660000000000004,-21.660000000000004,0.73015577,54.8,31.11,25.08058,73929.12,21.9114,2.1961,2.0703
2020-12-31,42434000000.0,12919000000.0,10491000000.0,29945000000.0,12071000000.0,16036000000.0,,,-14734000000.0,,18560000000.0,-273000000.0,1730000000.0,13.379999999999999,-2774000000.0,-1493000000.0,-807000000.0,-1605000000.0,-2300000000.0,16036000000.0,1.2314,,1.2878,13.379999999999999,,1.5375693811614612,0.4373851157091012,-1.2596715080765577,,,,0.15610153386724582,,1.3284732002319608,1.2314364693546849,23601000000.0,-10518000000.0,214000000.0,563000000.0,-7.570000000000002,-7.570000000000002,0.73015577,54.8,31.11,25.08058,73929.12,21.9114,2.1961,2.0703
2021-03-31,42036000000.0,12807000000.0,9873000000.0,29064000000.0,12543000000.0,15834000000.0,,,5223000000.0,386000000.0,299000000.0,136000000.0,74000000.0,0.21,1419000000.0,429000000.0,178000000.0,532000000.0,251000000.0,15834000000.0,,,1.7792,0.21,918000000.0,0.023837997289324724,0.0071129508040727,0.057246793030825194,0.07390388665517901,0.00918260538585974,0.013602565457941291,0.04805667241049205,0.17576105686387133,1.262377421669457,1.2971741112123973,21369000000.0,-2843000000.0,88000000.0,563000000.0,-2.040000000000001,-2.040000000000001,0.73015577,54.8,31.11,25.08058,73929.12,21.9114,2.1961,2.0703
2021-06-30,40908000000.0,12077000000.0,8784000000.0,27849000000.0,12762000000.0,15687000000.0,,,10857000000.0,,730000000.0,272000000.0,173000000.0,0.51,1420000000.0,1649000000.0,421000000.0,1058000000.0,1228000000.0,15687000000.0,,43.8002,2.0679,0.51,,0.05720106566368908,0.017844920308986018,0.06723772681219489,,,,0.11310675140462374,,1.2291960507757405,1.3748861566484518,19415000000.0,8697000000.0,387000000.0,554000000.0,6.259999999999999,6.259999999999999,0.73015577,54.8,31.11,25.08058,73929.12,21.9114,2.1961,2.0703
2021-09-30,41038000000.0,12387000000.0,9735000000.0,27373000000.0,13362000000.0,14370000000.0,,,16704000000.0,,1280000000.0,402000000.0,301000000.0,0.9,1422000000.0,2719000000.0,694000000.0,1588000000.0,2025000000.0,14370000000.0,,25.1354,1.8697,0.9,,0.09579404280796287,0.031190603830596034,0.07662835249042145,,,,0.12122844827586207,,1.0754378087112708,1.2724191063174115,18050000000.0,20869000000.0,1204000000.0,537000000.0,14.999999999999998,14.999999999999998,0.73015577,54.8,31.11,25.08058,73929.12,21.9114,2.1961,2.0703
2021-12-31,41511000000.0,12654000000.0,10359000000.0,26225000000.0,15004000000.0,13286000000.0,,,-9855000000.0,,-428000000.0,-271000000.0,-102000000.0,-0.30000000000000004,-2834000000.0,-146000000.0,-152000000.0,-1058000000.0,-298000000.0,13286000000.0,1.2215,22.3452,1.8331,-0.30000000000000004,,-0.02852572647294055,-0.010310520103105202,0.04342973110096398,,,,0.03023845763571791,,0.8854972007464676,1.2215464813205907,22929000000.0,1881000000.0,3206000000.0,539000000.0,1.319999999999999,1.319999999999999,0.73015577,54.8,31.11,25.08058,73929.12,21.9114,2.1961,2.0703
2022-03-31,41967000000.0,13253000000.0,10696000000.0,26328000000.0,15347000000.0,13163000000.0,,,5962000000.0,,510000000.0,123000000.0,118000000.0,0.36,1434000000.0,131000000.0,304000000.0,533000000.0,-173000000.0,13163000000.0,,27.9111,2.467,0.36,,0.03323125040724571,0.012152405461433985,0.08554176450855418,,,,-0.02901710835290171,,0.8576920570795595,1.2390613313388184,23668000000.0,2092000000.0,2782000000.0,526000000.0,1.469999999999999,1.469999999999999,0.73015577,54.8,31.11,25.08058,73929.12,21.9114,2.1961,2.0703
