report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_ps,bf_pe,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2021-12-26,10037800000.0,3728100000.0,2455900000.0,6950800000.0,3063100000.0,3824200000.0,800000.0,,-1538400000.0,-199700000.0,-127300000.0,-99500000.0,-83900000.0,-0.9299999999999993,-822400000.0,-52400000.0,-874800000.0,3825000000.0,1.5179,2.1342,31.9624,-0.9299999999999993,-199700000.0,-0.04155920472723711,-0.012682061806371913,0.08274830993239729,0.1298101924076963,-0.019894797664826953,-0.028992029732437103,0.5686427457098284,0.1298101924076963,1.2487349417257028,1.518017834602386,6420400000.0,428700000.0,763300000.0,580400000.0,763300000.0,179700000.0,3.1000000000000005,3.1000000000000005,5.011135857461024,4.247634947134112,0.5548263,106.98,49.0,1.85667,12684.25,21.5861,2.698
2022-03-27,9518700000.0,3255300000.0,2043000000.0,6414500000.0,3080700000.0,3737900000.0,104100000.0,,1163100000.0,120000000.0,61200000.0,41600000.0,17300000.0,0.44,134700000.0,29200000.0,105500000.0,3842000000.0,,1.8008,31.1721,0.44,120000000.0,0.0198656149576395,0.006429449399602887,0.052618003611039466,0.10317255610007738,0.012606763528633111,0.017334277088419257,0.0907058722379847,0.10317255610007738,1.2471191612295907,1.5933920704845814,6468700000.0,373700000.0,736000000.0,332200000.0,736000000.0,173400000.0,2.7000000000000006,2.7000000000000006,5.220108695652174,4.244521337946943,0.5548263,106.98,49.0,1.85667,12684.25,21.5861,2.698
2022-06-26,9503000000.0,3085400000.0,2158200000.0,6467200000.0,3012800000.0,3739000000.0,98000000.0,,2502300000.0,339100000.0,203200000.0,83300000.0,56700000.0,1.46,147800000.0,75800000.0,72000000.0,3837000000.0,,1.8415,22.1746,1.46,339100000.0,0.06744556558682953,0.021382721245922342,0.08120529113215841,0.13551532590017185,0.035683468378406816,0.04950509503927122,0.028773528353914397,0.13551532590017185,1.2735661178969728,1.429617273653971,6534000000.0,483600000.0,851200000.0,-109800000.0,851200000.0,162700000.0,3.4800000000000004,3.4800000000000004,4.507753759398496,5.2317148125384145,0.5548263,106.98,49.0,1.85667,12684.25,21.5861,2.698
2022-09-25,9626100000.0,3260500000.0,2356900000.0,6627100000.0,2999000000.0,3725100000.0,122300000.0,,4178200000.0,533400000.0,332400000.0,125200000.0,94100000.0,2.39,262200000.0,130700000.0,131500000.0,3847400000.0,,1.5862,23.688,2.39,533400000.0,0.11083694564854951,0.03453111852151962,0.0795557895744579,0.12766262984060123,0.05541184903543491,0.0779095583080159,0.03147288305969077,0.12766262984060123,1.2828942980993665,1.3833849548135262,6305200000.0,469500000.0,792800000.0,-565800000.0,792800000.0,150600000.0,3.3600000000000008,3.3600000000000008,4.8529263370333,5.2642762284196545,0.5548263,106.98,49.0,1.85667,12684.25,21.5861,2.698
2022-12-25,9295900000.0,2999100000.0,2189700000.0,6434000000.0,2861900000.0,3711200000.0,142400000.0,,-1986900000.0,-584800000.0,-393300000.0,-79100000.0,-109600000.0,-2.83,-171800000.0,-61500000.0,-233300000.0,3853600000.0,1.3694,1.3727,39.5066,-2.83,-584800000.0,-0.13742618540130683,-0.042308974924429046,0.19794654990185717,0.2943278474004731,-0.06290945470583806,-0.08708212344575982,0.11741909507272635,0.2943278474004731,1.3465180474509941,1.3696396766680368,5856700000.0,203500000.0,407700000.0,75700000.0,407700000.0,171000000.0,1.46,1.46,9.452048074564631,2.3842105263157896,0.5548263,106.98,49.0,1.85667,12684.25,21.5861,2.698
2023-04-02,8923700000.0,2539200000.0,1897400000.0,6165000000.0,2758700000.0,3682400000.0,134500000.0,,1001000000.0,17900000.0,-22100000.0,46300000.0,700000.0,-0.16,88800000.0,53200000.0,35600000.0,3816900000.0,,1.2873,60.9856,-0.16,17900000.0,-0.008011019683184108,-0.002476551206338178,-0.02207792207792208,0.01788211788211788,0.002005894415993366,0.0027221850477522963,0.035564435564435566,0.01788211788211788,1.3835864718889332,1.338252345314641,5694600000.0,120200000.0,305600000.0,5800000.0,305600000.0,175700000.0,0.86,0.86,12.489856020942408,1.7393284006829823,0.5548263,106.98,49.0,1.85667,12684.25,21.5861,2.698
2023-07-02,8609700000.0,2509000000.0,1950400000.0,6139500000.0,2470200000.0,3668500000.0,148200000.0,,2211000000.0,-170700000.0,-257100000.0,92900000.0,7700000.0,-1.85,119200000.0,112100000.0,7100000.0,3816700000.0,,1.6136,,-1.85,-170700000.0,-0.104080641243624,-0.029861667653925224,-0.11628222523744912,-0.07720488466757124,-0.01982647479006237,-0.02715169638454564,0.003211216644052465,-0.07720488466757124,1.5450975629503685,1.286402789171452,5403300000.0,-340100000.0,-204200000.0,-59100000.0,-204200000.0,185300000.0,-2.45,-2.45,-18.690989226248774,-1.1019967620075553,0.5548263,106.98,49.0,1.85667,12684.25,21.5861,2.698
2023-10-01,8340200000.0,3240100000.0,2024200000.0,6117000000.0,2223200000.0,3654600000.0,0.0,,3714400000.0,-340200000.0,-428200000.0,140000000.0,-36900000.0,-3.09,334900000.0,160400000.0,174500000.0,3654600000.0,,1.6537,,-3.09,-340200000.0,-0.1926052536883771,-0.05134169444377833,-0.11528106827482232,-0.09158948955416757,-0.040790388719694974,-0.0578787981897989,0.04697932371311652,-0.09158948955416757,1.6438467074487226,1.6006817508151368,4939500000.0,-1100700000.0,-1077800000.0,-16100000.0,-1077800000.0,200100000.0,-7.93,-7.93,-3.3907960660604934,-5.386306846576711,0.5548263,106.98,49.0,1.85667,12684.25,21.5861,2.698
2023-12-31,6540900000.0,2323600000.0,2056400000.0,5453900000.0,1087000000.0,2965800000.0,0.0,,-1923100000.0,-1045800000.0,-781900000.0,-92900000.0,-192800000.0,-5.630000000000001,182700000.0,-116400000.0,66300000.0,2965800000.0,1.1299,1.4161,,-5.630000000000001,-1045800000.0,-0.7193192272309108,-0.11954012444770597,0.40658312100254795,0.5438094742863085,-0.15988625418520386,-0.25804382155546784,-0.03447558629296448,0.5438094742863085,2.728426862925483,1.1299358101536665,5003300000.0,-1489300000.0,-1538800000.0,283500000.0,-1538800000.0,186300000.0,-10.73,-10.73,-1.9273459838835456,-8.25979602791197,0.5548263,106.98,49.0,1.85667,12684.25,21.5861,2.698
2024-03-31,6203000000.0,1995400000.0,1792200000.0,5173100000.0,1029900000.0,2966900000.0,0.0,,757300000.0,116200000.0,58200000.0,38500000.0,21900000.0,0.42,177800000.0,45800000.0,132000000.0,2966900000.0,,1.6454,,0.42,116200000.0,0.05651034080978736,0.009382556827341609,0.07685197411857916,0.15343985210616665,0.01873287119135902,0.029073258606885508,0.17430344645450943,0.15343985210616665,2.880765122827459,1.1133802031023323,4759600000.0,-1409000000.0,-1440500000.0,379900000.0,-1440500000.0,178500000.0,-10.15,-10.15,-2.0596320721971537,-8.070028011204482,0.5548263,106.98,49.0,1.85667,12684.25,21.5861,2.698
2024-06-30,6864100000.0,2674400000.0,1830100000.0,5691200000.0,1172900000.0,3461400000.0,0.0,,1752600000.0,328300000.0,196700000.0,,66300000.0,1.41,365100000.0,97700000.0,267400000.0,3461400000.0,,1.7619,,1.41,328300000.0,0.16770398158410776,0.0286563424192538,0.11223325345201415,0.18732169348396668,0.04782855727626346,0.07084133526098871,0.1525733196393929,0.18732169348396668,2.951146730326541,1.4613409103327688,4301200000.0,-955200000.0,-941500000.0,640200000.0,-941500000.0,,-6.890000000000001,-6.890000000000001,-3.6764737121614446,,0.5548263,106.98,49.0,1.85667,12684.25,21.5861,2.698
2024-12-29,6340300000.0,2242500000.0,1401300000.0,5155300000.0,1185000000.0,3380800000.0,,,4135500000.0,690000000.0,385600000.0,,102600000.0,2.75,847400000.0,87200000.0,760200000.0,3380800000.0,1.6003,1.8792,20.1546,2.75,690000000.0,0.3254008438818565,0.06081731148368374,0.09324144601620118,0.166848023213638,0.10882765799725565,0.15112357089666653,0.18382299601015598,0.166848023213638,2.8529957805907173,1.600299721687005,4722300000.0,-141400000.0,88700000.0,1225900000.0,88700000.0,,-1.0500000000000007,-1.0500000000000007,38.114994363021424,,0.5548263,106.98,49.0,1.85667,12684.25,21.5861,2.698
2025-03-30,6040000000.0,1912800000.0,1156000000.0,4842500000.0,1197500000.0,3331500000.0,,,887100000.0,170700000.0,98600000.0,,37100000.0,0.7,138100000.0,13800000.0,124300000.0,3331500000.0,,2.0201,20.2262,0.7,170700000.0,0.08233820459290188,0.016324503311258277,0.11114868673204825,0.1924247548190734,0.02826158940397351,0.03769043939059395,0.14011949047458008,0.1924247548190734,2.782045929018789,1.6546712802768166,7532500000.0,739100000.0,1305200000.0,1283900000.0,1305200000.0,,5.28,5.28,2.5524823781795893,,0.5548263,106.98,49.0,1.85667,12684.25,21.5861,2.698
2025-06-29,5174400000.0,2041200000.0,1227800000.0,4904700000.0,269700000.0,3320900000.0,,,1867900000.0,-627500000.0,-757200000.0,,77100000.0,-5.41,209400000.0,29900000.0,179500000.0,3320900000.0,,2.4335,,-5.41,-627500000.0,-2.8075639599555062,-0.14633580705009278,-0.4053750200760212,-0.335938754751325,-0.12127009894867037,-0.17476187823762046,0.09609722147866588,-0.335938754751325,12.313311086392288,1.6624857468643102,8643100000.0,-76300000.0,561500000.0,1331400000.0,561500000.0,,-0.5499999999999998,-0.5499999999999998,5.91433659839715,,0.5548263,106.98,49.0,1.85667,12684.25,21.5861,2.698
2025-09-28,5521800000.0,2410000000.0,1413600000.0,5088000000.0,433800000.0,3318800000.0,,,3255400000.0,-286400000.0,-524000000.0,,148400000.0,-3.74,490000000.0,49600000.0,440400000.0,3318800000.0,,2.4767,,-3.74,-286400000.0,-1.2079299216228676,-0.09489659169111522,-0.1609633224795724,-0.0879768999201327,-0.051867144771632435,-0.07632041784362842,0.13528291454199176,-0.0879768999201327,7.650530198248041,1.7048670062252405,10145900000.0,-797000000.0,-53200000.0,1504400000.0,-53200000.0,,-5.7,-5.7,-62.38345864661654,,0.5548263,106.98,49.0,1.85667,12684.25,21.5861,2.698
2025-12-28,5552000000.0,2583700000.0,1871100000.0,4986500000.0,565500000.0,2767900000.0,,,-1309100000.0,754300000.0,860200000.0,,-46400000.0,6.1499999999999995,55700000.0,-30000000.0,25700000.0,2767900000.0,1.3808,2.4725,,6.1499999999999995,754300000.0,1.521131741821397,0.15493515850144093,-0.6570926590787564,-0.5761973875181422,0.13586095100864554,0.22628547429051418,-0.019631808112443663,-0.5761973875181422,4.894606542882405,1.380845491956603,4701300000.0,-322400000.0,11100000.0,769900000.0,11100000.0,,-2.3,-2.3,249.36036036036037,,0.5548263,106.98,49.0,1.85667,12684.25,21.5861,2.698
