report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2021-06-30,241803000000.0,82609000000.0,74811000000.0,183927000000.0,51669000000.0,34190000000.0,22920000000.0,66641000000.0,6159000000.0,5858000000.0,493000000.0,2148000000.0,3.93,1466000000.0,8428000000.0,2451000000.0,5977000000.0,34190000000.0,,6.7328,0.6147,3.93,6159000000.0,0.11337552497629139,0.024226333006621092,0.08790384297954712,0.09242058192404076,0.025471148000645153,0.07173388928359287,0.08968953046923066,0.09242058192404076,0.6617120517137935,1.104236008073679,139404000000.0,15477000000.0,15970000000.0,17812000000.0,15970000000.0,4175000000.0,10.51,10.51,2.140889167188478,3.825149700598802,1.4010231,87.62,41.6,7.29499,66929.78,24.8348,1.2412,0.3617
2021-09-30,238557000000.0,77791000000.0,71951000000.0,178236000000.0,54150000000.0,34819000000.0,17365000000.0,93420000000.0,7804000000.0,8278000000.0,723000000.0,2300000000.0,5.55,1467000000.0,8379000000.0,4310000000.0,4069000000.0,34819000000.0,,6.8789,0.5844,5.55,7804000000.0,0.15287165281625115,0.03470030223384767,0.08861057589381288,0.08353671590665811,0.03271335571792067,0.0877159460036642,0.043555983729394135,0.08353671590665811,0.6430101569713758,1.0811663493210657,147857000000.0,20174000000.0,19907000000.0,15232000000.0,19907000000.0,4075000000.0,13.659999999999998,13.659999999999998,1.749083237052293,4.885153374233129,1.4010231,87.62,41.6,7.29499,66929.78,24.8348,1.2412,0.3617
2021-12-31,244718000000.0,82103000000.0,74408000000.0,178903000000.0,59744000000.0,33720000000.0,20067000000.0,-65531000000.0,-7916000000.0,-7139000000.0,-516000000.0,-2854000000.0,-4.81,-2929000000.0,-2885000000.0,-130000000.0,-3015000000.0,33720000000.0,1.1034,8.4961,0.6702,-4.81,-7916000000.0,-0.11949317086234601,-0.029172353484418802,0.10894080664113168,0.12079779035876151,-0.032347436641358626,-0.08469571171788068,0.04600875921319681,0.12079779035876151,0.5644081414033209,1.1034162993226535,127004000000.0,10019000000.0,9324000000.0,7419000000.0,9324000000.0,950000000.0,6.699999999999998,6.699999999999998,3.6164736164736166,9.814736842105264,1.4010231,87.62,41.6,7.29499,66929.78,24.8348,1.2412,0.3617
2022-03-31,251492000000.0,88594000000.0,79555000000.0,184429000000.0,62095000000.0,33037000000.0,16349000000.0,35979000000.0,2196000000.0,2939000000.0,,-28000000.0,1.35,1470000000.0,2104000000.0,1661000000.0,443000000.0,33037000000.0,,6.3971,0.487,1.35,2196000000.0,0.047330702955149365,0.01168625642167544,0.08168653937018816,0.06103560410239306,0.008731888091867734,0.0230837152587983,0.012312737986047416,0.06103560410239306,0.5320396167163217,1.113619508516121,130509000000.0,9936000000.0,8243000000.0,7474000000.0,8243000000.0,,6.02,6.02,4.007885478587893,,1.4010231,87.62,41.6,7.29499,66929.78,24.8348,1.2412,0.3617
2022-06-30,253517000000.0,91094000000.0,79398000000.0,185142000000.0,63954000000.0,32306000000.0,16710000000.0,71738000000.0,4313000000.0,4631000000.0,460000000.0,462000000.0,2.49,1468000000.0,5228000000.0,3829000000.0,1399000000.0,32306000000.0,,5.2683,0.3506,2.49,4313000000.0,0.07241142070863434,0.018267019568707424,0.06455435055340265,0.060121553430538904,0.01701266581728247,0.04480573446914606,0.019501519417881738,0.060121553430538904,0.5051443224817838,1.1473084964356786,135606000000.0,8709000000.0,6397000000.0,2896000000.0,6397000000.0,,4.58,4.58,5.050179771768017,,1.4010231,87.62,41.6,7.29499,66929.78,24.8348,1.2412,0.3617
2022-09-30,260529000000.0,98271000000.0,86003000000.0,190762000000.0,65268000000.0,35084000000.0,20745000000.0,113627000000.0,7704000000.0,7935000000.0,719000000.0,1308000000.0,4.73,1464000000.0,10419000000.0,5933000000.0,4486000000.0,35084000000.0,,4.8356,0.3178,4.73,7704000000.0,0.121575657289943,0.030457261955482883,0.06983375430135443,0.06780078678483108,0.02957060442407563,0.07676977040816327,0.039480053156380084,0.06780078678483108,0.5375375375375375,1.142646186760927,155813000000.0,8366000000.0,6297000000.0,3313000000.0,6297000000.0,,3.7600000000000007,3.7600000000000007,5.5715420041289505,,1.4010231,87.62,41.6,7.29499,66929.78,24.8348,1.2412,0.3617
2022-12-31,264037000000.0,100451000000.0,91173000000.0,191752000000.0,67792000000.0,38778000000.0,19153000000.0,-64609000000.0,-3898000000.0,-5571000000.0,-192000000.0,146000000.0,-2.4400000000000004,-2948000000.0,-1708000000.0,-2185000000.0,-3893000000.0,38778000000.0,1.1018,4.8105,0.3049,-2.4400000000000004,-3898000000.0,-0.08217783809299033,-0.021099315626219053,0.08622637713012118,0.0603321518673869,-0.014763082446778292,-0.036576897813643615,0.060254763268275315,0.0603321518673869,0.5720143969789946,1.1017625832209097,156735000000.0,9934000000.0,10315000000.0,2435000000.0,10315000000.0,,6.13,6.13,3.759379544352884,,1.4010231,87.62,41.6,7.29499,66929.78,24.8348,1.2412,0.3617
2023-03-31,267004000000.0,98832000000.0,90185000000.0,192773000000.0,69877000000.0,37010000000.0,18227000000.0,39985000000.0,2578000000.0,2395000000.0,234000000.0,428000000.0,1.69,1402000000.0,3086000000.0,2431000000.0,655000000.0,37010000000.0,,5.4283,0.3172,1.69,2578000000.0,0.034274510926342004,0.008969903072613144,0.05989746154808053,0.06447417781668126,0.00965528606313014,0.024118929336589108,0.016381142928598224,0.06447417781668126,0.5296449475506962,1.095880689693408,160741000000.0,9390000000.0,10697000000.0,2647000000.0,10697000000.0,1221000000.0,6.469999999999999,6.469999999999999,3.4598485556698138,8.76085176085176,1.4010231,87.62,41.6,7.29499,66929.78,24.8348,1.2412,0.3617
2023-06-30,275833000000.0,106804000000.0,92718000000.0,199861000000.0,71655000000.0,36668000000.0,23074000000.0,84732000000.0,5367000000.0,4962000000.0,460000000.0,950000000.0,3.52,1396000000.0,10677000000.0,4683000000.0,5994000000.0,36668000000.0,,5.2209,0.3158,3.52,5367000000.0,0.06924848231107389,0.017989145606218254,0.05856111032431667,0.06334088655997734,0.019457425326193746,0.04954626441291323,0.07074068828777794,0.06334088655997734,0.5117298164817529,1.151923035440799,173735000000.0,9721000000.0,11751000000.0,7242000000.0,11751000000.0,1221000000.0,7.5,7.5,3.1204152838056336,9.624078624078624,1.4010231,87.62,41.6,7.29499,66929.78,24.8348,1.2412,0.3617
2023-09-30,281705000000.0,110721000000.0,96820000000.0,202978000000.0,74475000000.0,38652000000.0,25224000000.0,128863000000.0,8380000000.0,8026000000.0,689000000.0,1421000000.0,5.72,1390000000.0,17273000000.0,7264000000.0,10009000000.0,38652000000.0,,4.456,0.2598,5.72,8380000000.0,0.1077677072843236,0.028490797110452423,0.062283199987583714,0.06503030350061693,0.029747430823024085,0.07407603843467961,0.07767163576821896,0.06503030350061693,0.5189929506545821,1.1435757074984507,188971000000.0,9812000000.0,12427000000.0,12765000000.0,12427000000.0,1191000000.0,8.489999999999998,8.489999999999998,3.1103242938762374,10.43408900083963,1.4010231,87.62,41.6,7.29499,66929.78,24.8348,1.2412,0.3617
2023-12-31,273064000000.0,101618000000.0,94445000000.0,204757000000.0,64286000000.0,38968000000.0,18853000000.0,-81738000000.0,-7027000000.0,-5256000000.0,-472000000.0,-2236000000.0,-3.6099999999999994,-2819000000.0,-10106000000.0,-3408000000.0,-13514000000.0,38968000000.0,1.0759,4.857,0.2863,-3.6099999999999994,-7027000000.0,-0.08175963662383723,-0.01924823484604342,0.06430301695661748,0.08596980596540164,-0.025733893885682476,-0.06805547484843202,0.16533313758594534,0.08596980596540164,0.6061661948169119,1.0759489650060883,171842000000.0,10127000000.0,9298000000.0,3144000000.0,9298000000.0,911000000.0,7.32,7.32,4.191008819100882,10.206366630076838,1.4010231,87.62,41.6,7.29499,66929.78,24.8348,1.2412,0.3617
2024-03-31,276591000000.0,106470000000.0,91777000000.0,205990000000.0,66598000000.0,35976000000.0,17635000000.0,43014000000.0,3738000000.0,2980000000.0,219000000.0,762000000.0,2.56,1162000000.0,3152000000.0,2783000000.0,369000000.0,35976000000.0,,4.8568,0.2975,2.56,3738000000.0,0.04474608847112526,0.010774030969915869,0.06927976937741201,0.08690193890361278,0.013514539518639436,0.03644198334860686,0.008578602315525178,0.08690193890361278,0.5401964022943632,1.1600945770726871,174871000000.0,10712000000.0,10458000000.0,2858000000.0,10458000000.0,896000000.0,8.19,8.19,3.4400458978772233,11.671875,1.4010231,87.62,41.6,7.29499,66929.78,24.8348,1.2412,0.3617
2024-06-30,282956000000.0,112064000000.0,95363000000.0,211055000000.0,68633000000.0,38098000000.0,22516000000.0,90983000000.0,7611000000.0,5913000000.0,,1529000000.0,5.1,1155000000.0,9128000000.0,5352000000.0,3776000000.0,38098000000.0,,4.8073,0.2991,5.1,7611000000.0,0.08615389098538603,0.020897241974017162,0.06499016299748304,0.08365299011903322,0.026898174981269174,0.07131011608623548,0.04150225866370641,0.08365299011903322,0.5550974021243426,1.1751308159349014,181122000000.0,11663000000.0,12702000000.0,640000000.0,12702000000.0,,9.77,9.77,2.999370177924736,,1.4010231,87.62,41.6,7.29499,66929.78,24.8348,1.2412,0.3617
2024-09-30,289289000000.0,115419000000.0,95463000000.0,215127000000.0,70935000000.0,36162000000.0,23744000000.0,139740000000.0,11262000000.0,8969000000.0,,2238000000.0,7.77,1147000000.0,15989000000.0,7597000000.0,8392000000.0,36162000000.0,,4.5521,0.2758,7.77,11262000000.0,0.12643969831535914,0.031003598477646922,0.06418348361242307,0.08059252898239588,0.03892992820328461,0.1051570071990812,0.060054386718190925,0.08059252898239588,0.5097906534150983,1.2090443417868704,191999000000.0,12606000000.0,15584000000.0,-977000000.0,15584000000.0,,11.82,11.82,2.3204568788501025,,1.4010231,87.62,41.6,7.29499,66929.78,24.8348,1.2412,0.3617
2024-12-31,279761000000.0,108545000000.0,96265000000.0,214171000000.0,63072000000.0,39432000000.0,19872000000.0,-86295000000.0,-9827000000.0,-11854000000.0,,-1973000000.0,-9.059999999999999,-2335000000.0,-8140000000.0,-4902000000.0,-13042000000.0,39432000000.0,1.1276,9.7512,0.3125,-9.059999999999999,-9827000000.0,-0.1879439370877727,-0.042371881713319584,0.1373660119358016,0.11387681789211426,-0.03512641147264987,-0.09586942948567861,0.15113274233733126,0.11387681789211426,0.6251902587519026,1.127564535397081,187442000000.0,6008000000.0,12784000000.0,-505000000.0,12784000000.0,,6.370000000000001,6.370000000000001,3.084480600750939,,1.4010231,87.62,41.6,7.29499,66929.78,24.8348,1.2412,0.3617
2025-03-31,282104000000.0,110006000000.0,90747000000.0,215678000000.0,64372000000.0,35934000000.0,20570000000.0,44020000000.0,3352000000.0,2784000000.0,,719000000.0,3.35,1002000000.0,6061000000.0,1816000000.0,4245000000.0,35934000000.0,,8.0528,0.2483,3.35,3352000000.0,0.04324861741129684,0.009868700904630916,0.06324398000908678,0.0761472058155384,0.011882142755863086,0.03341774171036628,0.09643343934575194,0.0761472058155384,0.5582240725781396,1.2122274014567975,188448000000.0,5812000000.0,12398000000.0,3371000000.0,12398000000.0,,7.160000000000001,7.160000000000001,2.898370704952412,,1.4010231,87.62,41.6,7.29499,66929.78,24.8348,1.2412,0.3617
2025-06-30,289384000000.0,114285000000.0,93812000000.0,220925000000.0,66363000000.0,38314000000.0,22381000000.0,91141000000.0,5479000000.0,4680000000.0,,1199000000.0,5.28,989000000.0,12969000000.0,3953000000.0,9016000000.0,38314000000.0,,9.9125,0.2522,5.28,5479000000.0,0.07052122417612224,0.016172283194647943,0.051349008678860227,0.06011564498963145,0.01893332043236668,0.052341966239001884,0.0989236457796162,0.06011564498963145,0.5773397827102452,1.2182343410224705,188606000000.0,4579000000.0,10266000000.0,8611000000.0,10266000000.0,,7.340000000000002,7.340000000000002,3.7321254626923825,,1.4010231,87.62,41.6,7.29499,66929.78,24.8348,1.2412,0.3617
2025-09-30,288168000000.0,114636000000.0,93295000000.0,219766000000.0,66374000000.0,36477000000.0,22910000000.0,139732000000.0,6555000000.0,6007000000.0,,1300000000.0,6.64,980000000.0,20072000000.0,6083000000.0,13989000000.0,36477000000.0,,19.0697,0.3097,6.64,6555000000.0,0.09050230511947449,0.02084547902612365,0.042989436922108035,0.04691123006898921,0.022747147497293247,0.06373297294143956,0.10011307359803051,0.04691123006898921,0.5495676017717781,1.2287475213033925,188598000000.0,1617000000.0,5559000000.0,14208000000.0,5559000000.0,,6.210000000000002,6.210000000000002,6.5617916891527255,,1.4010231,87.62,41.6,7.29499,66929.78,24.8348,1.2412,0.3617
2025-12-31,281284000000.0,108767000000.0,93342000000.0,218116000000.0,61119000000.0,35668000000.0,20945000000.0,-89874000000.0,-12477000000.0,-10774000000.0,,-2880000000.0,-12.0,-1998000000.0,-12235000000.0,-2549000000.0,-14784000000.0,35668000000.0,1.1653,28.1485,0.41,-12.0,-12477000000.0,-0.17627906215743058,-0.03830292515749207,0.11987894162939226,0.13882769210227652,-0.044357304361428304,-0.1289119406531869,0.16449696241404632,0.13882769210227652,0.5835828465779872,1.165252512266718,185019000000.0,2697000000.0,2909000000.0,12466000000.0,2909000000.0,,3.2699999999999996,3.2699999999999996,12.261258164317635,,1.4010231,87.62,41.6,7.29499,66929.78,24.8348,1.2412,0.3617
