report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-03-31,4069041000.0,2358390000.0,1262985000.0,,1826195000.0,537847000.0,28211000.0,468356000.0,958906000.0,348310000.0,142174000.0,80220000.0,8995000.0,31775000.0,1.42,,-148959000.0,566058000.0,,14.8035,1.4313,1.42,142174000.0,0.043927400962109744,0.01971471902101748,0.08365783507455371,0.3632368553330566,0.14826687913100972,0.034940419622215654,0.059431004998217164,0.14826687913100972,0.30996580321378603,1.8673143386501028,,,,,,,,,,,1.3770646,92.41,37.34,1.78405,9575.042,27.6538,4.0245,2.0246
2010-06-30,3958565000.0,2293907000.0,1157495000.0,,1840017000.0,536381000.0,29554000.0,503502000.0,1920002000.0,691675000.0,288204000.0,171868000.0,17677000.0,65420000.0,3.04,,-52696000.0,565935000.0,,11.9123,1.14,3.04,288204000.0,0.09340565875206588,0.043416743188503915,0.08951449008907282,0.36024702057602026,0.1501060936394858,0.07280517056054403,0.11978792594365972,0.1501060936394858,0.30757052788099243,1.9817856664607623,,,,,,,,,,,1.3770646,92.41,37.34,1.78405,9575.042,27.6538,4.0245,2.0246
2010-09-30,4229824000.0,2334225000.0,1268249000.0,,2023088000.0,535825000.0,28536000.0,310613000.0,2891683000.0,1025173000.0,417399000.0,275787000.0,25942000.0,101133000.0,4.89,,-16619000.0,564361000.0,,15.8528,1.4962,4.89,417399000.0,0.13631982395229472,0.06520058517801214,0.09537248723321332,0.3545246833764282,0.14434466018578107,0.09867999235902014,0.16131680276596755,0.14434466018578107,0.27896018364005915,1.8405100260280118,,,,,,,,,,,1.3770646,92.41,37.34,1.78405,9575.042,27.6538,4.0245,2.0246
2010-12-31,4459910000.0,2523744000.0,1456375000.0,,2103022000.0,476230000.0,51481000.0,557579000.0,-1738555000.0,-655465000.0,-266425000.0,-139585000.0,-18313000.0,-56732000.0,-2.4699999999999998,,574049000.0,527711000.0,1.7328,17.1463,1.6508,-2.4699999999999998,-266425000.0,-0.06637353294449606,-0.03129771677006935,0.08028794027223758,0.3770171205397586,0.1532450799658337,-0.059737752555544844,-0.10127405555789964,0.1532450799658337,0.2509298523743451,1.7328943438331474,4032036000.0,388290000.0,581352000.0,1409693000.0,581352000.0,34301000.0,6.88,6.88,0.9077306003935653,16.948543774233986,1.3770646,92.41,37.34,1.78405,9575.042,27.6538,4.0245,2.0246
2011-03-31,4449534000.0,2493220000.0,1323895000.0,,2217407000.0,470857000.0,54277000.0,288858000.0,997207000.0,347695000.0,130253000.0,96982000.0,8605000.0,33629000.0,1.72,,-228187000.0,525134000.0,,17.7711,1.7682,1.72,130253000.0,0.043736670805134104,0.021795990321683126,0.09725362938687755,0.3486688320479098,0.13061781555885588,0.02927340256305492,0.04749354704268779,0.13061781555885588,0.23682346091628645,1.8832460278194267,4070337000.0,405052000.0,569431000.0,1409078000.0,569431000.0,33911000.0,7.18,7.18,0.922208309698629,16.79192592374156,1.3770646,92.41,37.34,1.78405,9575.042,27.6538,4.0245,2.0246
2011-06-30,4563276000.0,2589622000.0,1334289000.0,,2321017000.0,464463000.0,55697000.0,221312000.0,2122959000.0,717033000.0,270359000.0,195715000.0,18139000.0,71857000.0,3.48,,-237795000.0,520160000.0,,14.887,1.4486,3.48,270359000.0,0.0843229498103633,0.04288914367660426,0.09218972198709442,0.3377516946865201,0.1273500807128164,0.05924669031634291,0.0951573942770901,0.1273500807128164,0.22410865581768682,1.9408254133849563,4273294000.0,428899000.0,551586000.0,1434436000.0,551586000.0,34373000.0,7.62,7.62,0.9430261101623318,16.047071829633722,1.3770646,92.41,37.34,1.78405,9575.042,27.6538,4.0245,2.0246
2011-09-30,4480505000.0,2577466000.0,1298066000.0,4480505000.0,2298704000.0,457855000.0,50033000.0,227885000.0,3244772000.0,1093619000.0,425315000.0,303484000.0,26684000.0,103908000.0,5.4,,-150085000.0,507888000.0,,9.9146,0.9405,5.4,425315000.0,0.13202395784755236,0.06773432905442578,0.09353014634002019,0.3370403220935092,0.13107700633511385,0.09492568360039773,0.15154144243267278,0.13107700633511385,0.22094536747663032,1.9856201456628553,4626383000.0,456596000.0,559502000.0,1502882000.0,559502000.0,35115000.0,8.13,8.13,0.9077501063445708,15.933418766908728,1.3770646,92.41,37.34,1.78405,9575.042,27.6538,4.0245,2.0246
2011-12-31,4622614000.0,2628354000.0,1470321000.0,4622614000.0,2269813000.0,451593000.0,53623000.0,337356000.0,-1854737000.0,-644701000.0,-207250000.0,-167599000.0,-17247000.0,-50870000.0,-2.9600000000000017,,834280000.0,505216000.0,1.7877,13.2128,1.2556,-2.9600000000000017,-207250000.0,-0.07383824130005423,-0.03625632596621738,0.09036267675686634,0.3475969908402108,0.11174090989719836,-0.044833940277081326,-0.07468390420424435,0.11174090989719836,0.22258045046001587,1.7876055636830326,4510201000.0,428582000.0,618677000.0,1513646000.0,618677000.0,36181000.0,7.64,7.64,0.8166070502055192,17.09949973743125,1.3770646,92.41,37.34,1.78405,9575.042,27.6538,4.0245,2.0246
2012-03-31,4618410000.0,2606223000.0,1379820000.0,4618410000.0,2357670000.0,438648000.0,60773000.0,172694000.0,1074980000.0,359183000.0,142523000.0,93125000.0,8809000.0,35515000.0,1.69,,-107891000.0,499421000.0,,15.1389,1.4014,1.69,142523000.0,0.03949874240245666,0.020163865919223284,0.08662951868871979,0.3341299373011591,0.13258200152560978,0.030859754764085475,0.0498839553937904,0.13258200152560978,0.21182820326848117,1.888813758316302,4587974000.0,424725000.0,630947000.0,1525134000.0,630947000.0,36385000.0,7.609999999999999,7.609999999999999,0.7915419203197733,17.340854747835646,1.3770646,92.41,37.34,1.78405,9575.042,27.6538,4.0245,2.0246
2012-06-30,4605883000.0,2617647000.0,1752590000.0,4605883000.0,1987600000.0,426140000.0,370635000.0,175213000.0,2257205000.0,743785000.0,307319000.0,200441000.0,17731000.0,75095000.0,3.67,,60375000.0,796775000.0,,14.5437,1.3569,3.67,307319000.0,0.10084574361038438,0.04351847409063583,0.08880052985882983,0.3295159278842639,0.13615023890165048,0.06672314516022226,0.11037270482603816,0.13615023890165048,0.4008729120547394,1.4935877758060927,4722220000.0,429451000.0,667907000.0,1551886000.0,667907000.0,35977000.0,7.799999999999999,7.799999999999999,1.1929430294936272,18.564833087806097,1.3770646,92.41,37.34,1.78405,9575.042,27.6538,4.0245,2.0246
