report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,shares_outstanding,revenue,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,roe,roa,net_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2018-03-31,11736157000.0,1311521000.0,1809280000.0,8877342000.0,2858815000.0,,677916000.0,73857000.0,,1903467000.0,33505000.0,37781000.0,14168000.0,0.0,,677916000.0,,4.7909,0.5073,0.0,0.011719890933830976,0.002854852742682294,0.017602091341746402,0.2371318186031625,0.7248855898478953,7484903000.0,785914000.0,143245000.0,14.0,14.0,0.950634,230.385,125.54,0.33802,8120.0317,16.2726,2.532,0.6411
2018-06-30,12228866000.0,1367756000.0,2018564000.0,9387463000.0,2841403000.0,,740548000.0,73582000.0,,3992805000.0,75763000.0,80150000.0,68932000.0,1.0,,740548000.0,,4.9284,0.4978,1.0,0.02666394031399277,0.006195423189689052,0.018974881067319843,0.2606275843306986,0.6775886224068199,7936331000.0,772712000.0,153657000.0,14.0,14.0,0.950634,230.385,125.54,0.33802,8120.0317,16.2726,2.532,0.6411
2018-09-30,12684305000.0,1464656000.0,2182818000.0,9765907000.0,2918398000.0,,859530000.0,60688000.0,,6150866000.0,164514000.0,127529000.0,95561000.0,3.0,,859530000.0,,4.7613,0.4808,3.0,0.056371337973778766,0.01296988680105059,0.02674647765046418,0.294521172232163,0.6709931840400803,8697291000.0,789638000.0,176595000.0,15.0,15.0,0.950634,230.385,125.54,0.33802,8120.0317,16.2726,2.532,0.6411
2018-12-31,13051084000.0,1568391000.0,2292321000.0,10140757000.0,2910327000.0,,929952000.0,68111000.0,,-3637923000.0,-484000.0,-66900000.0,-80407000.0,1.0,,929952000.0,0.623,8.9817,0.3038,1.0,-0.00016630433624812606,-3.7085042131366255e-05,0.00013304294785788484,0.31953522748474655,0.6841934441118849,8409215000.0,273298000.0,178560000.0,5.0,5.0,0.950634,230.385,125.54,0.33802,8120.0317,16.2726,2.532,0.6411
2019-03-31,13948985000.0,1557785000.0,2754579000.0,11382181000.0,2566804000.0,6025679000.0,1117489000.0,62787000.0,,2180327000.0,45316000.0,55336000.0,22261000.0,0.86,485330000.0,7143168000.0,,11.6114,0.3915,0.86,0.01765463977771579,0.003248695155955792,0.02078403835754912,2.7829035641209847,0.5655256211566269,8686075000.0,285109000.0,196115000.0,5.86,5.86,0.950634,230.385,125.54,0.33802,8120.0317,16.2726,2.532,0.6411
2019-06-30,14522054000.0,1571448000.0,2641149000.0,11914348000.0,2607706000.0,,1053219000.0,92502000.0,,4425320000.0,120531000.0,116095000.0,49878000.0,2.0,,1053219000.0,,9.4907,0.3469,2.0,0.0462210847388471,0.008299858959345558,0.02723667440998617,0.4038871713298969,0.5949865001936657,9118590000.0,329877000.0,232060000.0,6.859999999999999,6.859999999999999,0.950634,230.385,125.54,0.33802,8120.0317,16.2726,2.532,0.6411
2019-09-30,14482844000.0,1572138000.0,2532852000.0,12005857000.0,2476987000.0,,940691000.0,75867000.0,,6649252000.0,29076000.0,178570000.0,50000000.0,0.0,,940691000.0,,19.5669,0.3097,0.0,0.011738454824349098,0.0020076167360499084,0.004372822687424089,0.3797722797899222,0.620698722230908,9616976000.0,194439000.0,283101000.0,3.86,3.86,0.950634,230.385,125.54,0.33802,8120.0317,16.2726,2.532,0.6411
2019-12-31,14475334000.0,1562051000.0,2625353000.0,11999024000.0,2476310000.0,,1154564000.0,73584000.0,,-4329098000.0,-219333000.0,-108620000.0,-141138000.0,-3.33,1655209000.0,1154564000.0,0.595,,0.3243,-3.33,-0.08857251313446217,-0.015152189234459115,0.050664826714479555,0.46624372554324783,0.5949870360290597,8925801000.0,-24410000.0,241381000.0,-0.4700000000000002,-0.4700000000000002,0.950634,230.385,125.54,0.33802,8120.0317,16.2726,2.532,0.6411
2020-03-31,14364224000.0,1856566000.0,2196396000.0,12121488000.0,2242736000.0,7320843000.0,853527000.0,397235000.0,,2161306000.0,-109613000.0,62566000.0,-4505000.0,-2.1,438586000.0,8174370000.0,,,0.1595,-2.1,-0.04887467807178375,-0.00763097261641144,-0.05071609480564066,3.6448204336132295,0.8452783559977345,8906780000.0,-179339000.0,248611000.0,-3.43,-3.43,0.950634,230.385,125.54,0.33802,8120.0317,16.2726,2.532,0.6411
2020-06-30,14208751000.0,2132709000.0,2755605000.0,12049659000.0,2159092000.0,,1460604000.0,831469000.0,,4056588000.0,-183712000.0,129851000.0,-25577000.0,-3.0,1098785000.0,1460604000.0,,,0.2359,-3.0,-0.08508762016625507,-0.012929496758722845,-0.045287320279998856,0.6764899318787713,0.7739530883417616,8538048000.0,-483582000.0,262367000.0,-8.43,-8.43,0.950634,230.385,125.54,0.33802,8120.0317,16.2726,2.532,0.6411
2020-09-30,13642036000.0,2032854000.0,2518635000.0,11491478000.0,2150558000.0,,1133396000.0,684248000.0,,6207163000.0,-147878000.0,192459000.0,-15897000.0,-2.0,1696589000.0,1133396000.0,,,0.2683,-2.0,-0.06876261881799979,-0.010839877566662336,-0.02382376618754816,0.5270241490813082,0.8071252881024841,8095959000.0,-660536000.0,276256000.0,-10.43,-10.43,0.950634,230.385,125.54,0.33802,8120.0317,16.2726,2.532,0.6411
2020-12-31,12931954000.0,1595529000.0,2053148000.0,10676397000.0,2255557000.0,6093655000.0,516581000.0,151294000.0,53732033.0,-4004966000.0,318953000.0,-123534000.0,27615000.0,4.76,-1052657000.0,6610236000.0,0.7774,,0.3953,4.76,0.14140764343352882,0.024663944829992436,-0.07963937771256985,2.93064462569556,0.7771134862172625,8420091000.0,-122250000.0,261342000.0,-2.34,-2.34,0.950634,230.385,125.54,0.33802,8120.0317,16.2726,2.532,0.6411
2021-03-31,12674613000.0,1531647000.0,2285251000.0,10394926000.0,2279687000.0,5582232000.0,789928000.0,91738000.0,,2221622000.0,50825000.0,54706000.0,18683000.0,0.95,465711000.0,6372160000.0,,106.963,0.4806,0.95,0.022294727302476173,0.004009984367964529,0.022877429193625197,2.795190743290636,0.6702314100289203,8480407000.0,38188000.0,253482000.0,0.7099999999999997,0.7099999999999997,0.950634,230.385,125.54,0.33802,8120.0317,16.2726,2.532,0.6411
2021-06-30,12903036000.0,1788864000.0,3056054000.0,10484822000.0,2418214000.0,,1362669000.0,267992000.0,,4603859000.0,199930000.0,108861000.0,72688000.0,3.73,1131233000.0,1362669000.0,,15.2963,0.4457,3.73,0.08267671926471354,0.015494802928551078,0.04342661232674589,0.5635022376018003,0.5853509133019247,9027678000.0,421830000.0,232492000.0,7.4399999999999995,7.4399999999999995,0.950634,230.385,125.54,0.33802,8120.0317,16.2726,2.532,0.6411
2021-09-30,12896112000.0,1839230000.0,3154627000.0,10382461000.0,2513651000.0,,1354821000.0,202736000.0,,7062908000.0,337984000.0,162613000.0,117235000.0,6.3,1684891000.0,1354821000.0,,12.2153,0.4788,6.3,0.13445939790368672,0.02620820910984644,0.047853377107559665,0.538985324533915,0.5830261390649354,9883423000.0,907692000.0,202646000.0,15.74,15.74,0.950634,230.385,125.54,0.33802,8120.0317,16.2726,2.532,0.6411
2021-12-31,13834323000.0,2460614000.0,3200863000.0,11036377000.0,2797946000.0,,1333363000.0,233961000.0,,-4225436000.0,-69698000.0,-112288000.0,-37564000.0,-1.3200000000000003,-1106528000.0,1333363000.0,0.7687,8.5276,0.458,-1.3200000000000003,-0.02491041642690745,-0.0050380492055881595,0.01649486585526322,0.4765506553736205,0.7687345568991862,9662953000.0,519041000.0,213892000.0,9.66,9.66,0.950634,230.385,125.54,0.33802,8120.0317,16.2726,2.532,0.6411
2022-03-31,14236251000.0,2112168000.0,3555083000.0,11587910000.0,2648341000.0,,1559928000.0,221886000.0,,2853862000.0,175587000.0,52364000.0,76049000.0,3.35,465704000.0,1559928000.0,,6.3011,0.394,3.35,0.06630075205572092,0.012333794901480734,0.06152610042111357,0.5890208247351832,0.5941262130870081,10295193000.0,643803000.0,211550000.0,12.06,12.06,0.950634,230.385,125.54,0.33802,8120.0317,16.2726,2.532,0.6411
2022-06-30,14475882000.0,2417315000.0,3587819000.0,11643322000.0,2832560000.0,,1414684000.0,447737000.0,,5887524000.0,414987000.0,107688000.0,174078000.0,8.03,1102776000.0,1414684000.0,,3.9991,0.2636,8.03,0.14650598751659277,0.028667476012860564,0.07048582731892049,0.49943655209421867,0.673756117574493,11578858000.0,858860000.0,210377000.0,16.36,16.36,0.950634,230.385,125.54,0.33802,8120.0317,16.2726,2.532,0.6411
2022-09-30,14499029000.0,2338691000.0,3201687000.0,11488268000.0,3010761000.0,,1049109000.0,456291000.0,,8922988000.0,660982000.0,165490000.0,261862000.0,12.0,1786414000.0,1049109000.0,,3.7277,0.2639,12.0,0.21953984391321663,0.04558801834246969,0.07407630717423357,0.34845309873483815,0.7304558503064166,13438938000.0,1181858000.0,213254000.0,22.06,22.06,0.950634,230.385,125.54,0.33802,8120.0317,16.2726,2.532,0.6411
2022-12-31,14395000000.0,2200000000.0,3316000000.0,11458000000.0,2937000000.0,,1349000000.0,267000000.0,,-5653374000.0,-384556000.0,-97542000.0,-158989000.0,-6.379999999999999,-1044894000.0,1349000000.0,0.6634,4.0279,0.2825,-6.379999999999999,-0.13093496765406878,-0.026714553664466827,0.06802238804650108,0.4593122233571672,0.6634499396863691,12011000000.0,867000000.0,228000000.0,17.0,17.0,0.950634,230.385,125.54,0.33802,8120.0317,16.2726,2.532,0.6411
2023-03-31,14543000000.0,2260000000.0,3755000000.0,11538000000.0,3005000000.0,,1674000000.0,253000000.0,,2952000000.0,139000000.0,65000000.0,61000000.0,2.0,478000000.0,1674000000.0,,4.1242,0.2773,2.0,0.04625623960066556,0.00955786288936258,0.04708672086720867,0.5570715474209651,0.6018641810918774,12109138000.0,830413000.0,240636000.0,15.65,15.65,0.950634,230.385,125.54,0.33802,8120.0317,16.2726,2.532,0.6411
2023-06-30,14971000000.0,2117000000.0,3411000000.0,11875000000.0,3096000000.0,,1330000000.0,218000000.0,,5836000000.0,121000000.0,137000000.0,123000000.0,2.0,1221000000.0,1330000000.0,,6.7368,0.3228,2.0,0.039082687338501294,0.008082292432035268,0.020733379026730638,0.42958656330749356,0.6206391087657579,12057614000.0,536426000.0,269948000.0,9.620000000000001,9.620000000000001,0.950634,230.385,125.54,0.33802,8120.0317,16.2726,2.532,0.6411
2023-09-30,15330000000.0,2112000000.0,3987000000.0,12233000000.0,3097000000.0,,1888000000.0,159000000.0,,8760000000.0,282000000.0,212000000.0,176000000.0,6.0,1842000000.0,1888000000.0,,9.6025,0.3955,6.0,0.09105586051017113,0.018395303326810174,0.03219178082191781,0.6096222150468195,0.5297215951843491,11894626000.0,157444000.0,316458000.0,3.620000000000001,3.620000000000001,0.950634,230.385,125.54,0.33802,8120.0317,16.2726,2.532,0.6411
2023-12-31,15778000000.0,2265000000.0,3649000000.0,12709000000.0,3069000000.0,,1583000000.0,204000000.0,,-5765000000.0,-136000000.0,-118000000.0,-148000000.0,-2.0,-1188000000.0,1583000000.0,0.6207,12.5609,0.4328,-2.0,-0.04431410883023786,-0.008619596907085816,0.023590633130962706,0.5158031932225481,0.6207180049328583,11783000000.0,406000000.0,296000000.0,8.0,8.0,0.950634,230.385,125.54,0.33802,8120.0317,16.2726,2.532,0.6411
2024-03-31,16481000000.0,2406000000.0,2918000000.0,13416000000.0,3065000000.0,,741000000.0,234000000.0,,3098000000.0,85000000.0,92000000.0,29000000.0,1.0,526000000.0,741000000.0,,14.9578,0.4414,1.0,0.02773246329526917,0.005157454037983132,0.027437056165267915,0.24176182707993474,0.8245373543522961,11929000000.0,352000000.0,323000000.0,7.0,7.0,0.950634,230.385,125.54,0.33802,8120.0317,16.2726,2.532,0.6411
2024-06-30,16408000000.0,2371000000.0,3184000000.0,13327000000.0,3081000000.0,,1086000000.0,164000000.0,,6279000000.0,212000000.0,188000000.0,80000000.0,4.0,1078000000.0,1086000000.0,,10.6849,0.4343,4.0,0.0688088283024992,0.012920526572403706,0.0337633381111642,0.3524829600778968,0.7446608040201005,12372000000.0,443000000.0,374000000.0,9.0,9.0,0.950634,230.385,125.54,0.33802,8120.0317,16.2726,2.532,0.6411
2024-09-30,16497000000.0,2381000000.0,3211000000.0,13441000000.0,3056000000.0,,975000000.0,162000000.0,,9447000000.0,354000000.0,286000000.0,126000000.0,7.0,1707000000.0,975000000.0,,12.8994,0.4944,7.0,0.11583769633507854,0.021458446990361885,0.03747221340107971,0.31904450261780104,0.7415135471815634,13059000000.0,515000000.0,448000000.0,10.0,10.0,0.950634,230.385,125.54,0.33802,8120.0317,16.2726,2.532,0.6411
2024-12-31,16672000000.0,2463000000.0,3271000000.0,13555000000.0,3117000000.0,,1120000000.0,154000000.0,,-6188000000.0,-162000000.0,-180000000.0,-63000000.0,-1.0,-1046000000.0,1120000000.0,0.753,13.5657,0.5249,-1.0,-0.0519730510105871,-0.009716890595009598,0.026179702650290886,0.3593198588386269,0.7529807398349129,12636000000.0,489000000.0,386000000.0,11.0,11.0,0.950634,230.385,125.54,0.33802,8120.0317,16.2726,2.532,0.6411
