report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,shares_outstanding,revenue,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,roe,roa,net_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-06-30,6338053000.0,907546000.0,1170379000.0,4963374000.0,1374679000.0,,380909000.0,108414000.0,,2506061000.0,42214000.0,64488000.0,31227000.0,0.79,,380909000.0,,28.3814,0.4212,0.79,0.030708259891945682,0.006660405017124344,0.016844761560073758,0.27708941505616946,0.775429155854642,,,,,,0.950634,230.385,125.54,0.33802,8120.0317,16.2726,2.532,0.6411
2010-09-30,6409755000.0,949832000.0,1178168000.0,5001456000.0,1408299000.0,,463466000.0,134696000.0,,3823009000.0,81049000.0,96385000.0,53551000.0,1.53,,463466000.0,,24.8074,0.4365,1.53,0.05755098881700548,0.012644633063198204,0.021200316295357922,0.329096306963223,0.8061940232632357,,,,,,0.950634,230.385,125.54,0.33802,8120.0317,16.2726,2.532,0.6411
2010-12-31,6652374000.0,1023301000.0,1131519000.0,5248061000.0,1404313000.0,,420124000.0,213053000.0,,5136435000.0,118170000.0,129994000.0,61697000.0,2.25,,420124000.0,0.9037,23.0412,0.5302,2.25,0.0841479071973271,0.01776358334633621,0.023006229028499338,0.2991669236131831,0.9043604216986193,,,,,,0.950634,230.385,125.54,0.33802,8120.0317,16.2726,2.532,0.6411
2011-03-31,6982183000.0,1045112000.0,1380399000.0,5541907000.0,1440276000.0,,467974000.0,155640000.0,,1425376000.0,25125000.0,34419000.0,17753000.0,0.48,,467974000.0,,19.8471,0.4863,0.48,0.017444573123484665,0.0035984447843890655,0.017626927912354356,0.32491966817471096,0.757108633083623,12890881000.0,266558000.0,325286000.0,5.050000000000001,5.050000000000001,0.950634,230.385,125.54,0.33802,8120.0317,16.2726,2.532,0.6411
2011-06-30,7444289000.0,1105461000.0,1185180000.0,5985010000.0,1459279000.0,,293882000.0,130156000.0,,2938720000.0,65158000.0,67393000.0,51849000.0,1.26,,293882000.0,,20.6014,0.522,1.26,0.044650817287167154,0.008752749926823098,0.02217223825338923,0.20138849390692254,0.9327367994734977,13323540000.0,289502000.0,328191000.0,5.5200000000000005,5.5200000000000005,0.950634,230.385,125.54,0.33802,8120.0317,16.2726,2.532,0.6411
2011-09-30,7445775000.0,1098406000.0,1162899000.0,5994347000.0,1451428000.0,2943235000.0,255359000.0,115786000.0,,4509440000.0,121682000.0,100138000.0,82571000.0,2.35,782303000.0,3198594000.0,,12.0763,0.3293,2.35,0.08383605662836875,0.01634242238047752,0.026983838347998865,2.2037565762821165,0.9445411854339887,14009971000.0,330135000.0,331944000.0,6.34,6.34,0.950634,230.385,125.54,0.33802,8120.0317,16.2726,2.532,0.6411
2011-12-31,7617835000.0,1088173000.0,1173823000.0,6299682000.0,1318153000.0,3107779000.0,274366000.0,104572000.0,,-2823002000.0,-42188000.0,-68786000.0,-44154000.0,-0.81,259653000.0,3382145000.0,0.9267,16.383,0.4595,-0.81,-0.03200538935920185,-0.005538056416291505,0.014944374818012881,2.565821266575276,0.9270332920721438,6050534000.0,169777000.0,133164000.0,3.28,3.28,0.950634,230.385,125.54,0.33802,8120.0317,16.2726,2.532,0.6411
2012-03-31,8148642000.0,1122341000.0,1761748000.0,6777262000.0,1371380000.0,3006302000.0,586872000.0,113621000.0,,1536276000.0,34321000.0,34765000.0,12822000.0,0.67,186276000.0,3593174000.0,,15.448,0.4485,0.67,0.025026615525966543,0.004211867449815564,0.022340386753421912,2.6201155040907698,0.6370610325653839,6161434000.0,178973000.0,133510000.0,3.4699999999999998,3.4699999999999998,0.950634,230.385,125.54,0.33802,8120.0317,16.2726,2.532,0.6411
2012-06-30,8116958000.0,1059286000.0,1361556000.0,6732550000.0,1384408000.0,3364087000.0,381561000.0,72559000.0,,3100136000.0,81044000.0,70387000.0,39824000.0,1.58,472021000.0,3745648000.0,,9.7261,0.2906,1.58,0.058540545850645186,0.009984528686732148,0.02614207892815025,2.705595460297831,0.7779966450149681,6322850000.0,194859000.0,136504000.0,3.79,3.79,0.950634,230.385,125.54,0.33802,8120.0317,16.2726,2.532,0.6411
2012-09-30,8259620000.0,1079006000.0,1333833000.0,6781721000.0,1477899000.0,3444461000.0,443629000.0,95687000.0,,4673431000.0,156135000.0,105266000.0,75323000.0,3.04,767525000.0,3888090000.0,,9.8345,0.3231,3.04,0.10564659695960278,0.018903412021376288,0.03340907354789233,2.6308225392939573,0.8089513454832802,6486841000.0,229312000.0,141632000.0,4.4799999999999995,4.4799999999999995,0.950634,230.385,125.54,0.33802,8120.0317,16.2726,2.532,0.6411
2012-12-31,8318979000.0,1040237000.0,1272665000.0,6851492000.0,1467487000.0,3452821000.0,367975000.0,66392000.0,,-3052876000.0,-61521000.0,-69861000.0,-25751000.0,-1.2000000000000002,-291698000.0,3820796000.0,0.817,12.1584,0.4079,-1.2000000000000002,-0.04192268824187199,-0.0073952584806380684,0.020151817499302296,2.6036319231448046,0.8173690641292092,6256967000.0,209979000.0,140557000.0,4.089999999999999,4.089999999999999,0.950634,230.385,125.54,0.33802,8120.0317,16.2726,2.532,0.6411
2013-03-31,8392102000.0,1070855000.0,1178870000.0,6900957000.0,1491145000.0,3585890000.0,259733000.0,76489000.0,,1563017000.0,39924000.0,34454000.0,21706000.0,0.77,248928000.0,3845623000.0,,14.1359,0.4848,0.77,0.026774056178305933,0.004757330165910758,0.025542908362481024,2.5789732051544285,0.9083741209802607,6283708000.0,215582000.0,140246000.0,4.1899999999999995,4.1899999999999995,0.950634,230.385,125.54,0.33802,8120.0317,16.2726,2.532,0.6411
2013-06-30,8560347000.0,1062335000.0,1196626000.0,7012988000.0,1547359000.0,,258697000.0,73429000.0,,3167016000.0,102118000.0,68355000.0,56493000.0,1.0,,258697000.0,,13.7137,0.5009,1.0,0.06599502765680104,0.011929189319077837,0.03224423242572819,0.1671861539565156,0.8877752948707449,6350588000.0,236656000.0,138214000.0,3.6099999999999994,3.6099999999999994,0.950634,230.385,125.54,0.33802,8120.0317,16.2726,2.532,0.6411
2013-09-30,8807802000.0,1099491000.0,1274267000.0,7152346000.0,1655456000.0,,350954000.0,74936000.0,,4801556000.0,173185000.0,102322000.0,94016000.0,3.0,,350954000.0,,13.8318,0.4917,3.0,0.104614680184795,0.01966268088224508,0.03606851612269023,0.21199838594320838,0.862841931871421,6478713000.0,253706000.0,135270000.0,3.5699999999999994,3.5699999999999994,0.950634,230.385,125.54,0.33802,8120.0317,16.2726,2.532,0.6411
2013-12-31,9103782000.0,1062493000.0,1231139000.0,7207068000.0,1896714000.0,3929987000.0,259438000.0,61562000.0,,-3112304000.0,-77435000.0,-67935000.0,-46516000.0,-0.23999999999999932,974154000.0,4189425000.0,0.8627,16.3176,0.6045,-0.23999999999999932,-0.04082587042643224,-0.008505805609141343,0.024880281617734,2.2087805541584022,0.8630162800463635,6419285000.0,237792000.0,137196000.0,4.53,4.53,0.950634,230.385,125.54,0.33802,8120.0317,16.2726,2.532,0.6411
2014-03-31,9367483000.0,1117116000.0,1372622000.0,7468942000.0,1898541000.0,,400846000.0,72786000.0,,1610737000.0,48232000.0,35109000.0,25906000.0,0.0,,400846000.0,,17.2714,0.6573,0.0,0.025404771348103622,0.0051488751033762215,0.029944056664744152,0.21113370741005857,0.8138555261390245,6467005000.0,246100000.0,137851000.0,3.7600000000000002,3.7600000000000002,0.950634,230.385,125.54,0.33802,8120.0317,16.2726,2.532,0.6411
2014-06-30,9687667000.0,1137470000.0,1516680000.0,7722707000.0,1964960000.0,,557681000.0,86888000.0,,3295308000.0,123590000.0,70411000.0,70257000.0,2.0,,557681000.0,,18.0283,0.714,2.0,0.06289695464538718,0.012757457497248822,0.037504840215239366,0.2838129020438075,0.7499736266054804,6595297000.0,267572000.0,139907000.0,4.76,4.76,0.950634,230.385,125.54,0.33802,8120.0317,16.2726,2.532,0.6411
2014-09-30,9604362000.0,1122362000.0,1475573000.0,7621863000.0,1982499000.0,,462312000.0,75002000.0,,4982458000.0,207279000.0,106293000.0,116011000.0,3.0,,462312000.0,,17.5569,0.723,3.0,0.10455440330613029,0.021581756289485964,0.04160175559934474,0.23319658673220012,0.7606279052273253,6776199000.0,301666000.0,143878000.0,4.76,4.76,0.950634,230.385,125.54,0.33802,8120.0317,16.2726,2.532,0.6411
2014-12-31,9675986000.0,1076197000.0,1093591000.0,7856512000.0,1819474000.0,,12207000.0,50092000.0,,-3249729000.0,-160526000.0,-69738000.0,-94084000.0,-1.0,,12207000.0,0.9397,22.5595,0.7418,-1.0,-0.0882265973572582,-0.016590143888178425,0.049396734312307275,0.006709081855525278,0.9840946020952989,6638774000.0,218575000.0,142075000.0,3.9999999999999996,3.9999999999999996,0.950634,230.385,125.54,0.33802,8120.0317,16.2726,2.532,0.6411
2015-03-31,9906791000.0,1078019000.0,1126537000.0,8095245000.0,1811546000.0,,11417000.0,72199000.0,,1567153000.0,52916000.0,35849000.0,30925000.0,0.0,,11417000.0,,22.6941,0.767,0.0,0.029210409230568807,0.005341386529704725,0.03376568848095878,0.006302351692973847,0.9569317297168224,6595190000.0,223259000.0,142815000.0,3.9999999999999996,3.9999999999999996,0.950634,230.385,125.54,0.33802,8120.0317,16.2726,2.532,0.6411
2015-06-30,10638264000.0,1135916000.0,1523732000.0,8724825000.0,1913439000.0,,347817000.0,73353000.0,,3230084000.0,137948000.0,75877000.0,78381000.0,2.0,,347817000.0,,20.0399,0.7094,2.0,0.0720942763265513,0.012967153287416067,0.04270724848022528,0.18177584966126434,0.7454828014375231,6529966000.0,237617000.0,148281000.0,3.9999999999999996,3.9999999999999996,0.950634,230.385,125.54,0.33802,8120.0317,16.2726,2.532,0.6411
2015-09-30,10820186000.0,1117527000.0,1367262000.0,8868122000.0,1952064000.0,,305759000.0,75387000.0,,4899150000.0,228567000.0,114863000.0,127470000.0,4.0,,305759000.0,,16.5023,0.6034,4.0,0.11708991098652503,0.02112412855010071,0.046654419644223996,0.1566336964361824,0.8173466387568732,6446658000.0,258905000.0,156851000.0,5.0,5.0,0.950634,230.385,125.54,0.33802,8120.0317,16.2726,2.532,0.6411
2015-12-31,10967809000.0,1098302000.0,1680255000.0,8980698000.0,1987111000.0,,634530000.0,60945000.0,,-3124494000.0,-114663000.0,-76155000.0,-73550000.0,-1.0,,634530000.0,0.6536,9.9611,0.462,-1.0,-0.05770336936386543,-0.010454503720843425,0.03669810215670121,0.31932287627616174,0.6536519754442034,6571893000.0,304768000.0,150434000.0,5.0,5.0,0.950634,230.385,125.54,0.33802,8120.0317,16.2726,2.532,0.6411
2016-03-31,11054530000.0,1094546000.0,1593540000.0,9009212000.0,2045318000.0,,612223000.0,56806000.0,,1629672000.0,55794000.0,37889000.0,32523000.0,1.0,,612223000.0,,11.3025,0.5244,1.0,0.02727888768396895,0.005047161661327981,0.034236337127961945,0.29932900409618457,0.6868644652785622,6634412000.0,307646000.0,152474000.0,6.0,6.0,0.950634,230.385,125.54,0.33802,8120.0317,16.2726,2.532,0.6411
2016-06-30,11136127000.0,1126248000.0,2018060000.0,9089029000.0,2047098000.0,,1047208000.0,65964000.0,,3333416000.0,129544000.0,75157000.0,75260000.0,2.0,,1047208000.0,,11.0313,0.4898,2.0,0.06328177742345506,0.01163276963346413,0.03886223621654183,0.5115573362877596,0.5580844969921608,6737744000.0,299242000.0,151754000.0,6.0,6.0,0.950634,230.385,125.54,0.33802,8120.0317,16.2726,2.532,0.6411
2016-09-30,11108773000.0,1137559000.0,2029851000.0,9011732000.0,2097041000.0,,1055146000.0,74994000.0,,5057834000.0,214296000.0,112597000.0,121820000.0,4.0,,1055146000.0,,12.1343,0.5239,4.0,0.10218970444545433,0.01929069934186251,0.04236912480718031,0.5031594518180618,0.5604150255363571,6896428000.0,284971000.0,149488000.0,6.0,6.0,0.950634,230.385,125.54,0.33802,8120.0317,16.2726,2.532,0.6411
2016-12-31,10902454000.0,1101557000.0,1744069000.0,8850179000.0,2052275000.0,,791410000.0,58801000.0,,-3233938000.0,-137157000.0,-77800000.0,-87862000.0,-3.0,,791410000.0,0.6319,15.3071,0.5961,-3.0,-0.06683168678661486,-0.012580378692723675,0.04241175928542848,0.3856257080556943,0.6316017313535187,6786984000.0,262477000.0,147843000.0,4.0,4.0,0.950634,230.385,125.54,0.33802,8120.0317,16.2726,2.532,0.6411
2017-03-31,10973807000.0,1113340000.0,1977799000.0,8894011000.0,2079796000.0,,973115000.0,37951000.0,,1748163000.0,38149000.0,34886000.0,21677000.0,0.0,,973115000.0,,16.4385,0.5885,0.0,0.018342664376698483,0.003476368775211738,0.021822335789053994,0.46788963917614995,0.5629186787939523,6905475000.0,244832000.0,144840000.0,3.0,3.0,0.950634,230.385,125.54,0.33802,8120.0317,16.2726,2.532,0.6411
2017-06-30,11124784000.0,1176688000.0,1617364000.0,9018685000.0,2106099000.0,,588852000.0,55363000.0,,3541377000.0,88965000.0,69738000.0,51026000.0,1.0,,588852000.0,,17.1096,0.5488,1.0,0.042241604027161116,0.007997009200358406,0.025121584061792913,0.27959369431351516,0.7275344325705283,7113436000.0,204253000.0,139421000.0,2.0,2.0,0.950634,230.385,125.54,0.33802,8120.0317,16.2726,2.532,0.6411
2017-09-30,11258974000.0,1252580000.0,1230329000.0,9083910000.0,2175064000.0,,143942000.0,65256000.0,,5389906000.0,147588000.0,104591000.0,86456000.0,2.0,,143942000.0,,22.8275,0.6361,2.0,0.06785455508435614,0.013108476847002223,0.02738229572092723,0.0661782825700761,1.0180854064238103,7445508000.0,137545000.0,131415000.0,0.0,0.0,0.950634,230.385,125.54,0.33802,8120.0317,16.2726,2.532,0.6411
2017-12-31,11452231000.0,1322282000.0,2012778000.0,8617215000.0,2835016000.0,,826069000.0,78348000.0,,-3349847000.0,515856000.0,-68865000.0,-636388000.0,11.0,,826069000.0,0.6566,5.7768,0.6269,11.0,0.18195876143203424,0.045044149039606345,-0.15399389882582698,0.2913807188389766,0.6569437861502858,7329599000.0,790558000.0,140350000.0,14.0,14.0,0.950634,230.385,125.54,0.33802,8120.0317,16.2726,2.532,0.6411
