report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2019-09-29,21254000000.0,5944000000.0,3126000000.0,11659000000.0,9390000000.0,1142000000.0,3537000000.0,6576000000.0,3409000000.0,444000000.0,129000000.0,40000000.0,0.45,285819000.0,1559000000.0,388000000.0,1525000000.0,1171000000.0,1142000000.0,,88.563,3.9947,0.45,1969000000.0,0.013738019169329074,0.006069445751387974,0.019616788321167884,0.5184002433090025,0.06751824817518248,0.020890185376870235,0.04215723509304975,0.17807177615571776,0.2994221411192214,0.12161874334398295,1.9014715291106845,,,,,,,,,,1.5300645,256.36,148.09,2.95393,49161.42,24.3253,5.4324,4.007
2019-12-31,20016000000.0,3267000000.0,1791000000.0,,9441000000.0,0.0,1045000000.0,8877000000.0,4618000000.0,641000000.0,243000000.0,20000000.0,0.85,285911000.0,2373000000.0,526000000.0,2047000000.0,1847000000.0,0.0,1.8241,146.3893,4.0073,0.85,2688000000.0,0.025738798856053385,0.012140287769784174,0.027374112875971614,0.5202207953137321,0.07220907964402389,0.032024380495603515,0.06789535006884864,0.20806578799143854,0.30280500168976004,0.0,1.8241206030150754,,,,,,,,,,1.5300645,256.36,148.09,2.95393,49161.42,24.3253,5.4324,4.007
2020-03-29,19511000000.0,3249000000.0,1831000000.0,10253000000.0,9036000000.0,,1079000000.0,2021000000.0,997000000.0,68000000.0,-21000000.0,2000000.0,-0.08,279933000.0,512000000.0,143000000.0,540000000.0,369000000.0,0.0,,97.5128,2.6915,-0.08,608000000.0,-0.0023240371845949536,-0.0010763159243503664,-0.010390895596239486,0.4933201385452746,0.03364670954972786,0.003485213469324996,0.007525453740593183,0.18258287976249382,0.3008411677387432,0.0,1.7744401966138723,,,,,,,,,,1.5300645,256.36,148.09,2.95393,49161.42,24.3253,5.4324,4.007
2020-06-28,21057000000.0,5215000000.0,2992000000.0,12002000000.0,8862000000.0,1349000000.0,3266000000.0,3838000000.0,1857000000.0,-77000000.0,-235000000.0,-31000000.0,-0.84,279533000.0,926000000.0,218000000.0,1083000000.0,708000000.0,1349000000.0,,,3.7047,-0.84,1006000000.0,-0.026517716091175807,-0.011160184261765684,-0.06122980719124544,0.48384575299635224,-0.020062532569046377,-0.0036567412261955643,-0.007540887278425228,0.18447107868681606,0.2621156852527358,0.15222297449785602,1.7429812834224598,21312000000.0,116000000.0,1076000000.0,10881000000.0,4095000000.0,6271000000.0,0.38,0.38,0.21511720618721097,1.5300645,256.36,148.09,2.95393,49161.42,24.3253,5.4324,4.007
2020-09-27,21122000000.0,5604000000.0,3411000000.0,12049000000.0,8876000000.0,1749000000.0,3566000000.0,6105000000.0,2947000000.0,-45000000.0,-257000000.0,-88000000.0,-0.92,279511000.0,1453000000.0,288000000.0,1672000000.0,1165000000.0,1749000000.0,,,4.1189,-0.92,1627000000.0,-0.028954484001802613,-0.012167408389357069,-0.042096642096642094,0.4827190827190827,-0.007371007371007371,-0.002130480068175362,-0.0042352941176470585,0.19082719082719082,0.2665028665028665,0.19704821991888238,1.642919964819701,20841000000.0,-270000000.0,587000000.0,10419000000.0,4089000000.0,5929000000.0,-0.99,-0.99,0.2949907235621521,1.5300645,256.36,148.09,2.95393,49161.42,24.3253,5.4324,4.007
2020-12-31,19847000000.0,4324000000.0,2017000000.0,,8944000000.0,,2275000000.0,-3352000000.0,-1566000000.0,472000000.0,565000000.0,34000000.0,2.02,-555168000.0,-409000000.0,-257000000.0,-1307000000.0,-666000000.0,0.0,2.1438,855.4423,5.1652,2.02,-835000000.0,0.06317084078711986,0.02846777850556759,-0.1685560859188544,0.4671837708830549,-0.14081145584725538,0.023781931778102484,0.052772808586762074,0.19868735083532219,0.24910501193317422,0.0,2.1437778879524045,8612000000.0,52000000.0,418000000.0,4235000000.0,1576000000.0,2406000000.0,0.18000000000000016,0.18000000000000016,0.0,1.5300645,256.36,148.09,2.95393,49161.42,24.3253,5.4324,4.007
2021-04-04,19392000000.0,4024000000.0,2265000000.0,10871000000.0,8303000000.0,,1842000000.0,2567000000.0,1355000000.0,492000000.0,353000000.0,40000000.0,1.25,283263000.0,732000000.0,150000000.0,341000000.0,582000000.0,0.0,,138.9737,6.4646,1.25,833000000.0,0.04251475370348067,0.01820338283828383,0.13751460849240357,0.5278535255161667,0.19166342033502143,0.025371287128712873,0.059255690714199685,0.22672380210362292,0.32450331125827814,0.0,1.7766004415011039,9158000000.0,426000000.0,842000000.0,4593000000.0,1789000000.0,2631000000.0,1.51,1.51,0.0,1.5300645,256.36,148.09,2.95393,49161.42,24.3253,5.4324,4.007
2021-07-04,20622000000.0,5291000000.0,2336000000.0,12953000000.0,7442000000.0,,2910000000.0,5163000000.0,2777000000.0,1065000000.0,750000000.0,105000000.0,2.67,281063000.0,1368000000.0,300000000.0,646000000.0,1068000000.0,0.0,,53.645,5.5983,2.67,1711000000.0,0.10077936038699274,0.03636892638929299,0.1452643811737362,0.5378655820259539,0.2062754212667054,0.051643875472796044,0.1431066917495297,0.20685647879140034,0.33139647491768354,0.0,2.264982876712329,10483000000.0,1411000000.0,1984000000.0,5513000000.0,2149000000.0,3336000000.0,5.02,5.02,0.0,1.5300645,256.36,148.09,2.95393,49161.42,24.3253,5.4324,4.007
2021-10-03,20010000000.0,4721000000.0,3438000000.0,13038000000.0,6738000000.0,999000000.0,2303000000.0,8024000000.0,4360000000.0,1776000000.0,1269000000.0,200000000.0,4.57,277886000.0,2292000000.0,501000000.0,952000000.0,1791000000.0,999000000.0,,31.7473,4.7571,4.57,2728000000.0,0.18833481745325023,0.06341829085457272,0.1581505483549352,0.543369890329013,0.2213359920239282,0.08875562218890555,0.22954633578906553,0.22320538384845465,0.33998005982053836,0.14826357969723955,1.3731820826061665,12402000000.0,2937000000.0,3805000000.0,6926000000.0,2775000000.0,4437000000.0,10.51,10.51,0.22515212981744423,1.5300645,256.36,148.09,2.95393,49161.42,24.3253,5.4324,4.007
2021-12-31,20864000000.0,5228000000.0,2452000000.0,,6528000000.0,,2830000000.0,-4691000000.0,-2425000000.0,-750000000.0,-501000000.0,-73000000.0,-1.7000000000000002,-566566000.0,-1315000000.0,-184000000.0,-677000000.0,-1499000000.0,0.0,2.1321,32.3754,5.4754,-1.7000000000000002,-1427000000.0,-0.07674632352941177,-0.02401265337423313,0.10680025580899595,0.516947345981667,0.1598806224685568,-0.03594708588957055,-0.11488970588235294,0.3195480707738222,0.3041995310168408,0.0,2.132137030995106,11063000000.0,1871000000.0,2583000000.0,6067000000.0,1942000000.0,3845000000.0,6.79,6.79,0.0,1.5300645,256.36,148.09,2.95393,49161.42,24.3253,5.4324,4.007
