report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2022-04-03,21321000000.0,5275000000.0,2845000000.0,14561000000.0,6509000000.0,,2683000000.0,3136000000.0,1777000000.0,873000000.0,657000000.0,114000000.0,2.48,265109000.0,856000000.0,280000000.0,310000000.0,576000000.0,0.0,,22.0436,4.1218,2.48,1183000000.0,0.1009371639268705,0.030814689742507388,0.20950255102040816,0.5666454081632653,0.2783801020408163,0.04094554664415365,0.1341219849439238,0.1836734693877551,0.37723214285714285,0.0,1.8541300527240774,11632000000.0,2175000000.0,2964000000.0,6489000000.0,1936000000.0,4195000000.0,8.02,8.02,0.0,1.5300645,256.36,148.09,2.95393,49161.42,24.3253,5.4324,4.007
2022-07-03,22539000000.0,6320000000.0,2941000000.0,15313000000.0,6962000000.0,,3545000000.0,6448000000.0,3659000000.0,1816000000.0,1327000000.0,243000000.0,5.01,264909000.0,1675000000.0,548000000.0,627000000.0,1127000000.0,0.0,,15.6692,3.1064,5.01,2443000000.0,0.19060614765871875,0.05887572651847908,0.2058002481389578,0.5674627791563276,0.2816377171215881,0.08057145392430898,0.2608445848893996,0.17478287841191067,0.3788771712158809,0.0,2.1489289357361443,12917000000.0,2752000000.0,3715000000.0,7371000000.0,1995000000.0,4927000000.0,10.36,10.36,0.0,1.5300645,256.36,148.09,2.95393,49161.42,24.3253,5.4324,4.007
2022-10-02,22940000000.0,6703000000.0,3219000000.0,15555000000.0,7106000000.0,,3759000000.0,9893000000.0,5626000000.0,2817000000.0,2065000000.0,392000000.0,7.8,264838000.0,2819000000.0,830000000.0,948000000.0,1989000000.0,0.0,,14.9623,3.0857,7.8,3765000000.0,0.2905994933858711,0.09001743679163034,0.20873344789244921,0.5686849287374911,0.28474679066006264,0.12279860505666958,0.3964255558682803,0.20105124835742444,0.38057212170221366,0.0,2.0823237030133583,14786000000.0,3548000000.0,4756000000.0,8637000000.0,2193000000.0,5964000000.0,13.59,13.59,0.0,1.5300645,256.36,148.09,2.95393,49161.42,24.3253,5.4324,4.007
2022-12-31,23236000000.0,6935000000.0,3270000000.0,,7449000000.0,,3845000000.0,-6272000000.0,-3545000000.0,-1709000000.0,-1262000000.0,-220000000.0,-4.739999999999998,-530803000.0,-1455000000.0,-595000000.0,-635000000.0,-2050000000.0,0.0,2.1208,14.6936,3.1012,-4.739999999999998,-2344000000.0,-0.16941871392133173,-0.05431227405749699,0.20121173469387754,0.5652104591836735,0.27248086734693877,-0.07354966431399552,-0.2294267686937844,0.3268494897959184,0.3737244897959184,0.0,2.120795107033639,13205000000.0,2787000000.0,3797000000.0,7517000000.0,1642000000.0,5047000000.0,10.55,10.55,0.0,1.5300645,256.36,148.09,2.95393,49161.42,24.3253,5.4324,4.007
2023-04-02,23732000000.0,7357000000.0,4213000000.0,15484000000.0,7949000000.0,998000000.0,3930000000.0,3121000000.0,1770000000.0,825000000.0,615000000.0,118000000.0,2.35,261210000.0,632000000.0,251000000.0,283000000.0,381000000.0,998000000.0,,17.2192,3.5835,2.35,1108000000.0,0.0773682224179142,0.02591437721220293,0.19705222685036847,0.5671259211791092,0.2643383530919577,0.034763188943199054,0.09220967922208562,0.12207625760974047,0.3550144184556232,0.1255503836960624,1.7462615713268455,13190000000.0,2745000000.0,3749000000.0,7510000000.0,1447000000.0,4972000000.0,10.420000000000002,10.420000000000002,0.2007240547063556,1.5300645,256.36,148.09,2.95393,49161.42,24.3253,5.4324,4.007
2023-07-02,23795000000.0,7447000000.0,4085000000.0,15318000000.0,8172000000.0,999000000.0,3863000000.0,6420000000.0,3651000000.0,1762000000.0,1313000000.0,276000000.0,5.03,261278000.0,1388000000.0,452000000.0,564000000.0,936000000.0,999000000.0,,19.4015,4.0829,5.03,2326000000.0,0.16067058247674987,0.055179659592351334,0.2045171339563863,0.5686915887850468,0.27445482866043613,0.07404916999369615,0.19212735797622943,0.14579439252336449,0.36230529595015576,0.1222466960352423,1.8230110159118726,13162000000.0,2731000000.0,3695000000.0,7502000000.0,1256000000.0,4855000000.0,10.440000000000001,10.440000000000001,0.20576725025746653,1.5300645,256.36,148.09,2.95393,49161.42,24.3253,5.4324,4.007
2023-10-01,23996000000.0,7616000000.0,3964000000.0,15198000000.0,8488000000.0,999000000.0,4042000000.0,9854000000.0,5616000000.0,2754000000.0,2100000000.0,399000000.0,8.03,261666000.0,2376000000.0,652000000.0,837000000.0,1724000000.0,999000000.0,,18.2882,3.9199,8.03,3591000000.0,0.2474081055607917,0.08751458576429405,0.21311142683174344,0.5699208443271768,0.27948041404505786,0.11476912818803134,0.2902919784968905,0.1749543332656789,0.3644205398822813,0.11769557021677662,1.9212916246215943,13123000000.0,2766000000.0,3632000000.0,7492000000.0,991000000.0,4681000000.0,10.670000000000002,10.670000000000002,0.21341593676564838,1.5300645,256.36,148.09,2.95393,49161.42,24.3253,5.4324,4.007
2023-12-31,24353000000.0,7864000000.0,4111000000.0,,8644000000.0,1000000000.0,3862000000.0,-6119000000.0,-3484000000.0,-1680000000.0,-1231000000.0,-270000000.0,-4.710000000000001,-522784000.0,-883000000.0,-528000000.0,-578000000.0,-1411000000.0,1000000000.0,1.9129,21.1666,4.4594,-4.710000000000001,-2258000000.0,-0.1424109208699676,-0.05054818708167372,0.2011766628534074,0.5693740807321458,0.27455466579506455,-0.06898534061511928,-0.17420157610949813,0.2305932341885929,0.3690145448602713,0.11568718186024989,1.912916565312576,13276000000.0,2797000000.0,3661000000.0,7553000000.0,1630000000.0,4767000000.0,10.699999999999998,10.699999999999998,0.20977554017201594,1.5300645,256.36,148.09,2.95393,49161.42,24.3253,5.4324,4.007
2024-03-31,23320000000.0,6894000000.0,2928000000.0,14170000000.0,8829000000.0,0.0,2908000000.0,3126000000.0,1783000000.0,856000000.0,639000000.0,141000000.0,2.47,258954000.0,851000000.0,226000000.0,235000000.0,625000000.0,0.0,,22.3577,4.749,2.47,1091000000.0,0.07237512742099898,0.027401372212692968,0.20441458733205375,0.5703774792066538,0.27383237364043506,0.036706689536878216,0.09695322233548533,0.1999360204734485,0.34900831733845167,0.0,2.3545081967213113,13281000000.0,2821000000.0,3692000000.0,7566000000.0,1874000000.0,4750000000.0,10.819999999999999,10.819999999999999,0.0,1.5300645,256.36,148.09,2.95393,49161.42,24.3253,5.4324,4.007
2024-06-30,23196000000.0,6880000000.0,3112000000.0,13851000000.0,9018000000.0,499000000.0,2859000000.0,6253000000.0,3575000000.0,1752000000.0,1297000000.0,295000000.0,5.01,258963000.0,1612000000.0,411000000.0,448000000.0,1201000000.0,499000000.0,,24.4256,5.1817,5.01,2200000000.0,0.1438234641827456,0.05591481289877565,0.20742043818966896,0.5717255717255717,0.2801855109547417,0.07553026383859286,0.18409162551224126,0.19206780745242283,0.3518311210618903,0.05533377689066312,2.210796915167095,13114000000.0,2805000000.0,3682000000.0,7490000000.0,2139000000.0,4624000000.0,10.799999999999997,10.799999999999997,0.10791522491349481,1.5300645,256.36,148.09,2.95393,49161.42,24.3253,5.4324,4.007
2024-09-29,23669000000.0,7026000000.0,2992000000.0,13925000000.0,9406000000.0,499000000.0,2748000000.0,9503000000.0,5441000000.0,2742000000.0,2015000000.0,468000000.0,7.8,258426000.0,2391000000.0,597000000.0,666000000.0,1794000000.0,499000000.0,,22.5437,4.7302,7.8,3408000000.0,0.2142249627897087,0.08513245173011112,0.21203830369357046,0.5725560349363359,0.28854046090708196,0.11584773332206684,0.27682988389702173,0.18878248974008208,0.35862359254972115,0.05305124388688071,2.3482620320855614,12763000000.0,2720000000.0,3670000000.0,7315000000.0,2209000000.0,4441000000.0,10.569999999999997,10.569999999999997,0.11236208061247467,1.5300645,256.36,148.09,2.95393,49161.42,24.3253,5.4324,4.007
2024-12-31,24385000000.0,7305000000.0,3098000000.0,,9183000000.0,500000000.0,3292000000.0,-6268000000.0,-3680000000.0,-1933000000.0,-1441000000.0,-359000000.0,-5.550000000000001,-518495000.0,-2072000000.0,-507000000.0,-424000000.0,-2579000000.0,500000000.0,2.358,21.0463,4.1879,-5.550000000000001,-2357000000.0,-0.15692039638462377,-0.05909370514660652,0.22989789406509253,0.5871091257179324,0.3083918315252074,-0.07927004305925774,-0.19962821439636477,0.4114550095724314,0.37603701340140394,0.05444843732984863,2.357972885732731,12614000000.0,2510000000.0,3417000000.0,7119000000.0,1041000000.0,4342000000.0,9.729999999999997,9.729999999999997,0.11515430677107324,1.5300645,256.36,148.09,2.95393,49161.42,24.3253,5.4324,4.007
2025-03-30,25180000000.0,8025000000.0,3849000000.0,15503000000.0,9322000000.0,1499000000.0,3988000000.0,2835000000.0,1560000000.0,723000000.0,490000000.0,130000000.0,1.92,255018000.0,565000000.0,139000000.0,209000000.0,426000000.0,1499000000.0,,20.4164,3.9116,1.92,932000000.0,0.05256382750482729,0.019459888800635424,0.1728395061728395,0.5502645502645502,0.25502645502645505,0.028713264495631455,0.0668145273080122,0.15026455026455027,0.3287477954144621,0.1608024029178288,2.0849571317225255,12323000000.0,2361000000.0,3284000000.0,6896000000.0,842000000.0,4183000000.0,9.179999999999996,9.179999999999996,0.35835524743007413,1.5300645,256.36,148.09,2.95393,49161.42,24.3253,5.4324,4.007
2025-06-29,25250000000.0,7686000000.0,4427000000.0,15314000000.0,9569000000.0,1999000000.0,3170000000.0,5761000000.0,3122000000.0,1410000000.0,935000000.0,246000000.0,3.67,254433000.0,1344000000.0,222000000.0,416000000.0,1122000000.0,1999000000.0,,25.6969,4.5534,3.67,1826000000.0,0.09771135959870415,0.03702970297029703,0.16229821211595208,0.5419198055893074,0.24474917549036626,0.05584158415841584,0.12188796680497925,0.19475785453914252,0.3169588613088006,0.20890375169819209,1.7361644454483849,11831000000.0,1999000000.0,2942000000.0,6443000000.0,763000000.0,3809000000.0,7.839999999999997,7.839999999999997,0.5248096613284327,1.5300645,256.36,148.09,2.95393,49161.42,24.3253,5.4324,4.007
2025-09-28,26354000000.0,8509000000.0,3583000000.0,15927000000.0,10045000000.0,1264000000.0,3454000000.0,8934000000.0,4909000000.0,2303000000.0,1566000000.0,394000000.0,6.16,254401000.0,1929000000.0,299000000.0,617000000.0,1630000000.0,1264000000.0,,27.6592,4.7327,6.16,2920000000.0,0.15589845694375312,0.05942171966304925,0.17528542646071188,0.5494739198567271,0.25777927020371616,0.0873871139106018,0.20364311610221947,0.18244907096485338,0.3268412805014551,0.1258337481333997,2.374825565168853,11262000000.0,1550000000.0,2503000000.0,5911000000.0,599000000.0,3321000000.0,6.1999999999999975,6.1999999999999975,0.3806082505269497,1.5300645,256.36,148.09,2.95393,49161.42,24.3253,5.4324,4.007
2025-12-31,26560000000.0,7940000000.0,3881000000.0,,10056000000.0,1250000000.0,3267000000.0,-5261000000.0,-2875000000.0,-1389000000.0,-970000000.0,-245000000.0,-3.8,-509521000.0,-1018000000.0,-263000000.0,-410000000.0,-1281000000.0,1250000000.0,2.0459,27.0304,4.4526,-3.8,-1799000000.0,-0.09645982498011138,-0.0365210843373494,0.18437559399353734,0.5464740543622886,0.2640182474814674,-0.05229668674698795,-0.12285512117459756,0.24348983083064057,0.34195019958182854,0.12430389817024662,2.045864467920639,12269000000.0,2021000000.0,3047000000.0,6716000000.0,1897000000.0,3879000000.0,7.949999999999998,7.949999999999998,0.32224800206238724,1.5300645,256.36,148.09,2.95393,49161.42,24.3253,5.4324,4.007
