report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,shares_outstanding,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-07-02,2541000000.0,1171300000.0,647900000.0,1341700000.0,1178100000.0,632900000.0,467100000.0,,1133500000.0,471900000.0,185700000.0,141700000.0,30900000.0,4800000.0,0.32,439400000.0,268400000.0,93500000.0,80000000.0,174900000.0,632900000.0,,11.3165,1.289,0.32,265700000.0,0.12027841439606146,0.05576544667453758,0.12501102779003087,0.41632112924569914,0.16382884869872077,0.0730814639905549,0.10254003313086693,0.15430083811204234,0.23440670489633877,0.5372209489856549,1.8078407161599013,,,,,,,,,,,,1.6038429,73.76,31.04,7.98208,24504.166,202.5138,2.8396,4.0872
2010-10-01,2694500000.0,1295700000.0,677200000.0,1391900000.0,1280800000.0,650200000.0,562900000.0,,1734200000.0,718400000.0,293400000.0,229500000.0,45000000.0,9400000.0,0.52,439800000.0,392000000.0,145900000.0,122400000.0,246100000.0,650200000.0,,10.4774,1.397,0.52,415800000.0,0.1791848844472205,0.08517350157728706,0.13233767731518856,0.4142544112559105,0.16918463845000575,0.10888847652625719,0.15194199896426722,0.1419098143236074,0.23976473301810633,0.5076514678326046,1.9133195510927348,,,,,,,,,,,,1.6038429,73.76,31.04,7.98208,24504.166,202.5138,2.8396,4.0872
2010-12-31,2919200000.0,1358000000.0,710900000.0,1531200000.0,1366000000.0,752800000.0,623300000.0,,2313400000.0,956000000.0,374200000.0,290500000.0,61400000.0,12800000.0,0.65,444400000.0,551800000.0,188900000.0,166900000.0,362900000.0,752800000.0,1.9103,14.7145,1.8477,0.65,541100000.0,0.21266471449487556,0.0995135653603727,0.12557275006483962,0.4132445750842915,0.1617532635947091,0.1281858043299534,0.17660940154804605,0.15686867813607677,0.23389815855450852,0.5510980966325036,1.9102546068364046,,,,,,,,,,,,1.6038429,73.76,31.04,7.98208,24504.166,202.5138,2.8396,4.0872
2011-04-01,4016800000.0,2247900000.0,1146100000.0,2507100000.0,1487000000.0,1095200000.0,766000000.0,,870600000.0,242400000.0,32700000.0,74800000.0,17800000.0,800000.0,0.16,456000000.0,125600000.0,88700000.0,52800000.0,36900000.0,1095200000.0,,16.484,1.646,0.16,85500000.0,0.050302622730329524,0.018621788488348934,0.08591775786813692,0.27842866988283943,0.037560303239145415,0.008140808603863773,0.012663620168848269,0.042384562370778776,0.09820813232253618,0.736516476126429,1.9613471773841724,6051700000.0,736500000.0,886000000.0,2388700000.0,820800000.0,1308100000.0,155100000.0,1.6500000000000001,1.6500000000000001,0.8372448589557373,5.71244358478401,1.6038429,73.76,31.04,7.98208,24504.166,202.5138,2.8396,4.0872
2011-07-01,4149800000.0,2296900000.0,1294200000.0,2562200000.0,1564100000.0,998700000.0,756600000.0,,1776400000.0,508500000.0,89600000.0,123600000.0,35600000.0,4000000.0,0.27,460000000.0,261600000.0,173500000.0,109900000.0,88100000.0,998700000.0,,21.7067,1.6051,0.27,199500000.0,0.07902308036570552,0.029784567930984624,0.06957892366584102,0.2862530961495159,0.05043909029497861,0.02159140199527688,0.03496176057437178,0.04959468588155821,0.11230578698491331,0.6385141614986254,1.7747643331787977,6694600000.0,718400000.0,789900000.0,2425300000.0,734000000.0,1241900000.0,159800000.0,1.6,1.6,0.8041710282631451,4.94305381727159,1.6038429,73.76,31.04,7.98208,24504.166,202.5138,2.8396,4.0872
2011-09-30,4011900000.0,2188200000.0,1255300000.0,2486200000.0,1501800000.0,948800000.0,659300000.0,,2674400000.0,769600000.0,82900000.0,54100000.0,52500000.0,21300000.0,0.12,454300000.0,380800000.0,259300000.0,166800000.0,121500000.0,948800000.0,,39.5446,0.9893,0.12,249700000.0,0.036023438540418166,0.013484882474637952,0.02022883637451391,0.2877654801076877,0.030997606939874363,0.020663526010119893,0.033828450175467234,0.04543075082261442,0.09336673646425367,0.6317752030896258,1.74316896359436,7634800000.0,543000000.0,579400000.0,2476500000.0,609400000.0,1075800000.0,167300000.0,1.2000000000000002,1.2000000000000002,0.8819483175311397,3.463239689181112,1.6038429,73.76,31.04,7.98208,24504.166,202.5138,2.8396,4.0872
2011-12-31,3883500000.0,2127700000.0,1275500000.0,2390000000.0,1468200000.0,836900000.0,652900000.0,,-1879100000.0,-511700000.0,-91800000.0,-240900000.0,-37000000.0,-3200000.0,-0.52,-913100000.0,-222500000.0,-205100000.0,-100100000.0,-427600000.0,836900000.0,1.6681,301.2664,1.0152,-0.52,-191900000.0,-0.16407846342460156,-0.06203167246040942,0.12819967005481347,0.2723112128146453,0.04885317439199617,-0.023638470451911937,-0.03982473645394994,0.22755574477143314,0.10212335692618807,0.5700177087590247,1.6681301450411603,3442300000.0,11600000.0,113400000.0,1008800000.0,-181100000.0,342800000.0,68900000.0,0.030000000000000027,0.030000000000000027,2.441365227537923,1.6458635703918723,1.6038429,73.76,31.04,7.98208,24504.166,202.5138,2.8396,4.0872
2012-03-30,3829200000.0,2038400000.0,1214300000.0,2294700000.0,1508400000.0,811900000.0,580100000.0,,744400000.0,245200000.0,43600000.0,28200000.0,15700000.0,4100000.0,0.06,460600000.0,68400000.0,50400000.0,61100000.0,18000000.0,811900000.0,,950.5767,1.2326,0.06,104700000.0,0.01869530628480509,0.007364462550924475,0.03788285867813004,0.3293927995701236,0.05857066093498119,0.011386190326961245,0.018790673619790543,0.02418054809242343,0.1406501880709296,0.5382524529302573,1.678662603969365,3316100000.0,-35000000.0,124300000.0,1011600000.0,-200000000.0,362000000.0,66800000.0,-0.06999999999999998,-0.06999999999999998,2.2428176795580113,1.8607784431137724,1.6038429,73.76,31.04,7.98208,24504.166,202.5138,2.8396,4.0872
2012-06-29,3770700000.0,1954700000.0,1154700000.0,2226100000.0,1517200000.0,805000000.0,517800000.0,,1489200000.0,503500000.0,70500000.0,35100000.0,29800000.0,11300000.0,0.08,459100000.0,127500000.0,114700000.0,121400000.0,12800000.0,805000000.0,,,1.0218,0.08,191900000.0,0.02313472185605062,0.00930861643726629,0.023569701853344078,0.3381009938221864,0.04734085414987913,0.01869679369878272,0.030359142192748257,0.008595218909481601,0.12886113349449368,0.5305826522541524,1.6928206460552524,3028900000.0,-123500000.0,105200000.0,1006600000.0,-275300000.0,354400000.0,61000000.0,-0.25999999999999995,-0.25999999999999995,2.2714446952595937,1.7245901639344263,1.6038429,73.76,31.04,7.98208,24504.166,202.5138,2.8396,4.0872
2012-09-28,3669900000.0,1835000000.0,1053600000.0,2130300000.0,1511300000.0,802500000.0,421400000.0,,2214700000.0,741500000.0,115100000.0,47600000.0,43400000.0,17800000.0,0.1,458200000.0,139400000.0,198800000.0,182700000.0,-59400000.0,802500000.0,,72.5041,0.9432,0.1,297800000.0,0.031496062992125984,0.012970380664323279,0.021492752968799385,0.3348083261841333,0.0519709215695128,0.03136325240469767,0.04974500821159997,-0.026820788368627804,0.13446516458211044,0.5309998014954013,1.7416476841306,2569200000.0,-130000000.0,137400000.0,978500000.0,-456200000.0,402500000.0,51900000.0,-0.27999999999999997,-0.27999999999999997,1.9937888198757765,2.647398843930636,1.6038429,73.76,31.04,7.98208,24504.166,202.5138,2.8396,4.0872
