report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-06-30,3989757000.0,822219000.0,558124000.0,,1887365000.0,881344000.0,12337000.0,,270297000.0,137391000.0,24654000.0,86466000.0,1.4,97752.0,219370000.0,121640000.0,107536000.0,97730000.0,881344000.0,,14.8552,0.7028,1.4,377833000.0,0.07279514031467152,0.034435931812388576,,,0.06774773501243309,0.0976256442984799,,,0.4669706177660389,1.4731833786040378,,,,,,,,,,,1.2892511,246.325,152.3278,0.68829,9513.157,6.3898,1.8719,0.5478
2010-09-30,4267714000.0,1078903000.0,1013426000.0,,1943572000.0,614923000.0,9629000.0,,374981000.0,193001000.0,36132000.0,113870000.0,1.96,97813000.0,399599000.0,177750000.0,163066000.0,221849000.0,614923000.0,,14.8779,0.7127,1.96,538047000.0,0.09930221262705986,0.04522350841691829,,,0.08786460386052111,0.14656311620698886,,,0.3163880730942821,1.0646095521527965,,,,,,,,,,,1.2892511,246.325,152.3278,0.68829,9513.157,6.3898,1.8719,0.5478
2010-12-31,7527936000.0,1331116000.0,826299000.0,,1978772000.0,3912102000.0,29474000.0,,505697000.0,230183000.0,77600000.0,152302000.0,2.34,97973000.0,501344000.0,239274000.0,223997000.0,262070000.0,3912102000.0,1.6114,18.346,0.8619,2.34,729694000.0,0.11632618613968664,0.030577172813371422,,,0.06717604931816636,0.08584413789872267,,,1.9770352521664951,1.6109374451621024,,,,,,,,,,,1.2892511,246.325,152.3278,0.68829,9513.157,6.3898,1.8719,0.5478
2011-03-31,7613074000.0,1401184000.0,837182000.0,,2094393000.0,3850859000.0,52076000.0,,260413000.0,114193000.0,56417000.0,74009000.0,1.15,98868000.0,183177000.0,56558000.0,71526000.0,126619000.0,3850859000.0,,17.6921,0.9135,1.15,331939000.0,0.05452319598088802,0.014999591492214578,,,0.03420602505637013,0.043801843891562546,,,1.8386515806727772,1.6736910253684385,,674768000.0,1411388000.0,708268000.0,1977513000.0,194803000.0,6.85,6.85,1.9473242400934911,7.245206695995441,1.2892511,246.325,152.3278,0.68829,9513.157,6.3898,1.8719,0.5478
2011-06-30,7565753000.0,1368106000.0,784535000.0,,2186107000.0,3750928000.0,34816000.0,,492650000.0,217842000.0,106225000.0,140404000.0,2.2,99063000.0,355776000.0,116240000.0,144949000.0,239536000.0,3750928000.0,,16.2058,0.891,2.2,637599000.0,0.0996483703679646,0.02879316837332649,,,0.06511579217561028,0.0829791301550353,,,1.7158025659311278,1.7438431682461586,,755219000.0,1633741000.0,850074000.0,2237279000.0,276374000.0,7.6499999999999995,7.6499999999999995,1.6765579974603078,5.9113411536541065,1.2892511,246.325,152.3278,0.68829,9513.157,6.3898,1.8719,0.5478
2011-09-30,7605931000.0,1371949000.0,832894000.0,7605931000.0,2221382000.0,3685230000.0,39147000.0,,688178000.0,302896000.0,154677000.0,192638000.0,3.06,98908000.0,562502000.0,195404000.0,220208000.0,367098000.0,3685230000.0,,9.7757,0.5552,3.06,908386000.0,0.1363547557331427,0.03982365866847858,,,0.09047912740728255,0.11650976905203864,,,1.6589807606255926,1.6472072076398678,,865114000.0,1946938000.0,995323000.0,2607618000.0,394919000.0,8.75,8.75,1.4132553157709449,4.929967917471684,1.2892511,246.325,152.3278,0.68829,9513.157,6.3898,1.8719,0.5478
2011-12-31,7665245000.0,1364905000.0,836933000.0,7665245000.0,2296352000.0,3651428000.0,41229000.0,,-544113000.0,-236764000.0,-116527000.0,-159585000.0,-2.37,-198302000.0,-383204000.0,-82520000.0,-140822000.0,-465724000.0,3651428000.0,1.6308,9.1416,0.5385,-2.37,-684935000.0,-0.1031044021125681,-0.030887988577012214,,,-0.07098442385077058,-0.0914816956915017,,,1.5900994272655062,1.6308414174133414,,398167000.0,897128000.0,267529000.0,1192989000.0,200792000.0,4.039999999999999,4.039999999999999,3.0607390344755903,4.46794693015658,1.2892511,246.325,152.3278,0.68829,9513.157,6.3898,1.8719,0.5478
2012-03-31,7783281000.0,1463145000.0,891990000.0,7783281000.0,2427312000.0,3581844000.0,41999000.0,1825289000.0,269028000.0,128607000.0,46710000.0,79748000.0,1.31,97791000.0,127223000.0,92563000.0,73820000.0,34660000.0,3581844000.0,,9.9368,0.6005,1.31,342848000.0,0.052983300045482414,0.01652349439779959,0.07045843151413284,0.14738926274140698,0.034564857673775366,0.044769681466082754,0.018988773832527343,0.18783217342568767,1.4756421918566711,1.6403154743887263,,412581000.0,905743000.0,175570000.0,1203898000.0,191085000.0,4.2,4.2,2.975205540668728,4.740000523327315,1.2892511,246.325,152.3278,0.68829,9513.157,6.3898,1.8719,0.5478
2012-06-30,7758648000.0,1456446000.0,883612000.0,7758648000.0,2536884000.0,3458509000.0,32941000.0,3527392000.0,499360000.0,236168000.0,92598000.0,146748000.0,2.41,97760000.0,372862000.0,182351000.0,148703000.0,190511000.0,3458509000.0,,9.9732,0.6073,2.41,648063000.0,0.09309373231097677,0.030439323964690755,0.06695258139724759,0.14156634703486315,0.06436172900226947,0.0832906199810421,0.05400902423093322,0.18372298854224312,1.3632901622620506,1.6482868046156005,,430907000.0,912453000.0,126545000.0,1214362000.0,177458000.0,4.41,4.41,2.8480049606295323,5.141796932231852,1.2892511,246.325,152.3278,0.68829,9513.157,6.3898,1.8719,0.5478
2012-09-30,7781066000.0,1488424000.0,838348000.0,7781066000.0,2608782000.0,3440962000.0,25652000.0,5196473000.0,668072000.0,307985000.0,137805000.0,188880000.0,3.15,97711.0,535006000.0,282191000.0,227641000.0,252815000.0,3440962000.0,,11.0237,0.6481,3.15,895713000.0,0.11805700897966943,0.03958133756994222,0.059268084333354565,0.12856258466078818,0.08585867283480181,0.11042979669883553,0.04865126788881612,0.17236941286907484,1.3189917747055906,1.7754250025049263,,435996000.0,892347000.0,12262000.0,1201689000.0,160586000.0,4.5,4.5,2.8634380442860006,5.556816908074178,1.2892511,246.325,152.3278,0.68829,9513.157,6.3898,1.8719,0.5478
2012-12-31,8200843000.0,1407496000.0,894058000.0,8200843000.0,2713345000.0,3727431000.0,23471000.0,-3587754000.0,-493879000.0,-229314000.0,-98195000.0,-140760000.0,-2.34,-97937711.0,-219820000.0,-193913000.0,-141474000.0,-413733000.0,3727431000.0,1.5738,10.6004,0.6753,-2.34,-635353000.0,-0.08451339582692212,-0.027962247295796296,0.06391575342122119,0.1376568739105301,-0.06022295512790575,-0.07668004600687868,0.11531810709429911,0.1770893433607767,1.3737401620509002,1.5742781788206135,6961400000.0,443446000.0,942581000.0,64253000.0,1251271000.0,178918000.0,4.53,4.53,2.97891583837554,5.268229021115818,1.2892511,246.325,152.3278,0.68829,9513.157,6.3898,1.8719,0.5478
