report_date,total_assets,current_assets,total_liabilities,total_equity,operating_income,net_income,operating_cash_flow,total_debt,ebitda,roe,roa,roi,roic,debt_equity
2022-03-31,153963.0,151976.0,759042.0,-605079.0,-39169.0,-40394.0,-65558.0,0.0,-39169.0,0.06675822495905494,-0.26236173626130954,-0.25440527919045486,0.06473369593061402,-0.0
