report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage
2010-10-01,2323952000.0,1681344000.0,903541000.0,1048585000.0,1275367000.0,17869000.0,20000000.0,520221000.0,2356585000.0,1025642000.0,534202000.0,360422000.0,4108000.0,165444000.0,2.91,124025000.0,460786000.0,67545000.0,393241000.0,37869000.0,1.8609,2.91,534202000.0,0.2826025763564527,0.15509012234331862,0.15294249942183286,0.43522385146302806,0.22668480025121096,0.2298679146557244,0.40678293924321296,0.1668690074832862,0.22668480025121096,0.029692629650916166,1.860838633775335,,,,,,,,,,,
2011-09-30,2498761000.0,1854617000.0,1125912000.0,1254870000.0,1243891000.0,6250000.0,181400000.0,564457000.0,2596666000.0,1135889000.0,588451000.0,398933000.0,2599000.0,180084000.0,3.36,118735000.0,472779000.0,70928000.0,401851000.0,187650000.0,1.6472,3.36,588451000.0,0.32071379244644427,0.15965232369162158,0.15363277371829878,0.4374413189836506,0.22661790157070644,0.23549711236889,0.4110612270273782,0.15475652240218804,0.22661790157070644,0.1508572696482248,1.6472131036883877,,,,,,,,,,,
2011-12-30,2581331000.0,1907677000.0,1092323000.0,1221978000.0,1359353000.0,6250000.0,175000000.0,606317000.0,625338000.0,268759000.0,128919000.0,90234000.0,829000.0,39006000.0,0.79,114370000.0,53335000.0,7756000.0,45579000.0,181250000.0,1.6472,0.79,128919000.0,0.06638010877233508,0.034956384903757014,0.1442963645260643,0.42978197390851025,0.2061589092618712,0.049942839566099816,0.08368087041242941,0.07288698271974516,0.2061589092618712,0.13333549122266256,1.7464403843917962,,,,,,,,,,,
2012-03-30,2663170000.0,1980270000.0,1101806000.0,1227187000.0,1435983000.0,6250000.0,149269000.0,616727000.0,1345612000.0,565455000.0,272718000.0,198006000.0,1536000.0,75435000.0,1.73,114428000.0,158623000.0,22225000.0,136398000.0,155519000.0,,1.73,272718000.0,0.13788881901805244,0.07434974109801477,0.1471494011646745,0.42022143084336344,0.20267209269834097,0.10240352662428609,0.17135887985060652,0.10136502944385158,0.20267209269834097,0.1083014213956572,1.797294623554419,6924201000.0,1047595000.0,1524290000.0,2995745000.0,977069000.0,1524290000.0,9072000.0,8.79,8.79,0.10202717330691666,168.02138447971782
2012-06-29,2717953000.0,2017487000.0,1130327000.0,1254628000.0,1463325000.0,6250000.0,168760000.0,633386000.0,2050858000.0,873066000.0,426305000.0,306848000.0,2469000.0,120559000.0,2.69,113961000.0,301362000.0,40188000.0,261174000.0,175010000.0,,2.69,426305000.0,0.2096923103206738,0.11289672779477791,0.14961933005600583,0.42570767942002813,0.207866658735027,0.15684781892843622,0.2602062459753347,0.12734865114990895,0.207866658735027,0.11959749201305246,1.784870218972032,6618474000.0,994021000.0,1416393000.0,2843169000.0,845002000.0,1416393000.0,7433000.0,8.57,8.57,0.12356033953853203,190.5546885510561
2012-09-28,2878726000.0,2170515000.0,1236531000.0,1368950000.0,1509776000.0,6250000.0,155000000.0,704570000.0,-1214793000.0,-510944000.0,-233868000.0,-168039000.0,-1415000.0,-66125000.0,-1.4500000000000002,-229286000.0,-20545000.0,-9066000.0,-29611000.0,161250000.0,1.7554,-1.4500000000000002,-233868000.0,-0.1113006167802376,-0.05837269681101988,0.13832727057202338,0.42060169921953783,0.19251674976724428,-0.08124010412939613,-0.13995473439671197,0.02437534625240679,0.19251674976724428,0.10680392323099586,1.7553259885922796,2807015000.0,427049000.0,594074000.0,1196336000.0,413540000.0,594074000.0,3419000.0,3.7600000000000002,3.7600000000000002,0.2714308318492309,173.75665399239543
2012-12-28,2938564000.0,2228313000.0,1231772000.0,1361676000.0,1576888000.0,6250000.0,200000000.0,755489000.0,678398000.0,291088000.0,137490000.0,95283000.0,866000.0,42880000.0,0.86,111144000.0,71881000.0,20004000.0,51877000.0,206250000.0,1.7554,0.86,137490000.0,0.060424709935011235,0.032425021200831426,0.1404529494485538,0.42908145365994593,0.20266863994292436,0.04678815911445182,0.07710564185161216,0.07646985987576614,0.20266863994292436,0.13079559233122454,1.8090304049775445,2860075000.0,432098000.0,602645000.0,1218665000.0,419838000.0,602645000.0,3456000.0,3.8299999999999996,3.8299999999999996,0.34224128632943107,174.37644675925927
2013-12-27,3391234000.0,2606349000.0,1133144000.0,1691645000.0,1699589000.0,425000000.0,,971193000.0,711502000.0,309579000.0,141994000.0,97960000.0,1893000.0,44406000.0,0.91,107449000.0,43261000.0,24482000.0,18779000.0,425000000.0,2.3305,0.91,141994000.0,0.057637464116324595,0.02888624022995759,0.1376805687123859,0.4351062962577758,0.19956936171648146,0.04187089419367699,0.06683363229311645,0.026393460594629388,0.19956936171648146,0.2500604557925475,2.3001039585436627,2225965000.0,332052000.0,471921000.0,962789000.0,302219000.0,471921000.0,3813000.0,3.01,3.01,0.9005744605558982,123.7663257277734
2019-03-29,3390200000.0,2261200000.0,1318800000.0,1650100000.0,1735300000.0,,,546300000.0,1520400000.0,634300000.0,221500000.0,191800000.0,2200000.0,58100000.0,2.09,92000000.0,127500000.0,25200000.0,102300000.0,0.0,,2.09,221500000.0,0.11052843888664785,0.0565748333431656,0.1261510128913444,0.4171928439884241,0.14568534596158905,0.06533537844374963,0.12764363510632168,0.06728492501973166,0.14568534596158905,0.0,1.7145890203215044,1695507000.0,217004000.0,267116000.0,724023000.0,143345000.0,267116000.0,3544000.0,2.4099999999999997,2.4099999999999997,0.0,75.37133182844244
