report_date,total_assets,total_liabilities,total_equity,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2013-08-31,2964841000.0,2463970000.0,498006000.0,386465000.0,1478599000.0,45108000.0,11847000.0,41073000.0,-1800000.0,0.0,84289000.0,-401459000.0,,1405000.0,,0.0,,69.5529,0.6618,0.0,46513000.0,0.023788870013614294,0.003995829793233431,0.00801231435974189,0.03050725720766753,0.015214306601939193,0.09057722196118119,,0.03145748103441163,0.0,2579676000.0,107422000.0,148103000.0,,150215000.0,,,,0.0,,1.4434443,68.71,48.17,0.97541,3222.626,9.1382,1.0649,0.5442
2013-11-30,3193635000.0,3193635000.0,536086000.0,532523000.0,-716313000.0,37377000.0,56005000.0,-23370000.0,1200000.0,0.62,7270000.0,436605000.0,,-953000.0,,0.0,6.0916,35.9475,0.685,0.62,36424000.0,0.10447017829228893,0.017536443582312943,-0.07818509506319166,-0.05217970356534085,0.011703591675316684,0.06972202221285391,,-0.050849279574711054,0.0,2097130000.0,39963000.0,92084000.0,,93941000.0,62690000.0,,,0.0,1.4688786090285533,1.4434443,68.71,48.17,0.97541,3222.626,9.1382,1.0649,0.5442
2014-02-28,3248172000.0,2699488000.0,546334000.0,306450000.0,450687000.0,17719000.0,10563000.0,11276000.0,200000.0,0.0,93946000.0,-221063000.0,,467000.0,,0.0,,27.1242,0.7973,0.0,18186000.0,0.019334326620711873,0.0032519829614934184,0.02343755200394065,0.03931553384055897,0.0054550682660893576,0.03243254126596551,,0.04035172969266919,0.0,2142598000.0,62984000.0,109349000.0,,111208000.0,58726000.0,,,0.0,1.8620202295405783,1.4434443,68.71,48.17,0.97541,3222.626,9.1382,1.0649,0.5442
2014-05-31,3828026000.0,3116499000.0,709673000.0,487270000.0,1015694000.0,52011000.0,37187000.0,19834000.0,500000.0,0.0,96759000.0,-554529000.0,,1026000.0,,0.0,,16.3494,0.6933,0.0,53037000.0,0.05240018994663739,0.009714406328483662,0.03661240491722901,0.05120735182052862,0.013586898312602893,0.07328868366134826,,0.05221749857732742,0.0,2228667000.0,115602000.0,152215000.0,,154160000.0,48813000.0,0.6199999999999999,0.6199999999999999,0.0,3.118329133632434,1.4434443,68.71,48.17,0.97541,3222.626,9.1382,1.0649,0.5442
2014-08-31,3887391000.0,3141022000.0,744567000.0,299008000.0,1604908000.0,85921000.0,65548000.0,26289000.0,800000.0,0.0,98614000.0,-716662000.0,,1677000.0,,0.0,,17.3196,0.7296,0.0,87598000.0,0.08803505930292371,0.016861694643013785,0.04084221650088354,0.053536402086599356,0.022102484674168355,0.11539727116565736,,0.054581321795392636,0.0,2354976000.0,169303000.0,193028000.0,,195245000.0,34029000.0,0.6199999999999999,0.6199999999999999,0.0,5.6724558464838815,1.4434443,68.71,48.17,0.97541,3222.626,9.1382,1.0649,0.5442
2014-11-30,4757550000.0,3159123000.0,1595910000.0,358768000.0,-670340000.0,-39682000.0,805051000.0,-26649000.0,-824900000.0,9.0,-190005000.0,861563000.0,,-750000.0,,0.0,6.7515,1.6975,0.6493,9.0,-40432000.0,0.5044463660231466,0.1692154575359166,-1.200959214726855,0.05919682549154161,-0.00834084770522643,-0.024864810672281017,,0.06031566070949071,0.0,2400949000.0,918349000.0,115969000.0,,118389000.0,30750000.0,9.0,9.0,0.0,3.771349593495935,1.4434443,68.71,48.17,0.97541,3222.626,9.1382,1.0649,0.5442
2015-02-28,4989857000.0,3383317000.0,1604570000.0,548079000.0,580121000.0,14398000.0,7799000.0,5338000.0,2700000.0,0.0,101700000.0,-48909000.0,,805000.0,,0.0,,1.3879,0.5022,0.0,15203000.0,0.004860492219099198,0.0015629706422448579,0.013443747080350479,0.024818960182444696,0.002885453430829781,0.008973120524501891,,0.026206601726191606,0.0,2530383000.0,915585000.0,112648000.0,,115406000.0,24812000.0,9.0,9.0,0.0,4.540061260680316,1.4434443,68.71,48.17,0.97541,3222.626,9.1382,1.0649,0.5442
2015-05-31,5039060000.0,3421239000.0,1615836000.0,442088000.0,1203090000.0,32260000.0,17372000.0,13456000.0,5800000.0,0.0,101470000.0,-135900000.0,,1646000.0,,0.0,,1.5156,0.5261,0.0,33906000.0,0.010751091076074552,0.003447468377038575,0.01443948499281018,0.026814286545478724,0.006401987672303961,0.01996489742770925,,0.028182430242126525,0.0,2717779000.0,895770000.0,92897000.0,,96275000.0,18434000.0,9.0,9.0,0.0,5.039437995009222,1.4434443,68.71,48.17,0.97541,3222.626,9.1382,1.0649,0.5442
2015-08-31,4948496000.0,3306494000.0,1640226000.0,354879000.0,2046247000.0,68242000.0,40626000.0,17850000.0,16500000.0,0.0,101605000.0,-22084000.0,,2547000.0,,0.0,,1.5097,0.4746,0.0,70789000.0,0.024768537994154464,0.008209767169661247,0.019853908154782877,0.03334983508833489,0.013790452695121911,0.04160524220442793,,0.03459455285701091,0.0,3159118000.0,870848000.0,75218000.0,,79466000.0,9995000.0,9.0,9.0,0.0,7.525562781390695,1.4434443,68.71,48.17,0.97541,3222.626,9.1382,1.0649,0.5442
2015-11-30,5015371000.0,3322720000.0,1690834000.0,560341000.0,-797428000.0,23721000.0,18846000.0,-14788000.0,17400000.0,0.0,-201918000.0,388078000.0,,-1587000.0,,0.0,5.2847,15.3266,0.4279,0.0,22134000.0,0.011145978848307994,0.003757648237787394,-0.0236334816434838,-0.029746886239259217,0.004729660078985184,0.014029171402988112,,-0.027756737912388328,0.0,3032030000.0,84643000.0,138621000.0,,142032000.0,21856000.0,0.0,0.0,0.0,6.342468887262079,1.4434443,68.71,48.17,0.97541,3222.626,9.1382,1.0649,0.5442
2016-02-29,4922056000.0,3303566000.0,1617058000.0,324856000.0,678371000.0,18992000.0,13127000.0,3697000.0,2900000.0,0.0,99427000.0,-143313000.0,,900000.0,,0.0,,11.4069,0.3279,0.0,19892000.0,0.008117828797730198,0.00266697493892796,0.019350768237439395,0.027996479802350042,0.0038585501668408485,0.011744785901309663,,0.029323187459369578,0.0,3130280000.0,89971000.0,143215000.0,,146721000.0,20215000.0,0.0,0.0,0.0,7.0845906505070495,1.4434443,68.71,48.17,0.97541,3222.626,9.1382,1.0649,0.5442
2016-05-31,4915843000.0,3279099000.0,1635169000.0,276549000.0,1489421000.0,44930000.0,28724000.0,5667000.0,12100000.0,0.0,97060000.0,-167459000.0,,1832000.0,,0.0,,12.2339,0.3539,0.0,46762000.0,0.01756637998885742,0.005843148367431588,0.01928534645342049,0.030166084673171657,0.009139836239684628,0.02747728216471814,,0.03139609284413205,0.0,3416611000.0,101323000.0,155885000.0,,159577000.0,12426000.0,0.0,0.0,0.0,12.545066795428939,1.4434443,68.71,48.17,0.97541,3222.626,9.1382,1.0649,0.5442
2016-08-31,5027761000.0,3341875000.0,1682450000.0,337722000.0,2402704000.0,96407000.0,68087000.0,5667000.0,26200000.0,0.0,96437000.0,-102612000.0,,2763000.0,,0.0,,11.8724,0.3928,0.0,99170000.0,0.040468958958661476,0.013542210936438705,0.02833765624063555,0.0401243765357697,0.019174936915259098,0.057301554280959316,,0.04127433092049624,0.0,3773068000.0,128784000.0,184050000.0,,187958000.0,243000.0,0.0,0.0,0.0,757.4074074074074,1.4434443,68.71,48.17,0.97541,3222.626,9.1382,1.0649,0.5442
2016-11-30,5131624000.0,3406476000.0,1723145000.0,593000000.0,-975850000.0,-7928000.0,-4323000.0,-9131000.0,2500000.0,1.0,-196646000.0,602039000.0,,-1858000.0,,0.0,5.5845,12.7142,0.3736,1.0,-9786000.0,-0.002508784809171602,-0.0008424233731855646,0.004429984116411333,0.008124199415893835,-0.0015449300260502328,-0.004600889652350789,,0.010028180560536967,0.0,3594646000.0,105615000.0,152401000.0,,156038000.0,5900000.0,1.0,1.0,0.0,25.830677966101696,1.4434443,68.71,48.17,0.97541,3222.626,9.1382,1.0649,0.5442
2017-02-28,4922580000.0,3184842000.0,1736460000.0,352450000.0,818596000.0,25277000.0,14259000.0,6307000.0,7200000.0,0.0,96273000.0,-77042000.0,,802000.0,,0.0,,14.1793,0.4053,0.0,26079000.0,0.00821153381016551,0.0028966517557865996,0.01741884885828907,0.030878479738479056,0.0051349089298701085,0.014556626700298309,,0.03185820600149524,0.0,3734871000.0,106747000.0,158686000.0,,162225000.0,8510000.0,1.0,1.0,0.0,18.647003525264395,1.4434443,68.71,48.17,0.97541,3222.626,9.1382,1.0649,0.5442
2017-05-31,4958795000.0,3184950000.0,1772388000.0,349372000.0,1821390000.0,74836000.0,46041000.0,6307000.0,27400000.0,0.0,96975000.0,-64580000.0,,1500000.0,,0.0,,14.5999,0.4571,0.0,76336000.0,0.02597681771711386,0.009284715339109602,0.02527794706240838,0.041087301456579864,0.015091569625281949,0.04222326036962561,,0.04191084830816025,0.0,4066840000.0,124064000.0,188592000.0,,191799000.0,9150000.0,1.0,1.0,0.0,20.611147540983605,1.4434443,68.71,48.17,0.97541,3222.626,9.1382,1.0649,0.5442
2017-08-31,5099559000.0,3257082000.0,1840942000.0,494807000.0,2965391000.0,151527000.0,96249000.0,6307000.0,56400000.0,1.0,97624000.0,103270000.0,,2151000.0,,0.0,,13.8373,0.4453,1.0,153678000.0,0.05228247277752368,0.018873984985760532,0.03245743984520085,0.05109848920429043,0.029713745835669318,0.08230949155378062,,0.051823857292343574,0.0,4629527000.0,152226000.0,243712000.0,,246307000.0,9790000.0,2.0,2.0,0.0,24.89397344228805,1.4434443,68.71,48.17,0.97541,3222.626,9.1382,1.0649,0.5442
2017-11-30,5041515000.0,3114238000.0,1926311000.0,720861000.0,-1236848000.0,31763000.0,24046000.0,-12614000.0,18400000.0,0.0,-192556000.0,551571000.0,,-1662000.0,,0.0,5.4292,15.0206,0.621,0.0,30101000.0,0.012482927211649624,0.004769598027577028,-0.019441354151844042,-0.02568060101160369,0.006300288702899823,0.01648903006835345,,-0.024336862734952072,0.0,4368529000.0,180595000.0,283403000.0,,286194000.0,6307000.0,1.0,1.0,0.0,44.93467575709529,1.4434443,68.71,48.17,0.97541,3222.626,9.1382,1.0649,0.5442
2018-02-28,4957101000.0,3103482000.0,1852722000.0,560806000.0,871623000.0,44003000.0,-71255000.0,0.0,117300000.0,0.0,87155000.0,-141680000.0,,628000.0,,0.0,,25.5393,0.5492,0.0,44631000.0,-0.03845962858971826,-0.014374328866811469,-0.08174979320187742,0.050483982180369265,0.008876760832591469,0.023750460133792332,,0.051204477165012856,0.0,4421556000.0,95081000.0,302129000.0,,304746000.0,0.0,1.0,1.0,0.0,,1.4434443,68.71,48.17,0.97541,3222.626,9.1382,1.0649,0.5442
2018-05-31,5094736000.0,3178869000.0,1914643000.0,670554000.0,1973046000.0,118201000.0,-13947000.0,0.0,138300000.0,0.0,87370000.0,-19369000.0,,1251000.0,,0.0,,19.1508,0.511,0.0,119452000.0,-0.0072843866976767995,-0.0027375314442200736,-0.007068765756094891,0.059907878478251395,0.023200613338944354,0.0617352686636621,,0.06054192350305061,0.0,4573212000.0,35093000.0,345494000.0,,347862000.0,-6307000.0,1.0,1.0,0.0,54.77945140320279,1.4434443,68.71,48.17,0.97541,3222.626,9.1382,1.0649,0.5442
2018-08-31,4974689000.0,2957540000.0,2015949000.0,354976000.0,3198393000.0,223814000.0,73529000.0,0.0,165500000.0,0.0,101213000.0,-49508000.0,,1882000.0,,0.0,,13.9125,0.4773,0.0,225696000.0,0.036473640950242296,0.014780622467052714,0.02298935746795344,0.06997701658301528,0.044990551168123276,0.11102165778995401,,0.07056543708043383,0.0,4806214000.0,12373000.0,417781000.0,,419880000.0,-12614000.0,0.0,0.0,0.0,33.120421753607104,1.4434443,68.71,48.17,0.97541,3222.626,9.1382,1.0649,0.5442
2018-11-30,5073571000.0,2984576000.0,2087500000.0,575119000.0,-1496060000.0,-40297000.0,182038000.0,0.0,-223500000.0,1.0,-174679000.0,432069000.0,,-1231000.0,,0.0,5.0544,10.9522,0.4104,1.0,-41528000.0,0.08720383233532934,0.0358796595139794,-0.12167827493549724,0.026935417028728793,-0.007942531995708742,-0.019303952095808385,,0.02775824499017419,0.0,4547002000.0,170365000.0,345721000.0,,348251000.0,0.0,1.0,1.0,0.0,,1.4434443,68.71,48.17,0.97541,3222.626,9.1382,1.0649,0.5442
2019-02-28,5173656000.0,5173656000.0,2128497000.0,512407000.0,811483000.0,,30011000.0,,4500000.0,0.31,96962000.0,-198210000.0,,6446000.0,,0.0,,7.317,0.443,0.31,,0.014099620530355458,0.005800733562494298,0.036982906604328125,,,,,,0.0,4486862000.0,271631000.0,,,,,1.31,1.31,,,1.4434443,68.71,48.17,0.97541,3222.626,9.1382,1.0649,0.5442
2019-05-31,4919953000.0,2723292000.0,2195210000.0,179764000.0,1833286000.0,88963000.0,77472000.0,,13800000.0,0.0,94635000.0,-180334000.0,,12780000.0,,0.0,,8.4693,0.5031,0.0,101743000.0,0.03529138442335813,0.015746491887219247,0.04225854558426781,0.048526525593933514,0.018082083304454332,0.040525963347470176,,0.055497614665687735,0.0,4347102000.0,363050000.0,,,,,1.31,1.31,,,1.4434443,68.71,48.17,0.97541,3222.626,9.1382,1.0649,0.5442
2019-08-31,5035170000.0,2771158000.0,2262229000.0,184837000.0,2994072000.0,175604000.0,145608000.0,,37600000.0,1.55,94032000.0,-152144000.0,,19825000.0,,0.0,,10.1472,0.5665,1.55,195429000.0,0.06436483662794527,0.028918189455370922,0.048632097023718866,0.05865056017356964,0.03487548583265312,0.077624325388809,,0.06527197742739653,0.0,4142781000.0,435129000.0,,,,,2.8600000000000003,2.8600000000000003,,,1.4434443,68.71,48.17,0.97541,3222.626,9.1382,1.0649,0.5442
2019-11-30,5015482000.0,2630302000.0,2383122000.0,454858000.0,-1086094000.0,77569000.0,15684000.0,0.0,23500000.0,0.99,-191791000.0,781730000.0,,-11851000.0,,0.0,5.2377,11.1166,0.6563,0.99,65718000.0,0.0065812828717959045,0.0031271171943195093,-0.01444073901522336,-0.07142015332006253,0.015465911352089391,0.03254931975786384,,-0.060508574764246925,0.0,4552747000.0,268775000.0,,,,,2.85,2.85,,,1.4434443,68.71,48.17,0.97541,3222.626,9.1382,1.0649,0.5442
2020-02-29,5052834000.0,5052834000.0,2443104000.0,430927000.0,1075935000.0,,59748000.0,,9100000.0,0.63,94205000.0,-9866000.0,,7316000.0,,0.0,,10.3898,0.6438,0.63,,0.02445577429368541,0.0118246512749083,0.05553123562296979,,,,,,0.0,4817199000.0,298512000.0,,,,,3.17,3.17,,,1.4434443,68.71,48.17,0.97541,3222.626,9.1382,1.0649,0.5442
2020-05-31,5042002000.0,2549800000.0,2490354000.0,576033000.0,1989905000.0,117182000.0,111737000.0,,24900000.0,1.19,93628000.0,154694000.0,15224000.0,14510000.0,139470000.0,0.0,,10.0881,0.6492,1.19,131692000.0,0.04486791837626297,0.022161236746831913,0.056151926850779306,0.0588882383832394,0.023241164918220977,0.0470543545214857,0.07008877308213206,0.06618004377093378,0.0,4973818000.0,332777000.0,,,,,4.359999999999999,4.359999999999999,,,1.4434443,68.71,48.17,0.97541,3222.626,9.1382,1.0649,0.5442
2020-08-31,5177427000.0,2610054000.0,2565308000.0,723126000.0,2988918000.0,208934000.0,190152000.0,,47800000.0,2.02,93788000.0,329211000.0,21154000.0,21583000.0,308057000.0,0.0,,10.3341,0.712,2.02,230517000.0,0.07412443262173588,0.03672712333751881,0.06361900861783427,0.06990288793469744,0.040354793993232545,0.08144597062029199,0.10306639392582868,0.07712389567060722,0.0,4968664000.0,377321000.0,,,,,4.83,4.83,,,1.4434443,68.71,48.17,0.97541,3222.626,9.1382,1.0649,0.5442
2020-11-30,5356442000.0,2688044000.0,2665769000.0,682529000.0,-1871584000.0,,-65394000.0,,-14000000.0,-0.71,-187535000.0,-163361000.0,-7537000.0,-15013000.0,-170898000.0,0.0,5.3689,10.7586,0.7619,-0.71,,-0.024531007750484005,-0.012208477194376417,0.03494045685365979,,,,0.09131195821293621,,0.0,4183174000.0,296243000.0,,,,,3.13,3.13,,,1.4434443,68.71,48.17,0.97541,3222.626,9.1382,1.0649,0.5442
2021-02-28,5390442000.0,2676658000.0,,569793000.0,1141738000.0,,97051000.0,,26500000.0,1.02,94903000.0,-79265000.0,9098000.0,7080000.0,-88363000.0,0.0,,11.1776,0.8774,1.02,,,0.018004274974111584,0.0850028640546255,,,,-0.07739341249918984,,,4248977000.0,333546000.0,,188266000.0,,,3.52,3.52,,,1.4434443,68.71,48.17,0.97541,3222.626,9.1382,1.0649,0.5442
2021-05-31,5618933000.0,2730126000.0,2886865000.0,609047000.0,2582630000.0,283130000.0,240415000.0,,56800000.0,2.52,95143000.0,-18067000.0,18286000.0,14496000.0,-36353000.0,0.0,,10.22,0.9093,2.52,297626000.0,0.08327892021275675,0.04278659311296291,0.09308921525731521,0.10962855693614648,0.05038857021430937,0.09807524771681392,-0.014075961326244953,0.11524143992751575,0.0,4841702000.0,462224000.0,,12443000.0,,,4.85,4.85,,,1.4434443,68.71,48.17,0.97541,3222.626,9.1382,1.0649,0.5442
2021-08-31,5756347000.0,2912306000.0,2841733000.0,351345000.0,4049732000.0,457031000.0,390512000.0,,80900000.0,4.11,94512000.0,-180225000.0,28219000.0,21296000.0,-208444000.0,0.0,,7.5798,0.7178,4.11,478327000.0,0.13742036989400483,0.06784024660083904,0.09642909703654463,0.11285462840504014,0.07939601278380196,0.16082826922867138,-0.051471060307200577,0.11811324798776808,0.0,5902516000.0,662584000.0,,-504058000.0,,,6.940000000000001,6.940000000000001,,,1.4434443,68.71,48.17,0.97541,3222.626,9.1382,1.0649,0.5442
2021-11-30,5835918000.0,2813758000.0,3019475000.0,292136000.0,-2049170000.0,-63973000.0,-163232000.0,,-33600000.0,-1.6400000000000006,-190971000.0,240261000.0,-16204000.0,-14232000.0,224057000.0,0.0,5.0009,6.1943,0.6111,-1.6400000000000006,-78205000.0,-0.05405972892638621,-0.027970235359715472,0.07965761747439207,0.03121898134366597,-0.01096194291969147,-0.021186795717798624,-0.10934036707545006,0.03816423234773103,0.0,5724930000.0,564746000.0,,-109103000.0,,,6.010000000000001,6.010000000000001,,,1.4434443,68.71,48.17,0.97541,3222.626,9.1382,1.0649,0.5442
2022-02-28,6188327000.0,3051203000.0,3134316000.0,242737000.0,1398789000.0,,134257000.0,,43800000.0,1.47,91067000.0,-251035000.0,10563000.0,7627000.0,-261598000.0,0.0,,6.0917,0.613,1.47,,0.04283454508096823,0.02169520130400349,0.0959808806045801,,,,-0.1870174844097287,,0.0,5981981000.0,601952000.0,,-282338000.0,,,6.46,6.46,,,1.4434443,68.71,48.17,0.97541,3222.626,9.1382,1.0649,0.5442
2022-05-31,6579477000.0,3285207000.0,3290995000.0,246581000.0,3118851000.0,441184000.0,344927000.0,,116000000.0,3.79,90690000.0,-314812000.0,22122000.0,15534000.0,-336934000.0,0.0,,4.4921,0.4802,3.79,456718000.0,0.1048093357783892,0.052424683603271204,0.11059425410191125,0.14145722254766258,0.06705456983890969,0.13405793688534925,-0.10803145132614543,0.1464379029328429,0.0,6518202000.0,706464000.0,,-582919000.0,,,7.73,7.73,,,1.4434443,68.71,48.17,0.97541,3222.626,9.1382,1.0649,0.5442
2022-08-31,6730589000.0,3236891000.0,3490608000.0,197257000.0,4963746000.0,770791000.0,600256000.0,,186900000.0,6.63,90075000.0,-223999000.0,33766000.0,23861000.0,-257765000.0,0.0,,3.1659,0.3693,6.63,794652000.0,0.17196316515632806,0.08918327950198712,0.1209280249231125,0.15528413420025924,0.11452058653410571,0.22081855080834056,-0.0519295306407701,0.1600911891946123,0.0,7432216000.0,916208000.0,,-632240000.0,,,10.25,10.25,,,1.4434443,68.71,48.17,0.97541,3222.626,9.1382,1.0649,0.5442
2022-11-30,6651930000.0,2988007000.0,3660795000.0,330198000.0,-2577610000.0,-156949000.0,-262774000.0,,-91300000.0,-2.8000000000000007,-182484000.0,973264000.0,-21217000.0,-14703000.0,952047000.0,0.0,5.6028,3.2896,0.3891,-2.8000000000000007,-171652000.0,-0.07178058317933673,-0.03950342231502737,0.1019448248571351,0.06088935098793068,-0.023594505654749826,-0.04287292787495612,-0.3693526173470773,0.06659347224754715,0.0,6903776000.0,816666000.0,,95750000.0,,,9.09,9.09,,,1.4434443,68.71,48.17,0.97541,3222.626,9.1382,1.0649,0.5442
2023-02-28,6514101000.0,2817261000.0,3695463000.0,292017000.0,1384314000.0,160908000.0,125500000.0,,36700000.0,1.45,85995000.0,93917000.0,8838000.0,8712000.0,85079000.0,0.0,,3.6012,0.4223,1.45,169620000.0,0.033960561910645566,0.01926589716677712,0.09065862224899843,0.11623663417403855,0.02470148989093046,0.04354204060492555,0.06145932209021942,0.12253000403087738,0.0,6889301000.0,807909000.0,1215934000.0,442427000.0,1249338000.0,,9.07,9.07,0.0,,1.4434443,68.71,48.17,0.97541,3222.626,9.1382,1.0649,0.5442
