report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-06-30,790641000.0,417750000.0,119571000.0,419425000.0,371216000.0,,,112000000.0,219420000.0,-52601000.0,-55996000.0,4426000.0,,,,-22626000.0,8707000.0,0.0,,,4.2158,,-43894000.0,-0.15084479117279428,-0.07082354697011665,-0.2552000729195151,-0.23972746331236897,-0.06652956272189274,-0.1416991724494634,-0.20004557469692827,0.0,3.493740120932333,,,,,,,,,,0.42051232,821.11,476.4869,0.53697,79096.24,17.5578,2.5954,5.5147
2010-09-30,942433000.0,575719000.0,133833000.0,594369000.0,348064000.0,,,325286000.0,325399000.0,-84695000.0,-89871000.0,6660000.0,,,,138043000.0,13601000.0,0.0,,,5.329,,-71094000.0,-0.2582025144800956,-0.09536062510544516,-0.27618708109121415,-0.26028045568671077,-0.08986845749246897,-0.24333168612668934,-0.2184825398971724,0.0,4.3017716108881965,,,,,,,,,,0.42051232,821.11,476.4869,0.53697,79096.24,17.5578,2.5954,5.5147
2010-12-31,1089432000.0,357622000.0,109056000.0,561617000.0,527815000.0,,,112572000.0,459074000.0,-97472000.0,-104468000.0,9118000.0,0.0,,,96344000.0,19687000.0,0.0,3.2793,,5.8851,,-77785000.0,-0.1979254094711215,-0.09589217133331865,-0.22756244091366534,-0.21232306774071283,-0.0894704763583225,-0.18467076532497181,-0.16943891398772312,0.0,3.279251026995305,,,,,,,,,,0.42051232,821.11,476.4869,0.53697,79096.24,17.5578,2.5954,5.5147
2011-03-31,1074293000.0,325501000.0,112252000.0,556202000.0,518091000.0,,,135376000.0,112204000.0,-40981000.0,-43447000.0,3719000.0,-216000.0,,,-10580000.0,6978000.0,0.0,,,8.6431,,-34003000.0,-0.08385978525008154,-0.04044241189321721,-0.387214359559374,-0.36523653345691776,-0.03814694873744872,-0.0791000036673094,-0.3030462372107946,0.0,2.89973452588818,1116097000.0,-293782000.0,-275749000.0,-226776000.0,23923000.0,,,-0.0,-11.526522593320236,0.42051232,821.11,476.4869,0.53697,79096.24,17.5578,2.5954,5.5147
2011-06-30,1046864000.0,413273000.0,135868000.0,568830000.0,478034000.0,,,254312000.0,220014000.0,-101300000.0,-105952000.0,7766000.0,-1079000.0,-1.18,,-44630000.0,14880000.0,0.0,,,11.2134,-1.18,-86420000.0,-0.22164113849642494,-0.10120894404621804,-0.4815693546774296,-0.46042524566618487,-0.09676519586116249,-0.2119096131237527,-0.39279318588817075,0.0,3.041724320664174,1116691000.0,-343738000.0,-324448000.0,-269302000.0,27263000.0,,,-0.0,-11.900671239408723,0.42051232,821.11,476.4869,0.53697,79096.24,17.5578,2.5954,5.5147
2011-09-30,983031000.0,339872000.0,133235000.0,554778000.0,428253000.0,,,206395000.0,322847000.0,-159757000.0,-168317000.0,11827000.0,-517000.0,-1.87,,-91365000.0,23156000.0,0.0,,,11.6811,-1.87,-136601000.0,-0.393031689211751,-0.17122247416409045,-0.5213522194723816,-0.4948381121707806,-0.16251471215048152,-0.3730435046572937,-0.42311373498901955,0.0,2.5509213044620407,1114139000.0,-422184000.0,-399510000.0,-334809000.0,32430000.0,,,-0.0,-12.319148936170214,0.42051232,821.11,476.4869,0.53697,79096.24,17.5578,2.5954,5.5147
2011-12-31,1323583000.0,652875000.0,148271000.0,837851000.0,485732000.0,,,483610000.0,-209241000.0,96879000.0,95956000.0,-2030000.0,680000.0,0.5999999999999996,,4893000.0,,0.0,4.4903,,11.7177,0.5999999999999996,96879000.0,0.19754926585030427,0.07249715355969365,-0.45859081155222925,-0.4630019929172581,0.07319450310256327,0.19944949066563455,-0.4630019929172581,0.0,4.403254850914879,445824000.0,-221760000.0,-205159000.0,-160145000.0,21282000.0,,,-0.0,-9.640024433793817,0.42051232,821.11,476.4869,0.53697,79096.24,17.5578,2.5954,5.5147
2012-03-31,1350159000.0,696915000.0,160386000.0,846135000.0,504024000.0,,,394585000.0,231789000.0,22201000.0,11651000.0,11160000.0,,,,-87041000.0,,0.0,,,19.9599,,22201000.0,0.0231159627319334,0.008629354024229739,0.050265543231128314,0.09578107675515231,0.01644324853591318,0.044047505674332965,0.09578107675515231,0.0,4.345235868467323,565409000.0,-166662000.0,-141977000.0,-103941000.0,28723000.0,,,-0.0,-4.942972530724506,0.42051232,821.11,476.4869,0.53697,79096.24,17.5578,2.5954,5.5147
2012-06-30,1457500000.0,769193000.0,183220000.0,862843000.0,594657000.0,,,171943000.0,536188000.0,109679000.0,88394000.0,22396000.0,0.0,,,-165418000.0,,0.0,,,15.0748,,109679000.0,0.1486470351816257,0.06064768439108062,0.16485635635262258,0.2045532537095198,0.07525145797598627,0.18444077846556922,0.2045532537095198,0.0,4.198193428664993,881583000.0,27684000.0,69002000.0,92158000.0,43353000.0,,,0.0,1.5916314903236224,0.42051232,821.11,476.4869,0.53697,79096.24,17.5578,2.5954,5.5147
2012-09-30,1660615000.0,948603000.0,178568000.0,854591000.0,806024000.0,,,118998000.0,963875000.0,312043000.0,279862000.0,33809000.0,,2.55,109780000.0,-167800000.0,27162000.0,0.0,,65.5033,13.646,2.55,339205000.0,0.34721298621381,0.16852912926837346,0.2903509272467903,0.32373803657113215,0.18790809429036834,0.3871385963693389,0.35191803916482944,0.0,5.312278795752879,1522611000.0,475863000.0,540802000.0,567964000.0,65335000.0,,,0.0,8.277370475242979,0.42051232,821.11,476.4869,0.53697,79096.24,17.5578,2.5954,5.5147
2012-12-31,2080490000.0,1206012000.0,163550000.0,835105000.0,1245385000.0,,,230276000.0,-353375000.0,13790000.0,370362000.0,-22061000.0,-335848000.0,4.2,5602000.0,345644000.0,9778000.0,0.0,7.374,22.0169,11.9832,4.2,23568000.0,0.2973875548525155,0.17801671721565593,-1.0480707463742482,-0.039023700035373185,0.006628246230455326,0.011072881076936048,-0.06669402193137601,0.0,7.373965148272699,1378477000.0,750269000.0,457713000.0,494653000.0,45304000.0,,,0.0,10.103147624933781,0.42051232,821.11,476.4869,0.53697,79096.24,17.5578,2.5954,5.5147
2013-03-31,2275998000.0,1307122000.0,197244000.0,869650000.0,1406348000.0,,,180362000.0,439664000.0,153050000.0,98874000.0,11675000.0,42957000.0,0.9,109369000.0,86248000.0,9407000.0,0.0,,20.7714,10.966,0.9,162457000.0,0.07030550048778823,0.04344204168896458,0.22488536700753303,0.3481067360529859,0.06724522605028652,0.10882797145514482,0.369502620182685,0.0,6.626929082760439,1586352000.0,837492000.0,588562000.0,634909000.0,45819000.0,,,0.0,12.845369824745193,0.42051232,821.11,476.4869,0.53697,79096.24,17.5578,2.5954,5.5147
