report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2016-07-01,7787100000.0,2162000000.0,1350200000.0,,2369300000.0,3374800000.0,487200000.0,3029800000.0,1463300000.0,585100000.0,,2700000.0,161500000.0,,,487800000.0,61400000.0,426400000.0,3374800000.0,,,,,585100000.0,,,,0.4829691728826985,0.19311505709947852,0.0751370856930051,0.10186104002367646,0.14073536207010365,0.19311505709947852,1.4243869497319883,1.6012442601096133,,,,,,,,,,,,1.1145285,62.42,45.4912,3.97358,17101.578,29.5262,2.7172,3.3255
2016-09-30,8133300000.0,2359200000.0,1369000000.0,,2556000000.0,3509100000.0,724800000.0,4597200000.0,2236200000.0,908300000.0,,26100000.0,234400000.0,1.87,346600000.0,819400000.0,90000000.0,729400000.0,3509100000.0,,,,1.87,908300000.0,,,,0.4864265204907335,0.1975767858696598,0.1116766871995377,0.1497584541062802,0.15866179413556078,0.1975767858696598,1.3728873239436619,1.7233016800584369,,,,,,,,,,,,1.1145285,62.42,45.4912,3.97358,17101.578,29.5262,2.7172,3.3255
2016-12-31,8189800000.0,2488700000.0,1466500000.0,,2687900000.0,3358000000.0,803200000.0,6224300000.0,3032800000.0,1246000000.0,,49000000.0,324700000.0,2.0,347300000.0,1136900000.0,129600000.0,1007300000.0,3358000000.0,1.6967,,,2.0,1246000000.0,,,,0.48725157849075396,0.20018315312565269,0.15214046741068157,0.20609007757323144,0.16183345918416528,0.20018315312565269,1.249302429405856,1.6970337538356632,,,,,,,,,,,,1.1145285,62.42,45.4912,3.97358,17101.578,29.5262,2.7172,3.3255
2017-03-31,8234300000.0,2517400000.0,1401000000.0,,2888400000.0,3262700000.0,817600000.0,1535200000.0,744000000.0,294900000.0,,22600000.0,72600000.0,0.0,351500000.0,148300000.0,26800000.0,121500000.0,3262700000.0,,23.4118,3.8312,0.0,294900000.0,,,,0.484627410109432,0.1920922355393434,0.03581360892850637,0.04794264440506576,0.07914278269932257,0.1920922355393434,1.1295873147763467,1.796859386152748,15386500000.0,,3034300000.0,7476300000.0,2284600000.0,3034300000.0,100400000.0,,,1.0752727152885344,30.22211155378486,1.1145285,62.42,45.4912,3.97358,17101.578,29.5262,2.7172,3.3255
2017-06-30,8467100000.0,2701700000.0,1370800000.0,,3169500000.0,3208100000.0,968400000.0,3164000000.0,1549100000.0,643200000.0,,45300000.0,158100000.0,1.0,351800000.0,394000000.0,55600000.0,338400000.0,3208100000.0,,24.6384,3.9833,1.0,643200000.0,,,,0.48960176991150445,0.20328697850821745,0.07596461598422127,0.10085298544907174,0.10695322376738306,0.20328697850821745,1.0121785770626281,1.9708929092500729,15520700000.0,,3092400000.0,7562100000.0,2196600000.0,3092400000.0,143000000.0,4.87,4.87,1.0374143060406158,21.625174825174824,1.1145285,62.42,45.4912,3.97358,17101.578,29.5262,2.7172,3.3255
2017-09-29,9327000000.0,2695300000.0,1379300000.0,,3474200000.0,3671900000.0,910900000.0,4849300000.0,2388500000.0,999100000.0,,68200000.0,238600000.0,2.0,352200000.0,713000000.0,87700000.0,625300000.0,3671900000.0,,26.3612,4.3641,2.0,999100000.0,,,,0.492545315818778,0.20602973625059287,0.10711911654336871,0.13981052602118638,0.12894644587878662,0.20602973625059287,1.0569051868055956,1.9541071558036684,15772800000.0,,3183200000.0,7714400000.0,2092500000.0,3183200000.0,185100000.0,5.0,5.0,1.1535247549635588,17.197190707725554,1.1145285,62.42,45.4912,3.97358,17101.578,29.5262,2.7172,3.3255
2017-12-31,10500600000.0,2936800000.0,1602300000.0,,3790300000.0,4056200000.0,962100000.0,-2892500000.0,-1383100000.0,-582300000.0,,,-229600000.0,-1.0,-702900000.0,-78900000.0,-34100000.0,-113000000.0,4056200000.0,1.8333,24.1013,4.3734,-1.0,-582300000.0,,,,0.4781676750216076,0.20131374243733793,-0.05545397405862522,-0.07421143184859491,0.039066551426101985,0.20131374243733793,1.0701527583568582,1.832865256194221,6656000000.0,,1354900000.0,3298500000.0,972200000.0,1354900000.0,,2.0,2.0,2.9937264742785445,,1.1145285,62.42,45.4912,3.97358,17101.578,29.5262,2.7172,3.3255
2018-03-30,10655400000.0,3079700000.0,1461400000.0,,4092400000.0,3996900000.0,1015700000.0,1740700000.0,870800000.0,338200000.0,,24600000.0,51700000.0,0.0,354400000.0,171000000.0,31400000.0,139600000.0,3996900000.0,,23.7392,4.5957,0.0,338200000.0,,,,0.5002585166886885,0.19428965358763717,0.03173977513748897,0.04180831468730298,0.08019762164646406,0.19428965358763717,0.9766640602091682,2.1073628027918434,6861500000.0,,1398200000.0,3425300000.0,990300000.0,1398200000.0,,2.0,2.0,2.858603919324846,,1.1145285,62.42,45.4912,3.97358,17101.578,29.5262,2.7172,3.3255
2018-06-29,11986100000.0,4503400000.0,2298700000.0,,5624600000.0,2927400000.0,2368200000.0,3596700000.0,1809700000.0,720600000.0,,49900000.0,112700000.0,1.0,354700000.0,512800000.0,58700000.0,454100000.0,2927400000.0,,23.1523,4.7269,1.0,720600000.0,,,,0.5031556704757139,0.2003503211277004,0.06011963858135674,0.08426099158091674,0.12625462229265716,0.2003503211277004,0.5204636774170608,1.9591073215295602,7294200000.0,,1475600000.0,3685900000.0,1106000000.0,1475600000.0,,2.0,2.0,1.9838709677419355,,1.1145285,62.42,45.4912,3.97358,17101.578,29.5262,2.7172,3.3255
2018-09-28,13862800000.0,3414300000.0,3479500000.0,,5830300000.0,3178000000.0,1145100000.0,5436800000.0,2734000000.0,1042100000.0,,74300000.0,163700000.0,2.21,354800000.0,899600000.0,93700000.0,805900000.0,3178000000.0,,25.8245,5.2479,2.21,1042100000.0,,,,0.5028693349028841,0.19167525014714537,0.0751724038433794,0.11568220418946971,0.14823057680988816,0.19167525014714537,0.5450834433905631,0.9812616755280931,7881700000.0,,1518600000.0,4031400000.0,1286600000.0,1518600000.0,,2.21,2.21,2.092716976162255,,1.1145285,62.42,45.4912,3.97358,17101.578,29.5262,2.7172,3.3255
