report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,debt_to_ebitda,interest_coverage
2011-09-10,14514800000.0,3761400000.0,4336900000.0,9944400000.0,4565600000.0,3772600000.0,180500000.0,30032600000.0,8161300000.0,744500000.0,301100000.0,187900000.0,271000000.0,0.85,353700000.0,710900000.0,682500000.0,794300000.0,28400000.0,3772600000.0,0.85,1538800000.0,0.06594971088137375,0.020744343704356932,0.010025771994432716,0.2717480338032671,0.024789728495035395,0.05129247388872048,0.08928785589215898,0.0009456390722082004,0.05123765508147813,0.8263097949886105,0.867301528741728,,,,,,,,,
2011-12-31,15073600000.0,4186800000.0,5038300000.0,11384500000.0,3683100000.0,4165000000.0,729400000.0,43630200000.0,11793700000.0,1134600000.0,516700000.0,272200000.0,363900000.0,1.49,343800000.0,2023600000.0,1094700000.0,,928900000.0,4165000000.0,1.49,1134600000.0,0.1402894300996443,0.03427847362275767,0.011842714450082741,0.2703104730209809,0.02600492319540135,0.07527067190319499,0.14457002331774568,0.02129029892138931,0.02600492319540135,1.130840867747278,0.8309945815056666,,,,,,,,,
2012-03-24,14779500000.0,3860700000.0,4411400000.0,12018600000.0,2754700000.0,5438400000.0,134500000.0,10003000000.0,2685200000.0,189800000.0,72900000.0,71400000.0,42100000.0,,271900000.0,-541800000.0,308400000.0,,-850200000.0,5438400000.0,,189800000.0,0.02646386176353142,0.004932507865624683,0.007287813655903229,0.2684394681595521,0.018974307707687692,0.012842112385398695,0.02316583466575533,-0.08499450164950514,0.018974307707687692,1.9742258685156278,0.8751643469193453,,,,,,,,,
2012-06-16,14870600000.0,4106600000.0,4461700000.0,12278200000.0,2586000000.0,5658000000.0,252500000.0,20389900000.0,5414200000.0,437000000.0,195600000.0,145000000.0,98000000.0,0.76,255900000.0,-90800000.0,527600000.0,,-618400000.0,5658000000.0,0.76,437000000.0,0.07563805104408353,0.013153470606431482,0.00959298476206357,0.26553342586280465,0.021432179657575566,0.029386843839522277,0.05300824842309559,-0.030328741190491372,0.021432179657575566,2.187935034802784,0.9204115023421566,104055700000.0,1086300000.0,2505900000.0,28054400000.0,-511300000.0,3300200000.0,676500000.0,1.7144415489970304,3.704212860310421
2012-09-08,14499600000.0,3808600000.0,3583900000.0,11712800000.0,2780000000.0,5954400000.0,202800000.0,30439000000.0,8071100000.0,655300000.0,352500000.0,216300000.0,147600000.0,1.4,249600000.0,358500000.0,687200000.0,,-328700000.0,5954400000.0,1.4,655300000.0,0.12679856115107913,0.024311015476289,0.011580538125431191,0.2651565425933835,0.02152830250665265,0.04519435018897073,0.07502518776332662,-0.010798646473274418,0.02152830250665265,2.141870503597122,1.062697061859985,104462100000.0,1137700000.0,2416700000.0,27964200000.0,-868400000.0,2416700000.0,704900000.0,2.4638556709562627,3.4284295644772307
2012-12-29,14657000000.0,4167900000.0,4605600000.0,11723600000.0,2927900000.0,4831900000.0,352200000.0,-16625400000.0,-4450500000.0,-178000000.0,-24500000.0,-128700000.0,-25500000.0,0.23999999999999977,-531500000.0,1843800000.0,-595600000.0,,1248200000.0,4831900000.0,0.23999999999999977,-178000000.0,-0.00836777212336487,-0.001671556252984922,0.0014736487543156856,0.26769280739110035,0.010706509317069063,-0.012144367878829228,-0.022938735534420992,-0.07507789286272812,0.010706509317069063,1.6502954335872126,0.9049635226680562,44206500000.0,596500000.0,1104100000.0,11720000000.0,-549100000.0,1104100000.0,304000000.0,4.376324608278236,3.631907894736842
2013-03-23,14443300000.0,4207700000.0,4306300000.0,11447500000.0,2990500000.0,4899200000.0,295000000.0,9994000000.0,2668500000.0,179800000.0,118900000.0,65000000.0,2600000.0,,238600000.0,-555200000.0,144900000.0,,-700100000.0,4899200000.0,,179800000.0,0.039759237585688015,0.008232190704340421,0.011897138282969781,0.2670102061236742,0.01799079447668601,0.012448678626075758,0.02278920618020964,-0.07005203121873124,0.01799079447668601,1.638254472496238,0.9771033137496227,44197500000.0,642500000.0,1094100000.0,11703300000.0,-399000000.0,1094100000.0,297600000.0,4.477835664016086,3.6764112903225805
2013-12-28,17219500000.0,8463700000.0,5856400000.0,11344400000.0,5819500000.0,3515300000.0,4647300000.0,36139100000.0,9494000000.0,635400000.0,3507500000.0,273000000.0,89700000.0,14.38,241500000.0,1244100000.0,767400000.0,,476700000.0,3515300000.0,14.38,635400000.0,0.6027150098805739,0.20369348703504747,0.09705554371857628,0.26270715098051695,0.017582064854963185,0.03690002613316298,0.06806787504820672,0.013190699270319404,0.017582064854963185,0.6040553312140218,1.4452052455433373,59946700000.0,3954400000.0,1292500000.0,15783100000.0,696100000.0,1292500000.0,425600000.0,2.7197678916827854,3.036889097744361
