report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2012-09-30,43548000000.0,9433000000.0,5496000000.0,43548000000.0,21781000000.0,8455000000.0,2780000000.0,5338000000.0,6921000000.0,,151000000.0,296000000.0,,0.37,3813000000.0,,,,11235000000.0,,37.364,2.5581,0.37,,0.006932647720490336,0.0034674382290805546,0.02181765640803352,,,,,,0.5158165373490657,1.7163391557496361,9545000000.0,-1654000000.0,,,,404000000.0,-3.570000000000003,-3.570000000000003,,0.5865347,48.17,25.89,18.2755,29754.418,11.2621,1.4798,1.7311
2012-12-31,43326000000.0,8971000000.0,6003000000.0,43326000000.0,21278000000.0,8455000000.0,3189000000.0,4637000000.0,-4972000000.0,,-1620000000.0,-163000000.0,,-4.01,-2335000000.0,,767000000.0,,11644000000.0,1.4944,,2.2183,-4.01,,-0.07613497509164395,-0.03739094308267553,0.3258246178600161,,,,,,0.5472318826957421,1.4944194569381977,9502000000.0,-206000000.0,,,,406000000.0,-0.5200000000000005,-0.5200000000000005,,0.5865347,48.17,25.89,18.2755,29754.418,11.2621,1.4798,1.7311
2013-03-31,41582000000.0,8403000000.0,6800000000.0,,19708000000.0,7955000000.0,4197000000.0,5275000000.0,1972000000.0,,-1339000000.0,110000000.0,,-3.0,1002000000.0,,704000000.0,,12152000000.0,,,2.5115,-3.0,,-0.0679419525065963,-0.03220143331249098,-0.6790060851926978,,,,,,0.616602394966511,1.2357352941176472,8977000000.0,-1938000000.0,,,,429000000.0,-4.49,-4.49,,0.5865347,48.17,25.89,18.2755,29754.418,11.2621,1.4798,1.7311
2013-06-30,40020000000.0,6357000000.0,4865000000.0,,20066000000.0,7956000000.0,2194000000.0,3363000000.0,5063000000.0,,-656000000.0,218000000.0,,-1.0,2398000000.0,,1378000000.0,,10150000000.0,,,2.2333,-1.0,,-0.032692116017143426,-0.016391804097951025,-0.1295674501283824,,,,,,0.50583075849696,1.3066803699897225,8984000000.0,-3464000000.0,,,,461000000.0,-7.640000000000001,-7.640000000000001,,0.5865347,48.17,25.89,18.2755,29754.418,11.2621,1.4798,1.7311
2013-09-30,40846000000.0,6315000000.0,4782000000.0,,20612000000.0,7956000000.0,2112000000.0,4320000000.0,7783000000.0,,-227000000.0,322000000.0,,0.0,3999000000.0,,2069000000.0,,10068000000.0,,,2.2651,0.0,,-0.011013002134678828,-0.005557459726778632,-0.029166131311833484,,,,,,0.48845332815835435,1.320577164366374,9846000000.0,-3842000000.0,,,,487000000.0,-8.01,-8.01,,0.5865347,48.17,25.89,18.2755,29754.418,11.2621,1.4798,1.7311
2013-12-31,42877000000.0,8005000000.0,6655000000.0,,20499000000.0,7956000000.0,4066000000.0,6066000000.0,-4421000000.0,621000000.0,2202000000.0,,169000000.0,4.0,-1963000000.0,,-1371000000.0,,12022000000.0,1.2029,,2.4183,4.0,-750000000.0,0.10741987414020196,0.05135620495836929,-0.49807735806378645,-0.14046595792807057,0.014483289409240385,0.019095353771409244,,0.16964487672472292,0.5864676325674423,1.202854996243426,10397000000.0,-20000000.0,,,,,0.0,0.0,,0.5865347,48.17,25.89,18.2755,29754.418,11.2621,1.4798,1.7311
2014-03-31,52765000000.0,5020000000.0,7580000000.0,,20494000000.0,11739000000.0,3773000000.0,2027000000.0,3725000000.0,690000000.0,324000000.0,,231000000.0,0.0,,,739000000.0,,15512000000.0,,16.6042,2.247,0.0,1429000000.0,0.015809505221040306,0.006140433999810481,0.08697986577181208,0.18523489932885906,0.013076850184781578,0.01916347275454091,,0.3836241610738255,0.7569044598419049,0.662269129287599,12150000000.0,1643000000.0,,,,,3.0,3.0,,0.5865347,48.17,25.89,18.2755,29754.418,11.2621,1.4798,1.7311
2014-06-30,51115000000.0,4392000000.0,4679000000.0,,21474000000.0,11880000000.0,475000000.0,1706000000.0,8235000000.0,2464000000.0,999000000.0,,1085000000.0,2.0,,,1567000000.0,,12355000000.0,,19.8087,2.3879,2.0,4031000000.0,0.04652137468566639,0.019544165117871465,0.12131147540983607,0.299210686095932,0.04820502787831361,0.07283691507286648,,0.48949605343047964,0.5753469311725808,0.938662107287882,15322000000.0,3298000000.0,,,,,6.0,6.0,,0.5865347,48.17,25.89,18.2755,29754.418,11.2621,1.4798,1.7311
2014-09-30,50839000000.0,5973000000.0,5994000000.0,,22176000000.0,10161000000.0,1898000000.0,3408000000.0,13571000000.0,4238000000.0,2015000000.0,,1698000000.0,4.0,,,2409000000.0,,12059000000.0,,12.5528,1.7233,4.0,6647000000.0,0.09086399711399712,0.0396349259426818,0.14847837300125266,0.31228354579618306,0.08336119907944688,0.12379144150722944,,0.4897944145604598,0.543786075036075,0.9964964964964965,21110000000.0,5540000000.0,8013000000.0,,11357000000.0,,10.0,10.0,1.061812098265387,0.5865347,48.17,25.89,18.2755,29754.418,11.2621,1.4798,1.7311
2014-12-31,50637000000.0,6498000000.0,5935000000.0,,21539000000.0,9830000000.0,1432000000.0,1480000000.0,-5965000000.0,-2694000000.0,-1731000000.0,,-646000000.0,-3.0,5981000000.0,6462000000.0,-1396000000.0,-481000000.0,11262000000.0,1.0949,15.5787,1.2795,-3.0,-4090000000.0,-0.08036584799665723,-0.034184489602464604,0.29019279128248116,0.45163453478625315,-0.05320220392203329,-0.0821316423279778,0.08063704945515507,0.6856663872590109,0.5228654997910767,1.09486099410278,19566000000.0,1607000000.0,4698000000.0,,8017000000.0,,3.0,3.0,1.404764874641387,0.5865347,48.17,25.89,18.2755,29754.418,11.2621,1.4798,1.7311
2015-03-31,45342000000.0,5806000000.0,5560000000.0,,17997000000.0,10301000000.0,1448000000.0,1858000000.0,3265000000.0,-5495000000.0,-3599000000.0,,-2035000000.0,-8.0,,404000000.0,930000000.0,,11749000000.0,,,1.2977,-8.0,-4565000000.0,-0.19997777407345668,-0.07937453133959683,-1.1022970903522205,-1.6830015313935682,-0.12119006660491377,-0.18473072009681973,,-1.3981623277182236,0.6528310273934544,1.0442446043165468,19106000000.0,-2316000000.0,-1487000000.0,,2023000000.0,,-5.0,-5.0,5.8077113198220465,0.5865347,48.17,25.89,18.2755,29754.418,11.2621,1.4798,1.7311
2015-06-30,40606000000.0,4730000000.0,3998000000.0,,15323000000.0,11375000000.0,670000000.0,1725000000.0,6658000000.0,-9858000000.0,-6415000000.0,,-3721000000.0,-15.0,,417000000.0,1744000000.0,,12045000000.0,,,1.3595,-15.0,-8114000000.0,-0.41865170005873525,-0.1579815790769837,-0.9635025533193151,-1.4806248122559327,-0.2427720041373196,-0.36020169541069863,,-1.2186842895764494,0.7860732232591529,1.1830915457728863,17529000000.0,-9730000000.0,-13809000000.0,,-10122000000.0,,-22.0,-22.0,-1.1899822169531713,0.5865347,48.17,25.89,18.2755,29754.418,11.2621,1.4798,1.7311
2015-09-30,34351000000.0,4298000000.0,3501000000.0,,11548000000.0,11400000000.0,500000000.0,1787000000.0,10259000000.0,-15302000000.0,-9922000000.0,,-5435000000.0,-24.0,,530000000.0,2488000000.0,,11900000000.0,,,0.9379,-24.0,-12814000000.0,-0.8591963976446138,-0.2888416639981369,-0.9671507944244079,-1.4915683789843064,-0.44546010305376843,-0.6525929716820198,,-1.2490496149722194,1.0304814686525805,1.2276492430734076,14217000000.0,-21667000000.0,-33349000000.0,,-29583000000.0,,-50.0,-50.0,-0.40225805361187167,0.5865347,48.17,25.89,18.2755,29754.418,11.2621,1.4798,1.7311
2015-12-31,29532000000.0,4026000000.0,3295000000.0,,7049000000.0,12137000000.0,976000000.0,2310000000.0,-7037000000.0,9928000000.0,5482000000.0,,5126000000.0,12.0,,-244000000.0,-2033000000.0,,13113000000.0,1.2203,,1.0005,12.0,7895000000.0,0.7776989643921124,0.18562914804280103,-0.7790251527639619,-1.4108284780446212,0.3361777055397535,0.4924114671163575,,-1.1219269575103026,1.8602638672152079,1.2218512898330804,13145000000.0,-14454000000.0,-20727000000.0,,-17598000000.0,,-35.0,-35.0,-0.7451414933515172,0.5865347,48.17,25.89,18.2755,29754.418,11.2621,1.4798,1.7311
2016-03-31,28637000000.0,2950000000.0,2600000000.0,,6410000000.0,12195000000.0,350000000.0,1635000000.0,2126000000.0,-3500000000.0,-3056000000.0,,-217000000.0,-6.0,,1627000000.0,542000000.0,,12545000000.0,,,1.1974,-6.0,-2958000000.0,-0.4767550702028081,-0.10671508887104096,-1.4374412041392286,-1.6462841015992473,-0.12221950623319482,-0.1846478501714587,,-1.3913452492944496,1.9570982839313573,1.1346153846153846,12006000000.0,-13911000000.0,-18732000000.0,,-15991000000.0,,-33.0,-33.0,-0.7845037833781502,0.5865347,48.17,25.89,18.2755,29754.418,11.2621,1.4798,1.7311
2016-06-30,-57000000.0,3982000000.0,2929000000.0,,4847000000.0,12357000000.0,350000000.0,1723000000.0,-359000000.0,-4997000000.0,-460000000.0,,-6000000.0,-9.0,,1638000000.0,247000000.0,,12707000000.0,,,1.7111,-9.0,-4750000000.0,-0.09490406436971323,8.070175438596491,1.2813370473537604,13.919220055710307,87.66666666666667,-0.2846644639398428,,13.231197771587743,2.6216216216216215,1.3595083646295665,4989000000.0,-7956000000.0,-13871000000.0,,-12627000000.0,,-27.0,-27.0,-1.0063356299992081,0.5865347,48.17,25.89,18.2755,29754.418,11.2621,1.4798,1.7311
2016-09-30,26813000000.0,4451000000.0,2851000000.0,,5840000000.0,11004000000.0,350000000.0,2385000000.0,8847000000.0,-3532000000.0,-3633000000.0,,-228000000.0,-7.0,,1641000000.0,1420000000.0,,11354000000.0,,,2.2246,-7.0,-2112000000.0,-0.6220890410958904,-0.13549397680229738,-0.41064767717870465,-0.3992313778682039,-0.13172714727930482,-0.2054204955216936,,-0.23872499152255003,1.944178082191781,1.5612065941774815,3577000000.0,-1667000000.0,-2101000000.0,,-1925000000.0,,-10.0,-10.0,-5.898181818181818,0.5865347,48.17,25.89,18.2755,29754.418,11.2621,1.4798,1.7311
2016-12-31,25913000000.0,3772000000.0,2616000000.0,,5927000000.0,10154000000.0,,1959000000.0,1583000000.0,9134000000.0,3847000000.0,,278000000.0,16.0,,-3265000000.0,-417000000.0,,10154000000.0,1.4419,,2.3924,16.0,8717000000.0,0.6490636072211912,0.14845830278238722,2.4301958307012,5.770056854074542,0.3524871686026319,0.5679995025185001,,5.506632975363234,1.713176986671166,1.4418960244648318,12197000000.0,-3302000000.0,-2895000000.0,,-1103000000.0,,-6.0,-6.0,-9.205802357207615,0.5865347,48.17,25.89,18.2755,29754.418,11.2621,1.4798,1.7311
2017-03-31,26134000000.0,3775000000.0,2470000000.0,,6466000000.0,10381000000.0,,2119000000.0,3547000000.0,706000000.0,565000000.0,,19000000.0,1.0,,20000000.0,381000000.0,,10381000000.0,,9.3332,2.069,1.0,1087000000.0,0.08738014228270956,0.021619346445243742,0.159289540456724,0.19904144347335775,0.027014616974056785,0.04190657090283136,,0.3064561601353256,1.6054747912155893,1.5283400809716599,13618000000.0,319000000.0,1311000000.0,,2942000000.0,,1.0,1.0,3.528552005438477,0.5865347,48.17,25.89,18.2755,29754.418,11.2621,1.4798,1.7311
2017-06-30,26814000000.0,4086000000.0,2532000000.0,,6899000000.0,10558000000.0,,2369000000.0,6820000000.0,1248000000.0,990000000.0,,26000000.0,1.0,,33000000.0,762000000.0,,10558000000.0,,4.1072,1.6389,1.0,2010000000.0,0.14349905783446876,0.03692101141194898,0.14516129032258066,0.18299120234604105,0.046542850749608414,0.07148994672624162,,0.29472140762463345,1.530366719814466,1.613744075829384,20797000000.0,1769000000.0,7556000000.0,,9702000000.0,,11.0,11.0,1.088229231086374,0.5865347,48.17,25.89,18.2755,29754.418,11.2621,1.4798,1.7311
2017-09-30,27559000000.0,4622000000.0,2832000000.0,,7129000000.0,10383000000.0,20000000.0,2781000000.0,9976000000.0,1574000000.0,1218000000.0,,51000000.0,2.0,,39000000.0,1162000000.0,,10403000000.0,,5.8426,2.0668,2.0,2736000000.0,0.17085145181652406,0.044196088392176786,0.12209302325581395,0.1577786688051323,0.05711382851337131,0.08977869039470682,,0.27425821972734565,1.4592509468368635,1.6320621468926553,21926000000.0,6620000000.0,12662000000.0,,14550000000.0,,20.0,20.0,0.7149828178694158,0.5865347,48.17,25.89,18.2755,29754.418,11.2621,1.4798,1.7311
2017-12-31,30241000000.0,4791000000.0,3315000000.0,,9254000000.0,10291000000.0,115000000.0,2673000000.0,-6394000000.0,,-1875000000.0,,-278000000.0,-3.0,2909000000.0,-46000000.0,-231000000.0,2863000000.0,10406000000.0,1.4452,24.7133,3.4137,-3.0,,-0.2026150853684893,-0.062001917925994514,0.2932436659368158,,,,-0.44776352830778854,,1.1244867084503998,1.4452488687782805,13949000000.0,898000000.0,,,,,1.0,1.0,,0.5865347,48.17,25.89,18.2755,29754.418,11.2621,1.4798,1.7311
2018-03-31,29316000000.0,3635000000.0,3482000000.0,,8905000000.0,9628000000.0,354000000.0,1424000000.0,3810000000.0,,-197000000.0,,-28000000.0,0.0,804000000.0,6000000.0,537000000.0,798000000.0,9982000000.0,,44.8514,2.6701,0.0,,-0.022122403144300955,-0.006719879929048983,-0.05170603674540682,,,,0.2094488188976378,,1.120943290286356,1.0439402642159679,14212000000.0,136000000.0,,,,,0.0,0.0,,0.5865347,48.17,25.89,18.2755,29754.418,11.2621,1.4798,1.7311
2018-06-30,29159000000.0,13820000000.0,8377000000.0,,8014000000.0,5790000000.0,277000000.0,1460000000.0,4447000000.0,,-622000000.0,,-41000000.0,-1.0,,16000000.0,819000000.0,,6067000000.0,,,3.9713,-1.0,,-0.07761417519341153,-0.021331321375904523,-0.13986957499437824,,,,,,0.7570501622161218,1.6497552823206398,11839000000.0,-1476000000.0,,,,,-2.0,-2.0,,0.5865347,48.17,25.89,18.2755,29754.418,11.2621,1.4798,1.7311
2018-09-30,20172000000.0,4757000000.0,3224000000.0,,8898000000.0,5791000000.0,257000000.0,3102000000.0,7026000000.0,,1915000000.0,,-179000000.0,3.0,,35000000.0,1235000000.0,,6048000000.0,,9.7492,3.4318,3.0,,0.21521690267475838,0.09493357128693238,0.27255906632507826,,,,,,0.6797033041132838,1.4754962779156326,8889000000.0,-779000000.0,,,,,-1.0,-1.0,,0.5865347,48.17,25.89,18.2755,29754.418,11.2621,1.4798,1.7311
2018-12-31,19566000000.0,4437000000.0,2226000000.0,,9186000000.0,5785000000.0,162000000.0,2414000000.0,-4549000000.0,,1968000000.0,,404000000.0,4.1,,-2000000.0,-933000000.0,,5947000000.0,1.9933,3.4443,1.1863,4.1,,0.21423905943827565,0.10058264336093223,-0.4326225544075621,,,,,,0.6473982146745046,1.9932614555256065,10734000000.0,3064000000.0,,,,,6.1,6.1,,0.5865347,48.17,25.89,18.2755,29754.418,11.2621,1.4798,1.7311
2019-03-31,18077000000.0,2703000000.0,1968000000.0,18077000000.0,7857000000.0,5786000000.0,,1327000000.0,1501000000.0,,-317000000.0,,-110000000.0,-0.74,377000000.0,11000000.0,459000000.0,366000000.0,5786000000.0,,4.6957,1.7075,-0.74,,-0.04034618811251114,-0.01753609559108259,-0.2111925383077948,,,,0.24383744170552965,,0.7364133893343515,1.3734756097560976,8425000000.0,2944000000.0,,,,,5.359999999999999,5.359999999999999,,0.5865347,48.17,25.89,18.2755,29754.418,11.2621,1.4798,1.7311
2019-06-30,16649000000.0,5167000000.0,3467000000.0,,6994000000.0,4294000000.0,,3470000000.0,3149000000.0,,178000000.0,,-39000000.0,0.0,,23000000.0,774000000.0,,4294000000.0,,3.1054,1.5037,0.0,,0.025450386045181583,0.010691332812781548,0.056525881232137185,,,,,,0.6139548184157849,1.490337467551197,7127000000.0,3744000000.0,,,,,6.359999999999999,6.359999999999999,,0.5865347,48.17,25.89,18.2755,29754.418,11.2621,1.4798,1.7311
2019-09-30,14394000000.0,2846000000.0,1658000000.0,,6542000000.0,4295000000.0,,1375000000.0,4996000000.0,,287000000.0,,16000000.0,0.0,,28000000.0,1176000000.0,,4295000000.0,,6.7723,1.2847,0.0,,0.043870376031794556,0.019938863415311935,0.05744595676541233,,,,,,0.6565270559461939,1.7165259348612787,5097000000.0,2116000000.0,,,,,3.3599999999999994,3.3599999999999994,,0.5865347,48.17,25.89,18.2755,29754.418,11.2621,1.4798,1.7311
2019-12-31,13717000000.0,3851000000.0,1927000000.0,,5802000000.0,4294000000.0,,1464000000.0,-3426000000.0,,-503000000.0,,103000000.0,-0.15000000000000002,,-31000000.0,-912000000.0,,4294000000.0,1.9984,,1.6037,-0.15000000000000002,,-0.08669424336435712,-0.036669825763650944,0.14681844716870987,,,,,,0.7400896242674939,1.998443175921121,6220000000.0,-355000000.0,,,,,-0.89,-0.89,,0.5865347,48.17,25.89,18.2755,29754.418,11.2621,1.4798,1.7311
2020-03-31,11144000000.0,4055000000.0,1554000000.0,,3919000000.0,4295000000.0,,1527000000.0,2087000000.0,,-1816000000.0,,-417000000.0,-4.0,,4000000.0,401000000.0,,4295000000.0,,,0.3661,-4.0,,-0.463383516203113,-0.16295764536970567,-0.870148538572113,,,,,,1.095942842561878,2.6093951093951095,6806000000.0,-1854000000.0,,,,,-4.15,-4.15,,0.5865347,48.17,25.89,18.2755,29754.418,11.2621,1.4798,1.7311
2020-06-30,10357000000.0,3378000000.0,1452000000.0,,3227000000.0,4296000000.0,,1474000000.0,2481000000.0,,-2486000000.0,,-420000000.0,-6.0,,5000000.0,700000000.0,,4296000000.0,,,0.7462,-6.0,,-0.7703749612643322,-0.24003089697788935,-1.0020153164046754,,,,,,1.3312674310505113,2.3264462809917354,6138000000.0,-4518000000.0,,,,,-10.15,-10.15,,0.5865347,48.17,25.89,18.2755,29754.418,11.2621,1.4798,1.7311
2020-09-30,10326000000.0,3477000000.0,1709000000.0,,3023000000.0,4297000000.0,,1707000000.0,3548000000.0,,-2578000000.0,,-510000000.0,-6.0,,936000000.0,999000000.0,,4297000000.0,,,0.7049,-6.0,,-0.8527952365200132,-0.24966104977726128,-0.7266065388951521,,,,,,1.4214356599404565,2.034523112931539,4690000000.0,-7383000000.0,,,,,-16.15,-16.15,,0.5865347,48.17,25.89,18.2755,29754.418,11.2621,1.4798,1.7311
2020-12-31,9912000000.0,3260000000.0,1440000000.0,,2885000000.0,4298000000.0,,,-3288000000.0,,4200000000.0,,800000000.0,8.879999999999999,,,-800000000.0,,4298000000.0,2.2639,,1.2526,8.879999999999999,,1.4558058925476602,0.423728813559322,-1.2773722627737227,,,,,,1.4897746967071057,2.263888888888889,4828000000.0,-2680000000.0,,,,,-7.120000000000001,-7.120000000000001,,0.5865347,48.17,25.89,18.2755,29754.418,11.2621,1.4798,1.7311
2021-03-31,20457000000.0,3467000000.0,2945000000.0,,8353000000.0,7042000000.0,,,1762000000.0,,213000000.0,,-248000000.0,0.32,,499000000.0,467000000.0,,7042000000.0,,,3.2661,0.32,,0.02549982042379983,0.010412083883267342,0.12088535754824063,,,,,,0.8430504010535137,1.1772495755517827,4503000000.0,-651000000.0,,,,,-2.8000000000000016,-2.8000000000000016,,0.5865347,48.17,25.89,18.2755,29754.418,11.2621,1.4798,1.7311
2021-06-30,20065000000.0,3076000000.0,3072000000.0,,8399000000.0,6502000000.0,,,4467000000.0,,469000000.0,,-205000000.0,0.7,,1003000000.0,1003000000.0,,6502000000.0,,71.8498,3.0277,0.7,,0.05583998095011311,0.023374034388238225,0.1049921647638236,,,,,,0.7741397785450649,1.0013020833333333,6489000000.0,2304000000.0,,,,,3.8999999999999986,3.8999999999999986,,0.5865347,48.17,25.89,18.2755,29754.418,11.2621,1.4798,1.7311
2021-09-30,21057000000.0,4227000000.0,3505000000.0,,8924000000.0,6492000000.0,,,7933000000.0,,1307000000.0,,-85000000.0,1.95,,1477000000.0,1581000000.0,,6492000000.0,,19.9505,2.6936,1.95,,0.1464589870013447,0.0620696205537351,0.16475482163116098,,,,,,0.7274764679515913,1.2059914407988588,10874000000.0,6189000000.0,,,,,11.849999999999998,11.849999999999998,,0.5865347,48.17,25.89,18.2755,29754.418,11.2621,1.4798,1.7311
2021-12-31,21025000000.0,4249000000.0,3087000000.0,,9262000000.0,6482000000.0,,,-1956000000.0,,824000000.0,,603000000.0,1.2200000000000006,,,-893000000.0,,6482000000.0,1.3764,10.6014,2.5022,1.2200000000000006,,0.0889656661628158,0.03919143876337693,-0.4212678936605317,,,,,,0.6998488447419564,1.3764172335600906,12206000000.0,2813000000.0,,,,,4.19,4.19,,0.5865347,48.17,25.89,18.2755,29754.418,11.2621,1.4798,1.7311
2022-03-31,21778000000.0,4973000000.0,3754000000.0,,9300000000.0,6471000000.0,,,3812000000.0,,989000000.0,,267000000.0,1.48,1837000000.0,,489000000.0,,6471000000.0,,10.9429,2.8117,1.48,,0.10634408602150537,0.04541280191018459,0.25944386149003146,,,,,,0.6958064516129032,1.3247202983484283,14256000000.0,3589000000.0,,,,,5.3500000000000005,5.3500000000000005,,0.5865347,48.17,25.89,18.2755,29754.418,11.2621,1.4798,1.7311
2022-06-30,23194000000.0,6351000000.0,4094000000.0,,10090000000.0,6461000000.0,,,9438000000.0,,2921000000.0,,824000000.0,4.4,4515000000.0,,1017000000.0,,6461000000.0,,6.8665,2.1047,4.4,,0.2894945490584737,0.12593774251961715,0.30949353676626407,,,,,,0.6403369672943509,1.551294577430386,19227000000.0,6041000000.0,,,,,9.05,9.05,,0.5865347,48.17,25.89,18.2755,29754.418,11.2621,1.4798,1.7311
