report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2022-09-30,23557000000.0,4009000000.0,3460000000.0,,10873000000.0,6196000000.0,255000000.0,,14870000000.0,,4814000000.0,,1389000000.0,7.0,6619000000.0,,1598000000.0,,6451000000.0,,6.2223,2.0543,7.0,,0.44274809160305345,0.20435539330135416,0.32373907195696033,,,,,,0.5933045157730157,1.158670520231214,26164000000.0,9548000000.0,,,,,14.100000000000001,14.100000000000001,,0.5865347,48.17,25.89,18.2755,29754.418,11.2621,1.4798,1.7311
2022-12-31,23721000000.0,3891000000.0,3105000000.0,,11167000000.0,6189000000.0,251000000.0,,-8951000000.0,,-2709000000.0,,-742000000.0,-3.880000000000001,,,-881000000.0,,6440000000.0,1.2531,6.6848,2.0976,-3.880000000000001,,-0.2425897734395988,-0.11420260528645504,0.30264774885487655,,,,,,0.5766992030088655,1.2531400966183575,19169000000.0,6015000000.0,,,,,9.0,9.0,,0.5865347,48.17,25.89,18.2755,29754.418,11.2621,1.4798,1.7311
2023-03-31,23420000000.0,3189000000.0,2931000000.0,,10977000000.0,6175000000.0,247000000.0,,3823000000.0,,995000000.0,,221000000.0,1.0,1677000000.0,,615000000.0,,6422000000.0,,5.4216,1.702,1.0,,0.09064407397285233,0.042485055508112726,0.26026680617316245,,,,,,0.5850414503051836,1.0880245649948823,19180000000.0,6021000000.0,,,,,8.52,8.52,,0.5865347,48.17,25.89,18.2755,29754.418,11.2621,1.4798,1.7311
2023-06-30,23355000000.0,2605000000.0,2669000000.0,,11021000000.0,6169000000.0,244000000.0,,7277000000.0,,1685000000.0,,420000000.0,2.0,3082000000.0,,1253000000.0,,6413000000.0,,5.3665,1.4875,2.0,,0.15288993739225115,0.072147291800471,0.23155146351518482,,,,,,0.5818891207694401,0.9760209816410641,17019000000.0,4785000000.0,,,,,6.119999999999999,6.119999999999999,,0.5865347,48.17,25.89,18.2755,29754.418,11.2621,1.4798,1.7311
2023-09-30,24241000000.0,3212000000.0,3330000000.0,,11639000000.0,5675000000.0,487000000.0,,11113000000.0,,2595000000.0,,572000000.0,4.0,4807000000.0,,1904000000.0,,6162000000.0,,6.1076,1.5213,4.0,,0.2229572987370049,0.1070500391898024,0.23351030324844776,,,,,,0.5294269267119168,0.9645645645645645,13262000000.0,2566000000.0,,,,,3.119999999999999,3.119999999999999,,0.5865347,48.17,25.89,18.2755,29754.418,11.2621,1.4798,1.7311
2024-06-30,25162000000.0,3359000000.0,3016000000.0,,12551000000.0,5665000000.0,475000000.0,,7513000000.0,,1440000000.0,,344000000.0,2.0,3273000000.0,,1490000000.0,,6140000000.0,,8.5534,1.9333,2.0,,0.11473189387299816,0.05722915507511327,0.19166777585518435,,,,,,0.48920404748625607,1.1137267904509285,29726000000.0,6715000000.0,,,,,9.0,9.0,,0.5865347,48.17,25.89,18.2755,29754.418,11.2621,1.4798,1.7311
2024-09-30,30263000000.0,3232000000.0,2906000000.0,,14277000000.0,8884000000.0,0.0,,11537000000.0,,2252000000.0,,583000000.0,3.0,4936000000.0,,2284000000.0,,8884000000.0,,7.565,1.6421,3.0,,0.15773621909364713,0.07441430129200674,0.1951980584207333,,,,,,0.6222595783427891,1.1121816930488644,37440000000.0,7972000000.0,,,,,11.0,11.0,,0.5865347,48.17,25.89,18.2755,29754.418,11.2621,1.4798,1.7311
2024-12-31,30489000000.0,3427000000.0,3309000000.0,,14496000000.0,8398000000.0,485000000.0,,15940000000.0,,2891000000.0,,770000000.0,4.0,6600000000.0,,3255000000.0,,8883000000.0,1.0357,7.437,1.3488,4.0,,0.1994343267108168,0.09482108301354587,0.1813676286072773,,,,,,0.6127897350993378,1.0356603203384709,46103000000.0,9178000000.0,,,,,13.0,13.0,,0.5865347,48.17,25.89,18.2755,29754.418,11.2621,1.4798,1.7311
2025-03-31,30928000000.0,3905000000.0,3618000000.0,,14545000000.0,8395000000.0,485000000.0,,4452000000.0,,494000000.0,,137000000.0,0.0,1942000000.0,,912000000.0,,8880000000.0,,8.703,1.4451,0.0,,0.03396356136129254,0.015972581479565442,0.11096136567834682,,,,,,0.61051907872121,1.0793255942509674,39442000000.0,7077000000.0,,,,,9.0,9.0,,0.5865347,48.17,25.89,18.2755,29754.418,11.2621,1.4798,1.7311
2025-06-30,31390000000.0,4323000000.0,3537000000.0,,15060000000.0,8393000000.0,485000000.0,,8736000000.0,,1393000000.0,,381000000.0,2.0,3487000000.0,,1826000000.0,,8878000000.0,,7.1819,1.1901,2.0,,0.09249667994687916,0.04437719018795795,0.1594551282051282,,,,,,0.5895086321381142,1.2222222222222223,40665000000.0,7030000000.0,,,,,9.0,9.0,,0.5865347,48.17,25.89,18.2755,29754.418,11.2621,1.4798,1.7311
2025-09-30,31221000000.0,3867000000.0,4042000000.0,,15350000000.0,7393000000.0,998000000.0,,13067000000.0,,2080000000.0,,600000000.0,3.0,5177000000.0,,2705000000.0,,8391000000.0,,8.1854,1.274,3.0,,0.13550488599348534,0.06662182505364979,0.1591796127649805,,,,,,0.5466449511400652,0.9567046016823355,42195000000.0,6858000000.0,,,,,9.0,9.0,,0.5865347,48.17,25.89,18.2755,29754.418,11.2621,1.4798,1.7311
2025-12-31,31599000000.0,4006000000.0,4086000000.0,,15528000000.0,7391000000.0,998000000.0,,-9067000000.0,,-1325000000.0,,-333000000.0,-1.0,-3895000000.0,,-1848000000.0,,8389000000.0,0.9804,8.6972,1.3369,-1.0,,-0.08532972694487377,-0.0419317066995791,0.14613433329656997,,,,,,0.5402498712004121,0.9804209495839452,17188000000.0,2642000000.0,,,,,4.0,4.0,,0.5865347,48.17,25.89,18.2755,29754.418,11.2621,1.4798,1.7311
