report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,fcf_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2022-09-30,35672000000.0,8506000000.0,7777000000.0,,10364000000.0,8259000000.0,2115000000.0,,-8377000000.0,,-1726000000.0,-500000000.0,-2.8900000000000006,-1196000000.0,-271000000.0,-145000000.0,-366000000.0,-416000000.0,10374000000.0,1.0937,13.4021,2.3647,-2.8900000000000006,,-0.16653801620995753,-0.04838528818120655,0.206040348573475,,,,0.04965978273845052,,1.0009648784253184,1.0937379452230938,19629000000.0,3231000000.0,2101000000.0,5.41,5.41,1.3085577,165.15,90.0553,3.28091,74055.17,32.0446,3.6401,4.0721
2022-12-31,36241000000.0,9000000000.0,8160000000.0,,10727000000.0,8159000000.0,1792000000.0,,3373000000.0,,2331000000.0,98000000.0,3.0,586700000.0,418000000.0,59000000.0,260000000.0,359000000.0,9951000000.0,,12.1753,3.066,3.0,,0.2173021348000373,0.06431941723462377,0.6910761932997331,,,,0.10643344203972725,,0.9276591777757062,1.1029411764705883,18529000000.0,4666000000.0,2053000000.0,6.91,6.91,1.3085577,165.15,90.0553,3.28091,74055.17,32.0446,3.6401,4.0721
2023-03-31,36147000000.0,8985000000.0,7549000000.0,,11360000000.0,8174000000.0,1959000000.0,,7129000000.0,,3123000000.0,232000000.0,5.0,580100000.0,486000000.0,121000000.0,523000000.0,365000000.0,10133000000.0,,10.4098,2.8467,5.0,,0.2749119718309859,0.08639721138683708,0.43806985551970823,,,,0.05119932669378594,,0.8919894366197183,1.1902238707113526,16394000000.0,6219000000.0,1678000000.0,9.280000000000001,9.280000000000001,1.3085577,165.15,90.0553,3.28091,74055.17,32.0446,3.6401,4.0721
2023-06-30,44173000000.0,15760000000.0,6614000000.0,,20464000000.0,7642000000.0,667000000.0,,11075000000.0,,12475000000.0,390000000.0,21.0,578100000.0,1280000000.0,194000000.0,780000000.0,1086000000.0,8309000000.0,,3.909,3.1432,21.0,,0.6096071149335418,0.28241233332578725,1.1264108352144468,,,,0.09805869074492099,,0.4060301016419077,2.382824312065316,13200000000.0,16203000000.0,1394000000.0,26.11,26.11,1.3085577,165.15,90.0553,3.28091,74055.17,32.0446,3.6401,4.0721
2023-09-30,42746000000.0,13819000000.0,5032000000.0,,20689000000.0,7610000000.0,547000000.0,,-6412000000.0,,-4710000000.0,-121000000.0,-6.120000000000001,-1167600000.0,-1547000000.0,-11000000.0,-512000000.0,-1558000000.0,8157000000.0,2.7462,4.1379,3.6069,-6.120000000000001,,-0.22765720914495627,-0.11018574837411688,0.7345601996257018,,,,0.24298190892077354,,0.39426748513702936,2.7462241653418125,15165000000.0,13219000000.0,252000000.0,22.88,22.88,1.3085577,165.15,90.0553,3.28091,74055.17,32.0446,3.6401,4.0721
2023-12-31,46513000000.0,8666000000.0,7765000000.0,,20674000000.0,7632000000.0,3227000000.0,,4117000000.0,,142000000.0,7000000.0,0.0,573300000.0,415000000.0,77000000.0,422000000.0,338000000.0,10859000000.0,,5.0306,3.4878,0.0,,0.00686853052142788,0.003052909939156795,0.034491134321107605,,,,0.08209861549672091,,0.5252491051562349,1.1160334835801675,15909000000.0,11030000000.0,231000000.0,19.88,19.88,1.3085577,165.15,90.0553,3.28091,74055.17,32.0446,3.6401,4.0721
2024-03-31,46440000000.0,9009000000.0,7664000000.0,,20900000000.0,7614000000.0,3155000000.0,,8493000000.0,,643000000.0,156000000.0,1.0,573700000.0,1158000000.0,159000000.0,846000000.0,999000000.0,10769000000.0,,6.0444,3.9271,1.0,,0.03076555023923445,0.0138458225667528,0.07570940774755681,,,,0.11762628046626633,,0.5152631578947369,1.1754958246346556,17273000000.0,8550000000.0,865000000.0,15.879999999999999,15.879999999999999,1.3085577,165.15,90.0553,3.28091,74055.17,32.0446,3.6401,4.0721
2024-06-30,45585000000.0,8820000000.0,7592000000.0,,20799000000.0,7111000000.0,2991000000.0,,12873000000.0,,972000000.0,266000000.0,1.0,574100000.0,2248000000.0,251000000.0,1263000000.0,1997000000.0,10102000000.0,,36.0607,3.648,1.0,,0.04673301601038511,0.021322803553800593,0.0755068748543463,,,,0.15513089411947487,,0.4856964277128708,1.161749209694415,19071000000.0,-2953000000.0,1776000000.0,-4.120000000000001,-4.120000000000001,1.3085577,165.15,90.0553,3.28091,74055.17,32.0446,3.6401,4.0721
2024-09-30,44246000000.0,10192000000.0,5742000000.0,,21636000000.0,7155000000.0,532000000.0,,-7991000000.0,,211000000.0,-14000000.0,1.4300000000000002,-1147100000.0,-489000000.0,-68000000.0,-842000000.0,-557000000.0,7687000000.0,1.775,31.8273,3.5808,1.4300000000000002,,0.009752264743945277,0.004768792659223433,-0.026404705293455136,,,,0.06970341634338631,,0.35528748382325753,1.7749912922326716,17492000000.0,1968000000.0,2777000000.0,3.43,3.43,1.3085577,165.15,90.0553,3.28091,74055.17,32.0446,3.6401,4.0721
2024-12-31,42610000000.0,9194000000.0,5958000000.0,,20490000000.0,6557000000.0,1066000000.0,,4175000000.0,,585000000.0,182000000.0,1.0,571100000.0,777000000.0,83000000.0,383000000.0,694000000.0,7623000000.0,,29.3094,4.0265,1.0,,0.02855051244509517,0.013729171555972777,0.14011976047904193,,,,0.16622754491017963,,0.3720351390922401,1.543135280295401,17550000000.0,2411000000.0,3133000000.0,4.43,4.43,1.3085577,165.15,90.0553,3.28091,74055.17,32.0446,3.6401,4.0721
2025-03-31,41978000000.0,8627000000.0,10846000000.0,,19249000000.0,8176000000.0,6187000000.0,,8608000000.0,,1070000000.0,382000000.0,1.0,568200000.0,1018000000.0,170000000.0,767000000.0,848000000.0,14363000000.0,,25.7505,3.5029,1.0,,0.05558730323653177,0.02548954214112154,0.12430297397769517,,,,0.09851301115241635,,0.7461686321367343,0.7954084455098653,17665000000.0,2838000000.0,2982000000.0,4.43,4.43,1.3085577,165.15,90.0553,3.28091,74055.17,32.0446,3.6401,4.0721
2025-06-30,42517000000.0,9072000000.0,10732000000.0,,19870000000.0,8278000000.0,5953000000.0,,13161000000.0,,1657000000.0,536000000.0,2.0,567100000.0,2088000000.0,263000000.0,1139000000.0,1825000000.0,14231000000.0,,28.2949,4.2206,2.0,,0.08339204831404126,0.038972646235623395,0.12590228706025378,,,,0.1386672745232125,,0.71620533467539,0.8453224002981737,17953000000.0,3523000000.0,2810000000.0,5.43,5.43,1.3085577,165.15,90.0553,3.28091,74055.17,32.0446,3.6401,4.0721
2025-09-30,41964000000.0,8583000000.0,9797000000.0,,20282000000.0,8319000000.0,4797000000.0,,-7928000000.0,,-1019000000.0,-404000000.0,0.040000000000000036,-1139700000.0,-785000000.0,-85000000.0,-771000000.0,-870000000.0,13116000000.0,0.8761,32.2112,4.0981,0.040000000000000036,,-0.05024159353120994,-0.024282718520636737,0.12853178607467206,,,,0.10973763874873865,,0.6466817868060349,0.8760845156680617,18016000000.0,2293000000.0,2497000000.0,4.04,4.04,1.3085577,165.15,90.0553,3.28091,74055.17,32.0446,3.6401,4.0721
2025-12-31,41939000000.0,8843000000.0,10520000000.0,,20277000000.0,7575000000.0,5832000000.0,,4346000000.0,,605000000.0,169000000.0,1.0,564100000.0,699000000.0,97000000.0,359000000.0,602000000.0,13407000000.0,,32.264,4.1,1.0,,0.02983676086206046,0.01442571353632657,0.13920846755637367,,,,0.13851817763460653,,0.6611924840952804,0.8405893536121672,18187000000.0,2313000000.0,2405000000.0,4.04,4.04,1.3085577,165.15,90.0553,3.28091,74055.17,32.0446,3.6401,4.0721
