report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,eps,roe,roa,net_margin,fcf_margin,debt_equity,current_ratio
2010-06-30,4741712000.0,1266632000.0,589244000.0,2807808000.0,1933904000.0,1303020000.0,496158000.0,1498787000.0,-55088000.0,50446000.0,-33840000.0,-0.59,93400000.0,185091000.0,164876000.0,151159000.0,20215000.0,1303020000.0,-0.59,-0.02848538500359894,-0.011617744814531122,-0.03675505592188883,0.013487573617865647,0.6737769816909216,2.149588286007155
2010-09-30,4701229000.0,1220363000.0,592924000.0,2810193000.0,1891036000.0,1308198000.0,476954000.0,2308951000.0,-96512000.0,76225000.0,-47472000.0,-1.0,96127000.0,268062000.0,278523000.0,242353000.0,-10461000.0,1308198000.0,-1.0,-0.0510365746606622,-0.02052909994386574,-0.04179906806164358,-0.004530628844007517,0.6917890510809948,2.0582115077143106
