report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2012-09-28,14200000000.0,4986000000.0,2579000000.0,8358000000.0,5766000000.0,3878000000.0,514000000.0,9586000000.0,987000000.0,598000000.0,138000000.0,274000000.0,6.06,98700000.0,692000000.0,124000000.0,568000000.0,3878000000.0,,6.06,987000000.0,0.10371141172389872,0.042112676056338026,0.06238264135197163,0.10296265387022742,0.06950704225352113,0.10234342596433016,0.0592530774045483,0.10296265387022742,0.6725633021158516,1.9333074835207444,13367000000.0,828000000.0,1282000000.0,721000000.0,1282000000.0,171000000.0,8.879999999999999,8.879999999999999,3.0249609984399375,7.497076023391813,1.45003,0.11364,6.02631,0.19106,0.10214
2012-12-31,13826000000.0,4571000000.0,2597000000.0,8287000000.0,5463000000.0,3629000000.0,349000000.0,-7174000000.0,-717000000.0,-395000000.0,-110000000.0,-222000000.0,-3.849999999999998,-200700000.0,-6000000.0,-17000000.0,-23000000.0,3629000000.0,,-3.849999999999998,-717000000.0,-0.07230459454512173,-0.02856936207145957,0.055059938667410095,0.09994424310008364,-0.05185881672211775,-0.07886053673559174,0.0032060217451909674,0.09994424310008364,0.6642870217829032,1.7601078167115902,13146000000.0,810000000.0,1351000000.0,987000000.0,1351000000.0,184000000.0,8.3,8.3,2.686158401184308,7.342391304347826,1.45003,0.11364,6.02631,0.19106,0.10214
2013-03-29,13880000000.0,4690000000.0,2567000000.0,8292000000.0,5513000000.0,3629000000.0,276000000.0,3185000000.0,313000000.0,193000000.0,43000000.0,79000000.0,2.11,91500000.0,146000000.0,49000000.0,97000000.0,3629000000.0,,2.11,313000000.0,0.03500816252494105,0.013904899135446685,0.06059654631083203,0.09827315541601256,0.02255043227665706,0.03423758477357252,0.0304552590266876,0.09827315541601256,0.6582622891347724,1.827035449941566,12743000000.0,802000000.0,1307000000.0,974000000.0,1307000000.0,175000000.0,8.400000000000002,8.400000000000002,2.7765876052027543,7.468571428571429,1.45003,0.11364,6.02631,0.19106,0.10214
2013-06-28,13862000000.0,4629000000.0,2467000000.0,8188000000.0,5600000000.0,3630000000.0,328000000.0,6377000000.0,620000000.0,378000000.0,87000000.0,161000000.0,4.14,91300000.0,396000000.0,110000000.0,286000000.0,3630000000.0,,4.14,620000000.0,0.0675,0.02726879238205165,0.059275521405049394,0.09722440018817625,0.04472659067955562,0.06717226435536294,0.04484867492551357,0.09722440018817625,0.6482142857142857,1.8763680583704905,11974000000.0,774000000.0,1203000000.0,928000000.0,1203000000.0,158000000.0,8.46,8.46,3.0174563591022445,7.613924050632911,1.45003,0.11364,6.02631,0.19106,0.10214
2013-09-27,14075000000.0,4797000000.0,2503000000.0,8245000000.0,5755000000.0,3630000000.0,377000000.0,9373000000.0,934000000.0,582000000.0,131000000.0,226000000.0,6.37,91300000.0,617000000.0,147000000.0,470000000.0,3630000000.0,,6.37,934000000.0,0.10112945264986968,0.04134991119005329,0.06209324655926598,0.09964792489064334,0.0663587921847247,0.09952051145444858,0.050144030726554996,0.09964792489064334,0.630755864465682,1.9165001997602877,11761000000.0,758000000.0,1150000000.0,830000000.0,1150000000.0,151000000.0,8.770000000000001,8.770000000000001,3.1565217391304348,7.6158940397351,1.45003,0.11364,6.02631,0.19106,0.10214
2013-12-31,14009000000.0,4649000000.0,2523000000.0,7911000000.0,6023000000.0,3630000000.0,500000000.0,-6306000000.0,-609000000.0,-375000000.0,-84000000.0,-157000000.0,-4.080000000000002,-183000000.0,104000000.0,-97000000.0,7000000.0,3630000000.0,,-4.080000000000002,-609000000.0,-0.06226133156234435,-0.026768505960453996,0.05946717411988582,0.09657469077069458,-0.04347205367977729,-0.0630891950688905,-0.0011100539169045353,0.09657469077069458,0.6026896895234932,1.8426476416963933,12629000000.0,778000000.0,1258000000.0,860000000.0,1258000000.0,177000000.0,8.539999999999997,8.539999999999997,2.8855325914149446,7.107344632768362,1.45003,0.11364,6.02631,0.19106,0.10214
2014-03-28,14065000000.0,4702000000.0,2456000000.0,7877000000.0,6113000000.0,3631000000.0,227000000.0,2971000000.0,307000000.0,180000000.0,43000000.0,85000000.0,2.01,89400000.0,-62000000.0,30000000.0,-92000000.0,3631000000.0,,2.01,307000000.0,0.029445444135449042,0.012797724848915748,0.060585661393470214,0.10333221137664086,0.02182723071453964,0.03150656814449918,-0.03096600471221811,0.10333221137664086,0.5939800425323082,1.9144951140065147,12415000000.0,765000000.0,1252000000.0,671000000.0,1252000000.0,177000000.0,8.439999999999998,8.439999999999998,2.9001597444089455,7.073446327683616,1.45003,0.11364,6.02631,0.19106,0.10214
2014-06-27,14116000000.0,4705000000.0,2494000000.0,8137000000.0,5904000000.0,3938000000.0,299000000.0,5976000000.0,525000000.0,307000000.0,82000000.0,139000000.0,3.43,89400000.0,215000000.0,67000000.0,148000000.0,3938000000.0,,3.43,525000000.0,0.05199864498644986,0.021748370643241713,0.05137215528781794,0.08785140562248996,0.03719183904788892,0.05334281650071124,0.024765729585006693,0.08785140562248996,0.6670054200542005,1.8865276663993584,12014000000.0,694000000.0,1157000000.0,533000000.0,1157000000.0,172000000.0,7.729999999999997,7.729999999999997,3.403630077787381,6.726744186046512,1.45003,0.11364,6.02631,0.19106,0.10214
2014-09-26,14041000000.0,4656000000.0,2392000000.0,8062000000.0,5903000000.0,3938000000.0,508000000.0,8916000000.0,782000000.0,461000000.0,129000000.0,197000000.0,5.21,88400000.0,605000000.0,115000000.0,490000000.0,3938000000.0,,5.21,782000000.0,0.07809588344909368,0.03283241934335161,0.05170480035890534,0.08770749214894571,0.05569403888611922,0.07946346915963824,0.054957379991027365,0.08770749214894571,0.6671184143655768,1.9464882943143813,11557000000.0,573000000.0,1005000000.0,553000000.0,1005000000.0,170000000.0,6.569999999999998,6.569999999999998,3.918407960199005,5.911764705882353,1.45003,0.11364,6.02631,0.19106,0.10214
2014-12-31,13836000000.0,4737000000.0,2525000000.0,8476000000.0,5285000000.0,3939000000.0,442000000.0,-5739000000.0,-529000000.0,-284000000.0,-76000000.0,-173000000.0,-3.089999999999999,-179400000.0,367000000.0,-29000000.0,338000000.0,3939000000.0,,-3.089999999999999,-529000000.0,-0.05373699148533586,-0.020526163631107257,0.0494859731660568,0.09217633734100017,-0.03823359352413992,-0.05735039028620989,-0.058895277922983096,0.09217633734100017,0.7453169347209082,1.876039603960396,12124000000.0,664000000.0,1085000000.0,884000000.0,1085000000.0,178000000.0,7.56,7.56,3.630414746543779,6.095505617977528,1.45003,0.11364,6.02631,0.19106,0.10214
2015-03-27,13782000000.0,4712000000.0,2525000000.0,8480000000.0,5228000000.0,3939000000.0,317000000.0,2713000000.0,200000000.0,105000000.0,44000000.0,50000000.0,1.25,83800000.0,87000000.0,41000000.0,46000000.0,3939000000.0,,1.25,200000000.0,0.02008416220351951,0.007618632999564649,0.03870254330998894,0.07371913011426465,0.014511681903932665,0.021817388458601504,0.01695539992628087,0.07371913011426465,0.7534429992348891,1.8661386138613862,11866000000.0,589000000.0,978000000.0,1022000000.0,978000000.0,179000000.0,6.800000000000001,6.800000000000001,4.02760736196319,5.4636871508379885,1.45003,0.11364,6.02631,0.19106,0.10214
2015-06-26,13633000000.0,4303000000.0,2417000000.0,8361000000.0,5197000000.0,3940000000.0,353000000.0,5506000000.0,366000000.0,225000000.0,92000000.0,49000000.0,2.69,83500000.0,314000000.0,85000000.0,229000000.0,3940000000.0,,2.69,366000000.0,0.04329420819703675,0.016504071004181033,0.040864511442063205,0.06647293861242282,0.026846622166801143,0.04005691145890336,0.04159099164547766,0.06647293861242282,0.758129690205888,1.7803061646669425,11396000000.0,507000000.0,819000000.0,1103000000.0,819000000.0,189000000.0,6.0600000000000005,6.0600000000000005,4.8107448107448105,4.333333333333333,1.45003,0.11364,6.02631,0.19106,0.10214
2015-09-25,13036000000.0,4295000000.0,2464000000.0,8377000000.0,4584000000.0,3940000000.0,323000000.0,8323000000.0,152000000.0,-74000000.0,139000000.0,87000000.0,-0.91,81500000.0,631000000.0,140000000.0,491000000.0,3940000000.0,,-0.91,152000000.0,-0.01614310645724258,-0.005676587910401964,-0.008891024870839842,0.018262645680643997,0.011660018410555384,0.017832003754106054,0.05899315150786976,0.018262645680643997,0.8595113438045375,1.7431006493506493,10803000000.0,-28000000.0,189000000.0,1104000000.0,189000000.0,199000000.0,-0.0599999999999995,-0.0599999999999995,20.84656084656085,0.949748743718593,1.45003,0.11364,6.02631,0.19106,0.10214
2015-12-31,12085000000.0,4232000000.0,2879000000.0,7656000000.0,4355000000.0,3143000000.0,207000000.0,-6076000000.0,-243000000.0,-496000000.0,,-161000000.0,-5.96,-166900000.0,10000000.0,-69000000.0,-59000000.0,3143000000.0,7.4249,-5.96,-243000000.0,-0.11389207807118255,-0.0410426148117501,0.08163265306122448,0.03999341672152732,-0.02010757136946628,-0.032408642304614564,0.009710335747202106,0.03999341672152732,0.7216991963260619,1.4699548454324418,10466000000.0,-240000000.0,475000000.0,707000000.0,475000000.0,,-2.9300000000000006,-2.9300000000000006,6.616842105263158,,1.45003,0.11364,6.02631,0.19106,0.10214
2016-03-25,11911000000.0,4063000000.0,2679000000.0,7460000000.0,4378000000.0,3127000000.0,534000000.0,2353000000.0,252000000.0,227000000.0,,48000000.0,2.87,79000000.0,112000000.0,35000000.0,77000000.0,3127000000.0,7.4249,2.87,252000000.0,0.051850159890360896,0.01905801360087314,0.09647258818529537,0.10709732256693583,0.021156913777180757,0.03357761492338441,0.03272418189545261,0.10709732256693583,0.7142530835998173,1.5166106756252333,10106000000.0,-118000000.0,527000000.0,738000000.0,527000000.0,,-1.3100000000000005,-1.3100000000000005,5.933586337760911,,1.45003,0.11364,6.02631,0.19106,0.10214
2016-06-24,11700000000.0,3860000000.0,2679000000.0,7141000000.0,4486000000.0,2780000000.0,352000000.0,5017000000.0,499000000.0,374000000.0,,101000000.0,4.75,78700000.0,369000000.0,75000000.0,294000000.0,2780000000.0,,4.75,499000000.0,0.08337048595630851,0.03196581196581197,0.07454654175802272,0.09946182977875224,0.04264957264957265,0.06867602532342416,0.05860075742475583,0.09946182977875224,0.6197057512260365,1.440836132885405,9617000000.0,31000000.0,660000000.0,803000000.0,660000000.0,,0.75,0.75,4.212121212121212,,1.45003,0.11364,6.02631,0.19106,0.10214
2016-09-23,11811000000.0,4009000000.0,2750000000.0,7171000000.0,4568000000.0,2782000000.0,411000000.0,7522000000.0,714000000.0,522000000.0,,130000000.0,6.63,78700000.0,579000000.0,126000000.0,453000000.0,2782000000.0,,6.63,714000000.0,0.11427320490367776,0.044196088392176786,0.06939643711778783,0.09492156341398564,0.06045212090424181,0.09714285714285714,0.06022334485509173,0.09492156341398564,0.6090192644483362,1.457818181818182,8816000000.0,627000000.0,1222000000.0,765000000.0,1222000000.0,,8.29,8.29,2.276595744680851,,1.45003,0.11364,6.02631,0.19106,0.10214
