report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2010-03-26,15092000000.0,5466000000.0,3298000000.0,8296000000.0,6704000000.0,3437000000.0,1135000000.0,3624000000.0,410000000.0,221000000.0,64000000.0,128000000.0,1.87,116900000.0,271000000.0,26000000.0,245000000.0,3437000000.0,,1.87,410000000.0,0.0329653937947494,0.014643519745560562,0.06098233995584989,0.11313465783664459,0.027166710840180228,0.04042993787594912,0.06760485651214128,0.11313465783664459,0.5126789976133651,1.6573681018799273,,,,,,,,,,,1.45003,0.11364,6.02631,0.19106,0.10214
2010-06-25,15689000000.0,5494000000.0,3730000000.0,8763000000.0,6833000000.0,3439000000.0,1023000000.0,-7590000000.0,-852000000.0,-449000000.0,-136000000.0,-262000000.0,3.82,116700000.0,589000000.0,64000000.0,525000000.0,3439000000.0,,3.82,-852000000.0,-0.06571052246451047,-0.02861877748741156,0.059156785243741766,0.11225296442687747,-0.05430556440818408,-0.08294392523364486,-0.0691699604743083,0.11225296442687747,0.503292843553344,1.472922252010724,,,,,,,,,,,1.45003,0.11364,6.02631,0.19106,0.10214
2010-09-24,15382000000.0,5095000000.0,3311000000.0,8382000000.0,6910000000.0,3439000000.0,650000000.0,11425000000.0,1289000000.0,687000000.0,200000000.0,392000000.0,5.89,116000000.0,984000000.0,98000000.0,886000000.0,3439000000.0,,5.89,1289000000.0,0.09942112879884225,0.04466259264074893,0.06013129102844639,0.11282275711159738,0.08379924587179821,0.12455309691757657,0.0775492341356674,0.11282275711159738,0.49768451519536905,1.5388100271821201,,,,,,,,,,,1.45003,0.11364,6.02631,0.19106,0.10214
2010-12-31,15451000000.0,5078000000.0,2733000000.0,8596000000.0,6764000000.0,4126000000.0,607000000.0,-23139000000.0,-2597000000.0,-1414000000.0,-397000000.0,-776000000.0,-3.3299999999999983,-234500000.0,-383000000.0,-7000000.0,-390000000.0,4126000000.0,,-3.3299999999999983,-2597000000.0,-0.20904790065050266,-0.09151511229046663,0.06110895025714162,0.11223475517524525,-0.1680797359394214,-0.23847566574839302,0.016854660962012186,0.11223475517524525,0.6099940863394441,1.8580314672521039,-15680000000.0,-955000000.0,-1750000000.0,1266000000.0,-1750000000.0,-269000000.0,8.250000000000002,8.250000000000002,-2.3577142857142857,-6.5055762081784385,1.45003,0.11364,6.02631,0.19106,0.10214
2011-04-01,15570000000.0,5179000000.0,2782000000.0,8644000000.0,6836000000.0,4126000000.0,548000000.0,3601000000.0,390000000.0,204000000.0,63000000.0,104000000.0,1.85,109500000.0,220000000.0,35000000.0,185000000.0,4126000000.0,,1.85,390000000.0,0.02984201287302516,0.013102119460500963,0.05665093029713968,0.10830324909747292,0.025048169556840076,0.03557744937055282,0.05137461816162177,0.10830324909747292,0.6035693387946167,1.861610352264558,-15703000000.0,-972000000.0,-1770000000.0,1206000000.0,-1770000000.0,-270000000.0,8.230000000000002,8.230000000000002,-2.3310734463276837,-6.555555555555555,1.45003,0.11364,6.02631,0.19106,0.10214
2011-07-01,15577000000.0,5184000000.0,2671000000.0,8562000000.0,6924000000.0,4126000000.0,548000000.0,7367000000.0,794000000.0,447000000.0,119000000.0,211000000.0,4.11,108400000.0,519000000.0,78000000.0,441000000.0,4126000000.0,,4.11,794000000.0,0.0645580589254766,0.02869615458689093,0.06067598751187729,0.10777792860051581,0.050972587789689924,0.0718552036199095,0.05986154472648297,0.10777792860051581,0.5958983246678221,1.940846125046799,-746000000.0,-76000000.0,-124000000.0,1122000000.0,-124000000.0,-15000000.0,8.520000000000001,8.520000000000001,-33.274193548387096,-8.266666666666667,1.45003,0.11364,6.02631,0.19106,0.10214
2011-09-30,15453000000.0,5145000000.0,2740000000.0,8666000000.0,6696000000.0,4126000000.0,538000000.0,11154000000.0,1200000000.0,682000000.0,176000000.0,325000000.0,6.34,107200000.0,984000000.0,129000000.0,855000000.0,4126000000.0,,6.34,1200000000.0,0.10185185185185185,0.044133825147220605,0.0611439842209073,0.10758472296933835,0.07765482430596,0.11088523378303455,0.07665411511565358,0.10758472296933835,0.6161887694145759,1.8777372262773722,-1017000000.0,-81000000.0,-213000000.0,1091000000.0,-213000000.0,-39000000.0,8.970000000000002,8.970000000000002,-19.370892018779344,-5.461538461538462,1.45003,0.11364,6.02631,0.19106,0.10214
2011-12-31,15497000000.0,5244000000.0,2690000000.0,8773000000.0,6635000000.0,4125000000.0,764000000.0,-6953000000.0,-786000000.0,-377000000.0,-123000000.0,-280000000.0,-3.2700000000000014,-219500000.0,-239000000.0,-50000000.0,-289000000.0,4125000000.0,,-3.2700000000000014,-786000000.0,-0.05681989449886963,-0.02432728915273924,0.054221199482237886,0.11304472889400259,-0.05071949409563141,-0.07304832713754647,0.04156479217603912,0.11304472889400259,0.6217030896759608,1.9494423791821562,15169000000.0,956000000.0,1598000000.0,1192000000.0,1598000000.0,235000000.0,9.03,9.03,2.581351689612015,6.8,1.45003,0.11364,6.02631,0.19106,0.10214
2012-03-30,15699000000.0,5237000000.0,2768000000.0,8862000000.0,6749000000.0,4126000000.0,493000000.0,3588000000.0,357000000.0,201000000.0,52000000.0,106000000.0,2.01,100200000.0,137000000.0,27000000.0,110000000.0,4126000000.0,,2.01,357000000.0,0.02978218995406727,0.012803363271545957,0.056020066889632104,0.09949832775919733,0.02274030193005924,0.032827586206896554,0.030657748049052396,0.09949832775919733,0.6113498296043859,1.891979768786127,15156000000.0,953000000.0,1565000000.0,1117000000.0,1565000000.0,224000000.0,9.19,9.19,2.6364217252396167,6.986607142857143,1.45003,0.11364,6.02631,0.19106,0.10214
2012-06-29,15725000000.0,5287000000.0,2721000000.0,8865000000.0,6771000000.0,4126000000.0,481000000.0,7146000000.0,724000000.0,406000000.0,104000000.0,216000000.0,4.08,99400000.0,408000000.0,76000000.0,332000000.0,4126000000.0,,4.08,724000000.0,0.0599616009452075,0.025818759936406994,0.05681500139938427,0.10131542121466555,0.04604133545310016,0.06644030467101036,0.04645955779457039,0.10131542121466555,0.6093634618224782,1.9430356486585814,14935000000.0,912000000.0,1495000000.0,1008000000.0,1495000000.0,209000000.0,9.159999999999998,9.159999999999998,2.759866220735786,7.15311004784689,1.45003,0.11364,6.02631,0.19106,0.10214
