report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-08-01,1995493000.0,1156972000.0,502170000.0,788836000.0,1206657000.0,,1714000.0,404037000.0,1493191000.0,557285000.0,,50297000.0,33110000.0,0.46,109895000.0,-9111000.0,30889000.0,73882000.0,-40000000.0,1714000.0,,20.8111,0.9176,0.46,,0.041682930609112614,0.02520530014387422,0.03368423731458333,0.3732174919350572,,,,-0.02678826754246443,,0.0014204533682728396,2.3039448792241672,,,,,,,,,,1.6441929,222.0,130.07,1.60933,22549.46,20.4011,11.7515,2.8501
2010-10-31,2035172000.0,1216243000.0,557489000.0,835884000.0,1199288000.0,,1714000.0,389627000.0,2308707000.0,868566000.0,,86827000.0,52664000.0,0.79,109782000.0,42453000.0,46422000.0,108505000.0,-3969000.0,1714000.0,,19.8985,1.0261,0.79,,0.0723987899487029,0.04266322453335639,0.037608496877256405,0.37621317906516505,,,,-0.001719144092342597,,0.001429181314246453,2.1816448396291226,,,,,,,,,,1.6441929,222.0,130.07,1.60933,22549.46,20.4011,11.7515,2.8501
2011-01-30,2131762000.0,1347594000.0,611716000.0,872899000.0,1258863000.0,,1542000.0,628403000.0,3504158000.0,1373859000.0,,200227000.0,122833000.0,,109522000.0,355989000.0,61906000.0,144630000.0,294083000.0,1542000.0,2.203,16.904,0.9659,,,0.1590538446201056,0.09392558831614412,0.05713983216510214,0.392065369198535,,,,0.08392401255879443,,0.0012249148636507706,2.2029732751799855,,,,,,,,,,1.6441929,222.0,130.07,1.60933,22549.46,20.4011,11.7515,2.8501
2011-05-01,1996751000.0,1221362000.0,486753000.0,746039000.0,1250712000.0,,1542000.0,471023000.0,770825000.0,295883000.0,,31615000.0,20084000.0,0.29,107183000.0,-91303000.0,22236000.0,32878000.0,-113539000.0,1542000.0,,21.1095,1.2598,0.29,,0.025277601877970308,0.015833221067624356,0.04101449745402653,0.383852365971524,,,,-0.14729543022086725,,0.001232897741446472,2.5092028194998286,8076881000.0,368966000.0,,3095593000.0,136575000.0,,,,,1.6441929,222.0,130.07,1.60933,22549.46,20.4011,11.7515,2.8501
2011-07-31,2010124000.0,1222065000.0,507683000.0,759937000.0,1250187000.0,,1542000.0,424634000.0,1585575000.0,604604000.0,,70924000.0,44791000.0,0.66,107071000.0,-47731000.0,62525000.0,65899000.0,-110256000.0,1542000.0,,17.013,1.0447,0.66,,0.05673071308532244,0.03528339545222086,0.044730775901486844,0.38131529571291173,,,,-0.06953691878340665,,0.0012334154810440358,2.4071418582067943,8169265000.0,389593000.0,,3142912000.0,66319000.0,,,,,1.6441929,222.0,130.07,1.60933,22549.46,20.4011,11.7515,2.8501
2011-10-30,2051164000.0,1258899000.0,562940000.0,803380000.0,1247784000.0,5494000.0,1815000.0,379393000.0,2452751000.0,936567000.0,,114345000.0,70121000.0,1.07,106835000.0,-1883000.0,102255000.0,98773000.0,-104138000.0,7309000.0,,17.0898,1.0669,1.07,,0.09163845665595968,0.055746395705072824,0.04661908200220895,0.38184348920864775,,,,-0.04245763226678941,,0.005857584325492233,2.236293388282943,8313309000.0,417111000.0,,3210913000.0,-33850000.0,,,,,1.6441929,222.0,130.07,1.60933,22549.46,20.4011,11.7515,2.8501
2012-01-29,2060838000.0,1276366000.0,571799000.0,805576000.0,1255262000.0,5478000.0,1795000.0,502757000.0,-1088256000.0,-377198000.0,381732000.0,20047000.0,9903000.0,0.20000000000000018,-214507000.0,432251000.0,-56663000.0,-66997000.0,375588000.0,7273000.0,2.2322,15.4524,0.9839,0.20000000000000018,314735000.0,0.015970371125709214,0.009727596249680955,-0.01842121706657257,0.34660778346271465,-0.3507740825688073,0.18523144468415276,0.302353598118072,-0.3451283521524347,-0.289210443131028,0.005794009537451145,2.2321934805762162,3720895000.0,236931000.0,,1459856000.0,47655000.0,,2.22,2.22,,1.6441929,222.0,130.07,1.60933,22549.46,20.4011,11.7515,2.8501
2012-04-29,1969566000.0,1192822000.0,520706000.0,753332000.0,1216234000.0,5450000.0,1652000.0,376464000.0,817614000.0,309266000.0,49323000.0,30716000.0,18798000.0,0.3,101956000.0,-20737000.0,27819000.0,32794000.0,-48556000.0,7102000.0,,16.3237,1.0226,0.3,82117000.0,0.025255008493431364,0.015595313891486754,0.03756784986558449,0.37825428625243696,0.060325532586281545,0.025042572830765764,0.04031844072274502,-0.059387437103572104,0.10043492405951952,0.005839336838141344,2.290778289476211,3767684000.0,236032000.0,,1473239000.0,112638000.0,,2.23,2.23,,1.6441929,222.0,130.07,1.60933,22549.46,20.4011,11.7515,2.8501
2012-07-29,1989884000.0,1196370000.0,545869000.0,779417000.0,1210467000.0,5421000.0,1652000.0,336550000.0,1691897000.0,643746000.0,119426000.0,74096000.0,45689000.0,0.73,101541000.0,38736000.0,69608000.0,65318000.0,-30872000.0,7073000.0,,14.6034,0.9162,0.73,184744000.0,0.06121273855462396,0.037236341414876445,0.04379462815998846,0.38048770108345836,0.0705870392819421,0.0600165637795972,0.09808794782922943,-0.018246973663290377,0.10919340834577991,0.005843199360246913,2.1916796887165235,3874006000.0,239204000.0,,1512381000.0,192022000.0,,2.3000000000000003,2.3000000000000003,,1.6441929,222.0,130.07,1.60933,22549.46,20.4011,11.7515,2.8501
2012-10-28,2023422000.0,1206813000.0,573289000.0,805565000.0,1217857000.0,3755000.0,1753000.0,262484000.0,2636451000.0,1011744000.0,198722000.0,122996000.0,76258000.0,1.21,101285000.0,62383000.0,116398000.0,98653000.0,-54015000.0,5508000.0,,18.5284,1.1654,1.21,297375000.0,0.10099379483798179,0.06078613358953298,0.04665210921803591,0.38375224876168756,0.0753748125794866,0.09821085270398365,0.16243884695082825,-0.02048776935357418,0.11279367604404557,0.004522698477735892,2.105069171046366,4057706000.0,247855000.0,749203000.0,1587558000.0,242145000.0,878971000.0,2.4400000000000004,2.4400000000000004,0.006266418345997764,1.6441929,222.0,130.07,1.60933,22549.46,20.4011,11.7515,2.8501
