report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-03-31,6738679000.0,1090323000.0,725909000.0,,2147855000.0,,325422000.0,,132691000.0,25566000.0,,41471000.0,0.12,204705000.0,131167000.0,81948000.0,49219000.0,0.0,,25.6186,1.8493,0.12,132691000.0,0.011903038147360972,0.0037939186597254447,,,0.019690951297724673,0.06177837889429221,,,0.0,1.502010582593686,,,,,,,,,,,1.1606222,115.24,72.33,1.58286,30559.777,211.3532,96.5444,4.4278
2010-06-30,6647096000.0,1125234000.0,731650000.0,,2112313000.0,,340479000.0,,283125000.0,66858000.0,,89889000.0,0.33,204458147.0,268098000.0,138008000.0,130090000.0,0.0,,26.4666,1.5149,0.33,283125000.0,0.03165155921494589,0.01005822693097858,,,0.04259378832500689,0.1340355335596571,,,0.0,1.5379402719879725,,,,,,,,,,,1.1606222,115.24,72.33,1.58286,30559.777,211.3532,96.5444,4.4278
2010-09-30,6350918000.0,994610000.0,747166000.0,,1960539000.0,,184173000.0,,199150000.0,-86918000.0,168464000.0,110240000.0,-0.43,202612000.0,445036000.0,201829000.0,243207000.0,0.0,,,1.5334,-0.43,199150000.0,-0.04433372659253399,-0.013685895487864905,,,0.03135767144214427,0.1015792085747848,,,0.0,1.3311767398409458,,,,,,,,,,,1.1606222,115.24,72.33,1.58286,30559.777,211.3532,96.5444,4.4278
2010-12-31,6395799000.0,1055178000.0,854934000.0,,1955845000.0,,258693000.0,,-291413000.0,-59406000.0,52522000.0,-91813000.0,-0.29000000000000004,-409784147.0,-219161000.0,-144158000.0,-363319000.0,0.0,1.3851,,1.7305,-0.29000000000000004,-291413000.0,-0.030373572547926855,-0.009288284387924011,,,-0.0455631892121688,-0.1489959582686767,,,0.0,1.234221589034943,,-53900000.0,323553000.0,59197000.0,323553000.0,,-0.27,-0.27,0.0,,1.1606222,115.24,72.33,1.58286,30559.777,211.3532,96.5444,4.4278
2011-03-31,6470102000.0,1018602000.0,807947000.0,,2019483000.0,,189817000.0,,131693000.0,73460000.0,50391000.0,15568000.0,0.37,201251000.0,119337000.0,61507000.0,57830000.0,0.0,,,2.1471,0.37,131693000.0,0.03637564663827326,0.011353762274536012,,,0.020354084062353266,0.06521124466014322,,,0.0,1.2607287359195591,,-6006000.0,322555000.0,67808000.0,322555000.0,,-0.020000000000000018,-0.020000000000000018,0.0,,1.1606222,115.24,72.33,1.58286,30559.777,211.3532,96.5444,4.4278
2011-06-30,6410699000.0,1069646000.0,798392000.0,6410699000.0,2053606000.0,2866920000.0,271424000.0,,281251000.0,326144000.0,97998000.0,46858000.0,1.61,202281000.0,243057000.0,99396000.0,143661000.0,2866920000.0,,33.944,2.3235,1.61,281251000.0,0.15881527420547076,0.05087495138985624,,,0.04387212689287081,0.057158726526391694,,,1.3960418892426298,1.339750398300584,,253280000.0,320681000.0,81379000.0,320681000.0,369375000.0,1.26,1.26,8.940099351068508,0.8681719120135364,1.1606222,115.24,72.33,1.58286,30559.777,211.3532,96.5444,4.4278
2011-09-30,6391443000.0,1259943000.0,754689000.0,6391443000.0,1706326000.0,3257213000.0,480879000.0,,398048000.0,363482000.0,148431000.0,63116000.0,1.81,200427000.0,410958000.0,148335000.0,262623000.0,3257213000.0,,13.6951,2.1153,1.81,398048000.0,0.2130202552150058,0.056870099600356286,,,0.062278267990499174,0.08019439355669412,,,1.908904277377242,1.6694863712072125,,703680000.0,519579000.0,100795000.0,519579000.0,349342000.0,3.5,3.5,6.268946589450305,1.487307566797007,1.1606222,115.24,72.33,1.58286,30559.777,211.3532,96.5444,4.4278
2011-12-31,6041258000.0,914450000.0,849030000.0,6041258000.0,1245688000.0,3280268000.0,179845000.0,,-239793000.0,-367548000.0,-91564000.0,-19054000.0,-1.77,-408021000.0,-157914000.0,-100083000.0,-257997000.0,3280268000.0,1.0766,12.4105,1.9093,-1.77,-239793000.0,-0.2950562259570615,-0.060839646312076064,,,-0.03969256072162453,-0.05298173468765494,,,2.633298225558888,1.0770526365381672,,395538000.0,571199000.0,206117000.0,571199000.0,205256000.0,2.02,2.02,5.74277616032241,2.782861402346338,1.1606222,115.24,72.33,1.58286,30559.777,211.3532,96.5444,4.4278
2012-03-31,6086622000.0,931999000.0,778140000.0,6086622000.0,1259616000.0,3390447000.0,178293000.0,,141813000.0,55350000.0,58784000.0,25260000.0,0.32,172223000.0,74884000.0,55916000.0,18968000.0,3390447000.0,,11.0936,1.6398,0.32,141813000.0,0.04394196326499505,0.009093714050256448,,,0.02329913045364079,0.030497006169593832,,,2.6916512651474735,1.1977266301693783,,377428000.0,581319000.0,167255000.0,581319000.0,213649000.0,1.9700000000000002,1.9700000000000002,5.832334742198346,2.720906720836512,1.1606222,115.24,72.33,1.58286,30559.777,211.3532,96.5444,4.4278
2012-06-30,6087212000.0,891154000.0,780726000.0,6087212000.0,1239611000.0,3430157000.0,170230000.0,,300500000.0,93405000.0,117000000.0,74224000.0,0.54,172227000.0,212190000.0,107361000.0,104829000.0,3430157000.0,,24.1132,1.8521,0.54,300500000.0,0.07535025100616241,0.015344463113819594,,,0.04936578519033016,0.06435009191034759,,,2.767123718650448,1.1414427084534138,,144689000.0,600568000.0,128423000.0,600568000.0,232651000.0,0.9000000000000001,0.9000000000000001,5.711521426383024,2.5814116423312172,1.1606222,115.24,72.33,1.58286,30559.777,211.3532,96.5444,4.4278
2012-09-30,6327575000.0,1065984000.0,772615000.0,6327575000.0,1287209000.0,3668047000.0,334583000.0,,454466000.0,146214000.0,178381000.0,105344000.0,0.85,172500000.0,300737000.0,165462000.0,135275000.0,3668047000.0,,32.4133,1.9349,0.85,454466000.0,0.11358994537794562,0.02310743057174352,,,0.07182309178476746,0.09171392961332371,,,2.849612611471797,1.3797091695087462,,-72579000.0,656986000.0,1075000.0,656986000.0,262601000.0,-0.05999999999999994,-0.05999999999999994,5.583143324210866,2.501841196339694,1.1606222,115.24,72.33,1.58286,30559.777,211.3532,96.5444,4.4278
2012-12-31,6358339000.0,1024092000.0,904953000.0,6358339000.0,1149971000.0,3732116000.0,243415000.0,,-339752000.0,-123261000.0,-111566000.0,-89955000.0,-0.73,-342083000.0,-155075000.0,-88056000.0,-243131000.0,3732116000.0,1.1315,34.4595,1.9593,-0.73,-339752000.0,-0.10718618121674373,-0.019385723221111678,,,-0.053434080818905695,-0.06959154967947109,,,3.2454001013938614,1.1316521410504192,,171708000.0,557027000.0,15941000.0,557027000.0,242599000.0,0.98,0.98,6.700063013103494,2.2960811874739795,1.1606222,115.24,72.33,1.58286,30559.777,211.3532,96.5444,4.4278
2013-03-31,6298180000.0,1001136000.0,844578000.0,,1114555000.0,,229999000.0,,122842000.0,19386000.0,63182000.0,38571000.0,0.0,192110000.0,106605000.0,95418000.0,11187000.0,0.0,,50.8829,2.2798,0.0,122842000.0,0.01739348888121268,0.003078032066406486,,,0.019504364752992134,0.1102161849347946,,,0.0,1.1853683141166358,,135744000.0,538056000.0,8160000.0,538056000.0,246997000.0,0.6599999999999999,0.6599999999999999,0.0,2.1783908306578623,1.1606222,115.24,72.33,1.58286,30559.777,211.3532,96.5444,4.4278
2013-06-30,6334819000.0,1045982000.0,1072925000.0,,1080273000.0,,258866000.0,,254711000.0,45950000.0,126171000.0,64638000.0,0.0,192339000.0,213901000.0,158240000.0,55661000.0,0.0,,42.3621,1.7106,0.0,254711000.0,0.04253554425594271,0.007253561625044062,,,0.04020809434334272,0.23578391758379594,,,0.0,0.9748882727124449,,88289000.0,492267000.0,-41008000.0,492267000.0,256168000.0,0.11999999999999988,0.11999999999999988,0.0,1.921656881421567,1.1606222,115.24,72.33,1.58286,30559.777,211.3532,96.5444,4.4278
