report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2017-03-31,8654000000.0,3663000000.0,2469000000.0,6730000000.0,789000000.0,3565000000.0,,2411000000.0,1453000000.0,648000000.0,399000000.0,37000000.0,181000000.0,1.0,260800000.0,353000000.0,,,3565000000.0,,15.2892,5.8556,1.0,648000000.0,0.5057034220532319,0.046105847007164316,0.2746042670337233,0.4459738472126635,0.07487866882366535,0.14882866329811667,,0.4459738472126635,4.518377693282636,1.4835965978128798,5773000000.0,2211000000.0,3505000000.0,3505000000.0,178000000.0,7.0,7.0,1.0171184022824535,19.691011235955056,1.202491,579.05,381.605,1.99663,127480.03,28.5063,5.0837,8.3125
2017-06-30,8791000000.0,3723000000.0,2362000000.0,6611000000.0,1019000000.0,3566000000.0,,2384000000.0,2962000000.0,1324000000.0,820000000.0,74000000.0,363000000.0,3.0,260400000.0,674000000.0,,,3566000000.0,,16.7346,6.489,3.0,1324000000.0,0.8047105004906772,0.09327721533386418,0.27683997299122215,0.44699527346387574,0.15060857695370264,0.28876772082878954,,0.44699527346387574,3.4995093228655545,1.5762066045723964,5912000000.0,2354000000.0,3666000000.0,3666000000.0,169000000.0,8.0,8.0,0.9727223131478451,21.692307692307693,1.202491,579.05,381.605,1.99663,127480.03,28.5063,5.0837,8.3125
2017-09-30,8714000000.0,3653000000.0,2408000000.0,6660000000.0,839000000.0,3568000000.0,,2312000000.0,4475000000.0,1982000000.0,1234000000.0,110000000.0,533000000.0,4.0,259500000.0,1203000000.0,,,3568000000.0,,22.8586,6.8918,4.0,1982000000.0,1.470798569725864,0.14161120036722516,0.2757541899441341,0.4429050279329609,0.22745008033050265,0.44973905150896304,,0.4429050279329609,4.252681764004768,1.5170265780730896,6125000000.0,2019000000.0,3136000000.0,3136000000.0,157000000.0,7.0,7.0,1.1377551020408163,19.97452229299363,1.202491,579.05,381.605,1.99663,127480.03,28.5063,5.0837,8.3125
2017-12-31,9425000000.0,4324000000.0,3214000000.0,7307000000.0,711000000.0,3170000000.0,399000000.0,2800000000.0,-2827000000.0,-1344000000.0,-957000000.0,-72000000.0,-254000000.0,-3.0,-521800000.0,,,,3569000000.0,1.3454,28.6568,7.0709,-3.0,-1344000000.0,-1.3459915611814346,-0.10153846153846154,0.33852140077821014,0.47541563494870887,-0.14259946949602123,-0.31401869158878504,,0.47541563494870887,5.019690576652602,1.345364032358432,6063000000.0,1496000000.0,2610000000.0,2610000000.0,149000000.0,5.0,5.0,1.367432950191571,17.516778523489933,1.202491,579.05,381.605,1.99663,127480.03,28.5063,5.0837,8.3125
2018-03-31,8497000000.0,3284000000.0,3135000000.0,7079000000.0,7000000.0,3170000000.0,400000000.0,1756000000.0,1567000000.0,711000000.0,491000000.0,34000000.0,147000000.0,1.0,254400000.0,360000000.0,,,3570000000.0,,29.306,7.5341,1.0,711000000.0,70.14285714285714,0.05778510062374956,0.3133375877472878,0.45373324824505423,0.08367659173826056,0.1987699189264747,,0.45373324824505423,510.0,1.0475279106858055,6177000000.0,1588000000.0,2673000000.0,2673000000.0,146000000.0,5.0,5.0,1.3355780022446688,18.30821917808219,1.202491,579.05,381.605,1.99663,127480.03,28.5063,5.0837,8.3125
2018-06-30,9217000000.0,3468000000.0,2724000000.0,7150000000.0,583000000.0,3660000000.0,0.0,1885000000.0,,1383000000.0,951000000.0,,303000000.0,3.0,253800000.0,903000000.0,,,3660000000.0,,31.5391,8.18,3.0,1383000000.0,1.6312178387650085,0.10317890853857004,,,0.1500488228273842,0.32594862125854346,,,6.2778730703259,1.2731277533039647,,1719000000.0,2732000000.0,2732000000.0,,5.0,5.0,1.3396778916544656,,1.202491,579.05,381.605,1.99663,127480.03,28.5063,5.0837,8.3125
2018-09-30,9383000000.0,3628000000.0,2517000000.0,6940000000.0,905000000.0,3661000000.0,0.0,2158000000.0,,2086000000.0,1447000000.0,,440000000.0,5.0,253700000.0,1401000000.0,,,3661000000.0,,29.3456,7.948,5.0,2086000000.0,1.5988950276243095,0.15421506980709795,,,0.22231695619737823,0.4568550153307052,,,4.045303867403315,1.4413984902661898,,1932000000.0,2836000000.0,2836000000.0,,6.0,6.0,1.2909026798307475,,1.202491,579.05,381.605,1.99663,127480.03,28.5063,5.0837,8.3125
2018-12-31,9458000000.0,3604000000.0,2629000000.0,7154000000.0,628000000.0,3662000000.0,0.0,1917000000.0,4691000000.0,-1390000000.0,-931000000.0,100000000.0,-330000000.0,-2.0,-508700000.0,-600000000.0,,,3662000000.0,1.3639,21.7763,6.8123,-2.0,-1390000000.0,-1.482484076433121,-0.09843518714315923,-0.19846514602430185,-0.2963120869750586,-0.14696553182491012,-0.32400932400932403,,-0.2963120869750586,5.8312101910828025,1.3708634461772538,,1958000000.0,2790000000.0,2790000000.0,,7.0,7.0,1.3125448028673836,,1.202491,579.05,381.605,1.99663,127480.03,28.5063,5.0837,8.3125
2019-03-31,9720000000.0,3182000000.0,2655000000.0,7685000000.0,327000000.0,3663000000.0,,1403000000.0,1571000000.0,705000000.0,410000000.0,,113000000.0,1.65,248300000.0,293000000.0,,,3663000000.0,,27.9119,8.3651,1.65,705000000.0,1.253822629969419,0.04218106995884774,0.2609802673456397,0.4487587523870146,0.07253086419753087,0.17669172932330826,,0.4487587523870146,11.20183486238532,1.1984934086629002,,1877000000.0,2784000000.0,2784000000.0,,7.65,7.65,1.3157327586206897,,1.202491,579.05,381.605,1.99663,127480.03,28.5063,5.0837,8.3125
2019-06-30,10185000000.0,3694000000.0,2699000000.0,7725000000.0,512000000.0,3664000000.0,,1881000000.0,3275000000.0,1518000000.0,965000000.0,,293000000.0,3.89,247900000.0,1010000000.0,,,3664000000.0,,29.0119,8.9938,3.89,1518000000.0,1.884765625,0.09474717722140402,0.29465648854961835,0.4635114503816794,0.14904270986745213,0.3635057471264368,,0.4635114503816794,7.15625,1.3686550574286773,,1891000000.0,2919000000.0,2919000000.0,,8.54,8.54,1.2552243919150394,,1.202491,579.05,381.605,1.99663,127480.03,28.5063,5.0837,8.3125
2019-09-30,10188000000.0,3722000000.0,3373000000.0,7761000000.0,346000000.0,2966000000.0,699000000.0,1996000000.0,4964000000.0,2408000000.0,1582000000.0,,482000000.0,6.4,247400000.0,1772000000.0,,,3665000000.0,,28.8288,9.2814,6.4,2408000000.0,4.572254335260116,0.1552807224185316,0.3186946011281225,0.48509266720386784,0.23635649784059679,0.6003490401396161,,0.48509266720386784,10.592485549132949,1.1034687222057515,14501000000.0,2026000000.0,3241000000.0,3241000000.0,,9.940000000000001,9.940000000000001,1.130823819808701,,1.202491,579.05,381.605,1.99663,127480.03,28.5063,5.0837,8.3125
2019-12-31,11348000000.0,4712000000.0,3093000000.0,8544000000.0,479000000.0,3948000000.0,,2866000000.0,-3111000000.0,-1405000000.0,-834000000.0,198000000.0,-261000000.0,-3.3400000000000016,-496700000.0,-299000000.0,,,3948000000.0,1.5234,31.4335,9.9617,-3.3400000000000016,-1405000000.0,-1.7411273486430063,-0.07349312654212196,0.26808100289296044,0.45162327225972354,-0.12381036305956997,-0.31737067991868084,,0.45162327225972354,8.242171189979123,1.5234400258648562,6699000000.0,2123000000.0,3226000000.0,3226000000.0,,8.599999999999998,8.599999999999998,1.2238065716057036,,1.202491,579.05,381.605,1.99663,127480.03,28.5063,5.0837,8.3125
2020-03-31,10463000000.0,3695000000.0,2983000000.0,8389000000.0,-250000000.0,3949000000.0,,1932000000.0,1786000000.0,912000000.0,639000000.0,,188000000.0,2.62,243300000.0,680000000.0,,,3949000000.0,,25.103,8.5395,2.62,912000000.0,-2.556,0.06107235018637102,0.35778275475923854,0.5106382978723404,0.08716429322374081,0.24655312246553124,,0.5106382978723404,-15.796,1.2386858866912505,6914000000.0,2352000000.0,3433000000.0,3433000000.0,,9.569999999999999,9.569999999999999,1.1503058549373726,,1.202491,579.05,381.605,1.99663,127480.03,28.5063,5.0837,8.3125
2020-06-30,11105000000.0,4459000000.0,3040000000.0,8434000000.0,210000000.0,3950000000.0,,2667000000.0,3729000000.0,2017000000.0,1431000000.0,,421000000.0,5.9,242600000.0,1617000000.0,,,3950000000.0,,30.6573,11.0963,5.9,2017000000.0,6.814285714285714,0.12886087348041422,0.3837489943684634,0.5408956824886029,0.18162989644304367,0.48485576923076923,,0.5408956824886029,18.80952380952381,1.4667763157894738,7368000000.0,2818000000.0,3932000000.0,3932000000.0,,11.579999999999998,11.579999999999998,1.0045778229908444,,1.202491,579.05,381.605,1.99663,127480.03,28.5063,5.0837,8.3125
2020-09-30,11452000000.0,4841000000.0,2815000000.0,8443000000.0,442000000.0,4110000000.0,,3148000000.0,5575000000.0,2960000000.0,1885000000.0,,559000000.0,7.78,242300000.0,2426000000.0,,,4110000000.0,,35.8074,11.8885,7.78,2960000000.0,4.264705882352941,0.16460006985679357,0.3381165919282511,0.5309417040358745,0.2584701362207475,0.6502636203866432,,0.5309417040358745,9.298642533936652,1.719715808170515,7979000000.0,3121000000.0,4484000000.0,4484000000.0,,12.959999999999999,12.959999999999999,0.9165923282783229,,1.202491,579.05,381.605,1.99663,127480.03,28.5063,5.0837,8.3125
