report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-03-31,6289236000.0,2774993000.0,2206367000.0,4304251000.0,1900796000.0,1197835000.0,22000.0,1209370000.0,1190390000.0,190264000.0,103286000.0,22039000.0,61234000.0,0.33,316264000.0,102824000.0,7623000.0,95201000.0,1197857000.0,,14.5718,1.8738,0.33,190264000.0,0.05433828774892203,0.016422662466474464,0.08676652189618528,0.15983333193323196,0.030252323175660765,0.06140216410162738,0.07997463016322381,0.15983333193323196,0.6301870374306343,1.257720497088653,,,,,,,,,,1.202491,579.05,381.605,1.99663,127480.03,28.5063,5.0837,8.3125
2010-06-30,6364026000.0,2907953000.0,2359777000.0,4444100000.0,1842946000.0,1197879000.0,22000.0,1117827000.0,2664446000.0,516522000.0,294370000.0,42879000.0,172406000.0,0.94,314709000.0,359534000.0,22085000.0,337449000.0,1197901000.0,,11.1296,1.4899,0.94,516522000.0,0.15972795730314399,0.046255310710547066,0.11048075284693329,0.19385718457045104,0.08116277337647583,0.1698612261649468,0.12664884182302813,0.19385718457045104,0.6499924577280072,1.2322999164751585,,,,,,,,,,1.202491,579.05,381.605,1.99663,127480.03,28.5063,5.0837,8.3125
2010-09-30,6884288000.0,3178724000.0,2587697000.0,4669802000.0,2130065000.0,1197922000.0,,1322841000.0,4644252000.0,1137510000.0,674220000.0,62198000.0,395439000.0,2.15,312885000.0,1053343000.0,38646000.0,1014697000.0,1197922000.0,,12.1436,1.6921,2.15,1137510000.0,0.3165255520371444,0.09793605380832411,0.14517300094826896,0.244928569767532,0.165232773527197,0.34180121496868826,0.2184844836154455,0.244928569767532,0.5623875327748215,1.228398842677485,,,,,,,,,,1.202491,579.05,381.605,1.99663,127480.03,28.5063,5.0837,8.3125
2010-12-31,7046561000.0,3294611000.0,2680874000.0,4755170000.0,2210296000.0,1197965000.0,,1525596000.0,-2330757000.0,-423237000.0,-243813000.0,-45473000.0,-141532000.0,-0.77,-631638000.0,-57522000.0,,,1197965000.0,1.2589,13.5162,3.0717,-0.77,-423237000.0,-0.11030785017029393,-0.03460028232211429,0.10460678655046407,0.1815877845695626,-0.0600629157967979,-0.12417975031841752,,0.1815877845695626,0.5419930181296985,1.2289316842194,6168331000.0,828063000.0,1421059000.0,1421059000.0,81643000.0,2.65,2.65,0.8430086294798457,17.40576656908737,1.202491,579.05,381.605,1.99663,127480.03,28.5063,5.0837,8.3125
2011-03-31,6789700000.0,2924000000.0,2380000000.0,4474000000.0,2229200000.0,1198000000.0,,1269600000.0,1281900000.0,214400000.0,120000000.0,19100000.0,71100000.0,0.39,309600000.0,49300000.0,,,1198000000.0,,14.2192,3.234,0.39,214400000.0,0.05383097075183922,0.01767382947700193,0.0936110461034402,0.16725173570481316,0.03157724199891011,0.06255835667600373,,0.16725173570481316,0.5374125246725283,1.2285714285714286,6259841000.0,844777000.0,1445195000.0,1445195000.0,78704000.0,2.71,2.71,0.828953878196368,18.36240851799146,1.202491,579.05,381.605,1.99663,127480.03,28.5063,5.0837,8.3125
2011-06-30,6944000000.0,3126400000.0,2523200000.0,4608200000.0,2255000000.0,1198000000.0,,1300200000.0,2862700000.0,573200000.0,331100000.0,38600000.0,194600000.0,1.07,309400000.0,338400000.0,,,1198000000.0,,14.7852,3.3285,1.07,573200000.0,0.14682926829268292,0.04768145161290323,0.11566004121982744,0.2002305515771824,0.08254608294930875,0.16600057920648711,,0.2002305515771824,0.5312638580931264,1.2390615091946735,6458095000.0,881507000.0,1501873000.0,1501873000.0,74425000.0,2.84,2.84,0.7976706419251162,20.17968424588512,1.202491,579.05,381.605,1.99663,127480.03,28.5063,5.0837,8.3125
2011-09-30,7153700000.0,3389500000.0,2760200000.0,4865600000.0,2208200000.0,1198000000.0,,1437600000.0,4726400000.0,1180100000.0,696600000.0,56800000.0,407800000.0,2.27,307400000.0,1037600000.0,,,1198000000.0,,14.5436,8.2531,2.27,1180100000.0,0.3154605561090481,0.09737618295427541,0.1473849018280298,0.2496826337169939,0.16496358527754867,0.34645646174622746,,0.2496826337169939,0.5425233221628476,1.2279907253097602,6540243000.0,903887000.0,1544463000.0,1544463000.0,69027000.0,2.96,2.96,0.7756741339870233,22.374766395758183,1.202491,579.05,381.605,1.99663,127480.03,28.5063,5.0837,8.3125
2011-12-31,6427000000.0,2679000000.0,3130000000.0,4843000000.0,1508000000.0,798000000.0,400000000.0,944000000.0,-2625000000.0,-545700000.0,-236700000.0,-39500000.0,-184500000.0,-0.73,-622400000.0,-81300000.0,,,1198000000.0,1.2799,14.7087,3.3889,-0.73,-545700000.0,-0.1569628647214854,-0.03682900264509102,0.09017142857142857,0.20788571428571428,-0.08490742181422126,-0.2016629711751663,,0.20788571428571428,0.7944297082228117,0.8559105431309905,6246000000.0,911000000.0,1422000000.0,1422000000.0,75000000.0,3.0,3.0,0.8424753867791842,18.96,1.202491,579.05,381.605,1.99663,127480.03,28.5063,5.0837,8.3125
2012-03-31,6352000000.0,2578000000.0,2858000000.0,4566000000.0,1706000000.0,798000000.0,400000000.0,908000000.0,1331000000.0,221000000.0,123000000.0,21000000.0,73000000.0,0.43,283800000.0,-25000000.0,,,1198000000.0,,14.8228,3.6341,0.43,221000000.0,0.07209847596717468,0.019363979848866498,0.09241172051089407,0.16604057099924868,0.03479219143576826,0.07610192837465565,,0.16604057099924868,0.7022274325908558,0.9020293911826452,6295100000.0,914000000.0,1428600000.0,1428600000.0,76900000.0,3.04,3.04,0.8385832283354333,18.57737321196359,1.202491,579.05,381.605,1.99663,127480.03,28.5063,5.0837,8.3125
2012-06-30,7310000000.0,2640000000.0,2879000000.0,4788000000.0,1663000000.0,799000000.0,400000000.0,836000000.0,2878000000.0,586000000.0,339000000.0,41000000.0,198000000.0,,284500000.0,155000000.0,,,1199000000.0,,13.7506,3.8966,,586000000.0,0.20384846662657846,0.04637482900136799,0.11779013203613621,0.20361362056984017,0.0801641586867305,0.20475192173305382,,0.20361362056984017,0.7209861695730607,0.9169850642584231,6310400000.0,921900000.0,1441400000.0,1441400000.0,79300000.0,,,0.8318301651172472,18.1765447667087,1.202491,579.05,381.605,1.99663,127480.03,28.5063,5.0837,8.3125
2012-09-30,7943000000.0,3259000000.0,3358000000.0,5271000000.0,1786000000.0,799000000.0,400000000.0,1243000000.0,4830000000.0,1114000000.0,652000000.0,61000000.0,369000000.0,,284600000.0,847000000.0,,,1199000000.0,,17.6796,3.2335,,1114000000.0,0.3650615901455767,0.08208485458894624,0.1349896480331263,0.23064182194616978,0.14024927609215662,0.37319932998324956,,0.23064182194616978,0.6713325867861142,0.9705181655747469,6414000000.0,877300000.0,1375300000.0,1375300000.0,83500000.0,,,0.8718097869555733,16.47065868263473,1.202491,579.05,381.605,1.99663,127480.03,28.5063,5.0837,8.3125
2012-12-31,7052000000.0,3899000000.0,3667000000.0,5402000000.0,767000000.0,799000000.0,457000000.0,760000000.0,-4589000000.0,-710000000.0,-677000000.0,-42000000.0,-236000000.0,1.1,-568300000.0,-230000000.0,,,1256000000.0,1.0633,35.0621,3.4124,1.1,-710000000.0,-0.8826597131681877,-0.09600113442994895,0.1475266942689039,0.15471780344301592,-0.1006806579693704,-0.3509639149777558,,0.15471780344301592,1.63754889178618,1.063266975729479,4450000000.0,437000000.0,1211000000.0,1211000000.0,81000000.0,,,1.037159372419488,14.950617283950617,1.202491,579.05,381.605,1.99663,127480.03,28.5063,5.0837,8.3125
2013-03-31,6270000000.0,3181000000.0,2688000000.0,4378000000.0,1030000000.0,799000000.0,0.0,1905000000.0,1181000000.0,278000000.0,735000000.0,15000000.0,89000000.0,2.59,284300000.0,-47000000.0,,,799000000.0,,13.8994,3.161,2.59,278000000.0,0.7135922330097088,0.11722488038277512,0.6223539373412362,0.23539373412362405,0.04433811802232855,0.15199562602515035,,0.23539373412362405,0.7757281553398059,1.1834077380952381,4300000000.0,1049000000.0,1268000000.0,1268000000.0,75000000.0,,,0.6301261829652997,16.906666666666666,1.202491,579.05,381.605,1.99663,127480.03,28.5063,5.0837,8.3125
2013-06-30,6160000000.0,3107000000.0,2395000000.0,4079000000.0,1223000000.0,799000000.0,0.0,1900000000.0,2431000000.0,714000000.0,989000000.0,31000000.0,236000000.0,3.0,281300000.0,,,,799000000.0,,13.6822,3.1621,3.0,714000000.0,0.8086672117743254,0.16055194805194806,0.40682846565199504,0.2937062937062937,0.1159090909090909,0.35311572700296734,,0.2937062937062937,0.6533115290269829,1.297286012526096,3853000000.0,1699000000.0,1396000000.0,1396000000.0,65000000.0,,,0.5723495702005731,21.476923076923075,1.202491,579.05,381.605,1.99663,127480.03,28.5063,5.0837,8.3125
2013-09-30,5848000000.0,2828000000.0,2359000000.0,4023000000.0,977000000.0,799000000.0,0.0,1577000000.0,3625000000.0,1121000000.0,1204000000.0,45000000.0,364000000.0,4.0,280400000.0,,,,799000000.0,,18.3439,3.8226,4.0,1121000000.0,1.2323439099283522,0.20588235294117646,0.33213793103448275,0.30924137931034484,0.19168946648426813,0.6311936936936937,,0.30924137931034484,0.8178096212896623,1.198813056379822,2648000000.0,2251000000.0,1403000000.0,1403000000.0,49000000.0,10.69,10.69,0.5694939415538133,28.632653061224488,1.202491,579.05,381.605,1.99663,127480.03,28.5063,5.0837,8.3125
2013-12-31,6061000000.0,2936000000.0,2372000000.0,3907000000.0,1301000000.0,799000000.0,0.0,1542000000.0,-2362000000.0,-708000000.0,-1552000000.0,-32000000.0,-246000000.0,-4.68,-566200000.0,863000000.0,,,799000000.0,1.2399,15.3788,4.5037,-4.68,-708000000.0,-1.1929285165257495,-0.2560633558818677,0.6570702794242168,0.29974597798475866,-0.11681240719353242,-0.33714285714285713,,0.29974597798475866,0.6141429669485011,1.2377740303541316,4875000000.0,1376000000.0,1405000000.0,1405000000.0,59000000.0,4.91,4.91,0.5686832740213523,23.8135593220339,1.202491,579.05,381.605,1.99663,127480.03,28.5063,5.0837,8.3125
2014-03-31,6011000000.0,2864000000.0,2254000000.0,3794000000.0,1363000000.0,799000000.0,,1531000000.0,1236000000.0,430000000.0,248000000.0,14000000.0,141000000.0,0.0,277200000.0,,,,799000000.0,,23.4598,4.4264,0.0,430000000.0,0.18195157740278797,0.04125769422725004,0.20064724919093851,0.3478964401294498,0.0715355182166029,0.19888991674375578,,0.3478964401294498,0.5862068965517241,1.2706299911268855,4930000000.0,889000000.0,1557000000.0,1557000000.0,58000000.0,2.32,2.32,0.5131663455362877,26.844827586206897,1.202491,579.05,381.605,1.99663,127480.03,28.5063,5.0837,8.3125
2014-06-30,6057000000.0,2993000000.0,2252000000.0,3758000000.0,1442000000.0,799000000.0,,1617000000.0,2581000000.0,916000000.0,540000000.0,28000000.0,298000000.0,1.0,276700000.0,,,,799000000.0,,24.3543,4.6542,1.0,916000000.0,0.37447988904299584,0.08915304606240713,0.20922123208058893,0.35490120108485085,0.1512299818391943,0.40874609549308344,,0.35490120108485085,0.5540915395284327,1.3290408525754884,5080000000.0,440000000.0,1759000000.0,1759000000.0,55000000.0,0.31999999999999984,0.31999999999999984,0.4542353610005685,31.98181818181818,1.202491,579.05,381.605,1.99663,127480.03,28.5063,5.0837,8.3125
2014-09-30,6270000000.0,3188000000.0,2384000000.0,3870000000.0,1541000000.0,799000000.0,,1918000000.0,3761000000.0,1261000000.0,731000000.0,40000000.0,428000000.0,2.0,276200000.0,,,,799000000.0,,25.335,4.6059,2.0,1261000000.0,0.4743672939649578,0.11658692185007974,0.1943632012762563,0.3352831693698484,0.20111642743221692,0.5388888888888889,,0.3352831693698484,0.518494484101233,1.337248322147651,5216000000.0,-33000000.0,1899000000.0,1899000000.0,50000000.0,-1.6800000000000002,-1.6800000000000002,0.4207477619799895,37.98,1.202491,579.05,381.605,1.99663,127480.03,28.5063,5.0837,8.3125
2014-12-31,6771000000.0,3966000000.0,3967000000.0,5422000000.0,488000000.0,799000000.0,,2497000000.0,-2527000000.0,-2494000000.0,-1634000000.0,-23000000.0,-622000000.0,-3.0,-558600000.0,1209000000.0,,,799000000.0,1.0107,,4.7828,-3.0,-2494000000.0,-3.348360655737705,-0.24132329050361837,0.6466165413533834,0.9869410368025326,-0.3683355486634175,-1.9378399378399378,,0.9869410368025326,1.6372950819672132,0.9997479203428283,5051000000.0,-115000000.0,113000000.0,113000000.0,59000000.0,-4.440892098500626e-16,-4.440892098500626e-16,7.070796460176991,1.9152542372881356,1.202491,579.05,381.605,1.99663,127480.03,28.5063,5.0837,8.3125
2015-03-31,5448000000.0,2688000000.0,2579000000.0,4049000000.0,539000000.0,799000000.0,365000000.0,1176000000.0,1273000000.0,501000000.0,303000000.0,16000000.0,156000000.0,1.0,276300000.0,,,,1164000000.0,,,5.5266,1.0,501000000.0,0.562152133580705,0.05561674008810573,0.2380204241948154,0.3935585231736057,0.0919603524229075,0.29418672930123313,,0.3935585231736057,2.1595547309833023,1.042264443582784,5088000000.0,-60000000.0,184000000.0,184000000.0,61000000.0,0.9999999999999996,0.9999999999999996,6.326086956521739,3.0163934426229506,1.202491,579.05,381.605,1.99663,127480.03,28.5063,5.0837,8.3125
2015-06-30,6013000000.0,3213000000.0,2240000000.0,4388000000.0,763000000.0,1494000000.0,,1720000000.0,2615000000.0,1083000000.0,656000000.0,32000000.0,340000000.0,2.0,276000000.0,,,,1494000000.0,,,5.3199,2.0,1083000000.0,0.8597640891218873,0.10909695659404624,0.2508604206500956,0.4141491395793499,0.18010976218193914,0.4798404962339389,,0.4141491395793499,1.9580602883355176,1.434375,5122000000.0,56000000.0,351000000.0,351000000.0,65000000.0,1.9999999999999996,1.9999999999999996,4.256410256410256,5.4,1.202491,579.05,381.605,1.99663,127480.03,28.5063,5.0837,8.3125
2015-09-30,8163000000.0,2836000000.0,2505000000.0,6649000000.0,658000000.0,3489000000.0,,1441000000.0,3938000000.0,1493000000.0,909000000.0,62000000.0,439000000.0,3.0,275400000.0,,,,3489000000.0,,380.1806,4.5078,3.0,1493000000.0,1.3814589665653496,0.1113561190738699,0.2308278313864906,0.3791264601320467,0.1828984441994365,0.36001929105377384,,0.3791264601320467,5.302431610942249,1.132135728542914,5299000000.0,234000000.0,583000000.0,583000000.0,87000000.0,2.9999999999999996,2.9999999999999996,5.984562607204117,6.7011494252873565,1.202491,579.05,381.605,1.99663,127480.03,28.5063,5.0837,8.3125
2015-12-31,8183000000.0,3296000000.0,2908000000.0,7020000000.0,194000000.0,3468000000.0,143000000.0,1481000000.0,-2513000000.0,-1160000000.0,-712000000.0,-8000000.0,-388000000.0,-2.0,-553100000.0,195000000.0,,,3611000000.0,1.1334,23.0703,5.0143,-2.0,-1160000000.0,-3.670103092783505,-0.08700965416106562,0.2833267011539992,0.46159968165539195,-0.14175730172308446,-0.30486202365308807,,0.46159968165539195,18.61340206185567,1.1334250343878955,5313000000.0,1156000000.0,1917000000.0,1917000000.0,102000000.0,4.0,4.0,1.8836724047991653,18.794117647058822,1.202491,579.05,381.605,1.99663,127480.03,28.5063,5.0837,8.3125
2016-03-31,8261000000.0,3448000000.0,2982000000.0,7071000000.0,222000000.0,3469000000.0,472000000.0,1600000000.0,1341000000.0,512000000.0,294000000.0,40000000.0,149000000.0,1.0,267200000.0,,,,3941000000.0,,22.9294,4.8824,1.0,512000000.0,1.3243243243243243,0.035588911754024934,0.21923937360178972,0.38180462341536164,0.06197796876891418,0.12298822964208503,,0.38180462341536164,17.75225225225225,1.1562709590878606,5381000000.0,1147000000.0,1928000000.0,1928000000.0,126000000.0,3.9999999999999996,3.9999999999999996,2.0440871369294604,15.301587301587302,1.202491,579.05,381.605,1.99663,127480.03,28.5063,5.0837,8.3125
2016-06-30,8291000000.0,3459000000.0,2845000000.0,6946000000.0,376000000.0,3470000000.0,309000000.0,1567000000.0,2823000000.0,1163000000.0,677000000.0,83000000.0,345000000.0,2.0,267000000.0,,,,3779000000.0,,24.1335,5.1396,2.0,1163000000.0,1.800531914893617,0.08165480641659631,0.23981579879560752,0.4119730782855119,0.14027258473043058,0.2799037304452467,,0.4119730782855119,10.050531914893616,1.215817223198594,5589000000.0,1168000000.0,2008000000.0,2008000000.0,177000000.0,3.9999999999999996,3.9999999999999996,1.8819721115537849,11.344632768361581,1.202491,579.05,381.605,1.99663,127480.03,28.5063,5.0837,8.3125
2016-09-30,8676000000.0,3704000000.0,3051000000.0,7245000000.0,462000000.0,3563000000.0,400000000.0,2399000000.0,4262000000.0,2512000000.0,1569000000.0,122000000.0,731000000.0,5.0,266400000.0,,,,3963000000.0,,18.3986,5.9272,5.0,2512000000.0,3.396103896103896,0.18084370677731673,0.3681370248709526,0.5893946503988737,0.28953434762563396,0.567683615819209,,0.5893946503988737,8.577922077922079,1.214028187479515,5913000000.0,1828000000.0,3027000000.0,3027000000.0,237000000.0,6.0,6.0,1.309217046580773,12.772151898734178,1.202491,579.05,381.605,1.99663,127480.03,28.5063,5.0837,8.3125
2016-12-31,8669000000.0,3671000000.0,2611000000.0,6888000000.0,650000000.0,3564000000.0,0.0,2392000000.0,-2765000000.0,-818000000.0,-434000000.0,-64000000.0,-265000000.0,-1.0,-535400000.0,1464000000.0,,,3564000000.0,1.406,13.3351,4.9609,-1.0,-818000000.0,-0.6676923076923077,-0.050063444457261505,0.1569620253164557,0.2958408679927667,-0.09435921098165878,-0.19411485524442335,,0.2958408679927667,5.483076923076923,1.4059747223286096,5661000000.0,2106000000.0,3369000000.0,3369000000.0,181000000.0,7.0,7.0,1.0578806767586821,18.613259668508288,1.202491,579.05,381.605,1.99663,127480.03,28.5063,5.0837,8.3125
