report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-05-30,5247400000.0,678500000.0,1254600000.0,3353400000.0,1894000000.0,1408700000.0,,248800000.0,7113100000.0,,404500000.0,136600000.0,2.84,142400000.0,,432100000.0,300900000.0,,1408700000.0,0.5705,14.9878,0.8523,2.84,,0.21356916578669483,0.0770857948698403,0.0568669075367983,,,,,,0.7437697993664203,0.5408098198629046,,,,,,,,,0.6119282,228.27,169.0,1.69678,23536.768,20.9738,10.33,1.8715
2010-08-29,5109900000.0,503700000.0,1148100000.0,3239500000.0,1870400000.0,1409800000.0,6000000.0,77500000.0,1806700000.0,,113100000.0,45800000.0,0.8,141700000.0,,113200000.0,76700000.0,,1415800000.0,,13.7474,0.8098,0.8,,0.060468349016253205,0.022133505548053777,0.06260032102728733,,,,,,0.7569503849443969,0.4387248497517638,,,,,,,,,0.6119282,228.27,169.0,1.69678,23536.768,20.9738,10.33,1.8715
2010-11-28,5252300000.0,563000000.0,1255400000.0,3373700000.0,1878600000.0,1408800000.0,168000000.0,52900000.0,3532900000.0,,187600000.0,73300000.0,1.33,141500000.0,,276200000.0,154700000.0,,1576800000.0,,15.5847,0.9378,1.33,,0.09986159906313212,0.035717685585362605,0.05310085199128195,,,,,,0.8393484509741297,0.44846264138919867,,,,,,,,,0.6119282,228.27,169.0,1.69678,23536.768,20.9738,10.33,1.8715
2011-02-27,5414800000.0,698700000.0,1331400000.0,3491300000.0,1923500000.0,1407600000.0,64000000.0,89700000.0,5509800000.0,,338800000.0,120500000.0,2.4,141000000.0,,390100000.0,235200000.0,,1471600000.0,,14.3228,0.8827,2.4,,0.1761372498050429,0.0625692546354436,0.06149043522450905,,,,,,0.7650636859890824,0.524785939612438,17962500000.0,1044000000.0,,,,7.37,7.37,,0.6119282,228.27,169.0,1.69678,23536.768,20.9738,10.33,1.8715
2011-05-29,5466600000.0,663800000.0,1286800000.0,3530400000.0,1936200000.0,1407300000.0,185500000.0,70500000.0,-3349200000.0,,-163200000.0,-70700000.0,-1.1399999999999992,-283900000.0,,-231800000.0,-149800000.0,,1592800000.0,0.5159,14.3179,0.9093,-1.1399999999999992,,-0.08428881313913852,-0.029854022610031828,0.04872805446076675,,,,,,0.8226422890197294,0.5158532794529065,7500200000.0,476300000.0,,,,3.390000000000001,3.390000000000001,,0.6119282,228.27,169.0,1.69678,23536.768,20.9738,10.33,1.8715
2011-08-28,5594200000.0,732000000.0,1452200000.0,3690900000.0,1903300000.0,1405900000.0,330500000.0,74200000.0,1942000000.0,,106600000.0,40200000.0,0.78,137200000.0,,138200000.0,84100000.0,,1736400000.0,,13.6563,0.8403,0.78,,0.05600798612935428,0.019055450287798075,0.054891864057672504,,,,,,0.9123101980770241,0.5040628012670431,7635500000.0,469800000.0,,,,3.370000000000001,3.370000000000001,,0.6119282,228.27,169.0,1.69678,23536.768,20.9738,10.33,1.8715
2011-11-27,5864600000.0,798000000.0,1864800000.0,4150700000.0,1713900000.0,1453300000.0,455000000.0,50200000.0,3773400000.0,,160300000.0,58700000.0,1.19,135200000.0,80300000.0,338400000.0,169800000.0,-258100000.0,1908300000.0,,13.5171,0.7841,1.19,,0.09352937744325807,0.027333492480305564,0.04248158159749828,,,,-0.06839985159272804,,1.113425520742167,0.42792792792792794,7876000000.0,442500000.0,,,,3.2300000000000004,3.2300000000000004,,0.6119282,228.27,169.0,1.69678,23536.768,20.9738,10.33,1.8715
2012-02-26,5927400000.0,805300000.0,1898300000.0,4151100000.0,1776300000.0,1452800000.0,287700000.0,88500000.0,5933200000.0,,324300000.0,112300000.0,2.42,133800000.0,550500000.0,483400000.0,258800000.0,67100000.0,1740500000.0,,13.6592,0.7963,2.42,,0.1825705117378821,0.05471201538617269,0.05465853165239668,,,,0.011309242904334929,,0.9798457467770084,0.4242216720223358,8299400000.0,428000000.0,,,,3.250000000000001,3.250000000000001,,0.6119282,228.27,169.0,1.69678,23536.768,20.9738,10.33,1.8715
2012-05-27,5944200000.0,757600000.0,1774100000.0,4102200000.0,1842000000.0,1453700000.0,262700000.0,70500000.0,-3649900000.0,,-115700000.0,-49700000.0,-0.8199999999999998,-273000000.0,131400000.0,-320300000.0,-163600000.0,-188900000.0,1716400000.0,0.427,14.5851,1.3019,-0.8199999999999998,,-0.06281216069489685,-0.019464351805120957,0.03169949861640045,,,,0.05175484259842735,,0.9318132464712269,0.42703342539879374,7998700000.0,475500000.0,,,,3.5700000000000007,3.5700000000000007,,0.6119282,228.27,169.0,1.69678,23536.768,20.9738,10.33,1.8715
2012-08-26,6020400000.0,726800000.0,1860900000.0,4160400000.0,1860000000.0,1453900000.0,245700000.0,51500000.0,2034800000.0,,110800000.0,35300000.0,0.85,131000000.0,253200000.0,149300000.0,92600000.0,103900000.0,1699600000.0,,14.0324,1.2419,0.85,,0.05956989247311828,0.018404092751312204,0.05445252604678592,,,,0.05106152938863771,,0.9137634408602151,0.39056370573378474,8091500000.0,479700000.0,,-276000000.0,,3.64,3.64,,0.6119282,228.27,169.0,1.69678,23536.768,20.9738,10.33,1.8715
