report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,shares_outstanding,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,fcf_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2021-12-31,8100751000.0,459807000.0,954576000.0,4400478000.0,3700273000.0,2214121000.0,3565000.0,,472254000.0,,788322000.0,-75056000.0,293752000.0,3.5900000000000003,,-425451000.0,-259105000.0,-246661000.0,-684556000.0,2214121000.0,0.4817,,1.2717,3.5900000000000003,,0.21304428078685006,0.09731468107092787,1.6692754322885566,,,,-1.4495504537812278,,0.5983669313047983,0.4816871574395334,756792000.0,-498643000.0,-57714000.0,151156000.0,-2.31,-2.31,0.7156317,43.62,27.68,2.63621,5511.0654,8.7041,1.1431,2.8131
2022-03-31,8223524000.0,416876000.0,2127342000.0,5654012000.0,2569512000.0,1890790000.0,8570000.0,,-913098000.0,,-922941000.0,27069000.0,-325564000.0,-4.62,,336395000.0,122316000.0,118623000.0,214079000.0,1890790000.0,,,1.5462,-4.62,,-0.35918921569543166,-0.11223181205526973,1.0107797848642752,,,,-0.23445347596862548,,0.7358556799890407,0.19596096913425298,-629379000.0,-1519609000.0,60146000.0,141853000.0,-7.36,-7.36,0.7156317,43.62,27.68,2.63621,5511.0654,8.7041,1.1431,2.8131
2022-06-30,8695890000.0,618197000.0,2031973000.0,6158866000.0,2537024000.0,1907074000.0,238000.0,,-492680000.0,,-889585000.0,58121000.0,-311997000.0,-4.52,,528362000.0,258984000.0,234803000.0,269378000.0,1907074000.0,,,0.966,-4.52,,-0.3506411449004818,-0.10229947710930105,1.8056040431923357,,,,-0.5467605748152959,,0.7516972641961606,0.30423484957723357,-1467923000.0,-2153160000.0,123036000.0,124026000.0,-10.719999999999999,-10.719999999999999,0.7156317,43.62,27.68,2.63621,5511.0654,8.7041,1.1431,2.8131
2022-09-30,8633126000.0,723739000.0,2258028000.0,6656138000.0,1976988000.0,1920440000.0,1594000.0,,-375619000.0,,-1316657000.0,92472000.0,-151640000.0,-6.8,,792744000.0,392537000.0,348970000.0,400207000.0,1920440000.0,,,0.7583,-6.8,,-0.6659913970140436,-0.15251219546662473,3.5052992527002096,,,,-1.0654599474467479,,0.971396892646794,0.32051816895096075,-1309143000.0,-2340861000.0,199108000.0,102606000.0,-12.35,-12.35,0.7156317,43.62,27.68,2.63621,5511.0654,8.7041,1.1431,2.8131
2022-12-31,8515773000.0,573804000.0,1312804000.0,5565312000.0,2950461000.0,2205735000.0,21321000.0,,3042608000.0,,2987106000.0,-49973000.0,719331000.0,15.190000000000001,,-422487000.0,-208083000.0,-241181000.0,-630570000.0,2205735000.0,0.4371,,0.7919,15.190000000000001,,1.0124200929956368,0.35077332380748055,0.9817584125197857,,,,-0.20724654638389173,,0.7475899528921074,0.4370827633066322,1261211000.0,-142077000.0,253094000.0,127689000.0,-0.7499999999999982,-0.7499999999999982,0.7156317,43.62,27.68,2.63621,5511.0654,8.7041,1.1431,2.8131
2023-03-31,8340145000.0,351598000.0,704908000.0,4772849000.0,3567296000.0,2203108000.0,2799000.0,,1275977000.0,,710395000.0,35736000.0,217561000.0,3.61,,248738000.0,170028000.0,105222000.0,78710000.0,2203108000.0,,1.8043,0.7602,3.61,,0.19914103006871312,0.08517777568615413,0.5567459288059268,,,,0.06168606487421011,,0.6175848597929636,0.49878565713539924,3450286000.0,1491259000.0,117725000.0,136356000.0,7.48,7.48,0.7156317,43.62,27.68,2.63621,5511.0654,8.7041,1.1431,2.8131
2023-06-30,8531855000.0,399823000.0,692013000.0,4548668000.0,3983187000.0,2154093000.0,22765000.0,,2115676000.0,,1185350000.0,70556000.0,379328000.0,6.09,,447466000.0,366013000.0,208904000.0,81453000.0,2154093000.0,,1.11,0.9032,6.09,,0.29758833818246544,0.13893227205572528,0.5602700980679461,,,,0.03849975137970086,,0.5407963522676691,0.5777680477100864,6058642000.0,3566194000.0,-70200000.0,148791000.0,18.09,18.09,0.7156317,43.62,27.68,2.63621,5511.0654,8.7041,1.1431,2.8131
2023-09-30,8492637000.0,300592000.0,991018000.0,4535323000.0,3957314000.0,1843780000.0,8653000.0,,2466181000.0,,1206731000.0,105947000.0,377189000.0,6.24,,653457000.0,571655000.0,320758000.0,81802000.0,1843780000.0,,1.1495,1.5086,6.24,,0.3049368839571487,0.14209143755938233,0.4893116117592342,,,,0.0331695037793252,,0.46591703362432196,0.3033163877951763,8900442000.0,6089582000.0,-388605000.0,162266000.0,31.130000000000003,31.130000000000003,0.7156317,43.62,27.68,2.63621,5511.0654,8.7041,1.1431,2.8131
2023-12-31,8626657000.0,421788000.0,822998000.0,4265640000.0,4361017000.0,1888706000.0,443000.0,,-2422886000.0,,-1381760000.0,-68961000.0,-471869000.0,-6.949999999999999,,-535073000.0,-428292000.0,-201298000.0,-963365000.0,1888706000.0,0.5125,1.3068,1.7,-6.949999999999999,,-0.3168435252602776,-0.1601732861292619,0.5702950943626732,,,,0.39761053553489517,,0.4330884286853273,0.5125018529814167,3434948000.0,1720716000.0,-721400000.0,143278000.0,8.99,8.99,0.7156317,43.62,27.68,2.63621,5511.0654,8.7041,1.1431,2.8131
2024-03-31,8656642000.0,460442000.0,874102000.0,4347322000.0,4309320000.0,1942508000.0,1988000.0,,384553000.0,,6851000.0,37441000.0,-532000.0,0.04,,185065000.0,168184000.0,118650000.0,16881000.0,1942508000.0,,2.1061,2.1195,0.04,,0.001589809993223989,0.000791415424133284,0.017815489672424866,,,,0.043897720210218094,,0.45076903084477365,0.5267600348700724,2543524000.0,1017172000.0,-783229000.0,144983000.0,5.420000000000001,5.420000000000001,0.7156317,43.62,27.68,2.63621,5511.0654,8.7041,1.1431,2.8131
2024-06-30,8602954000.0,368547000.0,893353000.0,4352309000.0,4250645000.0,1955433000.0,3923000.0,,705995000.0,,-11410000.0,,2486000.0,-0.07,,376830000.0,320100000.0,236191000.0,56730000.0,1955433000.0,,6.9318,3.0533,-0.07,,-0.0026842985005805,-0.0013262886213270466,-0.016161587546654012,,,,0.08035467673283805,,0.46003206572179045,0.41254352982527626,1133843000.0,-179588000.0,-807952000.0,,-0.7399999999999991,-0.7399999999999991,0.7156317,43.62,27.68,2.63621,5511.0654,8.7041,1.1431,2.8131
2024-09-30,8538049000.0,332939000.0,892737000.0,4281334000.0,4256715000.0,1957655000.0,1310000.0,,1130208000.0,,54130000.0,,19507000.0,0.32,,546982000.0,434837000.0,357418000.0,112145000.0,1957655000.0,,8.5665,4.0189,0.32,,0.012716378709873693,0.006339855861684561,0.0478938390101645,,,,0.0992250983889691,,0.45989806693659313,0.372941863057093,-202130000.0,-1332189000.0,-777609000.0,,-6.659999999999999,-6.659999999999999,0.7156317,43.62,27.68,2.63621,5511.0654,8.7041,1.1431,2.8131
2024-12-31,8511903000.0,370635000.0,1122578000.0,4413873000.0,4098030000.0,1838234000.0,17198000.0,,-953970000.0,,-140065000.0,,-51329000.0,-0.8899999999999999,,-293098000.0,-382789000.0,-226505000.0,-675887000.0,1838234000.0,0.3302,,4.3947,-0.8899999999999999,,-0.03417861753086239,-0.01645519221729853,0.1468232753650534,,,,0.70849921905301,,0.4485652862472944,0.33016414004193917,1266786000.0,-90494000.0,-490131000.0,,-0.6000000000000001,-0.6000000000000001,0.7156317,43.62,27.68,2.63621,5511.0654,8.7041,1.1431,2.8131
2025-03-31,9046709000.0,425430000.0,1582893000.0,5275935000.0,3770774000.0,2353350000.0,2615000.0,,82388000.0,,-197715000.0,,-75084000.0,-1.34,,215656000.0,131465000.0,127062000.0,84191000.0,2353350000.0,,,3.1571,-1.34,,-0.052433532213810745,-0.02185490878506206,-2.3998033694227314,,,,1.0218842549885905,,0.6241026378138812,0.26876737720111216,964621000.0,-295060000.0,-422821000.0,,-1.9800000000000002,-1.9800000000000002,0.7156317,43.62,27.68,2.63621,5511.0654,8.7041,1.1431,2.8131
2025-06-30,8987867000.0,394225000.0,1197683000.0,4895154000.0,4092713000.0,2286855000.0,3391000.0,,1044811000.0,,234806000.0,,78036000.0,1.37,,498147000.0,245030000.0,279657000.0,253117000.0,2286855000.0,,31.301,2.8403,1.37,,0.05737172384186236,0.026124774654542618,0.2247353827630069,,,,0.24226104051354744,,0.5587626105226533,0.3291563794426405,1303437000.0,-48844000.0,-226434000.0,,-0.54,-0.54,0.7156317,43.62,27.68,2.63621,5511.0654,8.7041,1.1431,2.8131
2025-09-30,8904118000.0,360895000.0,1065289000.0,4788545000.0,4115573000.0,2247199000.0,4735000.0,,1628650000.0,,436910000.0,,141625000.0,2.57,,731908000.0,320574000.0,428979000.0,411334000.0,2247199000.0,,15.5409,2.4695,2.57,,0.10616018717199281,0.04906830749547569,0.2682651275596353,,,,0.2525613237957818,,0.5460233605381316,0.33877661367009326,1801879000.0,333936000.0,72755000.0,,1.7099999999999997,1.7099999999999997,0.7156317,43.62,27.68,2.63621,5511.0654,8.7041,1.1431,2.8131
2025-12-31,9094446000.0,490337000.0,1124375000.0,4757430000.0,4337016000.0,2213264000.0,779000.0,,-516715000.0,,159161000.0,,25202000.0,1.3800000000000003,,-416754000.0,-202081000.0,-261584000.0,-618835000.0,2213264000.0,0.4361,7.8302,2.5307,1.3800000000000003,,0.03669827365174581,0.01750090109941826,-0.3080247331701228,,,,1.1976331246431786,,0.5103195376729069,0.43609738743746523,2239134000.0,633162000.0,129807000.0,,3.98,3.98,0.7156317,43.62,27.68,2.63621,5511.0654,8.7041,1.1431,2.8131
