report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,shares_outstanding,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2011-06-30,14870000000.0,1764000000.0,1772000000.0,10219000000.0,4640000000.0,,225000000.0,374000000.0,,2698000000.0,269000000.0,-113000000.0,254000000.0,-95000000.0,,345100814.0,70000000.0,66000000.0,271000000.0,4000000.0,225000000.0,,,,,540000000.0,-0.02435344827586207,-0.007599193006052454,-0.041882876204596,0.09970348406226835,0.018090114324142568,0.0552929085303186,0.0014825796886582653,0.20014825796886582,0.04849137931034483,0.9954853273137697,,,,,,,,,,,1.17754,27.965,16.02,4.94779,10068.2,18.9966,2.2235,2.8481
2011-09-30,14498000000.0,1700000000.0,1688000000.0,9944000000.0,4543000000.0,6807000000.0,204000000.0,404000000.0,,4111000000.0,534000000.0,-11000000.0,368000000.0,-51000000.0,-0.03,349910371.0,339000000.0,84000000.0,396000000.0,255000000.0,7011000000.0,,,,-0.03,930000000.0,-0.002421307506053269,-0.0007587253414264037,-0.002675747993189005,0.12989540257844806,0.03683266657469996,0.04621776008308811,0.06202870347847239,0.22622233033325226,1.543253356812679,1.0071090047393365,,,,,,,,,,,1.17754,27.965,16.02,4.94779,10068.2,18.9966,2.2235,2.8481
2011-12-31,14504000000.0,1665000000.0,1692000000.0,9863000000.0,4633000000.0,6619000000.0,144000000.0,319000000.0,,5532000000.0,794000000.0,84000000.0,477000000.0,22000000.0,0.24,357501954.0,641000000.0,177000000.0,529000000.0,464000000.0,6763000000.0,0.984,134.395,2.0179,0.24,1323000000.0,0.018130800777034318,0.005791505791505791,0.015184381778741865,0.14352856109906,0.054743519029233315,0.06967356967356968,0.08387563268257411,0.23915401301518438,1.459745305417656,0.9840425531914894,,,,,,,,,,,1.17754,27.965,16.02,4.94779,10068.2,18.9966,2.2235,2.8481
2012-03-31,14537000000.0,1649000000.0,1682000000.0,9765000000.0,4764000000.0,6563000000.0,293000000.0,295000000.0,,1340000000.0,154000000.0,25000000.0,106000000.0,7000000.0,0.07,365721058.0,-3000000.0,42000000.0,131000000.0,-45000000.0,6856000000.0,,37.9251,2.0541,0.07,285000000.0,0.005247691015952981,0.001719749604457591,0.018656716417910446,0.11492537313432835,0.01059365756345876,0.01325301204819277,-0.033582089552238806,0.2126865671641791,1.4391267842149453,0.9803804994054697,13681000000.0,-15000000.0,1751000000.0,678000000.0,3078000000.0,1205000000.0,,,2.2274204028589994,1.4531120331950207,1.17754,27.965,16.02,4.94779,10068.2,18.9966,2.2235,2.8481
2012-06-30,14405000000.0,1644000000.0,1631000000.0,9620000000.0,4781000000.0,6519000000.0,324000000.0,283000000.0,361162342.0,2725000000.0,391000000.0,129000000.0,213000000.0,45000000.0,0.35,365870850.0,113000000.0,50000000.0,258000000.0,63000000.0,6843000000.0,,29.6669,1.8213,0.35,649000000.0,0.026981802970089938,0.008955223880597015,0.047339449541284405,0.1434862385321101,0.02714335300242971,0.033637302133516865,0.02311926605504587,0.2381651376146789,1.431290524994771,1.0079705702023298,13708000000.0,227000000.0,1873000000.0,737000000.0,3187000000.0,1164000000.0,0.63,0.63,2.1471603388766867,1.609106529209622,1.17754,27.965,16.02,4.94779,10068.2,18.9966,2.2235,2.8481
2012-09-30,14496000000.0,1683000000.0,1806000000.0,9515000000.0,4976000000.0,6252000000.0,428000000.0,325000000.0,,4148000000.0,672000000.0,234000000.0,319000000.0,114000000.0,0.64,365989073.0,444000000.0,72000000.0,388000000.0,372000000.0,6680000000.0,,33.1302,2.0774,0.64,1060000000.0,0.04702572347266881,0.016142384105960264,0.05641272902603665,0.16200578592092574,0.046357615894039736,0.05765271105010295,0.08968177434908389,0.25554484088717455,1.342443729903537,0.9318936877076412,13745000000.0,472000000.0,2011000000.0,854000000.0,3317000000.0,1115000000.0,1.3,1.3,2.0138679529695507,1.8035874439461883,1.17754,27.965,16.02,4.94779,10068.2,18.9966,2.2235,2.8481
2012-12-31,14585000000.0,1676000000.0,1751000000.0,9607000000.0,4930000000.0,6229000000.0,355000000.0,288000000.0,,-2601000000.0,-265000000.0,-115000000.0,-225000000.0,-26000000.0,-0.31000000000000005,-731269997.0,230000000.0,-32000000.0,-257000000.0,198000000.0,6584000000.0,0.9572,40.5817,2.049,-0.31000000000000005,-522000000.0,-0.02332657200811359,-0.007884813164209805,0.04421376393694733,0.10188389081122645,-0.01816935207404868,-0.02301545944068091,-0.07612456747404844,0.20069204152249134,1.335496957403651,0.9571673329525985,5612000000.0,273000000.0,952000000.0,588000000.0,1472000000.0,413000000.0,0.75,0.75,4.4728260869565215,2.305084745762712,1.17754,27.965,16.02,4.94779,10068.2,18.9966,2.2235,2.8481
2013-12-31,15530000000.0,2134000000.0,1535000000.0,9723000000.0,5729000000.0,6492000000.0,148000000.0,564000000.0,,5703000000.0,861000000.0,740000000.0,309000000.0,91000000.0,1.94,380927966.0,901000000.0,130000000.0,521000000.0,771000000.0,6640000000.0,1.3902,23.4582,3.0439,1.94,1382000000.0,0.12916739396055157,0.04764971023824855,0.12975626863054532,0.1509731720147291,0.05544108177720541,0.06960950764006792,0.13519200420831143,0.24232859898299142,1.1590155349973816,1.3902280130293159,9975000000.0,988000000.0,1659000000.0,1404000000.0,2569000000.0,616000000.0,2.62,2.62,2.5846632931101596,2.6931818181818183,1.17754,27.965,16.02,4.94779,10068.2,18.9966,2.2235,2.8481
2019-03-31,15742000000.0,2047000000.0,1917000000.0,12753000000.0,2790000000.0,8242000000.0,385000000.0,402000000.0,,1563000000.0,174000000.0,43000000.0,99000000.0,32000000.0,0.12,356357083.0,-43000000.0,30000000.0,179000000.0,-73000000.0,8627000000.0,,,1.3345,0.12,353000000.0,0.015412186379928316,0.002731546182187778,0.027511196417146513,0.11132437619961612,0.011053233388387753,0.015240430936323027,-0.04670505438259757,0.22584772872680742,3.0921146953405017,1.0678142931664059,8813000000.0,902000000.0,1442000000.0,1268000000.0,2273000000.0,502000000.0,2.3899999999999997,2.3899999999999997,3.7954245490541134,2.8725099601593627,1.17754,27.965,16.02,4.94779,10068.2,18.9966,2.2235,2.8481
2020-12-31,14135000000.0,2224000000.0,1914000000.0,11892000000.0,2051000000.0,,293000000.0,610000000.0,,6290000000.0,466000000.0,-6000000.0,371000000.0,67000000.0,-0.02,356860635.0,999000000.0,86000000.0,864000000.0,913000000.0,293000000.0,1.162,,1.3393,-0.02,1330000000.0,-0.0029254022428083864,-0.00042447824548991865,-0.0009538950715421304,0.07408585055643879,0.03296781039971702,0.19880546075085323,0.1451510333863275,0.21144674085850557,0.14285714285714285,1.1619644723093,10955000000.0,662000000.0,1236000000.0,1809000000.0,2543000000.0,554000000.0,1.73,1.73,0.11521824616594574,2.2310469314079424,1.17754,27.965,16.02,4.94779,10068.2,18.9966,2.2235,2.8481
