report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_ps,bf_pe,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-07-03,3613721000.0,2117164000.0,892549000.0,3151438000.0,462283000.0,1868672000.0,132515000.0,36797000.0,2003692000.0,702236000.0,208517000.0,121925000.0,74068000.0,8490000.0,1.25,97781000.0,-64272000.0,58099000.0,-122371000.0,2001187000.0,,0.5602,14.017,1.25,208517000.0,0.2637453680970315,0.033739461347458755,0.06085017058509991,0.3504710304777381,0.10406639343771398,0.05770146616188687,0.0846436124653436,-0.06107275968562034,0.10406639343771398,4.328921894164397,2.372042319245218,,,,,,,,,,,,0.06504246,7.05,3.96,20.85691,2289.0999,6.9364,84.1596,0.6482
2010-10-02,3755293000.0,2255012000.0,957660000.0,3216766000.0,538527000.0,1871672000.0,150000000.0,75496000.0,3177054000.0,1066111000.0,322577000.0,183237000.0,110394000.0,23818000.0,1.87,97790000.0,-37074000.0,78570000.0,-115644000.0,2021672000.0,,0.5913,13.5274,1.87,322577000.0,0.340255920315973,0.048794328431895996,0.05767512922348818,0.33556590476586173,0.10153337022285426,0.08589928934972584,0.12599684633889788,-0.036399759022037396,0.10153337022285426,3.7540773257422564,2.3547104400309085,,,,,,,,,,,,0.06504246,7.05,3.96,20.85691,2289.0999,6.9364,84.1596,0.6482
2011-01-01,3790002000.0,2147671000.0,829350000.0,3227328000.0,562674000.0,1990735000.0,90000000.0,43671000.0,4326713000.0,1414769000.0,404188000.0,211293000.0,150236000.0,22438000.0,2.16,97774000.0,133054000.0,106240000.0,26814000.0,2080735000.0,2.5895,0.5669,11.6085,2.16,404188000.0,0.3755158404333593,0.055750102506542214,0.04883453097073922,0.32698471102659227,0.0934168732707716,0.10664585401274194,0.15290407197675426,0.0061973142198246105,0.0934168732707716,3.6979405481682113,2.589583408693555,,,,,,,,,,,,0.06504246,7.05,3.96,20.85691,2289.0999,6.9364,84.1596,0.6482
2011-04-02,4076929000.0,2434442000.0,943120000.0,3456806000.0,620123000.0,2095735000.0,142336000.0,64804000.0,1036410000.0,354525000.0,101843000.0,48109000.0,41105000.0,12028000.0,0.49,98589000.0,-101035000.0,25411000.0,-126446000.0,2238071000.0,,0.6025,11.8373,0.49,101843000.0,0.07757977046489165,0.01180030361087966,0.04641888827780512,0.3420702231742264,0.09826516533032294,0.024980322198399824,0.03563194100890282,-0.12200384017907971,0.09826516533032294,3.609075941385822,2.5812643141911953,10543869000.0,564564000.0,1037125000.0,3537641000.0,-337647000.0,1037125000.0,375803000.0,5.7700000000000005,5.7700000000000005,2.157956851874171,2.759757106782011,0.06504246,7.05,3.96,20.85691,2289.0999,6.9364,84.1596,0.6482
2011-07-02,4154776000.0,2501729000.0,1073048000.0,3496976000.0,657800000.0,1998235000.0,213055000.0,44655000.0,2261643000.0,781765000.0,250311000.0,134891000.0,80283000.0,33722000.0,1.36,98927000.0,-68253000.0,47740000.0,-115993000.0,2211290000.0,,0.6487,12.9306,1.36,250311000.0,0.20506384919428397,0.032466491574997064,0.05964292330840897,0.34566242329138597,0.11067661872364472,0.06024656924946134,0.08724403905070946,-0.05128705105093952,0.11067661872364472,3.361644876862268,2.331423198216669,10801820000.0,577530000.0,1078919000.0,3617170000.0,-331269000.0,1078919000.0,382018000.0,5.880000000000001,5.880000000000001,2.0495421806456275,2.824262207539959,0.06504246,7.05,3.96,20.85691,2289.0999,6.9364,84.1596,0.6482
2011-10-01,4218580000.0,2574859000.0,1037583000.0,3468339000.0,750241000.0,2005735000.0,175000000.0,47997000.0,3491828000.0,1207208000.0,402993000.0,225723000.0,118545000.0,56430000.0,2.28,99200000.0,-26874000.0,68744000.0,-95618000.0,2180735000.0,,0.5181,9.1512,2.28,402993000.0,0.30086732130075533,0.05350686723968729,0.06464321839449137,0.3457237870822962,0.11541032376165149,0.09552811609593749,0.1374944728308932,-0.027383364816365524,0.11541032376165149,2.906712643004048,2.4815932797665345,11116594000.0,620016000.0,1159335000.0,3758267000.0,-311243000.0,1159335000.0,390169000.0,6.29,6.29,1.8810223102036943,2.9713662541103982,0.06504246,7.05,3.96,20.85691,2289.0999,6.9364,84.1596,0.6482
2011-12-31,4034669000.0,2330791000.0,933719000.0,3353608000.0,681061000.0,1807777000.0,166933000.0,35345000.0,-2152738000.0,-803127000.0,-276866000.0,-142035000.0,-83636000.0,-53261000.0,-1.44,-197465000.0,364119000.0,-51796000.0,312323000.0,1974710000.0,2.4963,0.4862,8.0848,-1.44,-276866000.0,-0.20854960128387912,-0.035203631326386375,0.06597876750445247,0.3730723385753399,0.12861109898185474,-0.0686217382392459,-0.10425070535072489,-0.14508175170410892,0.12861109898185474,2.8994612817354097,2.4962445875043775,4637143000.0,266688000.0,478281000.0,1540371000.0,-25734000.0,478281000.0,156297000.0,2.69,2.69,4.128765307423879,3.0600779285590893,0.06504246,7.05,3.96,20.85691,2289.0999,6.9364,84.1596,0.6482
2012-03-31,4076212000.0,2387554000.0,875533000.0,3418467000.0,657745000.0,1935777000.0,163370000.0,34600000.0,1008334000.0,254363000.0,6078000.0,-26830000.0,36998000.0,-4735000.0,-0.27,98533000.0,-94115000.0,9174000.0,-103289000.0,2099147000.0,,0.6434,14.8517,-0.27,6078000.0,-0.04079088400519958,-0.006582091412321047,-0.026608246870580582,0.25226065966237377,0.006027764609742406,0.001491090257327146,0.00220465654802582,-0.1024353041750055,0.006027764609742406,3.191429809424625,2.7269720273250693,4609067000.0,191749000.0,382516000.0,1440209000.0,-2577000.0,382516000.0,152190000.0,1.9300000000000002,1.9300000000000002,5.487736460697069,2.513410867993955,0.06504246,7.05,3.96,20.85691,2289.0999,6.9364,84.1596,0.6482
2012-06-30,3886056000.0,2255528000.0,963443000.0,3228298000.0,657758000.0,1660685000.0,170106000.0,29662000.0,2153784000.0,622046000.0,130596000.0,-25599000.0,73606000.0,12489000.0,-0.26,99962000.0,12740000.0,19005000.0,-6265000.0,1830791000.0,,0.6172,25.8043,-0.26,130596000.0,-0.03891856883534674,-0.0065873986375904,-0.011885592984254689,0.2888154058159964,0.060635606913228064,0.033606309327503255,0.05247877377540085,-0.0029088339406365725,0.060635606913228064,2.783380817869186,2.3411120325748382,4501208000.0,31259000.0,262801000.0,1280490000.0,107151000.0,262801000.0,145513000.0,0.30999999999999983,0.30999999999999983,6.966453704514062,1.8060310762612275,0.06504246,7.05,3.96,20.85691,2289.0999,6.9364,84.1596,0.6482
2012-09-29,3939559000.0,2318854000.0,1078876000.0,3162492000.0,777067000.0,1500000000.0,193975000.0,,3372465000.0,1021976000.0,287104000.0,84293000.0,106503000.0,21544000.0,0.84,100131000.0,309405000.0,29162000.0,280243000.0,1693975000.0,,0.6925,24.7239,0.84,287104000.0,0.1084758457121458,0.021396557330401703,0.024994477333345193,0.30303531689728436,0.08513179528920241,0.07287719259947624,0.11618742214822735,0.08309737832712867,0.08513179528920241,2.1799600291866725,2.1493239260118866,4381845000.0,-110171000.0,146912000.0,1095258000.0,483012000.0,146912000.0,133471000.0,-1.13,-1.13,11.530542093225877,1.1007035236118707,0.06504246,7.05,3.96,20.85691,2289.0999,6.9364,84.1596,0.6482
