report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_ps,bf_pe,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,fcf_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2013-12-31,8177000000.0,1163000000.0,871000000.0,3400000000.0,4769000000.0,1289000000.0,454000000.0,-1951000000.0,321000000.0,-96000000.0,-33000000.0,-18000000.0,0.30000000000000004,456000000.0,-53000000.0,-170000000.0,403000000.0,1289000000.0,1.3352,1.8508,37.4087,0.30000000000000004,151000000.0,-0.020130006290626966,-0.011740247034364682,0.04920553562275756,-0.16453100973859558,0.0392564510211569,0.0529877847474414,-0.20656073808303435,-0.07739620707329574,0.2702872719647725,1.3352468427095292,4184000000.0,207000000.0,,65000000.0,1.3,1.3,1.347886,180.53,120.36,0.8503,14979.552,4.5664,2.1006
2014-03-31,8176000000.0,1462000000.0,857000000.0,3401000000.0,4767000000.0,1293000000.0,765000000.0,1074000000.0,,56000000.0,19000000.0,24000000.0,0.0,,41000000.0,95000000.0,,1293000000.0,,1.9524,32.7919,0.0,,0.011747430249632892,0.00684931506849315,0.0521415270018622,,,,,,0.2712397734424166,1.705950991831972,4283000000.0,255000000.0,,67000000.0,1.3,1.3,1.347886,180.53,120.36,0.8503,14979.552,4.5664,2.1006
2014-06-30,8013000000.0,1354000000.0,679000000.0,3234000000.0,4771000000.0,1298000000.0,553000000.0,2232000000.0,,130000000.0,37000000.0,70000000.0,0.0,,111000000.0,178000000.0,,1298000000.0,,2.1719,43.5284,0.0,,0.027247956403269755,0.016223636590540373,0.05824372759856631,,,,,,0.2720603647034165,1.9941089837997055,4448000000.0,265000000.0,,71000000.0,1.3,1.3,1.347886,180.53,120.36,0.8503,14979.552,4.5664,2.1006
2014-09-30,8069000000.0,1113000000.0,815000000.0,3378000000.0,4683000000.0,1292000000.0,263000000.0,3336000000.0,,162000000.0,54000000.0,100000000.0,1.0,,168000000.0,269000000.0,,1292000000.0,,2.1006,47.934,1.0,,0.03459320948110186,0.02007683727847317,0.048561151079136694,,,,,,0.27589152252829385,1.3656441717791412,4691000000.0,252000000.0,,77000000.0,1.3,1.3,1.347886,180.53,120.36,0.8503,14979.552,4.5664,2.1006
2014-12-31,8143000000.0,1709000000.0,730000000.0,3512000000.0,4627000000.0,1381000000.0,685000000.0,-2227000000.0,,-4000000.0,-39000000.0,-15000000.0,1.0,,-67000000.0,-188000000.0,,1381000000.0,2.3411,2.0703,26.5703,1.0,,-0.0008644910309055544,-0.0004912194522903107,0.001796138302649304,,,,,,0.2984655284201426,2.341095890410959,4415000000.0,344000000.0,,71000000.0,2.0,2.0,1.347886,180.53,120.36,0.8503,14979.552,4.5664,2.1006
2015-03-31,7909000000.0,1574000000.0,699000000.0,3483000000.0,4422000000.0,1370000000.0,563000000.0,1054000000.0,,22000000.0,17000000.0,12000000.0,0.0,,61000000.0,79000000.0,,1370000000.0,,1.9731,27.9733,0.0,,0.004975124378109453,0.0027816411682892906,0.020872865275142316,,,,,,0.3098145635459068,2.251788268955651,4395000000.0,310000000.0,,69000000.0,2.0,2.0,1.347886,180.53,120.36,0.8503,14979.552,4.5664,2.1006
2015-06-30,7842000000.0,1483000000.0,772000000.0,3514000000.0,4324000000.0,,644000000.0,2166000000.0,,62000000.0,34000000.0,52000000.0,0.0,,122000000.0,155000000.0,,0.0,,1.895,29.8603,0.0,,0.014338575393154487,0.007906146391226727,0.028624192059095107,,,,,,0.0,1.9209844559585492,4329000000.0,242000000.0,,66000000.0,2.0,2.0,1.347886,180.53,120.36,0.8503,14979.552,4.5664,2.1006
2015-09-30,7672000000.0,1287000000.0,1043000000.0,3538000000.0,4130000000.0,,569000000.0,3219000000.0,,87000000.0,51000000.0,72000000.0,0.0,,185000000.0,233000000.0,,0.0,,1.5681,25.0539,0.0,,0.021065375302663437,0.011339937434827946,0.02702702702702703,,,,,,0.0,1.233940556088207,4212000000.0,167000000.0,,63000000.0,1.0,1.0,1.347886,180.53,120.36,0.8503,14979.552,4.5664,2.1006
2015-12-31,7596000000.0,1124000000.0,1107000000.0,3601000000.0,3991000000.0,1047000000.0,457000000.0,-2111000000.0,,-47000000.0,-34000000.0,-66000000.0,0.0,,-99000000.0,-147000000.0,,1047000000.0,1.0154,1.5082,52.6419,0.0,,-0.011776497118516662,-0.006187467087941022,0.02226432970156324,,,,,,0.2623402655975946,1.015356820234869,4328000000.0,124000000.0,,68000000.0,0.0,0.0,1.347886,180.53,120.36,0.8503,14979.552,4.5664,2.1006
2016-03-31,7899000000.0,1462000000.0,1012000000.0,3899000000.0,3996000000.0,,771000000.0,1089000000.0,,34000000.0,17000000.0,16000000.0,0.0,,38000000.0,81000000.0,,0.0,,1.5298,49.0789,0.0,,0.00850850850850851,0.004304342321812888,0.031221303948576674,,,,,,0.0,1.4446640316205535,4363000000.0,136000000.0,,68000000.0,0.0,0.0,1.347886,180.53,120.36,0.8503,14979.552,4.5664,2.1006
2016-06-30,7706000000.0,1347000000.0,824000000.0,3698000000.0,4004000000.0,,642000000.0,2254000000.0,,101000000.0,37000000.0,37000000.0,0.0,,85000000.0,167000000.0,,0.0,,1.4953,40.5094,0.0,,0.025224775224775224,0.01310667012717363,0.04480922803904171,,,,,,0.0,1.6347087378640777,4451000000.0,175000000.0,,71000000.0,0.0,0.0,1.347886,180.53,120.36,0.8503,14979.552,4.5664,2.1006
2016-09-30,7647000000.0,1219000000.0,832000000.0,3730000000.0,3913000000.0,,544000000.0,3342000000.0,,163000000.0,57000000.0,65000000.0,1.0,,140000000.0,254000000.0,,0.0,,1.4711,32.7396,1.0,,0.04165601840020445,0.021315548581142933,0.04877318970676242,,,,,,0.0,1.4651442307692308,4574000000.0,251000000.0,,77000000.0,1.0,1.0,1.347886,180.53,120.36,0.8503,14979.552,4.5664,2.1006
2016-12-31,7749000000.0,1139000000.0,924000000.0,3841000000.0,3903000000.0,1445000000.0,482000000.0,-2256000000.0,,-94000000.0,-35000000.0,-33000000.0,0.0,,-52000000.0,-160000000.0,,1445000000.0,1.2327,1.7151,35.5098,0.0,,-0.024084037919549064,-0.012130597496451154,0.041666666666666664,,,,,,0.37022802972072766,1.2326839826839826,4429000000.0,204000000.0,,76000000.0,1.0,1.0,1.347886,180.53,120.36,0.8503,14979.552,4.5664,2.1006
2017-03-31,7763000000.0,1048000000.0,1109000000.0,4034000000.0,3714000000.0,1445000000.0,374000000.0,1187000000.0,,70000000.0,21000000.0,41000000.0,0.0,,50000000.0,91000000.0,,1445000000.0,,1.5742,29.8344,0.0,,0.01884760366182014,0.009017132551848512,0.05897219882055602,,,,,,0.38906838987614434,0.9449954914337241,4527000000.0,240000000.0,,80000000.0,1.0,1.0,1.347886,180.53,120.36,0.8503,14979.552,4.5664,2.1006
2017-06-30,7901000000.0,1363000000.0,1073000000.0,4049000000.0,3837000000.0,1446000000.0,400000000.0,2382000000.0,,157000000.0,41000000.0,86000000.0,1.0,319000000.0,133000000.0,182000000.0,186000000.0,1446000000.0,,1.6458,26.8204,1.0,,0.040917383372426376,0.019870902417415518,0.06591099916036944,,,,0.07808564231738035,,0.37685691946833466,1.2702702702702702,4655000000.0,296000000.0,,84000000.0,2.0,2.0,1.347886,180.53,120.36,0.8503,14979.552,4.5664,2.1006
2017-09-30,7861000000.0,1268000000.0,1200000000.0,4194000000.0,3651000000.0,1444000000.0,383000000.0,3501000000.0,,173000000.0,61000000.0,100000000.0,1.0,450000000.0,212000000.0,274000000.0,238000000.0,1444000000.0,,1.7333,33.7794,1.0,,0.04738427827992331,0.02200737819615825,0.04941445301342474,,,,0.06798057697800629,,0.3955080799780882,1.0566666666666666,4814000000.0,306000000.0,,88000000.0,2.0,2.0,1.347886,180.53,120.36,0.8503,14979.552,4.5664,2.1006
2017-12-31,7672000000.0,1327000000.0,966000000.0,4131000000.0,3525000000.0,1440000000.0,503000000.0,-2385000000.0,,-151000000.0,-43000000.0,96000000.0,-1.0,-149000000.0,-97000000.0,-181000000.0,-246000000.0,1440000000.0,1.3377,1.9668,22.5597,-1.0,,-0.04283687943262411,-0.019681960375391033,0.06331236897274634,,,,0.10314465408805032,,0.4085106382978723,1.3737060041407867,4685000000.0,249000000.0,,80000000.0,1.0,1.0,1.347886,180.53,120.36,0.8503,14979.552,4.5664,2.1006
2018-03-31,7987000000.0,2196000000.0,1051000000.0,3793000000.0,4188000000.0,1439000000.0,1160000000.0,1109000000.0,,411000000.0,19000000.0,150000000.0,3.0,54000000.0,60000000.0,83000000.0,-6000000.0,1439000000.0,,2.0069,11.9739,3.0,,0.09813753581661891,0.05145862025791912,0.37060414788097384,,,,-0.005410279531109108,,0.3436007640878701,2.0894386298763084,4607000000.0,590000000.0,172000000.0,78000000.0,4.0,4.0,1.347886,180.53,120.36,0.8503,14979.552,4.5664,2.1006
2018-06-30,7316000000.0,1727000000.0,916000000.0,3615000000.0,3695000000.0,1429000000.0,628000000.0,2242000000.0,,488000000.0,38000000.0,175000000.0,4.0,30000000.0,121000000.0,162000000.0,-91000000.0,1429000000.0,,1.9537,12.0344,4.0,,0.1320703653585927,0.06670311645708037,0.21766280107047278,,,,-0.040588760035682424,,0.38673883626522326,1.8853711790393013,4467000000.0,921000000.0,-105000000.0,75000000.0,7.0,7.0,1.347886,180.53,120.36,0.8503,14979.552,4.5664,2.1006
2018-09-30,7724000000.0,1943000000.0,897000000.0,3789000000.0,3929000000.0,1622000000.0,1014000000.0,3316000000.0,,725000000.0,57000000.0,194000000.0,6.0,132000000.0,195000000.0,243000000.0,-63000000.0,1622000000.0,,1.9824,9.3688,6.0,,0.18452532451005346,0.09386328327291558,0.21863691194209892,,,,-0.018998793727382387,,0.41282769152456095,2.1661092530657746,4282000000.0,1473000000.0,-406000000.0,71000000.0,12.0,12.0,1.347886,180.53,120.36,0.8503,14979.552,4.5664,2.1006
2018-12-31,7643000000.0,1345000000.0,1061000000.0,3966000000.0,3670000000.0,1623000000.0,570000000.0,-2213000000.0,,-855000000.0,-38000000.0,-337000000.0,-7.0,125000000.0,-79000000.0,-161000000.0,46000000.0,1623000000.0,1.2677,1.6183,9.3729,-7.0,,-0.2329700272479564,-0.1118670679052728,0.38635336647085405,,,,-0.02078626299141437,,0.4422343324250681,1.2676720075400565,4454000000.0,769000000.0,-114000000.0,76000000.0,6.0,6.0,1.347886,180.53,120.36,0.8503,14979.552,4.5664,2.1006
2019-03-31,8035000000.0,1302000000.0,1105000000.0,4407000000.0,3622000000.0,1621000000.0,547000000.0,1241000000.0,83000000.0,63000000.0,19000000.0,20000000.0,0.59,13000000.0,66000000.0,80000000.0,-53000000.0,1621000000.0,,1.6943,18.4567,0.59,163000000.0,0.017393705135284373,0.007840696950840075,0.05076551168412571,0.06688154713940371,0.010329807093963908,0.01583063131794774,-0.0427074939564867,0.1313456889605157,0.447542794036444,1.1782805429864254,4586000000.0,421000000.0,-161000000.0,76000000.0,3.59,3.59,1.347886,180.53,120.36,0.8503,14979.552,4.5664,2.1006
2019-06-30,8082000000.0,1304000000.0,1114000000.0,4435000000.0,3642000000.0,1621000000.0,515000000.0,2530000000.0,,149000000.0,39000000.0,39000000.0,1.39,179000000.0,146000000.0,163000000.0,33000000.0,1621000000.0,,1.7039,18.791,1.39,,0.04091158704008786,0.018436030685473892,0.05889328063241107,,,,0.013043478260869565,,0.44508511806699613,1.170556552962298,4874000000.0,82000000.0,-37000000.0,77000000.0,0.98,0.98,1.347886,180.53,120.36,0.8503,14979.552,4.5664,2.1006
2019-09-30,8129000000.0,1476000000.0,1044000000.0,4368000000.0,3756000000.0,1612000000.0,660000000.0,3745000000.0,,445000000.0,58000000.0,148000000.0,4.17,274000000.0,244000000.0,248000000.0,30000000.0,1612000000.0,,1.5577,15.555,4.17,,0.11847710330138445,0.0547422807233362,0.11882510013351134,,,,0.00801068090787717,,0.4291799787007455,1.4137931034482758,5303000000.0,-198000000.0,56000000.0,78000000.0,-0.8499999999999996,-0.8499999999999996,1.347886,180.53,120.36,0.8503,14979.552,4.5664,2.1006
2019-12-31,8417000000.0,1706000000.0,1086000000.0,4450000000.0,3962000000.0,1612000000.0,893000000.0,-2496000000.0,,109000000.0,-41000000.0,33000000.0,1.0599999999999996,-70000000.0,-87000000.0,-162000000.0,-157000000.0,1612000000.0,1.5709,1.8152,11.8956,1.0599999999999996,,0.02751135790005048,0.012949982178923607,-0.04366987179487179,,,,0.06290064102564102,,0.40686521958606764,1.570902394106814,5020000000.0,766000000.0,-147000000.0,75000000.0,7.21,7.21,1.347886,180.53,120.36,0.8503,14979.552,4.5664,2.1006
2020-03-31,8298000000.0,1753000000.0,1183000000.0,4590000000.0,3705000000.0,1602000000.0,1194000000.0,993000000.0,,-103000000.0,17000000.0,-35000000.0,-1.02,-100000000.0,55000000.0,80000000.0,-155000000.0,1602000000.0,,1.0141,8.0658,-1.02,,-0.027800269905533064,-0.012412629549288986,-0.10372608257804633,,,,-0.15609264853977844,,0.43238866396761133,1.4818258664412511,4772000000.0,600000000.0,-249000000.0,73000000.0,5.6,5.6,1.347886,180.53,120.36,0.8503,14979.552,4.5664,2.1006
2020-06-30,8580000000.0,1938000000.0,701000000.0,5087000000.0,3490000000.0,2491000000.0,1438000000.0,1243000000.0,,-339000000.0,52000000.0,-129000000.0,-3.35,-330000000.0,88000000.0,153000000.0,-418000000.0,2491000000.0,,1.3626,18.2967,-3.35,,-0.09713467048710601,-0.03951048951048951,-0.2727272727272727,,,,-0.336283185840708,,0.7137535816618911,2.7646219686162623,3485000000.0,112000000.0,-700000000.0,86000000.0,0.8599999999999994,0.8599999999999994,1.347886,180.53,120.36,0.8503,14979.552,4.5664,2.1006
2020-09-30,9225000000.0,2638000000.0,970000000.0,5872000000.0,3350000000.0,2981000000.0,1778000000.0,1642000000.0,,-500000000.0,87000000.0,-188000000.0,-4.93,-463000000.0,104000000.0,233000000.0,-567000000.0,2981000000.0,,1.8509,,-4.93,,-0.14925373134328357,-0.05420054200542006,-0.30450669914738127,,,,-0.3453105968331303,,0.8898507462686567,2.7195876288659795,1382000000.0,-833000000.0,-1297000000.0,115000000.0,-8.24,-8.24,1.347886,180.53,120.36,0.8503,14979.552,4.5664,2.1006
2020-12-31,9129000000.0,2563000000.0,984000000.0,5915000000.0,3211000000.0,2984000000.0,1207000000.0,-1812000000.0,,239000000.0,-28000000.0,95000000.0,2.370000000000001,282000000.0,-125000000.0,-156000000.0,157000000.0,2984000000.0,2.6047,3.6362,,2.370000000000001,,0.07443164123326067,0.026180304524044254,-0.13189845474613687,,,,-0.08664459161147903,,0.9293055123014637,2.6046747967479673,2066000000.0,-703000000.0,-983000000.0,128000000.0,-6.93,-6.93,1.347886,180.53,120.36,0.8503,14979.552,4.5664,2.1006
2021-03-31,8769000000.0,2332000000.0,950000000.0,5881000000.0,2885000000.0,2982000000.0,1078000000.0,438000000.0,,-304000000.0,41000000.0,186000000.0,-2.99,-91000000.0,19000000.0,74000000.0,-110000000.0,2982000000.0,,5.5696,,-2.99,,-0.10537261698440208,-0.03466757897137644,-0.6940639269406392,,,,-0.2511415525114155,,1.0336221837088388,2.4547368421052633,1511000000.0,-904000000.0,-938000000.0,152000000.0,-8.899999999999999,-8.899999999999999,1.347886,180.53,120.36,0.8503,14979.552,4.5664,2.1006
2021-06-30,8962000000.0,2474000000.0,1017000000.0,6053000000.0,2906000000.0,2986000000.0,1144000000.0,1101000000.0,,-313000000.0,83000000.0,201000000.0,-3.07,-58000000.0,37000000.0,148000000.0,-95000000.0,2986000000.0,,4.1069,,-3.07,,-0.10770818995182381,-0.03492523990180763,-0.28428701180744775,,,,-0.08628519527702089,,1.0275292498279422,2.432645034414946,1369000000.0,-878000000.0,-615000000.0,183000000.0,-8.62,-8.62,1.347886,180.53,120.36,0.8503,14979.552,4.5664,2.1006
2021-09-30,9477000000.0,3239000000.0,876000000.0,5888000000.0,3586000000.0,2978000000.0,2418000000.0,1952000000.0,,-193000000.0,123000000.0,339000000.0,-1.89,209000000.0,65000000.0,219000000.0,144000000.0,2978000000.0,,3.5675,,-1.89,,-0.05382041271611824,-0.020365094439168514,-0.09887295081967214,,,,0.07377049180327869,,0.8304517568321249,3.6974885844748857,1679000000.0,-571000000.0,96000000.0,219000000.0,-5.579999999999999,-5.579999999999999,1.347886,180.53,120.36,0.8503,14979.552,4.5664,2.1006
2021-12-31,12603000000.0,2062000000.0,2232000000.0,9037000000.0,3563000000.0,3968000000.0,960000000.0,-463000000.0,,588000000.0,-84000000.0,-460000000.0,5.82,255000000.0,-10000000.0,-131000000.0,245000000.0,3968000000.0,0.9238,3.4824,,5.82,,0.1650294695481336,0.04665555820042847,-1.2699784017278617,,,,-0.5291576673866091,,1.1136682570867247,0.9238351254480287,3028000000.0,-222000000.0,184000000.0,163000000.0,-2.13,-2.13,1.347886,180.53,120.36,0.8503,14979.552,4.5664,2.1006
2022-03-31,12689000000.0,2597000000.0,2520000000.0,9165000000.0,3521000000.0,3815000000.0,1023000000.0,1279000000.0,,-73000000.0,40000000.0,2000000.0,-0.67,180000000.0,43000000.0,119000000.0,137000000.0,3815000000.0,,2.7209,1169.6963,-0.67,,-0.02073274637886964,-0.005753014421940263,-0.05707584050039093,,,,0.10711493354182955,,1.0834990059642147,1.0305555555555554,3869000000.0,9000000.0,431000000.0,162000000.0,0.19000000000000028,0.19000000000000028,1.347886,180.53,120.36,0.8503,14979.552,4.5664,2.1006
2022-06-30,12650000000.0,2892000000.0,2411000000.0,9038000000.0,3609000000.0,3798000000.0,1428000000.0,2762000000.0,,133000000.0,78000000.0,108000000.0,1.19,383000000.0,104000000.0,224000000.0,279000000.0,3798000000.0,,1.7199,36.0028,1.19,,0.03685231366029371,0.010513833992094861,0.04815351194786387,,,,0.10101375814627082,,1.0523690773067331,1.1995022812111158,5530000000.0,455000000.0,805000000.0,157000000.0,4.45,4.45,1.347886,180.53,120.36,0.8503,14979.552,4.5664,2.1006
2022-09-30,12402000000.0,2634000000.0,2957000000.0,8956000000.0,3443000000.0,3150000000.0,1223000000.0,4303000000.0,,161000000.0,116000000.0,143000000.0,1.44,403000000.0,142000000.0,320000000.0,261000000.0,3150000000.0,,1.6426,66.9344,1.44,,0.046761545164101075,0.012981777132720529,0.037415756448989076,,,,0.06065535672786428,,0.9148997966889341,0.8907676699357457,7881000000.0,809000000.0,922000000.0,150000000.0,7.779999999999999,7.779999999999999,1.347886,180.53,120.36,0.8503,14979.552,4.5664,2.1006
2022-12-31,12312000000.0,2250000000.0,3287000000.0,8610000000.0,3699000000.0,2453000000.0,991000000.0,-2453000000.0,,234000000.0,-84000000.0,-345000000.0,2.13,-292000000.0,-88000000.0,-237000000.0,-380000000.0,2453000000.0,0.6845,1.6447,21.2943,2.13,,0.06326034063260341,0.019005847953216373,-0.09539339584182634,,,,0.15491235222176927,,0.6631522032981887,0.684514755095832,5891000000.0,455000000.0,297000000.0,150000000.0,4.09,4.09,1.347886,180.53,120.36,0.8503,14979.552,4.5664,2.1006
2023-03-31,12618000000.0,2150000000.0,3347000000.0,8922000000.0,3693000000.0,2454000000.0,948000000.0,1680000000.0,,58000000.0,33000000.0,47000000.0,0.53,225000000.0,30000000.0,98000000.0,195000000.0,2454000000.0,,1.8791,20.1761,0.53,,0.0157053885729759,0.004596608020288477,0.034523809523809526,,,,0.11607142857142858,,0.6645004061738424,0.6423662981774724,6292000000.0,586000000.0,355000000.0,143000000.0,5.289999999999999,5.289999999999999,1.347886,180.53,120.36,0.8503,14979.552,4.5664,2.1006
2023-06-30,12589000000.0,1990000000.0,2621000000.0,8904000000.0,3682000000.0,3053000000.0,882000000.0,3385000000.0,,126000000.0,64000000.0,74000000.0,1.16,371000000.0,80000000.0,197000000.0,291000000.0,3053000000.0,,1.8438,26.8087,1.16,,0.034220532319391636,0.010008737786956868,0.03722304283604136,,,,0.08596750369276218,,0.8291689299293862,0.759252193819153,6915000000.0,579000000.0,367000000.0,129000000.0,5.26,5.26,1.347886,180.53,120.36,0.8503,14979.552,4.5664,2.1006
2023-09-30,12317000000.0,1751000000.0,2408000000.0,8728000000.0,3586000000.0,3049000000.0,701000000.0,5007000000.0,,194000000.0,105000000.0,107000000.0,1.8,426000000.0,134000000.0,297000000.0,292000000.0,3049000000.0,,1.6602,22.4364,1.8,,0.054099274958170664,0.015750588617358122,0.03874575594168165,,,,0.05831835430397444,,0.8502509760178472,0.7271594684385382,7619000000.0,612000000.0,398000000.0,118000000.0,5.619999999999999,5.619999999999999,1.347886,180.53,120.36,0.8503,14979.552,4.5664,2.1006
2023-12-31,12833000000.0,2130000000.0,3578000000.0,9266000000.0,3564000000.0,2305000000.0,881000000.0,-3405000000.0,,-158000000.0,-57000000.0,-138000000.0,-1.4400000000000004,-222000000.0,-46000000.0,-195000000.0,-268000000.0,2305000000.0,0.5953,2.0175,61.138,-1.4400000000000004,,-0.044332210998877665,-0.0123120081041066,0.046402349486049925,,,,0.07870778267254039,,0.6467452300785634,0.5953046394633874,6667000000.0,220000000.0,510000000.0,145000000.0,2.049999999999999,2.049999999999999,1.347886,180.53,120.36,0.8503,14979.552,4.5664,2.1006
2024-03-31,11719000000.0,2007000000.0,3382000000.0,8059000000.0,3657000000.0,2304000000.0,740000000.0,1714000000.0,,522000000.0,38000000.0,19000000.0,4.93,242000000.0,34000000.0,92000000.0,208000000.0,2304000000.0,,2.4036,23.5479,4.93,,0.14273995077932733,0.044543049748272036,0.3045507584597433,,,,0.12135355892648775,,0.6300246103363413,0.5934358367829686,6701000000.0,684000000.0,523000000.0,150000000.0,6.449999999999998,6.449999999999998,1.347886,180.53,120.36,0.8503,14979.552,4.5664,2.1006
