report_date,total_assets,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,net_income,interest_expense,income_tax,operating_cash_flow,total_debt,roe,roa,debt_equity,net_income_ttm,interest_expense_ttm
2011-06-30,652904000000.0,603100000000.0,49804000000.0,128759000000.0,14523000000.0,14746000000.0,-1036000000.0,4743000000.0,-806000000.0,-4091000000.0,143282000000.0,-0.020801542044815678,-0.0015867570117505789,2.876917516665328,,
2011-09-30,615282000000.0,565228000000.0,50054000000.0,114917000000.0,7104000000.0,13301000000.0,-903000000.0,6945000000.0,-1329000000.0,6057000000.0,122021000000.0,-0.018040516242458147,-0.001467619725589242,2.437787189834978,,
2011-12-31,555788000000.0,506495000000.0,49293000000.0,107118000000.0,6051000000.0,13731000000.0,-1748000000.0,8785000000.0,-2946000000.0,13888000000.0,113169000000.0,-0.035461424543038564,-0.003145084096813893,2.2958432231757047,,
2012-03-31,590852000000.0,541474000000.0,49378000000.0,102082000000.0,5918000000.0,10789000000.0,-1628000000.0,1907000000.0,-224000000.0,4495000000.0,108000000000.0,-0.032970148649196,-0.0027553431316133313,2.187208878447892,-5315000000.0,22380000000.0
2012-06-30,599752000000.0,549499000000.0,50253000000.0,96058000000.0,4218000000.0,10943000000.0,-773000000.0,3763000000.0,-926000000.0,11143000000.0,100276000000.0,-0.015382166238831513,-0.0012888660646400512,1.995423158816389,-5052000000.0,21400000000.0
2012-09-30,595379000000.0,546226000000.0,49153000000.0,93548000000.0,3556000000.0,12080000000.0,-1955000000.0,5495000000.0,-735000000.0,17644000000.0,97104000000.0,-0.039773767623542816,-0.0032836227008342586,1.9755457449189266,-6104000000.0,19950000000.0
2012-12-31,602928000000.0,538528000000.0,64400000000.0,92249000000.0,3376000000.0,12911000000.0,4646000000.0,-4067000000.0,-663000000.0,-15500000000.0,95625000000.0,0.07214285714285715,0.007705729373988271,1.4848602484472049,290000000.0,7098000000.0
2013-03-31,577586000000.0,513265000000.0,64321000000.0,90106000000.0,2509000000.0,9177000000.0,-207000000.0,1543000000.0,-129000000.0,-2720000000.0,92615000000.0,-0.0032182335473640022,-0.00035838818807935093,1.439887439560952,1711000000.0,6734000000.0
