report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-03-31,4934200000.0,981000000.0,886400000.0,2755600000.0,2158400000.0,958300000.0,370000000.0,172200000.0,1193600000.0,506900000.0,234200000.0,132700000.0,-14600000.0,86900000.0,1.25,232000000.0,24500000.0,50000000.0,207500000.0,1328300000.0,,14.5453,1.6695,1.25,284200000.0,0.061480726464047446,0.026893924040371286,0.11117627345844504,0.42468163538873993,0.19621313672922253,0.04746463459122046,0.06716952992801216,0.17384383378016086,0.23810321715817695,0.6154095626389918,1.1067238267148014,,,,,,,,,,,,1.0271461,293.72,209.375,0.53652,21761.016,24.8272,2.4128,1.5597
2010-09-30,5047600000.0,948700000.0,951300000.0,2757400000.0,2270200000.0,920600000.0,425400000.0,96900000.0,3708500000.0,1568200000.0,740000000.0,426400000.0,-50700000.0,263200000.0,4.05,624400000.0,93300000.0,150700000.0,531100000.0,1346000000.0,,14.1673,1.6543,4.05,890700000.0,0.18782486124570522,0.08447579047468104,0.11497910206282863,0.42286638802750437,0.19954159363624108,0.1466043268087804,0.20463469940821857,0.14321154105433465,0.24017796952945936,0.592899304026077,0.9972668979291496,,,,,,,,,,,,1.0271461,293.72,209.375,0.53652,21761.016,24.8272,2.4128,1.5597
2011-03-31,6201600000.0,1147600000.0,1199700000.0,3780000000.0,2400400000.0,1807900000.0,396800000.0,195400000.0,1368400000.0,568400000.0,235800000.0,127100000.0,-24000000.0,83100000.0,1.23,215300000.0,29400000.0,58100000.0,185900000.0,2204700000.0,,16.703,1.7823,1.23,293900000.0,0.05294950841526412,0.02049471104231166,0.09288219818766442,0.4153756211634025,0.17231803566208712,0.03802244582043344,0.051204099802393,0.13585209003215434,0.214776381175095,0.9184719213464423,0.9565724764524465,,,,,,,,,,,,1.0271461,293.72,209.375,0.53652,21761.016,24.8272,2.4128,1.5597
2011-06-30,6168300000.0,1083600000.0,1025700000.0,3567100000.0,2579800000.0,1788200000.0,215100000.0,118900000.0,2771700000.0,1156600000.0,461500000.0,250000000.0,-45000000.0,163700000.0,2.44,400200000.0,75200000.0,115900000.0,325000000.0,2003300000.0,,18.5864,1.8149,2.44,577400000.0,0.09690673695635321,0.04052980561905225,0.09019735180575099,0.41728902839412635,0.16650431143341632,0.07481802117277045,0.1006960354345312,0.11725655734747628,0.20831980373056247,0.7765330645786495,1.0564492541678854,9042200000.0,936200000.0,1671500000.0,3800100000.0,1249500000.0,2046200000.0,-134300000.0,8.969999999999999,8.969999999999999,0.9790343074968234,12.446016381236038,1.0271461,293.72,209.375,0.53652,21761.016,24.8272,2.4128,1.5597
2011-09-30,6053200000.0,1072600000.0,982200000.0,3490300000.0,2543300000.0,1769300000.0,214300000.0,85800000.0,4176200000.0,1725100000.0,700900000.0,384300000.0,-65300000.0,246200000.0,3.76,577000000.0,115600000.0,173600000.0,461400000.0,1983600000.0,,15.5312,1.465,3.76,874500000.0,0.15110289780993197,0.06348708121324258,0.09202145491116326,0.413078875532781,0.1678320003831234,0.11578999537434745,0.15483001612582561,0.11048321440544036,0.2094008907619367,0.7799315849486887,1.0920382814090817,12024800000.0,1187800000.0,2138200000.0,5018300000.0,1503400000.0,2636500000.0,-185000000.0,11.48,11.48,0.7523610847714773,11.557837837837837,1.0271461,293.72,209.375,0.53652,21761.016,24.8272,2.4128,1.5597
2011-12-31,6136600000.0,1084800000.0,797400000.0,3612900000.0,2503500000.0,2085500000.0,135500000.0,159300000.0,-2774000000.0,-1175400000.0,-449800000.0,-241700000.0,221800000.0,-160000000.0,-2.3199999999999994,-336900000.0,-74500000.0,-116200000.0,-411400000.0,2221000000.0,1.4469,16.4754,1.5449,-2.3199999999999994,-566000000.0,-0.09654483722788097,-0.0393866310334713,0.08713049747656813,0.4237202595529921,0.16214852198990629,-0.07329791741355147,-0.09520584188803048,0.14830569574621486,0.20403749098774332,0.8871579788296385,1.3604213694507148,5542300000.0,519700000.0,948400000.0,2274700000.0,560900000.0,1179800000.0,87500000.0,5.11,5.11,1.8825224614341414,10.838857142857142,1.0271461,293.72,209.375,0.53652,21761.016,24.8272,2.4128,1.5597
2012-03-31,6130600000.0,1081900000.0,769200000.0,3512400000.0,2597600000.0,1985400000.0,136000000.0,129900000.0,1423300000.0,576100000.0,287100000.0,161600000.0,21500000.0,107600000.0,1.63,197100000.0,34200000.0,56700000.0,162900000.0,2121400000.0,,16.3222,1.6161,1.63,343800000.0,0.06221127194333231,0.02635957328809578,0.11353895875781635,0.40476357760134896,0.20171432586243238,0.04683065279091769,0.06083916083916084,0.11445232909435818,0.24155132438698798,0.816676932553126,1.406526261050442,5597200000.0,554200000.0,999700000.0,2282400000.0,537900000.0,1229700000.0,133000000.0,5.51,5.51,1.7251362120842482,7.516541353383459,1.0271461,293.72,209.375,0.53652,21761.016,24.8272,2.4128,1.5597
2012-06-30,6098300000.0,1063300000.0,718500000.0,3446300000.0,2631800000.0,1975200000.0,134400000.0,124400000.0,2846700000.0,1155600000.0,563100000.0,314900000.0,42800000.0,210000000.0,3.19,383400000.0,68300000.0,112800000.0,315100000.0,2109600000.0,,15.2717,1.5894,3.19,675900000.0,0.11965194923626415,0.05163734155420363,0.11061931359117574,0.4059437243123617,0.19780798819685952,0.09233720873030189,0.11876239085502173,0.11068957037973794,0.2374328169459374,0.8015806672239532,1.4798886569241476,5672200000.0,619100000.0,1101300000.0,2281400000.0,528000000.0,1328200000.0,220800000.0,6.26,6.26,1.5883150127992771,4.987771739130435,1.0271461,293.72,209.375,0.53652,21761.016,24.8272,2.4128,1.5597
2012-09-30,6814300000.0,1455800000.0,1119400000.0,4076700000.0,2716700000.0,2175000000.0,485100000.0,466000000.0,4266100000.0,1711700000.0,808200000.0,462900000.0,66900000.0,288500000.0,4.72,587200000.0,112400000.0,170400000.0,474800000.0,2660100000.0,,14.9148,1.5844,4.72,978600000.0,0.17039054735524717,0.06793067519774591,0.10850659853261761,0.4012329762546588,0.18944703593446005,0.11860352494019928,0.15031245350394287,0.11129603150418416,0.22938984083823633,0.9791658998049104,1.3005181347150259,5762100000.0,697700000.0,1208600000.0,2268000000.0,541400000.0,1432300000.0,353000000.0,7.220000000000001,7.220000000000001,1.8572226488864065,3.4237960339943343,1.0271461,293.72,209.375,0.53652,21761.016,24.8272,2.4128,1.5597
2012-12-31,6795000000.0,1391800000.0,1028500000.0,4056900000.0,2717400000.0,2175000000.0,480000000.0,466800000.0,-2864700000.0,-1193700000.0,-634900000.0,-356300000.0,-36700000.0,-246700000.0,-3.549999999999999,-326300000.0,-41100000.0,-110100000.0,-367400000.0,2655000000.0,1.3532,14.0529,1.4448,-3.549999999999999,-745000000.0,-0.13111798042246264,-0.05243561442236939,0.12437602541278318,0.41669284741857787,0.22162879184556847,-0.09343635025754231,-0.11817809545082272,0.12825077669564003,0.26006213565120256,0.9770368734820049,1.3532328633932913,5671400000.0,583100000.0,1023500000.0,2249700000.0,585400000.0,1253300000.0,94500000.0,5.99,5.99,2.1184074044522463,10.83068783068783,1.0271461,293.72,209.375,0.53652,21761.016,24.8272,2.4128,1.5597
