report_date,total_assets,total_liabilities,total_equity,cash,revenue,operating_income,net_income,interest_expense,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,revenue_ttm,net_income_ttm,operating_income_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2012-12-31,4847223000.0,2962758000.0,1764804000.0,18606000.0,-243591000.0,-75822000.0,-41465000.0,-48110000.0,-1.1799999999999997,-68291201.0,-153388000.0,,0.0,0.4696,42.6526,9.9319,-1.1799999999999997,-75822000.0,-0.02349552698203313,-0.008554382581531735,0.17022385884535965,0.3112676576720815,-0.01564235852156998,-0.04296341123433537,0.3112676576720815,0.0,543425000.0,125284000.0,168925000.0,168925000.0,100244000.0,3.4099999999999997,3.4099999999999997,0.0,1.6851382626391604,0.71358883,308.52,238.46,0.56368,15947.372,23.8139,3.0674,8.4496
2013-03-31,4936459000.0,2947895000.0,1870465000.0,30844000.0,149342000.0,47107000.0,26571000.0,25211000.0,0.68,37092062.0,85692000.0,,0.0,,45.0361,10.3277,0.68,47107000.0,0.01420555851085158,0.00538260319796032,0.1779204778294117,0.3154303544883556,0.009542670160939248,0.02518464659857308,0.3154303544883556,0.0,564849000.0,127765000.0,176052000.0,176052000.0,100797000.0,3.4200000000000004,3.4200000000000004,0.0,1.7465996011786065,0.71358883,308.52,238.46,0.56368,15947.372,23.8139,3.0674,8.4496
2013-06-30,5058998000.0,3084605000.0,1858155000.0,20217000.0,302747000.0,95787000.0,52885000.0,51536000.0,1.0,37241968.0,150586000.0,,0.0,,52.2679,10.4862,1.0,95787000.0,0.028461027201713528,0.01045365109849816,0.17468381189574134,0.31639289571820695,0.018933986532510983,0.051549520895727216,0.31639289571820695,0.0,607118000.0,118114000.0,190893000.0,190893000.0,103017000.0,2.68,2.68,0.0,1.853024258132153,0.71358883,308.52,238.46,0.56368,15947.372,23.8139,3.0674,8.4496
2013-09-30,5085602000.0,3087549000.0,1880200000.0,9509000.0,457457000.0,144523000.0,123041000.0,77724000.0,3.0,37295691.0,225082000.0,,0.0,,33.3774,9.4729,3.0,144523000.0,0.06544037868311882,0.024193989226840795,0.26896735649470876,0.31592696144118465,0.028418071252921482,0.07686575896181257,0.31592696144118465,0.0,665955000.0,161032000.0,211595000.0,211595000.0,106361000.0,3.5,3.5,0.0,1.9894040108686455,0.71358883,308.52,238.46,0.56368,15947.372,23.8139,3.0674,8.4496
2013-12-31,5186839000.0,3184252000.0,1884619000.0,18491000.0,-295843000.0,-98712000.0,-46214000.0,-49871000.0,-0.6399999999999997,-74294426.0,-156378000.0,,0.0,0.8095,34.3589,8.7951,-0.6399999999999997,-98712000.0,-0.024521667244148553,-0.008909858200726877,0.15621123366109727,0.3336634633910554,-0.019031244270354256,-0.05237769543870671,0.3336634633910554,0.0,613703000.0,156283000.0,188705000.0,188705000.0,104600000.0,4.04,4.04,0.0,1.8040630975143404,0.71358883,308.52,238.46,0.56368,15947.372,23.8139,3.0674,8.4496
2014-03-31,6633042000.0,3071289000.0,2023994000.0,19918000.0,161645000.0,33774000.0,23280000.0,26055000.0,0.58,37931454.0,82943000.0,,0.0,,42.909,10.5125,0.58,33774000.0,0.0115020103814537,0.0035097018833892503,0.1440193015558786,0.208939342386093,0.0050917814179376525,0.016686808360103833,0.208939342386093,0.0,626006000.0,152992000.0,175372000.0,175372000.0,105444000.0,3.94,3.94,0.0,1.6631766624938356,0.71358883,308.52,238.46,0.56368,15947.372,23.8139,3.0674,8.4496
2014-06-30,11348363000.0,5352615000.0,5858448000.0,17946000.0,420126000.0,75910000.0,29583000.0,71192000.0,0.54,50087161.0,179122000.0,,0.0,,89.5186,15.768,0.54,75910000.0,0.005049630892004162,0.002606807695524015,0.07041458990874166,0.1806838900710739,0.006689070485320217,0.012957356624143459,0.1806838900710739,0.0,743385000.0,129690000.0,155495000.0,155495000.0,125100000.0,3.48,3.48,0.0,1.2429656274980017,0.71358883,308.52,238.46,0.56368,15947.372,23.8139,3.0674,8.4496
2014-09-30,11666562000.0,5551677000.0,5983292000.0,17877000.0,690605000.0,136943000.0,80341000.0,117021000.0,1.4,54443227.0,340988000.0,254211000.0,0.0,,99.6313,13.3427,1.4,391154000.0,0.013427557939676017,0.006886433209715081,0.11633422868354559,0.198294249245227,0.01173807673588843,0.022887567579854034,0.5663932349172103,0.0,976533000.0,86990000.0,147915000.0,402126000.0,164397000.0,1.88,1.88,0.0,0.8997426960345992,0.71358883,308.52,238.46,0.56368,15947.372,23.8139,3.0674,8.4496
2014-12-31,11562874000.0,5403550000.0,6022672000.0,25281000.0,-303071000.0,-45113000.0,-11054000.0,-49717000.0,-0.45999999999999996,-85765317.0,-110070000.0,,0.0,2.1417,108.1047,13.6049,-0.45999999999999996,-45113000.0,-0.001835397976180672,-0.0009559906991981406,0.03647330163559034,0.148852909054314,-0.0039015386659060716,-0.007490529120629514,0.148852909054314,0.0,969305000.0,122150000.0,201514000.0,455725000.0,164551000.0,2.0599999999999996,2.0599999999999996,0.0,1.224629446189935,0.71358883,308.52,238.46,0.56368,15947.372,23.8139,3.0674,8.4496
2015-03-31,12085159000.0,5759387000.0,6186707000.0,219200000.0,282873000.0,75315000.0,60677000.0,47546000.0,0.92,64394680.0,162549000.0,106907000.0,0.0,,93.0833,13.5933,0.92,182222000.0,0.00980764080147969,0.005020786238724703,0.2145026213176938,0.2662502253661537,0.006232023922895843,0.012173681410805458,0.6441830786253901,0.0,1090533000.0,159547000.0,243055000.0,604173000.0,186042000.0,2.3999999999999995,2.3999999999999995,0.0,1.306452306468432,0.71358883,308.52,238.46,0.56368,15947.372,23.8139,3.0674,8.4496
2015-06-30,12045004000.0,5676534000.0,6234052000.0,30242000.0,579035000.0,156281000.0,107545000.0,98348000.0,1.62,64677521.0,287048000.0,220638000.0,0.0,,68.075,12.2973,1.62,376919000.0,0.017251219592008538,0.008928598114205691,0.18573143246953983,0.26989905618831334,0.012974757002986467,0.02506892788189768,0.6509433799338554,0.0,1249442000.0,237509000.0,323426000.0,905182000.0,213198000.0,3.4799999999999995,3.4799999999999995,0.0,1.5170217356635616,0.71358883,308.52,238.46,0.56368,15947.372,23.8139,3.0674,8.4496
2015-09-30,12012717000.0,5656305000.0,6221041000.0,35668000.0,883661000.0,238970000.0,151182000.0,148401000.0,2.27,64892770.0,487908000.0,336946000.0,0.0,,76.2252,12.6299,2.27,575916000.0,0.024301720564130665,0.012585162873644655,0.171085970751227,0.2704317605959752,0.019893084969869846,0.038413185188781104,0.6517386192216246,0.0,1442498000.0,308350000.0,425453000.0,1089944000.0,244578000.0,4.35,4.35,0.0,1.7395391245328689,0.71358883,308.52,238.46,0.56368,15947.372,23.8139,3.0674,8.4496
2015-12-31,12005091000.0,5622616000.0,6237733000.0,29683000.0,-551162000.0,-139392000.0,-87284000.0,-89468000.0,-1.3200000000000003,-128903286.0,-320095000.0,,0.0,1.3015,68.115,13.2364,-1.3200000000000003,-139392000.0,-0.01399290415283886,-0.007270582122201323,0.15836360271571698,0.2529056792739703,-0.011611074001854713,-0.022346580079653938,0.2529056792739703,0.0,1194407000.0,232120000.0,331174000.0,995665000.0,204827000.0,3.4899999999999993,3.4899999999999993,0.0,1.6168473882837713,0.71358883,308.52,238.46,0.56368,15947.372,23.8139,3.0674,8.4496
2016-03-31,12067484000.0,5780041000.0,6141992000.0,48164000.0,314202000.0,99995000.0,81836000.0,52466000.0,1.19,65557639.0,200610000.0,109707000.0,0.0,,60.4186,12.481,1.19,209702000.0,0.0133240160521212,0.0067815296046798154,0.2604566489073908,0.3182506794991757,0.008286317180946749,0.016280548721001264,0.6674114104938861,0.0,1225736000.0,253279000.0,355854000.0,1023145000.0,209747000.0,3.7599999999999993,3.7599999999999993,0.0,1.6965868403362145,0.71358883,308.52,238.46,0.56368,15947.372,23.8139,3.0674,8.4496
2016-06-30,12206691000.0,5947084000.0,6118146000.0,182515000.0,635792000.0,205868000.0,153849000.0,108034000.0,2.29,65558811.0,350353000.0,219380000.0,0.0,,53.6252,11.9286,2.29,425248000.0,0.02514634335303538,0.01260366138538282,0.24198008153609984,0.32379772000905954,0.016865176647790952,0.0336487556851373,0.6688476734529532,0.0,1282493000.0,299583000.0,405441000.0,1071474000.0,219433000.0,4.43,4.43,0.0,1.8476756002971295,0.71358883,308.52,238.46,0.56368,15947.372,23.8139,3.0674,8.4496
2016-09-30,12177196000.0,5949185000.0,6088618000.0,195167000.0,964963000.0,315280000.0,219410000.0,164727000.0,3.29,65578661.0,580275000.0,329847000.0,0.0,,48.5704,11.4335,3.29,645127000.0,0.03603609226264482,0.01801810531751316,0.22737659371395588,0.32672755328442643,0.025891017932207053,0.051781865769867645,0.6685510221635441,0.0,1363795000.0,367811000.0,481751000.0,1140685000.0,235759000.0,5.449999999999999,5.449999999999999,0.0,2.0434044935718254,0.71358883,308.52,238.46,0.56368,15947.372,23.8139,3.0674,8.4496
2016-12-31,12217408000.0,5880487000.0,6192178000.0,64921000.0,-620956000.0,-200343000.0,-40116000.0,-105573000.0,-0.5,-131107295.0,-418715000.0,,0.0,1.4683,36.1925,11.6073,-0.5,-200343000.0,-0.0064784959347098875,-0.0032835115271586247,0.06460361120594696,0.32263638647504816,-0.016398159085789718,-0.03235420558000755,0.32263638647504816,0.0,1294001000.0,414979000.0,420800000.0,1079734000.0,219654000.0,6.27,6.27,0.0,1.9157402096023746,0.71358883,308.52,238.46,0.56368,15947.372,23.8139,3.0674,8.4496
2017-03-31,12447427000.0,6013009000.0,6264021000.0,84344000.0,335404000.0,109231000.0,178964000.0,54583000.0,2.72,65859490.0,223273000.0,115503000.0,0.0,,29.6343,11.541,2.72,224734000.0,0.028570146875305815,0.014377589842463024,0.5335774170850676,0.3256699383430132,0.008775387877350074,0.01743784064580882,0.6700397133009743,0.0,1315203000.0,512107000.0,430036000.0,1094766000.0,221771000.0,7.800000000000001,7.800000000000001,0.0,1.9390993412123316,0.71358883,308.52,238.46,0.56368,15947.372,23.8139,3.0674,8.4496
2017-06-30,12524951000.0,6041843000.0,6316773000.0,183885000.0,674466000.0,221478000.0,249723000.0,111395000.0,3.8,65942018.0,372406000.0,233442000.0,0.0,,33.0266,12.6635,3.8,454920000.0,0.0395333186739495,0.01993804207297897,0.3702529111919652,0.3283753369332183,0.01768294343027769,0.035061889987181745,0.6744891514175659,0.0,1353877000.0,607981000.0,445646000.0,1124438000.0,225132000.0,9.309999999999999,9.309999999999999,0.0,1.979487589503047,0.71358883,308.52,238.46,0.56368,15947.372,23.8139,3.0674,8.4496
2017-09-30,12512523000.0,6088585000.0,6265508000.0,46507000.0,1018835000.0,334147000.0,329446000.0,167333000.0,5.0,65836965.0,621287000.0,350893000.0,0.0,,31.7168,12.3559,5.0,685040000.0,0.052580892084089594,0.026329302251832026,0.323355597324395,0.327969690872418,0.02670500585693229,0.05333119038392418,0.6723758017735944,0.0,1407749000.0,718017000.0,464513000.0,1164351000.0,227738000.0,11.02,11.02,0.0,2.039681563902379,0.71358883,308.52,238.46,0.56368,15947.372,23.8139,3.0674,8.4496
2017-12-31,12495706000.0,6059675000.0,6277406000.0,44620000.0,-664806000.0,-218334000.0,-325074000.0,-110417000.0,-4.949999999999999,-131740218.0,-450815000.0,,0.0,1.598,36.6063,11.6233,-4.949999999999999,-218334000.0,-0.05178476587303737,-0.02601485662354732,0.4889757312659633,0.32841761355944443,-0.017472722229540293,-0.03478092702622707,0.32841761355944443,0.0,1363899000.0,433059000.0,446522000.0,1146360000.0,222894000.0,6.57,6.57,0.0,2.0032930451245883,0.71358883,308.52,238.46,0.56368,15947.372,23.8139,3.0674,8.4496
2018-03-31,12642667000.0,6109349000.0,6368773000.0,121954000.0,347255000.0,110547000.0,90918000.0,54861000.0,1.38,66082517.0,268358000.0,119105000.0,0.0,,45.3672,11.3756,1.38,229652000.0,0.014275591232408503,0.0071913623921281795,0.26181912427466847,0.31834530820290563,0.00874396201371119,0.017357660572923546,0.6613353299448532,0.0,1375750000.0,345013000.0,447838000.0,1151278000.0,223172000.0,5.2299999999999995,5.2299999999999995,0.0,2.0066943881848975,0.71358883,308.52,238.46,0.56368,15947.372,23.8139,3.0674,8.4496
2018-06-30,12555654000.0,6044714000.0,6354185000.0,160902000.0,695978000.0,226819000.0,191358000.0,111139000.0,2.9,66088803.0,423521000.0,238435000.0,0.0,,41.6482,11.2605,2.9,465254000.0,0.03011527048708843,0.015240783156337376,0.27494834606841023,0.3258996692424186,0.01806508844541272,0.03569600192628952,0.6684895212204983,0.0,1397262000.0,286648000.0,453179000.0,1161612000.0,222916000.0,4.33,4.33,0.0,2.0329586032406826,0.71358883,308.52,238.46,0.56368,15947.372,23.8139,3.0674,8.4496
2018-09-30,12518143000.0,6045450000.0,6316961000.0,157279000.0,1046895000.0,340716000.0,272333000.0,166335000.0,4.12,66093004.0,681137000.0,359287000.0,0.0,,43.1373,11.6489,4.12,700003000.0,0.04311139486218136,0.02175506383015436,0.2601340153501545,0.3254538420758529,0.027217775032606674,0.05393669519251425,0.6686468079415796,0.0,1425322000.0,229535000.0,459748000.0,1176575000.0,221918000.0,3.4499999999999993,3.4499999999999993,0.0,2.0717021602573924,0.71358883,308.52,238.46,0.56368,15947.372,23.8139,3.0674,8.4496
2018-12-31,12383596000.0,5954277000.0,6267073000.0,134465000.0,-690075000.0,-227954000.0,-164456000.0,-111843000.0,-2.4999999999999982,-132179235.0,-546462000.0,-236943000.0,0.0,2.0349,41.5273,11.5705,-2.4999999999999982,-464897000.0,-0.026241277227822303,-0.013280148997108755,0.23831612505887043,0.33033221026699994,-0.018407738753751332,-0.036373279838929594,0.6736905408832373,0.0,1400053000.0,390153000.0,450128000.0,930012000.0,220492000.0,5.9,5.9,0.0,2.041470892367977,0.71358883,308.52,238.46,0.56368,15947.372,23.8139,3.0674,8.4496
2019-03-31,12578001000.0,6223637000.0,6191257000.0,107034000.0,356223000.0,115695000.0,118858000.0,53643000.0,1.81,65783869.0,255759000.0,120568000.0,0.0,,45.2908,13.4394,1.81,236263000.0,0.019197717038720894,0.009449673282741829,0.33366177927871027,0.32478250983232415,0.009198202480664455,0.018686835322778556,0.6632446529280815,0.0,1409021000.0,418093000.0,455276000.0,936623000.0,219274000.0,6.33,6.33,0.0,2.07628811441393,0.71358883,308.52,238.46,0.56368,15947.372,23.8139,3.0674,8.4496
2019-06-30,12671145000.0,6289199000.0,6154907000.0,38168000.0,717858000.0,240255000.0,211133000.0,107755000.0,3.21,65802417.0,429833000.0,240033000.0,0.0,,47.1283,13.5893,3.21,480288000.0,0.03430319905727251,0.016662503664822713,0.2941152707081345,0.33468318246784184,0.018960796360549894,0.03903470840420497,0.6690571115735982,0.0,1430901000.0,437868000.0,468712000.0,951657000.0,215890000.0,6.640000000000001,6.640000000000001,0.0,2.1710685997498724,0.71358883,308.52,238.46,0.56368,15947.372,23.8139,3.0674,8.4496
2019-09-30,12997892000.0,6543811000.0,6225100000.0,74031000.0,1084790000.0,364294000.0,310468000.0,162651000.0,4.71,65857660.0,706927000.0,360842000.0,0.0,,50.3743,15.0047,4.71,725136000.0,0.04987357632809111,0.023886027057310525,0.2862010158648218,0.33581983609730914,0.02802716009642179,0.058520184414708194,0.6684574894680076,0.0,1468796000.0,476003000.0,492290000.0,976790000.0,212206000.0,7.23,7.23,0.0,2.3198684297333725,0.71358883,308.52,238.46,0.56368,15947.372,23.8139,3.0674,8.4496
2019-12-31,12705405000.0,6264491000.0,6220427000.0,70087000.0,-698716000.0,-239132000.0,-201173000.0,-106710000.0,-3.0700000000000003,-131504491.0,-473440000.0,-237693000.0,0.0,1.6038,45.2568,13.6164,-3.0700000000000003,-476825000.0,-0.032340705871156436,-0.01583365504680882,0.2879181241019241,0.3422449178206882,-0.018821281179151706,-0.038443020069201035,0.6824303436589401,0.0,1460155000.0,439286000.0,481112000.0,964862000.0,217339000.0,6.659999999999998,6.659999999999998,0.0,2.2136478036615608,0.71358883,308.52,238.46,0.56368,15947.372,23.8139,3.0674,8.4496
2020-03-31,13450841000.0,7000249000.0,6228165000.0,271877000.0,392367000.0,130837000.0,315006000.0,55147000.0,4.76,66195415.0,266926000.0,131559000.0,0.0,,22.9396,9.7412,4.76,262396000.0,0.05057765810636038,0.02341905610214261,0.8028351008112303,0.33345566778041985,0.009727049780753486,0.021007311142206414,0.6687514495357663,0.0,1496299000.0,635434000.0,496254000.0,990995000.0,218843000.0,9.609999999999998,9.609999999999998,0.0,2.2676256494381817,0.71358883,308.52,238.46,0.56368,15947.372,23.8139,3.0674,8.4496
2020-06-30,13177411000.0,6791289000.0,6166074000.0,246204000.0,762864000.0,250573000.0,399464000.0,109594000.0,6.07,65855347.0,426110000.0,265168000.0,0.0,,23.8873,9.9599,6.07,515741000.0,0.06478417223017434,0.030314300737830823,0.5236372407139411,0.32846352691960823,0.019015343757586373,0.04063736503973193,0.6760589043394366,0.0,1541305000.0,823765000.0,506572000.0,1026448000.0,220682000.0,12.469999999999999,12.469999999999999,0.0,2.295483999601236,0.71358883,308.52,238.46,0.56368,15947.372,23.8139,3.0674,8.4496
2020-09-30,13401042000.0,7102841000.0,6082997000.0,558446000.0,1133675000.0,379510000.0,473125000.0,165024000.0,7.21,65676093.0,653437000.0,395370000.0,0.0,,21.75,8.6764,7.21,774880000.0,0.07777827278231438,0.035305090454906415,0.4173374203365162,0.33476084415727614,0.0283194396376043,0.06238865480288746,0.6835115884181975,0.0,1590190000.0,986422000.0,521788000.0,1076192000.0,223055000.0,14.969999999999999,14.969999999999999,0.0,2.339279549886799,0.71358883,308.52,238.46,0.56368,15947.372,23.8139,3.0674,8.4496
2020-12-31,12936177000.0,6720746000.0,6000410000.0,73629000.0,-793158000.0,-269479000.0,-618725000.0,-109132000.0,-9.35,-132161873.0,-543365000.0,-266600000.0,0.0,1.5125,27.212,10.3496,-9.35,-536079000.0,-0.10311378722453966,-0.047829045629168496,0.7800778659485248,0.3397545003643662,-0.020831424925617514,-0.044910097809982986,0.675879206917159,0.0,1495748000.0,568870000.0,491441000.0,1016938000.0,220633000.0,8.689999999999998,8.689999999999998,0.0,2.2274138501493432,0.71358883,308.52,238.46,0.56368,15947.372,23.8139,3.0674,8.4496
2021-03-31,12790204000.0,6542951000.0,6025176000.0,103442000.0,355125000.0,197381000.0,168444000.0,51649000.0,2.59,65114933.0,195266000.0,128587000.0,0.0,,41.8378,12.1139,2.59,325968000.0,0.0279566937131795,0.013169766486914517,0.47432312565997886,0.5558071101724745,0.0154322010813901,0.03275937499585074,0.9178965153115101,0.0,1458506000.0,422308000.0,557985000.0,1080510000.0,217135000.0,6.519999999999998,6.519999999999998,0.0,2.5697607479217996,0.71358883,308.52,238.46,0.56368,15947.372,23.8139,3.0674,8.4496
2021-06-30,12747199000.0,6575470000.0,5953455000.0,48155000.0,706103000.0,290762000.0,233290000.0,102620000.0,3.59,65048016.0,428071000.0,257323000.0,0.0,,48.4304,13.5515,3.59,548085000.0,0.03918564934143283,0.01830127544098119,0.3303908919803485,0.4117841164815898,0.022809873761286695,0.04883920345412874,0.776211119340946,0.0,1401745000.0,256134000.0,598174000.0,1112854000.0,210161000.0,4.039999999999997,4.039999999999997,0.0,2.8462654821779494,0.71358883,308.52,238.46,0.56368,15947.372,23.8139,3.0674,8.4496
2022-03-31,12770301000.0,6592356000.0,5956983000.0,98107000.0,381905000.0,109850000.0,73254000.0,50377000.0,1.12,65339378.0,315143000.0,133533000.0,0.0,,57.3323,15.3697,1.12,243383000.0,0.01229716452103355,0.005736278260003425,0.19181209986776815,0.2876369777824328,0.008601989882619055,0.018440542804973592,0.6372867597962845,0.0,649975000.0,-143737000.0,328514000.0,581357000.0,95514000.0,-2.0500000000000025,-2.0500000000000025,0.0,3.4394329627070377,0.71358883,308.52,238.46,0.56368,15947.372,23.8139,3.0674,8.4496
2022-06-30,12558011000.0,6518213000.0,5827847000.0,37756000.0,781883000.0,238478000.0,130308000.0,100854000.0,2.0,65307572.0,509545000.0,268050000.0,0.0,,44.1696,11.2314,2.0,506528000.0,0.022359543756038894,0.010376483983012915,0.16665920604489418,0.305004712981354,0.01899010918209898,0.04092042910529394,0.647830941457993,0.0,2225016000.0,605296000.0,836471000.0,1623964000.0,305500000.0,9.299999999999997,9.299999999999997,0.0,2.738039279869067,0.71358883,308.52,238.46,0.56368,15947.372,23.8139,3.0674,8.4496
2022-09-30,12624330000.0,6713895000.0,5703432000.0,42711000.0,1191631000.0,367086000.0,223150000.0,152499000.0,3.42,65225767.0,808735000.0,403561000.0,0.0,,43.5669,10.0338,3.42,770647000.0,0.0391255650983478,0.01767618558767079,0.18726434609371526,0.3080534158644748,0.029077661943247683,0.06436229975214923,0.6467161394760627,0.0,3061522000.0,660002000.0,1006176000.0,2068643000.0,406350000.0,10.129999999999997,10.129999999999997,0.0,2.4761314138058323,0.71358883,308.52,238.46,0.56368,15947.372,23.8139,3.0674,8.4496
2023-09-30,12497647000.0,6761240000.0,5531683000.0,391994000.0,1247647000.0,454001000.0,340434000.0,157806000.0,5.3,64275279.0,776390000.0,410422000.0,0.0,,25.5043,8.0616,5.3,864423000.0,0.061542572124975346,0.02723984762891767,0.27286083323247684,0.36388577858961707,0.03632691817907803,0.08207285196928313,0.6928426069232724,0.0,3603066000.0,767146000.0,1169415000.0,2384981000.0,461536000.0,11.839999999999996,11.839999999999996,0.0,2.533746013312071,0.71358883,308.52,238.46,0.56368,15947.372,23.8139,3.0674,8.4496
2024-03-31,12885185000.0,7129240000.0,5548031000.0,499036000.0,426928000.0,132359000.0,272731000.0,55933000.0,4.25,64212006.0,314855000.0,139733000.0,0.0,,29.296,9.1389,4.25,272092000.0,0.04915816079614552,0.02116624635191501,0.6388220027733014,0.31002651500955664,0.010272184683417429,0.023856932306254238,0.6373252632762433,0.0,3648089000.0,966623000.0,1191924000.0,2413690000.0,467092000.0,14.969999999999995,14.969999999999995,0.0,2.5517970763789575,0.71358883,308.52,238.46,0.56368,15947.372,23.8139,3.0674,8.4496
