report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,shares_outstanding,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-06-26,1363243000.0,957219000.0,451880000.0,546858000.0,816385000.0,,181079000.0,,,587687000.0,136742000.0,85795000.0,559000.0,50388000.0,2.31,37169000.0,70981000.0,36927000.0,33811000.0,34054000.0,0.0,,15.0317,0.6764,2.31,170553000.0,0.10509134783221152,0.06293448783525754,,,,0.10030640172001616,0.16749695303073917,,,0.0,2.1183035319111267,,,,,,,,,,,,0.72102904,63.9899,45.47,5.62471,24349.012,22.2145,10.4011,1.5685
2010-09-25,1428058000.0,1011670000.0,483159000.0,581715000.0,846343000.0,,170920000.0,,,866826000.0,187600000.0,117812000.0,597000.0,69191000.0,1.58,74536.0,94517000.0,67086000.0,51313000.0,27431000.0,0.0,,17.9581,0.8028,1.58,238913000.0,0.13920124583059115,0.08249804979909779,,,,0.13136721337648752,0.2216595399264837,,,0.0,2.0938655804817876,,,,,,,,,,,,0.72102904,63.9899,45.47,5.62471,24349.012,22.2145,10.4011,1.5685
2010-12-25,1463474000.0,1043717000.0,426564000.0,530232000.0,933242000.0,,257339000.0,,,1203665000.0,266224000.0,167972000.0,1284000.0,96968000.0,2.25,74686.0,222608000.0,96511000.0,69797000.0,126097000.0,0.0,2.4466,21.0264,0.9707,2.25,336021000.0,0.17998761307356506,0.11477621057839087,,,,0.18191235375551598,0.28526791550315994,,,0.0,2.446800480115528,,,,,,,,,,,,0.72102904,63.9899,45.47,5.62471,24349.012,22.2145,10.4011,1.5685
2011-03-26,1577153000.0,1138436000.0,560216000.0,665047000.0,912106000.0,,140448000.0,,,273606000.0,28766000.0,18335000.0,243000.0,10188000.0,0.24,74927.0,-44801000.0,28905000.0,18265000.0,-73706000.0,0.0,,23.4958,1.0969,0.24,47031000.0,0.020101830269727422,0.011625378133890625,,,,0.01823919429503669,0.031538001065665615,,,0.0,2.0321376040670027,,389914000.0,619332000.0,2931784000.0,113876000.0,792518000.0,2683000.0,6.38,6.38,0.0,230.8356317554976,0.72102904,63.9899,45.47,5.62471,24349.012,22.2145,10.4011,1.5685
2011-06-25,1582863000.0,1129233000.0,535771000.0,642168000.0,940695000.0,,185517000.0,,,402497000.0,144263000.0,91160000.0,217000.0,52886000.0,1.23,74180.0,,,,,0.0,,25.168,1.2307,1.23,144263000.0,0.09690707402505594,0.057591844651116365,,,,0.09114054722360684,0.15335788964542174,,,0.0,2.1076784671062825,,395279000.0,626853000.0,2746594000.0,,766228000.0,2341000.0,5.300000000000001,5.300000000000001,0.0,267.77146518581804,0.72102904,63.9899,45.47,5.62471,24349.012,22.2145,10.4011,1.5685
2011-09-24,1547850000.0,1072396000.0,502815000.0,610945000.0,936905000.0,,96590000.0,,,,,152228000.0,1051000.0,87879000.0,2.05,74158.0,111332000.0,107326000.0,56685000.0,4006000.0,0.0,,23.898,1.2018,2.05,,0.16247965375358228,0.09834803113996834,,,,,,,,0.0,2.1327844236945994,,429695000.0,,,,,2795000.0,5.77,5.77,,,0.72102904,63.9899,45.47,5.62471,24349.012,22.2145,10.4011,1.5685
2011-12-31,1594832000.0,1090249000.0,460625000.0,586542000.0,1008290000.0,,176965000.0,,,,179674000.0,-38983000.0,576000.0,-23077000.0,-0.5099999999999998,73697735.0,187613000.0,29925000.0,5397000.0,157688000.0,0.0,2.3669,22.1486,1.1655,-0.5099999999999998,185071000.0,-0.038662487974689824,-0.024443326946035696,,,,0.11266014225949818,0.17819674895119458,,,0.0,2.3668906377204886,,222740000.0,,,,,2087000.0,3.0100000000000002,3.0100000000000002,,,0.72102904,63.9899,45.47,5.62471,24349.012,22.2145,10.4011,1.5685
2012-03-31,1743651000.0,1232113000.0,565546000.0,688496000.0,1055155000.0,,126695000.0,,,,64393000.0,40328000.0,583000.0,23482000.0,0.55,73494000.0,-20298000.0,31829000.0,21739000.0,-52127000.0,0.0,,26.9574,1.4938,0.55,86132000.0,0.03821997715975378,0.02312848155966991,,,,0.036929981974603864,0.061027052897441605,,,0.0,2.1786256113561056,,244733000.0,,,,,2427000.0,3.3200000000000003,3.3200000000000003,,,0.72102904,63.9899,45.47,5.62471,24349.012,22.2145,10.4011,1.5685
2012-06-30,1722412000.0,1198249000.0,534722000.0,655273000.0,1067139000.0,,179100000.0,,,,234237000.0,146949000.0,614000.0,86674000.0,2.0,73491000.0,152170000.0,65566000.0,44172000.0,86604000.0,0.0,,23.234,1.3345,2.0,278409000.0,0.13770371057566072,0.08531582455301055,,,,0.1359935950283672,0.219499990160607,,,0.0,2.240882178028957,,300522000.0,,,196171000.0,,2824000.0,4.09,4.09,,,0.72102904,63.9899,45.47,5.62471,24349.012,22.2145,10.4011,1.5685
2012-09-29,1716303000.0,1161924000.0,542033000.0,662090000.0,1054213000.0,,70185000.0,,,,312016000.0,196970000.0,855000.0,114191000.0,2.69,73098000.0,155841000.0,111176000.0,66380000.0,44665000.0,0.0,,25.9686,1.5041,2.69,378396000.0,0.18684079972453385,0.11476411799082097,,,,0.18179540558980553,0.29597054864624134,,,0.0,2.1436407008429375,,345264000.0,790320000.0,,236830000.0,928008000.0,2628000.0,4.73,4.73,0.0,300.73059360730593,0.72102904,63.9899,45.47,5.62471,24349.012,22.2145,10.4011,1.5685
2012-12-29,1706808000.0,1130052000.0,560505000.0,681834000.0,1024974000.0,,138630000.0,,,,-173854000.0,-107790000.0,-997000.0,-65067000.0,-1.4400000000000004,-147326000.0,90589000.0,-55647000.0,-43316000.0,34942000.0,0.0,2.0162,22.5127,1.3344,-1.4400000000000004,-217170000.0,-0.10516364317533908,-0.06315297326940113,,,,-0.10185914291472738,-0.169617961040963,,,0.0,2.0161318810715336,,276457000.0,436792000.0,,114084000.0,525767000.0,1055000.0,3.7999999999999994,3.7999999999999994,0.0,414.0208530805687,0.72102904,63.9899,45.47,5.62471,24349.012,22.2145,10.4011,1.5685
