report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,cash,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,eps,ebitda,roe,roa,roi,roic,debt_equity,current_ratio,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage
2009-12-31,9555730000.0,2280450000.0,2295325000.0,14698989000.0,-5155955000.0,245032000.0,,,,,,,,,,,0.0,,,,,,,-0.0,0.9935194362454118,,,,,,,,,
2010-06-30,7631595000.0,1949712000.0,1945951000.0,13815156000.0,-6199554000.0,517458000.0,771856000.0,135024000.0,391171000.0,84591000.0,0.45,303373000.0,786903000.0,355241000.0,486544000.0,431662000.0,0.0,0.45,1258400000.0,-0.02177963124444113,0.017692762784188628,0.10113953898234904,-0.1245018593273,-0.0,1.001932731091379,,,,,,,,,
2010-09-30,7501616000.0,1823606000.0,1981311000.0,13724422000.0,-6240357000.0,428391000.0,1173042000.0,247085000.0,586509000.0,162792000.0,0.82,302958000.0,1238795000.0,582395000.0,732041000.0,656400000.0,0.0,0.82,1905083000.0,-0.03959468985508361,0.03293756971831136,0.1563719070664241,-0.18797674556119146,-0.0,0.9204037124913756,,,,,,,,,
2011-06-30,6975055000.0,1263243000.0,1966626000.0,12414862000.0,-5457601000.0,356851000.0,610039000.0,191909000.0,379649000.0,112379000.0,0.66,288674000.0,699592000.0,345298000.0,492788000.0,354294000.0,0.0,0.66,1102827000.0,-0.035163618593590844,0.027513618172186456,0.08746009888094072,-0.1117778672350727,-0.0,0.6423402314420739,,,,,,,,,
2011-09-30,6740144000.0,1055530000.0,1941605000.0,12266028000.0,-5542781000.0,188617000.0,882442000.0,231228000.0,562214000.0,147676000.0,0.81,287137000.0,1014710000.0,574478000.0,749333000.0,440232000.0,0.0,0.81,1631775000.0,-0.041716964823253884,0.034306091976669936,0.13092331558494893,-0.15920564063418707,-0.0,0.5436378666103558,805246000.0,3437379000.0,1882588000.0,5898085000.0,1919543000.0,2.74,2.74,0.0,1.7907277930215681
2011-12-31,7143325000.0,1354952000.0,1595428000.0,12703628000.0,-5575855000.0,611947000.0,1228679000.0,291857000.0,746587000.0,184436000.0,1.02,284904000.0,1397729000.0,814807000.0,1014974000.0,582922000.0,0.0,1.02,2243653000.0,-0.05234300389805689,0.040857303846598046,0.1720037937515093,-0.22035705734815558,-0.0,0.8492717941517888,962079000.0,3894202000.0,2033848000.0,6883338000.0,2274959000.0,3.3099999999999996,3.3099999999999996,0.0,1.7117679923022788
2012-03-31,7088532000.0,1361364000.0,1579378000.0,12698135000.0,-5624249000.0,493543000.0,250064000.0,57247000.0,,34160000.0,0.21,274038000.0,234391000.0,216097000.0,253347000.0,18294000.0,0.0,0.21,503411000.0,-0.010178603401094085,0.008076002196223422,0.03527726192108606,-0.04446175836098295,-0.0,0.8619621141993874,772241000.0,2971224000.0,1395742000.0,5481666000.0,,2.7,2.7,0.0,
2012-06-30,6991689000.0,1205029000.0,1491088000.0,12633323000.0,-5656198000.0,337945000.0,510403000.0,120776000.0,,75446000.0,0.45,270760000.0,590122000.0,512469000.0,511750000.0,77653000.0,0.0,0.45,1022153000.0,-0.02135285928816495,0.017274223724768077,0.07300138779056105,-0.0902378240648577,-0.0,0.8081541800349812,701108000.0,2871588000.0,1119101000.0,5400992000.0,,2.4899999999999998,2.4899999999999998,0.0,
2012-09-30,7285306000.0,1442487000.0,1527737000.0,13015370000.0,-5745284000.0,438665000.0,730213000.0,116985000.0,,80128000.0,0.44,268704000.0,965367000.0,809243000.0,781681000.0,156124000.0,0.0,0.44,1511894000.0,-0.02036191770502555,0.01605766456481032,0.10023093058822787,-0.12709780752352712,-0.0,0.9441985106075195,586865000.0,2719359000.0,834993000.0,5281111000.0,,2.1199999999999997,2.1199999999999997,0.0,
2012-12-31,7246224000.0,1373487000.0,1692948000.0,12872231000.0,-5639164000.0,364503000.0,-731170000.0,-61485000.0,720692000.0,-165913000.0,-0.2300000000000001,-546172000.0,-638347000.0,-462554000.0,-467821000.0,-1100901000.0,0.0,-0.2300000000000001,-1198991000.0,0.010903211894529048,-0.0084851089339772,-0.10090358785486069,0.12965928992311626,-0.0,0.8112989885099837,233523000.0,759510000.0,-848830000.0,1838467000.0,,0.8699999999999997,0.8699999999999997,0.0,
2013-03-31,7143153000.0,1171808000.0,1438285000.0,12819144000.0,-5689269000.0,244140000.0,91292000.0,-16141000.0,,-17221000.0,-0.06,259500000.0,185922000.0,237520000.0,236382000.0,-51598000.0,0.0,-0.06,327674000.0,0.0028370955917183735,-0.0022596464054458866,0.012780350637876579,-0.016046349715578574,-0.0,0.814725871437163,160135000.0,600738000.0,-918722000.0,1662730000.0,,0.5999999999999998,0.5999999999999998,0.0,
2013-06-30,7588100000.0,1658201000.0,1672245000.0,13153584000.0,-5578018000.0,449510000.0,305150000.0,119218000.0,,9864000.0,0.45,264434000.0,501566000.0,495850000.0,454198000.0,5716000.0,0.0,0.45,759348000.0,-0.021372824540903237,0.015711179346608505,0.040214282890315096,-0.05470581127561797,-0.0,0.9916017090797102,158577000.0,395485000.0,-990659000.0,1399925000.0,,0.5999999999999996,0.5999999999999996,0.0,
2013-09-30,6482136000.0,1808640000.0,1466402000.0,11766280000.0,-5297057000.0,824298000.0,530577000.0,413819000.0,,44036000.0,1.56,265487000.0,813593000.0,740944000.0,657603000.0,72649000.0,0.0,1.56,1188180000.0,-0.07812243666624694,0.06383991326315894,0.08185218576098989,-0.10016448756356595,-0.0,1.2333862065109022,455411000.0,195849000.0,-1074134000.0,1076211000.0,,1.7199999999999998,1.7199999999999998,0.0,
2013-12-31,6591076000.0,1724434000.0,1441052000.0,11865326000.0,-5284330000.0,702224000.0,-227795000.0,-51235000.0,601102000.0,28956000.0,-0.20000000000000018,-523486000.0,-366104000.0,-522635000.0,-439036000.0,-888739000.0,0.0,-0.20000000000000018,-666831000.0,0.009695647319527736,-0.007773389352512397,-0.03456112476930929,0.04310764089297981,-0.0,1.196649392249551,465661000.0,699224000.0,-861972000.0,1608371000.0,,1.7499999999999996,1.7499999999999996,0.0,
2014-03-31,6542875000.0,1718545000.0,1436785000.0,11753796000.0,-5221686000.0,768122000.0,207083000.0,89763000.0,,-26939000.0,0.33,268224000.0,283682000.0,186075000.0,214285000.0,97607000.0,0.0,0.33,421368000.0,-0.017190424701906626,0.013719198364633284,0.031650153793248384,-0.03965826363362332,-0.0,1.1961044971933865,571565000.0,815015000.0,-712767000.0,1702065000.0,,2.1399999999999997,2.1399999999999997,0.0,
2014-06-30,6701128000.0,1954795000.0,1616362000.0,11834342000.0,-5143201000.0,906789000.0,462976000.0,183973000.0,,34909000.0,0.68,268729000.0,707478000.0,425193000.0,435373000.0,282285000.0,0.0,0.68,898349000.0,-0.035770136146730414,0.027454034604323333,0.06908926377768042,-0.09001709246828969,-0.0,1.2093794583144122,636320000.0,972841000.0,-436198000.0,1841066000.0,,2.3699999999999997,2.3699999999999997,0.0,
2014-09-30,6563745000.0,1814580000.0,1655641000.0,11631752000.0,-5077472000.0,813858000.0,715422000.0,255464000.0,,83722000.0,0.95,269625000.0,1029004000.0,629945000.0,644442000.0,399059000.0,0.0,0.95,1359864000.0,-0.05031322673960585,0.03892046385104845,0.10899600761455541,-0.1409012201347442,-0.0,1.0959984682669732,477965000.0,1157686000.0,-109788000.0,2012750000.0,,1.7599999999999996,1.7599999999999996,0.0,
2014-12-31,6765171000.0,1930666000.0,1750168000.0,11797185000.0,-5041469000.0,850413000.0,-464223000.0,-217761000.0,576000000.0,24076000.0,-0.81,-535875000.0,-641893000.0,-349535000.0,-427598000.0,-991428000.0,0.0,-0.81,-891821000.0,0.0431939579515415,-0.03218854334945857,-0.06861955152353133,0.09208089943625558,-0.0,1.1031318136316057,311439000.0,921258000.0,-212477000.0,1787760000.0,,1.1499999999999997,1.1499999999999997,0.0,
2015-03-31,6701203000.0,1788426000.0,1737609000.0,11723800000.0,-5031762000.0,884422000.0,223751000.0,44633000.0,,37940000.0,0.16,274370000.0,215334000.0,166631000.0,218900000.0,48703000.0,0.0,0.16,442651000.0,-0.008870252607337151,0.006660445893073229,0.033389676450631324,-0.04446772323492248,-0.0,1.0292453595716873,266309000.0,937926000.0,-261381000.0,1809043000.0,,0.9799999999999996,0.9799999999999996,0.0,
2015-06-30,6712069000.0,1896469000.0,1835426000.0,11663248000.0,-4959147000.0,796565000.0,468215000.0,120228000.0,,116549000.0,0.44,274802000.0,584235000.0,381305000.0,432829000.0,202930000.0,0.0,0.44,901044000.0,-0.02424368545638998,0.017912211569934694,0.06975717919467157,-0.09441442248031769,-0.0,1.0332582190728474,202564000.0,943165000.0,-340736000.0,1811738000.0,,0.7399999999999997,0.7399999999999997,0.0,
2015-09-30,6745748000.0,1914726000.0,1875332000.0,11703492000.0,-4957446000.0,872636000.0,651331000.0,143331000.0,,131090000.0,0.52,275632000.0,920056000.0,603969000.0,650117000.0,316087000.0,0.0,0.52,1301448000.0,-0.028912266517880376,0.021247606640508954,0.09655430354054138,-0.1313843862343634,-0.0,1.0210064137976635,90431000.0,879074000.0,-423708000.0,1753322000.0,,0.3099999999999997,0.3099999999999997,0.0,
2015-12-31,6867293000.0,1875586000.0,2188642000.0,11778877000.0,-4911316000.0,1003279000.0,-494826000.0,-132743000.0,585764000.0,-130707000.0,-0.4900000000000001,-548465000.0,-461538000.0,-335509000.0,-436594000.0,-797047000.0,0.0,-0.4900000000000001,-931420000.0,0.027027990053989603,-0.01932974171918979,-0.07205546639702136,0.1007522220113713,-0.0,0.8569633590144026,175449000.0,848471000.0,-229327000.0,1713723000.0,,0.6299999999999996,0.6299999999999996,0.0,
2016-03-31,6732386000.0,1836861000.0,2094013000.0,11565269000.0,-4832549000.0,933457000.0,251255000.0,94377000.0,,62786000.0,0.34,279013000.0,152554000.0,148652000.0,212453000.0,3902000.0,0.0,0.34,463708000.0,-0.01952944501959525,0.014018358424487247,0.03732034972445133,-0.05199223018742283,-0.0,0.8771965599067436,225193000.0,875975000.0,-274128000.0,1734780000.0,,0.8099999999999996,0.8099999999999996,0.0,
