report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,shares_outstanding,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-05-01,7945000000.0,4664000000.0,2091000000.0,,4907000000.0,,,2056000000.0,,3329000000.0,1401000000.0,474000000.0,302000000.0,-10000000.0,183000000.0,0.45,676000000.0,329000000.0,107000000.0,166000000.0,222000000.0,0.0,,14.4262,1.1912,0.45,640000000.0,0.06154473201548808,0.03801132787916929,0.0907179333133073,0.4208471012316011,0.14238510063082008,0.05966016362492133,0.09659669859384552,0.06668669270051067,0.19224992490237308,0.0,2.2305117168818747,,,,,,,,,,,,1.4131448,19.02,7.225,17.57309,9207.886,13.581,2.8538,0.6138
2010-07-31,7308000000.0,4053000000.0,2029000000.0,,4327000000.0,,,1353000000.0,,6646000000.0,2715000000.0,871000000.0,536000000.0,,347000000.0,0.81,663000000.0,540000000.0,248000000.0,332000000.0,292000000.0,0.0,,10.0447,0.8295,0.81,1203000000.0,0.12387335336260688,0.07334428024083196,0.0806500150466446,0.4085164008426121,0.13105627445079748,0.11918445539135195,0.2012941992142362,0.0439362022269034,0.1810111345170027,0.0,1.9975357318876295,,,,,,,,,,,,1.4131448,19.02,7.225,17.57309,9207.886,13.581,2.8538,0.6138
2010-10-30,7728000000.0,4477000000.0,2412000000.0,,4344000000.0,,,1403000000.0,,10300000000.0,4220000000.0,1375000000.0,839000000.0,,546000000.0,1.29,651000000.0,936000000.0,413000000.0,492000000.0,523000000.0,0.0,,9.9406,0.8145,1.29,1867000000.0,0.19313996316758747,0.10856625258799171,0.08145631067961165,0.4097087378640777,0.13349514563106796,0.17792443064182195,0.31652854511970535,0.05077669902912622,0.1812621359223301,0.0,1.8561359867330016,,,,,,,,,,,,1.4131448,19.02,7.225,17.57309,9207.886,13.581,2.8538,0.6138
2011-01-29,7065000000.0,3926000000.0,2095000000.0,,4080000000.0,,,1561000000.0,,-5611000000.0,-2447000000.0,-752000000.0,-473000000.0,,-298000000.0,-0.6699999999999999,-1349000000.0,-61000000.0,-211000000.0,-342000000.0,-272000000.0,0.0,1.874,9.8328,0.8073,-0.6699999999999999,-1094000000.0,-0.11593137254901961,-0.06694975230007078,0.0842986989841383,0.4361076456959544,0.13402245589021564,-0.10644019815994338,-0.1843137254901961,0.04847620744965247,0.1949741579041169,0.0,1.8739856801909307,14664000000.0,1204000000.0,1968000000.0,5889000000.0,765000000.0,2616000000.0,,1.8800000000000001,1.8800000000000001,0.0,,1.4131448,19.02,7.225,17.57309,9207.886,13.581,2.8538,0.6138
2011-04-30,8027000000.0,4870000000.0,2090000000.0,,3771000000.0,1246000000.0,,2417000000.0,,3295000000.0,1304000000.0,386000000.0,233000000.0,,148000000.0,0.4,588000000.0,231000000.0,127000000.0,151000000.0,104000000.0,1246000000.0,,11.787,0.9144,0.4,537000000.0,0.06178732431715725,0.029027033761056434,0.07071320182094082,0.39575113808801216,0.11714719271623672,0.04808770399900336,0.07693840940801276,0.03156297420333839,0.1629742033383915,0.3304163351896049,2.3301435406698565,14630000000.0,1135000000.0,1880000000.0,5792000000.0,647000000.0,2513000000.0,,1.83,1.83,0.4958217270194986,,1.4131448,19.02,7.225,17.57309,9207.886,13.581,2.8538,0.6138
2011-07-30,7806000000.0,4681000000.0,2158000000.0,,3124000000.0,1606000000.0,,2104000000.0,,6681000000.0,2555000000.0,720000000.0,422000000.0,,272000000.0,0.74,567000000.0,559000000.0,261000000.0,296000000.0,298000000.0,1606000000.0,,9.7612,0.7238,0.74,1016000000.0,0.1350832266325224,0.054060978734306944,0.06316419697650053,0.3824277802724143,0.10776829815895823,0.09223674096848578,0.1522198731501057,0.044604101182457716,0.15207304295764107,0.5140845070422535,2.1691380908248377,14665000000.0,1021000000.0,1729000000.0,5632000000.0,653000000.0,2326000000.0,,1.7600000000000002,1.7600000000000002,0.6904557179707652,,1.4131448,19.02,7.225,17.57309,9207.886,13.581,2.8538,0.6138
2011-10-29,7657000000.0,4554000000.0,2482000000.0,7657000000.0,2659000000.0,1606000000.0,52000000.0,1392000000.0,,10266000000.0,3869000000.0,1066000000.0,615000000.0,,404000000.0,1.12,547000000.0,638000000.0,416000000.0,444000000.0,222000000.0,1658000000.0,,9.8397,0.6591,1.12,1510000000.0,0.2312899586310643,0.08031866266161682,0.05990648743424898,0.37687512176115334,0.10383791155269823,0.13921901528013583,0.24693073893907808,0.02162478082992402,0.14708747321254628,0.6235426852200076,1.8348106365834005,14631000000.0,797000000.0,1420000000.0,5281000000.0,352000000.0,1969000000.0,,1.5900000000000003,1.5900000000000003,0.8420518029456577,,1.4131448,19.02,7.225,17.57309,9207.886,13.581,2.8538,0.6138
2012-01-28,7422000000.0,4309000000.0,2128000000.0,7422000000.0,2755000000.0,1606000000.0,59000000.0,1885000000.0,,-5693000000.0,-2454000000.0,-734000000.0,-437000000.0,,-288000000.0,-0.7000000000000002,-1169000000.0,-65000000.0,-256000000.0,-299000000.0,-321000000.0,1665000000.0,2.0249,11.0382,0.632,-0.7000000000000002,-1033000000.0,-0.15862068965517243,-0.05887900835354352,0.07676093448094151,0.4310556824170033,0.1289302652380116,-0.09889517650229049,-0.16606334841628959,0.0563850342525909,0.18145090461970842,0.604355716878403,2.024906015037594,14549000000.0,833000000.0,1438000000.0,5274000000.0,303000000.0,2030000000.0,,1.56,1.56,0.8201970443349754,,1.4131448,19.02,7.225,17.57309,9207.886,13.581,2.8538,0.6138
2012-04-28,7572000000.0,4445000000.0,2054000000.0,7572000000.0,3017000000.0,1566000000.0,59000000.0,1972000000.0,,3487000000.0,1375000000.0,395000000.0,233000000.0,,140000000.0,0.47,494000000.0,364000000.0,148000000.0,144000000.0,216000000.0,1625000000.0,,16.7707,0.9477,0.47,539000000.0,0.0772290354656944,0.030771262546222925,0.06681961571551477,0.3943217665615142,0.11327788930312589,0.05216587427363972,0.08509263248599741,0.061944364783481504,0.15457413249211358,0.5386145177328472,2.1640701071080817,14741000000.0,833000000.0,1447000000.0,5345000000.0,415000000.0,2032000000.0,,1.6300000000000001,1.6300000000000001,0.7997047244094488,,1.4131448,19.02,7.225,17.57309,9207.886,13.581,2.8538,0.6138
2012-07-28,7661000000.0,4540000000.0,2238000000.0,7661000000.0,2898000000.0,1566000000.0,48000000.0,2039000000.0,,7062000000.0,2802000000.0,820000000.0,476000000.0,45000000.0,302000000.0,0.97,493000000.0,970000000.0,297000000.0,285000000.0,673000000.0,1614000000.0,,16.447,0.9771,0.97,1105000000.0,0.1642512077294686,0.062132880824957576,0.06740300198244123,0.3967714528462192,0.11611441517983574,0.10703563503459078,0.18173758865248227,0.09529878221467007,0.1564712546020957,0.556935817805383,2.0285969615728328,15122000000.0,887000000.0,1547000000.0,5592000000.0,790000000.0,2121000000.0,,1.8599999999999999,1.8599999999999999,0.7609618104667609,,1.4131448,19.02,7.225,17.57309,9207.886,13.581,2.8538,0.6138
