report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-06-30,5545805000.0,1910116000.0,554298000.0,,2083981000.0,2401679000.0,191593000.0,3188589000.0,402466000.0,248932000.0,114176000.0,80963000.0,64385000.0,0.51,234630000.0,92093000.0,71644000.0,111670000.0,20449000.0,2401679000.0,,13.6105,0.5155,0.51,360602000.0,0.05478744767826578,0.020587813671775333,0.03580768797734672,0.12622072019943617,0.07806964146210126,0.044886540366998115,0.05549506650080479,0.006413181504420921,0.11309140187085887,1.1524476470754772,3.4460091863943223,,,,,,,,,,,,1.4682595,208.47,103.17,1.17113,24276.494,20.4762,2.7627,1.3356
2010-09-30,5610459000.0,2010022000.0,595452000.0,,2091639000.0,2409438000.0,270118000.0,4772753000.0,541998000.0,317932000.0,132917000.0,125249000.0,79959000.0,0.6,243601000.0,181513000.0,95868000.0,168948000.0,85645000.0,2409438000.0,,19.1741,0.514,0.6,486880000.0,0.06354681663518418,0.023690931526279758,0.02784912607042518,0.11356087356710058,0.06661396472853298,0.056667734315498965,0.07063465032924342,0.017944569936889674,0.10201240248552565,1.151937786587456,3.3756238957968066,,,,,,,,,,,,1.4682595,208.47,103.17,1.17113,24276.494,20.4762,2.7627,1.3356
2010-12-31,5589934000.0,2000003000.0,561317000.0,,2092870000.0,2377897000.0,186513000.0,6300887000.0,675666000.0,364753000.0,140709000.0,170229000.0,83860000.0,0.64,234717000.0,169307000.0,133394000.0,224698000.0,35913000.0,2377897000.0,3.5631,28.2288,0.6304,0.64,589451000.0,0.06723255625050768,0.02517185354961257,0.02233161775477008,0.10723347363633089,0.05788915116236809,0.06525175431409387,0.08158622446662955,0.00569967371260586,0.09355047948011129,1.1361895387673386,3.5630543881621257,,,,,,,,,,,,1.4682595,208.47,103.17,1.17113,24276.494,20.4762,2.7627,1.3356
2011-03-31,5827605000.0,2277120000.0,689644000.0,,2190691000.0,2378280000.0,160810000.0,2015969000.0,295754000.0,205326000.0,105903000.0,43346000.0,62317000.0,0.46,236224000.0,3937000.0,18693000.0,54746000.0,-14756000.0,2378280000.0,,22.5557,0.606,0.46,260072000.0,0.04834228104283078,0.018172645537918235,0.05253205778461871,0.14670562890600003,0.10184978042817126,0.03523334199898586,0.04493922154463226,-0.007319556997156206,0.12900595197644407,1.0856300591913692,3.3018774904153445,16278198000.0,493705000.0,1136943000.0,1915884000.0,127251000.0,1697005000.0,419787000.0,2.21,2.21,1.4014572732549404,2.7083806787728064,1.4682595,208.47,103.17,1.17113,24276.494,20.4762,2.7627,1.3356
2011-06-30,5900453000.0,2373859000.0,670846000.0,5900453000.0,2257194000.0,2377793000.0,277691000.0,2079731000.0,276386000.0,188219000.0,98710000.0,44812000.0,53326000.0,0.43,236266000.0,165997000.0,34976000.0,56257000.0,131021000.0,2377793000.0,,15.3549,0.4924,0.43,244476000.0,0.043731287607533954,0.016729224010427673,0.04746286899603843,0.13289507152607716,0.0905016081406682,0.03189907622346962,0.040608312385773684,0.06299901285310457,0.11755174106651294,1.053428726108611,3.5386049853468604,15169340000.0,478239000.0,1076230000.0,1789804000.0,237823000.0,1580879000.0,383636000.0,2.13,2.13,1.5040955063607018,2.8053415216507314,1.4682595,208.47,103.17,1.17113,24276.494,20.4762,2.7627,1.3356
2011-09-30,6003481000.0,2496227000.0,717467000.0,6003481000.0,2282666000.0,2379050000.0,456694000.0,2043455000.0,199243000.0,108785000.0,43304000.0,44702000.0,27749000.0,0.19,235759000.0,222463000.0,38126000.0,55962000.0,184337000.0,2379050000.0,,8.4832,0.2829,0.19,164747000.0,0.01897079993306073,0.00721314850500901,0.021191560372017002,0.09750300349163549,0.05323581874814958,0.018120320527374036,0.023335827407761432,0.0902084949264848,0.08062179005654639,1.042224311397287,3.4792220408743537,12440042000.0,388626000.0,867083000.0,1447049000.0,336515000.0,1258746000.0,303089000.0,1.72,1.72,1.890015936495528,2.8608197592126405,1.4682595,208.47,103.17,1.17113,24276.494,20.4762,2.7627,1.3356
2011-12-31,5979226000.0,2455258000.0,1100417000.0,5979226000.0,2299900000.0,1936022000.0,390761000.0,1858345000.0,160135000.0,82490000.0,30203000.0,44117000.0,15235000.0,0.1399999999999999,-472257000.0,93958000.0,75212000.0,55642000.0,18746000.0,1936022000.0,2.2312,11.0322,0.3837,0.1399999999999999,138132000.0,0.01313231010043915,0.005051322696282094,0.016252633391539244,0.08617075946608407,0.04438895899308255,0.013796100030338375,0.019473918547130945,0.010087470302877021,0.07433065442638477,0.8417852950128266,2.2312068970217656,7997500000.0,278120000.0,584820000.0,931518000.0,319348000.0,807427000.0,176977000.0,1.22,1.22,2.3977672284924827,3.3044971945507045,1.4682595,208.47,103.17,1.17113,24276.494,20.4762,2.7627,1.3356
2012-03-31,6043627000.0,2526857000.0,1121868000.0,6043627000.0,2332561000.0,1932019000.0,357809000.0,1982040000.0,201264000.0,119816000.0,45675000.0,41112000.0,26679000.0,0.2,236526000.0,21421000.0,45555000.0,55572000.0,-24134000.0,1932019000.0,,14.9401,0.4088,0.2,175388000.0,0.01958148147036669,0.0075575478102801515,0.0230444390627838,0.10154386389780226,0.060450848620613104,0.019825181137088706,0.028095615511961318,-0.012176343565215636,0.08848862787834756,0.8282823042998662,2.2523656972121495,7963571000.0,217892000.0,499310000.0,837028000.0,309970000.0,722743000.0,174743000.0,0.96,0.96,2.6731756654855183,2.857396290552411,1.4682595,208.47,103.17,1.17113,24276.494,20.4762,2.7627,1.3356
2012-06-30,5971380000.0,2458344000.0,1019449000.0,5971380000.0,2354136000.0,1928097000.0,420938000.0,1909803000.0,182136000.0,103699000.0,44472000.0,41106000.0,25180000.0,0.2,236208000.0,100602000.0,54789000.0,55502000.0,45813000.0,1928097000.0,,16.1917,0.34,0.2,159201000.0,0.018891007146570972,0.007447524692784583,0.023286171400924597,0.095368998792022,0.05429827055460694,0.01736600249858492,0.02421610407467319,0.02398833806418777,0.08335990675478047,0.819025323940503,2.4114438289703557,7793643000.0,163654000.0,414790000.0,742778000.0,224762000.0,637468000.0,171037000.0,0.73,0.73,3.0246177063005515,2.425147775042827,1.4682595,208.47,103.17,1.17113,24276.494,20.4762,2.7627,1.3356
2012-09-30,5775516000.0,2262224000.0,605399000.0,5775516000.0,2339054000.0,2173925000.0,287120000.0,1693390000.0,156401000.0,72721000.0,12833000.0,41490000.0,1116000.0,0.06,220044000.0,117366000.0,58342000.0,58953000.0,59024000.0,2173925000.0,,18.5789,0.3324,0.06,131674000.0,0.005486406042784818,0.002221965968062421,0.007578289702903643,0.09235970449807782,0.04294403533740013,0.012591255915488764,0.016113746596206187,0.03485552648828681,0.07775763409492202,0.9294035109920507,3.736748821851374,7443578000.0,133183000.0,378726000.0,699936000.0,99449000.0,604395000.0,167825000.0,0.6,0.6,3.5968613241340512,2.256672128705497,1.4682595,208.47,103.17,1.17113,24276.494,20.4762,2.7627,1.3356
