report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2011-09-30,4151000000.0,1480000000.0,669000000.0,2200000000.0,1951000000.0,1202000000.0,5000000.0,184000000.0,2800000000.0,1081000000.0,296000000.0,227000000.0,2000000.0,72000000.0,,,252000000.0,104000000.0,1207000000.0,,,,,400000000.0,0.11635058944131214,0.05468561792339195,0.08107142857142857,0.38607142857142857,0.10571428571428572,0.07130811852565647,0.09373020899303357,0.14285714285714285,0.6186570989236289,2.212257100149477,,,,,,,,,,,1.1881739,154.27,100.4746,2.11674,30630.623,32.0069,2.8881,3.3902
2011-12-31,4393000000.0,1642000000.0,817000000.0,2566000000.0,1827000000.0,1201000000.0,5000000.0,318000000.0,3803000000.0,1461000000.0,395000000.0,279000000.0,17000000.0,104000000.0,1.5,185300000.0,449000000.0,137000000.0,1206000000.0,2.0184,,,1.5,532000000.0,0.15270935960591134,0.06351012975187799,0.07336313436760453,0.3841703917959506,0.10386536944517487,0.08991577509674482,0.130234091658424,0.139889560872995,0.6600985221674877,2.0097919216646267,,,,,,,,,,,1.1881739,154.27,100.4746,2.11674,30630.623,32.0069,2.8881,3.3902
2012-03-31,4513000000.0,1735000000.0,819000000.0,2564000000.0,1949000000.0,1202000000.0,4000000.0,347000000.0,925000000.0,363000000.0,99000000.0,63000000.0,14000000.0,21000000.0,0.34,185900000.0,61000000.0,34000000.0,1206000000.0,2.0184,,,0.34,133000000.0,0.0323242688558235,0.013959672058497673,0.0681081081081081,0.3924324324324324,0.10702702702702703,0.021936627520496344,0.03137876386687797,0.1437837837837838,0.6187788609543355,2.1184371184371185,,,,,,,,,,,1.1881739,154.27,100.4746,2.11674,30630.623,32.0069,2.8881,3.3902
2012-06-30,4482000000.0,1749000000.0,779000000.0,2534000000.0,1948000000.0,1199000000.0,7000000.0,358000000.0,1891000000.0,746000000.0,228000000.0,152000000.0,27000000.0,47000000.0,0.82,186100000.0,125000000.0,67000000.0,1206000000.0,,,,0.82,295000000.0,0.07802874743326489,0.03391343150379295,0.08038075092543628,0.3945002644103649,0.12057112638815441,0.050870147255689425,0.07228915662650602,0.1560021152829191,0.6190965092402464,2.245186136071887,9419000000.0,721000000.0,1018000000.0,3651000000.0,1360000000.0,60000000.0,,,0.8867647058823529,16.966666666666665,1.1881739,154.27,100.4746,2.11674,30630.623,32.0069,2.8881,3.3902
2012-09-30,4596000000.0,1834000000.0,785000000.0,2542000000.0,2054000000.0,1199000000.0,,424000000.0,2822000000.0,1120000000.0,339000000.0,224000000.0,41000000.0,75000000.0,1.2,186152000.0,230000000.0,103000000.0,1199000000.0,,16.9724,1.2247,1.2,442000000.0,0.10905550146056475,0.04873803307223673,0.07937632884479093,0.39688164422395467,0.12012756909992912,0.0737597911227154,0.10421149707961881,0.1566265060240964,0.5837390457643622,2.3363057324840764,9441000000.0,718000000.0,1061000000.0,3690000000.0,1402000000.0,99000000.0,3.86,3.86,0.855206847360913,10.717171717171718,1.1881739,154.27,100.4746,2.11674,30630.623,32.0069,2.8881,3.3902
2012-12-31,4679000000.0,1874000000.0,781000000.0,2605000000.0,2074000000.0,1199000000.0,,504000000.0,-1847000000.0,-727000000.0,-223000000.0,-142000000.0,-27000000.0,-52000000.0,-0.7699999999999998,-371922000.0,-20000000.0,-62000000.0,1199000000.0,2.3995,16.9529,1.3282,-0.7699999999999998,-285000000.0,-0.06846673095467695,-0.030348365035263947,0.0768814293448836,0.3936112615051435,0.12073632918245804,-0.04765975635819619,-0.06813321112129544,0.15430427720628045,0.5781099324975892,2.3994878361075545,3791000000.0,297000000.0,443000000.0,1502000000.0,585000000.0,55000000.0,1.59,1.59,2.0495726495726494,8.054545454545455,1.1881739,154.27,100.4746,2.11674,30630.623,32.0069,2.8881,3.3902
2013-03-31,4589000000.0,1757000000.0,721000000.0,2549000000.0,2040000000.0,1199000000.0,,375000000.0,879000000.0,334000000.0,66000000.0,41000000.0,13000000.0,10000000.0,0.0,186435000.0,20000000.0,,1199000000.0,,18.4521,1.355,0.0,66000000.0,0.020098039215686276,0.00893440836783613,0.04664391353811149,0.3799772468714448,0.07508532423208192,0.014382218348224014,0.02037665946279716,0.07508532423208192,0.5877450980392157,2.436893203883495,3745000000.0,275000000.0,410000000.0,1473000000.0,518000000.0,54000000.0,1.25,1.25,2.3146718146718146,7.592592592592593,1.1881739,154.27,100.4746,2.11674,30630.623,32.0069,2.8881,3.3902
2013-06-30,4611000000.0,1779000000.0,736000000.0,2559000000.0,2052000000.0,1199000000.0,,360000000.0,1839000000.0,705000000.0,136000000.0,87000000.0,27000000.0,21000000.0,0.0,186278000.0,62000000.0,,1199000000.0,,22.0832,1.3702,0.0,136000000.0,0.04239766081871345,0.018867924528301886,0.04730831973898858,0.3833605220228385,0.07395323545405111,0.029494686618954675,0.04183328206705629,0.07395323545405111,0.584307992202729,2.417119565217391,3693000000.0,210000000.0,318000000.0,1432000000.0,359000000.0,54000000.0,0.43000000000000016,0.43000000000000016,3.33983286908078,5.888888888888889,1.1881739,154.27,100.4746,2.11674,30630.623,32.0069,2.8881,3.3902
2013-09-30,4784000000.0,1899000000.0,802000000.0,2626000000.0,2158000000.0,1199000000.0,,394000000.0,2804000000.0,1089000000.0,234000000.0,160000000.0,41000000.0,31000000.0,0.0,186186000.0,163000000.0,,1199000000.0,,22.2106,1.3716,0.0,234000000.0,0.07414272474513438,0.033444816053511704,0.05706134094151213,0.3883737517831669,0.08345221112696148,0.04891304347826087,0.06970509383378017,0.08345221112696148,0.5556070435588508,2.3678304239401498,3675000000.0,146000000.0,213000000.0,1401000000.0,151000000.0,54000000.0,-0.7699999999999998,-0.7699999999999998,7.940397350993377,3.9444444444444446,1.1881739,154.27,100.4746,2.11674,30630.623,32.0069,2.8881,3.3902
2013-12-31,4896000000.0,2009000000.0,853000000.0,2655000000.0,2241000000.0,1199000000.0,,533000000.0,-1685000000.0,-629000000.0,-73000000.0,-60000000.0,-26000000.0,8000000.0,1.22,-372861000.0,79000000.0,,1199000000.0,2.3552,27.9969,1.6636,1.22,-73000000.0,-0.02677376171352075,-0.012254901960784314,0.03560830860534125,0.37329376854599405,0.04332344213649852,-0.01491013071895425,-0.02122093023255814,0.04332344213649852,0.535029004908523,2.3552168815943726,3837000000.0,228000000.0,363000000.0,1499000000.0,363000000.0,55000000.0,1.22,1.22,3.303030303030303,6.6,1.1881739,154.27,100.4746,2.11674,30630.623,32.0069,2.8881,3.3902
