report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,shares_outstanding,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-03-28,6144700000.0,2490400000.0,1646600000.0,2590000000.0,3541000000.0,549300000.0,,1086000000.0,,5257400000.0,692400000.0,458800000.0,16200000.0,244700000.0,0.6,764900000.0,957800000.0,184500000.0,272500000.0,773300000.0,549300000.0,,24.063,1.8144,0.6,964900000.0,0.1295679186670432,0.07466597230133286,0.08726747061285046,0.13170007988739682,0.1126824743274692,0.16927853702662396,0.14708791417811085,0.18353178377144597,0.15512567071448743,1.5124498967569537,,,,,,,,,,,0.9453791,104.82,75.5,8.81429,105567.54,77.1129,64.1154,2.8001
2010-06-27,6206900000.0,2610900000.0,1726600000.0,2672300000.0,3520900000.0,549400000.0,,1125200000.0,,7869400000.0,1020100000.0,666700000.0,24100000.0,354600000.0,0.87,765500000.0,1375400000.0,285600000.0,404500000.0,1089800000.0,549400000.0,,24.0764,1.9106,0.87,1424600000.0,0.18935499446164333,0.1074127181040455,0.08472056319414441,0.1296286883371032,0.16434935313924826,0.2506203473945409,0.13848578036444964,0.1810303199735685,0.1560396489533926,1.5121626317618442,,,,,,,,,,,0.9453791,104.82,75.5,8.81429,105567.54,77.1129,64.1154,2.8001
2010-10-03,6385900000.0,2756400000.0,1779100000.0,2703600000.0,3674700000.0,549400000.0,,1164000000.0,,10707400000.0,1419400000.0,945600000.0,32700000.0,488700000.0,1.24,764200000.0,1704900000.0,440700000.0,540800000.0,1264200000.0,549400000.0,1.5493,20.107,1.7757,1.24,1960200000.0,0.2573271287452037,0.14807623044519957,0.08831275566430692,0.1325625268505893,0.22227094066615513,0.33602424185033497,0.1180678782897809,0.18306965276350934,0.14950880343973658,1.549322691248384,,,,,,,,,,,0.9453791,104.82,75.5,8.81429,105567.54,77.1129,64.1154,2.8001
2011-01-02,6931100000.0,3400400000.0,1956400000.0,2870800000.0,4051700000.0,549400000.0,,1792000000.0,,2950800000.0,501900000.0,346600000.0,7900000.0,160800000.0,0.45,766700000.0,673600000.0,128900000.0,135300000.0,544700000.0,549400000.0,,23.4526,2.2534,0.45,637200000.0,0.08554433941308587,0.05000649247594177,0.11745967195336858,0.17008946726311508,0.07241274833720478,0.10908261068005477,0.18459400840450046,0.21594143960959739,0.13559740355899993,1.7380903700674708,26785000000.0,2417700000.0,3633800000.0,3672000000.0,4986900000.0,80900000.0,3.16,3.16,0.11016864184162506,44.91718170580964,0.9453791,104.82,75.5,8.81429,105567.54,77.1129,64.1154,2.8001
2011-04-03,7027600000.0,3540300000.0,1794200000.0,2700400000.0,4317800000.0,549400000.0,,1645200000.0,,5736500000.0,878000000.0,608100000.0,15000000.0,287300000.0,0.79,769300000.0,669500000.0,239100000.0,271600000.0,430400000.0,549400000.0,,25.0234,2.4494,0.79,1149600000.0,0.14083561072768538,0.08653025214867095,0.10600540399198118,0.15305499869258257,0.12493596675963345,0.1803911900065746,0.07502832737732067,0.20040094134053865,0.12724072444300338,1.9731913944933674,27264100000.0,2567000000.0,3819400000.0,3329100000.0,5171600000.0,79700000.0,3.3499999999999996,3.3499999999999996,0.10623404749013844,47.922208281053955,0.9453791,104.82,75.5,8.81429,105567.54,77.1129,64.1154,2.8001
2011-07-03,7097800000.0,3587000000.0,1859400000.0,2756300000.0,4338900000.0,549400000.0,,1720800000.0,,8668700000.0,1280300000.0,887400000.0,23500000.0,417200000.0,1.15,770100000.0,1126700000.0,372400000.0,408200000.0,754300000.0,549400000.0,,26.3215,2.6677,1.15,1688500000.0,0.20452188342667496,0.12502465552706474,0.10236829051645575,0.1476922721976767,0.18037983600552285,0.261911093836303,0.08701420051449468,0.19478122440504342,0.126621954873355,1.9291169194363773,28063400000.0,2787700000.0,4079600000.0,2993600000.0,5435500000.0,79100000.0,3.63,3.63,0.10107625793395272,51.575221238938056,0.9453791,104.82,75.5,8.81429,105567.54,77.1129,64.1154,2.8001
2011-10-02,7360400000.0,3794900000.0,2075800000.0,2973100000.0,4384900000.0,549500000.0,,1148100000.0,,-5655600000.0,-931700000.0,-596400000.0,-13100000.0,-302200000.0,-0.7699999999999996,-1536400000.0,-857400000.0,-208500000.0,-265100000.0,-1065900000.0,549500000.0,1.8282,21.6799,2.3083,-0.7699999999999996,-1196800000.0,-0.13601222376793085,-0.0810282049888593,0.10545300233396987,0.16473937336445293,-0.1265827944133471,-0.18881728274967574,0.188468067048589,0.2116132682650824,0.12531642682843394,1.828162636092109,11700400000.0,1245700000.0,1728500000.0,663500000.0,2278500000.0,33300000.0,1.6200000000000003,1.6200000000000003,0.2411674347158218,51.906906906906904,0.9453791,104.82,75.5,8.81429,105567.54,77.1129,64.1154,2.8001
2012-01-01,7835600000.0,4237100000.0,2158800000.0,3060300000.0,4772800000.0,549500000.0,,1569600000.0,,3435900000.0,556000000.0,382100000.0,8600000.0,188400000.0,0.5,768500000.0,466300000.0,153500000.0,143600000.0,312800000.0,549500000.0,,26.3446,2.7701,0.5,699600000.0,0.08005782769024472,0.04876461279289397,0.11120812596408511,0.16182077476061585,0.07095819082137934,0.10446611427390413,0.09103873803079252,0.2036147734218109,0.11513157894736842,1.962710765239948,12185500000.0,1281200000.0,1782600000.0,431600000.0,2340900000.0,34000000.0,1.6700000000000004,1.6700000000000004,0.23473877568456578,52.42941176470588,0.9453791,104.82,75.5,8.81429,105567.54,77.1129,64.1154,2.8001
2012-04-01,8006500000.0,4351500000.0,1971400000.0,2869800000.0,5133900000.0,549600000.0,,1432200000.0,,6631800000.0,986400000.0,691900000.0,17400000.0,335200000.0,0.9,770900000.0,575600000.0,313800000.0,287900000.0,261800000.0,549600000.0,,32.1113,3.3896,0.9,1274300000.0,0.13477083698552758,0.08641728595516143,0.10433064929581712,0.14873789921288338,0.12319990008118403,0.17355502771179732,0.03947646189571459,0.19214994420820894,0.10705311751300181,2.207314598762301,13080800000.0,1365000000.0,1891000000.0,263000000.0,2465600000.0,36400000.0,1.7800000000000002,1.7800000000000002,0.22290720311486048,51.95054945054945,0.9453791,104.82,75.5,8.81429,105567.54,77.1129,64.1154,2.8001
2012-07-01,8308900000.0,4569600000.0,2018200000.0,2920900000.0,5385000000.0,549600000.0,,1501300000.0,,9935400000.0,1477900000.0,1025100000.0,26200000.0,494200000.0,1.33,772900000.0,1126900000.0,516500000.0,427700000.0,610400000.0,549600000.0,,28.9399,3.0879,1.33,1905600000.0,0.19036211699164346,0.1233737317815836,0.10317652032127544,0.14875093101435272,0.17786951341332788,0.2490311057190038,0.0614368822593957,0.19179902168005314,0.10206128133704735,2.2641958180556934,14347500000.0,1502700000.0,2088600000.0,119100000.0,2682700000.0,39100000.0,1.9600000000000004,1.9600000000000004,0.2048682297685168,53.41687979539642,0.9453791,104.82,75.5,8.81429,105567.54,77.1129,64.1154,2.8001
2012-09-30,8219200000.0,4199600000.0,2209800000.0,3104700000.0,5109000000.0,549600000.0,,1188600000.0,,-6703600000.0,-1022900000.0,-715300000.0,-19500000.0,-343400000.0,-0.94,-1539300000.0,-418500000.0,-127600000.0,-278600000.0,-546100000.0,549600000.0,1.9004,27.5343,2.8655,-0.94,-1301500000.0,-0.1400078293208064,-0.08702793459217442,0.10670386061220836,0.15258965332060384,-0.1244525014599961,-0.18076909482910966,0.08146369115102334,0.1941494122561012,0.1075748678802114,1.9004434790478777,13299500000.0,1383800000.0,1997400000.0,638900000.0,2578000000.0,32700000.0,1.79,1.79,0.21318851823118698,61.08256880733945,0.9453791,104.82,75.5,8.81429,105567.54,77.1129,64.1154,2.8001
