report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,shares_outstanding,revenue,gross_profit,operating_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2020-09-25,2603700000.0,756300000.0,705400000.0,,1583100000.0,0.0,12900000.0,,,1889600000.0,825400000.0,290400000.0,84000000.0,,,480600000.0,27300000.0,,453300000.0,12900000.0,,,,,290400000.0,0.4368120237087214,0.15368331922099915,0.11153358681875793,0.18195488721804512,0.23989204064352243,0.15368331922099915,0.008148569262838735,1.0721576410547207,,,,,,,,,1.3590082,48.2,27.22,0.99945,5008.392,12.3329,4.336,1.6284
2020-12-31,3073000000.0,1182100000.0,838300000.0,,187800000.0,1795300000.0,,380500000.0,,2704600000.0,1188100000.0,468200000.0,118300000.0,2.02,169400000.0,691300000.0,35700000.0,78300000.0,655600000.0,1795300000.0,1.4101,,,2.02,546500000.0,0.4392886193891888,0.17311247504252014,0.15235925805401887,0.23609500277343554,0.24240183391259337,0.2020631516675294,9.559637912673056,1.4101157103662174,,,,,,,,,1.3590082,48.2,27.22,0.99945,5008.392,12.3329,4.336,1.6284
2021-04-02,3284100000.0,1411200000.0,798200000.0,,264300000.0,1981800000.0,6900000.0,670300000.0,,707400000.0,311800000.0,132900000.0,28100000.0,0.54,169700000.0,163300000.0,11000000.0,19800000.0,152300000.0,1988700000.0,1.4101,,,0.54,152700000.0,0.44076901328809726,0.1878710771840543,0.04046770804786699,0.058988015978695074,0.2152954481198756,0.21586089906700592,7.524404086265608,1.767977950388374,,,,,,,,,1.3590082,48.2,27.22,0.99945,5008.392,12.3329,4.336,1.6284
2021-07-02,3339700000.0,1469700000.0,778700000.0,,345500000.0,1982500000.0,5500000.0,703400000.0,,1432000000.0,630300000.0,253900000.0,54700000.0,1.02,169800000.0,216500000.0,21700000.0,39000000.0,194800000.0,1988000000.0,,12.2439,1.845,1.02,292900000.0,0.4401536312849162,0.17730446927374302,0.07602479264604606,0.1088065138204414,0.13603351955307263,0.2045391061452514,5.753979739507959,1.8873763965583665,6733600000.0,1145400000.0,2955600000.0,1456000000.0,1282500000.0,,,1.5500974658869395,1.3590082,48.2,27.22,0.99945,5008.392,12.3329,4.336,1.6284
2021-10-01,4171600000.0,1321100000.0,872300000.0,,470600000.0,2583100000.0,4500000.0,458900000.0,,2200500000.0,976700000.0,421300000.0,85800000.0,1.77,170000000.0,341900000.0,32900000.0,59000000.0,309000000.0,2587600000.0,,13.1463,1.9069,1.77,480300000.0,0.4438536696205408,0.19145648716200864,0.1009924249688369,0.13776077431168662,0.14042263122017723,0.21826857532379004,5.498512537186571,1.514501891551072,7044500000.0,1276300000.0,3106900000.0,1311700000.0,1472400000.0,5.35,5.35,1.7574028796522685,1.3590082,48.2,27.22,0.99945,5008.392,12.3329,4.336,1.6284
2021-12-31,4349800000.0,1478200000.0,933400000.0,,569900000.0,2583800000.0,,572600000.0,,-1349200000.0,-585700000.0,-225900000.0,-47600000.0,-0.8999999999999999,-339400000.0,-240600000.0,-17800000.0,-29500000.0,-258400000.0,2583800000.0,1.5837,12.5873,1.7382,-0.8999999999999999,-255400000.0,0.4341091016898903,0.16743255262377704,-0.051933422226309256,-0.07163014871420871,0.19152090127482954,0.18929736139934777,4.5337778557641695,1.5836725948146562,2990700000.0,582200000.0,1333100000.0,397700000.0,670500000.0,2.43,2.43,3.853542132736764,1.3590082,48.2,27.22,0.99945,5008.392,12.3329,4.336,1.6284
2022-04-01,4300100000.0,1257100000.0,848300000.0,,548200000.0,2584500000.0,4200000.0,145100000.0,,748100000.0,335300000.0,134800000.0,67300000.0,1.5,166500000.0,41300000.0,12900000.0,29100000.0,28400000.0,2588700000.0,,7.0484,1.3304,1.5,163900000.0,0.44820211201711,0.1801898141959631,0.031348108183530614,0.042972361248366224,0.037962839192621306,0.21908835717150113,4.722181685516235,1.4819049864434752,3031400000.0,584100000.0,1356600000.0,273800000.0,681700000.0,3.39,3.39,3.7974182191579873,1.3590082,48.2,27.22,0.99945,5008.392,12.3329,4.336,1.6284
2022-07-01,4219200000.0,1345900000.0,850100000.0,,499300000.0,2599200000.0,9100000.0,127400000.0,,1524500000.0,683400000.0,271300000.0,75200000.0,1.73,163900000.0,48500000.0,26500000.0,58100000.0,22000000.0,2608300000.0,,6.9784,1.1842,1.73,329400000.0,0.4482781239750738,0.17795998688094458,0.06430128934395146,0.08730209808212125,0.014430960970810102,0.21607084289931125,5.2239134788704185,1.583225502882014,3123900000.0,601500000.0,1409700000.0,101000000.0,718200000.0,4.1,4.1,3.6317181843497632,1.3590082,48.2,27.22,0.99945,5008.392,12.3329,4.336,1.6284
2022-09-30,4263700000.0,1340000000.0,875300000.0,,497300000.0,2635900000.0,7700000.0,121700000.0,,2312500000.0,1043300000.0,421500000.0,93000000.0,2.06,162200000.0,139800000.0,43000000.0,86800000.0,96800000.0,2643600000.0,,5.9194,0.8509,2.06,508300000.0,0.45115675675675676,0.18227027027027026,0.09885779956375917,0.1341972046228788,0.04185945945945946,0.2198054054054054,5.315905891815805,1.5309036901633726,3235900000.0,601700000.0,1476300000.0,-111200000.0,746200000.0,4.390000000000001,4.390000000000001,3.5427499329938352,1.3590082,48.2,27.22,0.99945,5008.392,12.3329,4.336,1.6284
2022-12-31,4343300000.0,1385000000.0,929900000.0,3763800000.0,576500000.0,2585700000.0,,204500000.0,156000000.0,-1400700000.0,-633700000.0,-249700000.0,-109400000.0,-2.8,-331600000.0,91600000.0,-22400000.0,-55100000.0,69200000.0,2585700000.0,1.4894,7.6103,0.9591,-2.8,-304800000.0,0.4524166488184479,0.1782680088527165,-0.05749084797273962,-0.07896401239643286,-0.04940386949382452,0.2176054829727993,4.485169124024284,1.4894074631680825,3184400000.0,577900000.0,1428300000.0,216400000.0,696800000.0,2.4900000000000007,2.4900000000000007,3.7108208955223883,1.3590082,48.2,27.22,0.99945,5008.392,12.3329,4.336,1.6284
