report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,shares_outstanding,revenue,gross_profit,operating_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2023-03-31,4278500000.0,1339500000.0,883100000.0,3638500000.0,636300000.0,2521600000.0,8500000.0,208200000.0,,776400000.0,353000000.0,133800000.0,26100000.0,0.53,156100000.0,81000000.0,13700000.0,31100000.0,67300000.0,2530100000.0,,18.1879,1.3242,0.53,164900000.0,0.45466254507985576,0.1723338485316847,0.03127264228117331,0.042256189994946944,0.08668212261720762,0.21239052035033487,3.976269055476976,1.516815762654286,3212700000.0,576900000.0,1446000000.0,255300000.0,697800000.0,1.5200000000000002,1.5200000000000002,3.6258240183433648,1.3590082,48.2,27.22,0.99945,5008.392,12.3329,4.336,1.6284
2023-06-30,4205600000.0,1276200000.0,846200000.0,3504200000.0,696500000.0,2422400000.0,8700000.0,244000000.0,,1540800000.0,701100000.0,254400000.0,59100000.0,1.15,156200000.0,158500000.0,26100000.0,62700000.0,132400000.0,2431100000.0,,16.826,1.5661,1.15,317100000.0,0.4550233644859813,0.16510903426791276,0.06049077420582081,0.08134032484972503,0.08592938733125649,0.20580218068535824,3.4904522613065327,1.508154100685417,3229000000.0,560000000.0,1463700000.0,365700000.0,685500000.0,0.9400000000000002,0.9400000000000002,3.5464624361779724,1.3590082,48.2,27.22,0.99945,5008.392,12.3329,4.336,1.6284
2023-09-29,4221900000.0,1303200000.0,867700000.0,3456900000.0,759500000.0,2348200000.0,6300000.0,263600000.0,,2306200000.0,1060100000.0,397000000.0,88400000.0,1.73,156100000.0,290100000.0,43500000.0,93800000.0,246600000.0,2354500000.0,,14.1386,1.5055,1.73,490800000.0,0.4596739224698638,0.17214465354262423,0.0940334920296549,0.12748876043673732,0.10692914751539329,0.21281762206226693,3.100065832784727,1.501901578886712,3222700000.0,535500000.0,1480500000.0,515500000.0,668000000.0,0.6100000000000001,0.6100000000000001,3.5247005988023954,1.3590082,48.2,27.22,0.99945,5008.392,12.3329,4.336,1.6284
2023-12-31,4294000000.0,1332500000.0,955300000.0,3398400000.0,890400000.0,2189000000.0,106600000.0,340900000.0,,-1528200000.0,,-241800000.0,-67000000.0,-0.9900000000000002,-312400000.0,-74600000.0,-23200000.0,-143800000.0,-97800000.0,2295600000.0,1.3948,14.147,1.7227,-0.9900000000000002,-385600000.0,,0.15822536317235963,-0.056311131811830464,-0.07589453860640301,0.06399685904986259,0.25232299437246436,2.578167115902965,1.3948497854077253,3095200000.0,543400000.0,,348500000.0,587200000.0,2.42,2.42,3.9094005449591283,1.3590082,48.2,27.22,0.99945,5008.392,12.3329,4.336,1.6284
2024-03-29,4305800000.0,1361400000.0,865100000.0,3313200000.0,984900000.0,2189700000.0,55700000.0,406000000.0,,755800000.0,,142100000.0,26000000.0,0.88,155400000.0,91500000.0,20200000.0,11400000.0,71300000.0,2245400000.0,,16.2008,2.2705,0.88,153500000.0,,0.18801270177295581,0.0330019973059594,0.04398972231681268,0.09433712622386875,0.2030960571579783,2.2798253629810135,1.573690902785805,3074600000.0,551700000.0,,352500000.0,575800000.0,2.77,2.77,3.899617922889892,1.3590082,48.2,27.22,0.99945,5008.392,12.3329,4.336,1.6284
2024-06-28,4235900000.0,1292600000.0,766600000.0,3211600000.0,1016100000.0,2190400000.0,5900000.0,331300000.0,,1452200000.0,,256200000.0,47900000.0,1.33,155500000.0,137600000.0,44000000.0,22500000.0,93600000.0,2196300000.0,,14.6101,1.9617,1.33,278700000.0,,0.17642198044346508,0.06048301423546354,0.07975345536047815,0.06445393196529403,0.19191571408896846,2.1614998523767346,1.686146621445343,2986000000.0,553500000.0,,313700000.0,537400000.0,2.95,2.95,4.086899888351321,1.3590082,48.2,27.22,0.99945,5008.392,12.3329,4.336,1.6284
2024-09-27,4307100000.0,1343000000.0,818200000.0,3263700000.0,1034600000.0,2191100000.0,5400000.0,330900000.0,,2202200000.0,,387700000.0,68400000.0,1.93,154700000.0,259400000.0,62600000.0,34500000.0,196800000.0,2196500000.0,,12.8608,1.7409,1.93,422200000.0,,0.17605122150576696,0.09001416266165169,0.11999009625205038,0.08936518027427118,0.19171737353555535,2.1230427218248598,1.6414079687118064,2882000000.0,544200000.0,,263900000.0,468800000.0,3.1500000000000004,3.1500000000000004,4.685366894197952,1.3590082,48.2,27.22,0.99945,5008.392,12.3329,4.336,1.6284
2024-12-31,4310500000.0,1370000000.0,909200000.0,3250600000.0,1051100000.0,2092000000.0,52300000.0,356400000.0,,-1431200000.0,,-249000000.0,-66900000.0,-1.3899999999999997,-311800000.0,-61000000.0,-44100000.0,-21000000.0,-105100000.0,2144300000.0,1.5068,12.9744,1.8388,-1.3899999999999997,-270000000.0,,0.17397987702627166,-0.05776592042686463,-0.07792451649245791,0.07343487982112912,0.18865287870318614,2.0400532775187896,1.5068191816981962,2979000000.0,537000000.0,,256600000.0,584400000.0,2.750000000000001,2.750000000000001,3.669233401779603,1.3590082,48.2,27.22,0.99945,5008.392,12.3329,4.336,1.6284
2025-03-28,4293300000.0,1369600000.0,843100000.0,3187100000.0,1095800000.0,2092000000.0,2500000.0,333600000.0,,741100000.0,,130100000.0,23200000.0,0.59,149500000.0,110400000.0,17700000.0,12900000.0,92700000.0,2094500000.0,,13.0655,1.6454,0.59,143000000.0,,0.17554985831871542,0.030303030303030304,0.04077986396263674,0.1250843340979625,0.192956416138173,1.9113889395875159,1.6244810817222157,2964300000.0,525000000.0,,278000000.0,573900000.0,2.460000000000001,2.460000000000001,3.6495905209966892,1.3590082,48.2,27.22,0.99945,5008.392,12.3329,4.336,1.6284
2025-06-27,4375800000.0,1418000000.0,1311300000.0,3167000000.0,1201600000.0,1593500000.0,500200000.0,364200000.0,,1514600000.0,,266500000.0,52000000.0,1.21,148800000.0,210400000.0,34400000.0,25700000.0,176000000.0,2093700000.0,,13.8504,1.7993,1.21,292200000.0,,0.17595404727320746,0.060903149138443254,0.080872758170728,0.11620229763633963,0.19292222368942294,1.7424267643142477,1.081369633188439,3026700000.0,535300000.0,,360400000.0,587400000.0,2.3400000000000007,2.3400000000000007,3.5643513789581207,1.3590082,48.2,27.22,0.99945,5008.392,12.3329,4.336,1.6284
2025-09-26,4380000000.0,1525100000.0,1290800000.0,3140900000.0,1232600000.0,1593800000.0,500100000.0,433800000.0,,2267100000.0,,408900000.0,85200000.0,1.9,148400000.0,320900000.0,54600000.0,38500000.0,266300000.0,2093900000.0,,15.2299,2.0319,1.9,447400000.0,,0.1803625777424904,0.09335616438356165,0.12292199007966331,0.11746283798685546,0.19734462529222355,1.6987668343339284,1.18151533932445,3091600000.0,556500000.0,,429900000.0,612600000.0,2.3100000000000005,2.3100000000000005,3.4180541952334313,1.3590082,48.2,27.22,0.99945,5008.392,12.3329,4.336,1.6284
2025-12-31,4368800000.0,1491800000.0,1288500000.0,3117600000.0,1244200000.0,1594200000.0,502200000.0,492200000.0,,-1447200000.0,,-243900000.0,-58300000.0,-0.94,-299300000.0,-130700000.0,-36800000.0,-26000000.0,-167500000.0,2096400000.0,1.1578,13.2845,1.7541,-0.94,-269900000.0,,0.1685323383084577,-0.05582768723676982,-0.07301083637669879,0.11574074074074074,0.1864980652294085,1.6849381128435943,1.157780364765231,3075600000.0,561600000.0,,367500000.0,612700000.0,2.7600000000000007,2.7600000000000007,3.4215766280398237,1.3590082,48.2,27.22,0.99945,5008.392,12.3329,4.336,1.6284
