report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-05-02,5986000000.0,1431000000.0,2114000000.0,4890000000.0,1093000000.0,1542000000.0,945000000.0,80000000.0,,1161000000.0,731000000.0,84000000.0,350000000.0,2.09,344000000.0,859000000.0,177000000.0,185000000.0,682000000.0,2487000000.0,,15.3247,1.5951,2.09,1346000000.0,0.6688014638609332,0.12211827597728032,,,0.1939525559639158,0.32430167597765364,,,2.275388838060384,0.6769157994323557,,,,,,,,,,,0.0466206,40.44,20.62,9.97479,6562.1934,11.9313,2.4671,0.6538
2010-08-01,6276000000.0,1687000000.0,2065000000.0,5347000000.0,926000000.0,1945000000.0,835000000.0,254000000.0,,1348000000.0,844000000.0,112000000.0,398000000.0,2.42,343000000.0,1057000000.0,315000000.0,251000000.0,742000000.0,2780000000.0,0.8169,14.5025,1.5946,2.42,1599000000.0,0.9114470842332614,0.13448056086679414,,,0.21478648820905036,0.3637344846195359,,,3.002159827213823,0.8169491525423729,,,,,,,,,,,0.0466206,40.44,20.62,9.97479,6562.1934,11.9313,2.4671,0.6538
2010-10-31,6818000000.0,2124000000.0,2479000000.0,5714000000.0,1101000000.0,1946000000.0,1134000000.0,291000000.0,,444000000.0,279000000.0,32000000.0,135000000.0,0.82,338000000.0,-29000000.0,27000000.0,65000000.0,-56000000.0,3080000000.0,,14.8379,1.5896,0.82,509000000.0,0.25340599455040874,0.04092109122909944,,,0.06512173657964213,0.10619469026548672,,,2.7974568574023615,0.8567970956030657,,,,,,,,,,,0.0466206,40.44,20.62,9.97479,6562.1934,11.9313,2.4671,0.6538
2011-01-30,6580000000.0,1914000000.0,2415000000.0,5688000000.0,889000000.0,1937000000.0,1184000000.0,325000000.0,,803000000.0,518000000.0,66000000.0,224000000.0,1.53,335000000.0,483000000.0,74000000.0,129000000.0,409000000.0,3121000000.0,,14.2518,1.4946,1.53,932000000.0,0.5826771653543307,0.07872340425531915,,,0.12203647416413374,0.2002493765586035,,,3.510686164229471,0.7925465838509317,,2372000000.0,3756000000.0,1777000000.0,4386000000.0,294000000.0,6.859999999999999,6.859999999999999,0.7115823073415413,12.775510204081632,0.0466206,40.44,20.62,9.97479,6562.1934,11.9313,2.4671,0.6538
2011-05-01,6700000000.0,1842000000.0,1837000000.0,5629000000.0,1062000000.0,2431000000.0,674000000.0,449000000.0,,1110000000.0,705000000.0,93000000.0,321000000.0,2.11,331000000.0,858000000.0,133000000.0,194000000.0,725000000.0,3105000000.0,,13.232,1.4186,2.11,1304000000.0,0.6638418079096046,0.10522388059701493,,,0.16567164179104477,0.2663786897048236,,,2.9237288135593222,1.0027218290691344,,2346000000.0,3705000000.0,1820000000.0,4344000000.0,303000000.0,6.88,6.88,0.7147790055248618,12.227722772277227,0.0466206,40.44,20.62,9.97479,6562.1934,11.9313,2.4671,0.6538
2011-07-31,6862000000.0,1963000000.0,1989000000.0,5766000000.0,1088000000.0,2427000000.0,657000000.0,484000000.0,,-1078000000.0,-697000000.0,-69000000.0,-314000000.0,-2.04,-675000000.0,-170000000.0,38000000.0,-120000000.0,-208000000.0,3084000000.0,0.9869,13.1429,1.4812,-2.04,-1198000000.0,-0.640625,-0.10157388516467503,,,-0.15709705625182163,-0.25838926174496646,,,2.8345588235294117,0.9869281045751634,,805000000.0,1279000000.0,870000000.0,1547000000.0,122000000.0,2.42,2.42,1.993535875888817,10.48360655737705,0.0466206,40.44,20.62,9.97479,6562.1934,11.9313,2.4671,0.6538
2011-10-30,6948000000.0,2123000000.0,2033000000.0,5781000000.0,1161000000.0,2422000000.0,567000000.0,285000000.0,,416000000.0,265000000.0,30000000.0,125000000.0,0.82,322000000.0,73000000.0,35000000.0,63000000.0,38000000.0,2989000000.0,,13.4618,1.493,0.82,479000000.0,0.22825150732127478,0.03814047207829591,,,0.059873344847438115,0.10024096385542168,,,2.574504737295435,1.044269552385637,,791000000.0,1251000000.0,964000000.0,1517000000.0,120000000.0,2.42,2.42,1.9703361898483849,10.425,0.0466206,40.44,20.62,9.97479,6562.1934,11.9313,2.4671,0.6538
2012-01-29,6665000000.0,1918000000.0,2152000000.0,5468000000.0,1195000000.0,2008000000.0,870000000.0,322000000.0,,745000000.0,470000000.0,58000000.0,227000000.0,1.45,321000000.0,478000000.0,97000000.0,124000000.0,381000000.0,2878000000.0,,13.2922,1.4138,1.45,869000000.0,0.39330543933054396,0.07051762940735183,,,0.11177794448612154,0.1829118585808986,,,2.40836820083682,0.8912639405204461,,743000000.0,1193000000.0,936000000.0,1454000000.0,112000000.0,2.34,2.34,1.9793672627235213,10.651785714285714,0.0466206,40.44,20.62,9.97479,6562.1934,11.9313,2.4671,0.6538
2012-04-29,6492000000.0,1767000000.0,1908000000.0,5220000000.0,1272000000.0,2006000000.0,751000000.0,383000000.0,,1009000000.0,647000000.0,87000000.0,289000000.0,2.01,320000000.0,838000000.0,173000000.0,189000000.0,665000000.0,2757000000.0,,14.3323,1.5026,2.01,1198000000.0,0.5086477987421384,0.0996611213801602,,,0.15542205791743685,0.2504343509555721,,,2.167452830188679,0.9261006289308176,,685000000.0,1092000000.0,876000000.0,1348000000.0,106000000.0,2.2399999999999998,2.2399999999999998,2.0452522255192878,10.30188679245283,0.0466206,40.44,20.62,9.97479,6562.1934,11.9313,2.4671,0.6538
2012-07-29,6530000000.0,1771000000.0,2070000000.0,5632000000.0,898000000.0,2004000000.0,786000000.0,335000000.0,,-958000000.0,-608000000.0,-61000000.0,-299000000.0,-1.8699999999999992,-644000000.0,-269000000.0,18000000.0,-114000000.0,-287000000.0,2790000000.0,0.8556,13.5831,1.4653,-1.8699999999999992,-1072000000.0,-0.6770601336302895,-0.09310872894333844,,,-0.1467075038284839,-0.25976138828633405,,,3.106904231625835,0.8555555555555555,,774000000.0,1212000000.0,797000000.0,1474000000.0,114000000.0,2.41,2.41,1.89280868385346,10.631578947368421,0.0466206,40.44,20.62,9.97479,6562.1934,11.9313,2.4671,0.6538
