report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio
2011-10-01,5967000000.0,1195000000.0,543000000.0,4910000000.0,965000000.0,657000000.0,47000000.0,2985000000.0,120000000.0,41000000.0,34000000.0,29000000.0,0.37,110900000.0,276000000.0,146000000.0,657000000.0,0.37,266000000.0,0.04248704663212435,0.006871124518183342,0.01373534338358459,0.04020100502512563,0.020110608345902465,0.07398273736128237,0.08911222780569514,0.6808290155440414,2.2007366482504604
