report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2013-09-30,357400000.0,333743000.0,109498000.0,328609000.0,28791000.0,272122000.0,257875000.0,39000.0,-40276000.0,29720000.0,162000.0,,,,20355000.0,0.0,,,15.7097,,20394000.0,-1.3989093814039109,-0.11269166200335758,-0.1561841977702375,0.00015123606398448862,0.00010912143256855064,0.0013545899760341773,0.07908482792050411,0.0,3.047936948620066,456649000.0,31409000.0,92574000.0,122343000.0,41225000.0,,,0.0,2.245579138872044,0.863992,112.29,53.56,1.60726,18498.396,14.3772,3.7525,3.598
2013-12-31,629568000.0,555799000.0,108042000.0,822676000.0,-193108000.0,471429000.0,-146757000.0,-25266000.0,-8962000.0,-24818000.0,-19000.0,-0.44000000000000006,,-15558000.0,-14669000.0,0.0,5.1463,,22.9788,-0.44000000000000006,-39935000.0,0.04640926321022433,-0.014235158076649384,0.06106693377487956,0.172162145587604,-0.040132281183287585,0.1308387016591752,0.27211649188795084,-0.0,5.144286481183244,354947000.0,-83147000.0,-16102000.0,13105000.0,38652000.0,,,0.0,-0.4165890510193522,0.863992,112.29,53.56,1.60726,18498.396,14.3772,3.7525,3.598
2014-03-31,666826000.0,581170000.0,106944000.0,829248000.0,-162422000.0,436585000.0,89792000.0,-22935000.0,-33957000.0,11443000.0,49000.0,,,,9623000.0,0.0,,,23.7076,,-13312000.0,0.20906650576892294,-0.05092332932429149,-0.3781740021382751,-0.25542364575908766,-0.03439427976713565,0.1412062405339178,-0.1482537419814683,-0.0,5.4343394673848,373662000.0,-101435000.0,-34940000.0,-3844000.0,38367000.0,,,-0.0,-0.9106784476242604,0.863992,112.29,53.56,1.60726,18498.396,14.3772,3.7525,3.598
2014-06-30,679107000.0,577145000.0,112547000.0,850105000.0,-170998000.0,406264000.0,189374000.0,-49123000.0,-70830000.0,22849000.0,119000.0,,,,19321000.0,0.0,,,25.46,,-29802000.0,0.414215370940011,-0.10429873348382508,-0.3740217770126839,-0.25939674928976525,-0.07233469836123026,0.28727236575866383,-0.15737112803235925,-0.0,5.128035398544608,390284000.0,-154025000.0,-97285000.0,-62655000.0,39194000.0,,,-0.0,-2.482140123488289,0.863992,112.29,53.56,1.60726,18498.396,14.3772,3.7525,3.598
2014-09-30,785265000.0,662614000.0,124660000.0,874856000.0,-89591000.0,382004000.0,387522000.0,20820000.0,-11538000.0,34312000.0,191000.0,0.0,167288000.0,,29192000.0,0.0,,,17.0462,0.0,50012000.0,0.1287852574477347,-0.014693129071077917,-0.029773793487853594,0.05372598200876337,0.026513342629558175,-0.23238941411525713,0.12905589876187676,-0.0,5.315369805871971,519931000.0,-125287000.0,-76504000.0,-33037000.0,43786000.0,,,-0.0,-1.7472251404558534,0.863992,112.29,53.56,1.60726,18498.396,14.3772,3.7525,3.598
2014-12-31,830069000.0,699214000.0,221515000.0,911697000.0,-81628000.0,452297000.0,-155193000.0,46434000.0,67844000.0,-21776000.0,-425000.0,,,,-16723000.0,0.0,3.0737,,24.1472,,29711000.0,-0.8311363747733621,0.08173296436802242,-0.4371588924758204,-0.29920163924919296,0.055939927885513135,-0.5688489243886902,-0.191445490453822,-0.0,3.156508588583166,511495000.0,-48481000.0,-4804000.0,36609000.0,46828000.0,,,0.0,-0.10258819509695054,0.863992,112.29,53.56,1.60726,18498.396,14.3772,3.7525,3.598
2015-03-31,862624000.0,692145000.0,225595000.0,904037000.0,-41413000.0,421822000.0,159275000.0,-6935000.0,-18359000.0,12687000.0,367000.0,,,,11835000.0,0.0,,,27.0981,,4900000.0,0.4433149011180064,-0.021282737322402344,-0.1152660492858264,-0.043541045361795636,-0.008039423897317951,0.16745949339579358,0.03076440119290535,-0.0,3.068086615394845,580978000.0,-32883000.0,11196000.0,54821000.0,48072000.0,,,0.0,0.23290064902646032,0.863992,112.29,53.56,1.60726,18498.396,14.3772,3.7525,3.598
2015-06-30,930337000.0,732990000.0,192472000.0,875163000.0,55174000.0,439681000.0,322260000.0,-14326000.0,-9063000.0,24181000.0,503000.0,0.0,175373000.0,,23101000.0,0.0,,1402.8647,28.9542,0.0,8775000.0,-0.16426215246311668,-0.009741631258350468,-0.028123254514987896,-0.04445478805933097,-0.015398721108587534,-0.2596512850255555,0.02722956618879166,0.0,3.808294193441124,713864000.0,28884000.0,45993000.0,93398000.0,49404000.0,,,0.0,0.9309570075297546,0.863992,112.29,53.56,1.60726,18498.396,14.3772,3.7525,3.598
2015-09-30,931932000.0,757914000.0,155823000.0,843195000.0,88737000.0,445801000.0,509870000.0,-14427000.0,-48645000.0,35390000.0,513000.0,0.0,177378000.0,,34279000.0,0.0,,,31.4128,0.0,19852000.0,-0.5481929747455966,-0.05219801444740604,-0.09540667228901485,-0.028295447859258242,-0.01548074323019276,-0.1625815612427736,0.03893541490968286,0.0,4.863941780096648,836212000.0,-8223000.0,10746000.0,63238000.0,50482000.0,,,0.0,0.21286795293371896,0.863992,112.29,53.56,1.60726,18498.396,14.3772,3.7525,3.598
2015-12-31,1007440000.0,842375000.0,168007000.0,836285000.0,171155000.0,521439000.0,-237654000.0,86339000.0,82598000.0,-26655000.0,-358000.0,0.0,-165449000.0,,-24332000.0,0.0,5.0143,3103.3692,26.7603,0.0,62007000.0,0.48259180275189156,0.08198800921146669,-0.3475556902050881,-0.3632970621155125,0.08570138172000318,0.5044491834886506,-0.26091292383044257,0.0,5.013927991095609,753751000.0,6531000.0,50651000.0,95534000.0,45603000.0,,,0.0,1.1106944718549219,0.863992,112.29,53.56,1.60726,18498.396,14.3772,3.7525,3.598
2016-03-31,1103942000.0,935581000.0,200319000.0,876194000.0,227748000.0,657615000.0,263464000.0,36039000.0,24047000.0,10134000.0,400000.0,0.0,192625.0,,11058000.0,0.0,,277.4315,15.8117,0.0,47097000.0,0.10558599855981173,0.021782847287266902,0.09127243190720553,0.1367890869340783,0.0326457368231302,0.15824068707518837,0.17876066559378131,0.0,4.670455623280867,857940000.0,48937000.0,93625000.0,137731000.0,43050000.0,0.0,0.0,0.0,2.1747967479674797,0.863992,112.29,53.56,1.60726,18498.396,14.3772,3.7525,3.598
2016-06-30,1417975000.0,792130000.0,198986000.0,1120912000.0,297063000.0,487654000.0,509752000.0,80627000.0,58472000.0,19796000.0,1185000.0,0.0,192820.0,,23908000.0,0.0,,202.7811,15.9416,0.0,104535000.0,0.19683366827911924,0.04123627003296955,0.11470675936533845,0.1581690704499443,0.05686066397503482,0.27141380784547386,0.20507030869913212,0.0,3.980832822409617,1045432000.0,116472000.0,188578000.0,233491000.0,38665000.0,0.0,0.0,0.0,4.877227466701151,0.863992,112.29,53.56,1.60726,18498.396,14.3772,3.7525,3.598
2016-09-30,1544195000.0,886660000.0,240545000.0,1174209000.0,369986000.0,580099000.0,779221000.0,102919000.0,95349000.0,29275000.0,2610000.0,0.0,193754000.0,,40859000.0,0.0,,117.786,17.3249,0.0,143778000.0,0.25770975117977435,0.06174673535401941,0.12236451533005399,0.132079345910852,0.0666489659660859,0.2781699848102361,0.18451504772073649,0.0,3.6860462699287035,1314783000.0,260466000.0,305924000.0,357417000.0,32550000.0,0.0,0.0,0.0,9.398586789554532,0.863992,112.29,53.56,1.60726,18498.396,14.3772,3.7525,3.598
2016-12-31,1638597000.0,994178000.0,273501000.0,1219130000.0,419467000.0,652343000.0,-446718000.0,-74587000.0,-73646000.0,-20460000.0,-1013000.0,0.0,-14445.0,,-17400000.0,0.0,3.6351,184.9866,17.4314,0.0,-91987000.0,-0.17557042627906366,-0.044944547072892235,0.16486015786245461,0.16696663219301663,-0.045518818843193296,-0.17781374935334604,0.2059173796444289,0.0,3.635006818987865,1105719000.0,104222000.0,144998000.0,203423000.0,38745000.0,0.0,0.0,0.0,3.7423667570009034,0.863992,112.29,53.56,1.60726,18498.396,14.3772,3.7525,3.598
2017-03-31,1607347000.0,819175000.0,304716000.0,641413000.0,965934000.0,361823000.0,384082000.0,-133304000.0,-187083000.0,5939000.0,-10900000.0,0.0,195260000.0,,15027000.0,0.0,,,22.2152,0.0,-118277000.0,-0.1936809347222481,-0.11639241557672363,-0.4870912982123609,-0.3470717190599924,-0.08293417662769768,-0.13800528814598098,-0.307947261261918,0.0,2.688322897386419,1226337000.0,-106908000.0,-24345000.0,38049000.0,34550000.0,0.0,0.0,0.0,-0.704630969609262,0.863992,112.29,53.56,1.60726,18498.396,14.3772,3.7525,3.598
2017-06-30,1639443000.0,844803000.0,293161000.0,612608000.0,1026835000.0,451754000.0,710526000.0,-126104000.0,-199567000.0,6323000.0,-7800000.0,-1.0,200200000.0,-56844000.0,27379000.0,0.0,,,19.7345,-1.0,-98725000.0,-0.19435157547220341,-0.12172853829013879,-0.2808721989061625,-0.17747978258360708,-0.07691880718024353,-0.12280843562987237,-0.1389463580502332,0.0,2.8817032279191297,1427111000.0,-364947000.0,-231076000.0,-165211000.0,21077000.0,-0.9999999999999997,-0.9999999999999997,-0.0,-10.963419841533424,0.863992,112.29,53.56,1.60726,18498.396,14.3772,3.7525,3.598
2017-09-30,2374301000.0,1541322000.0,319935000.0,616551000.0,1757750000.0,1128046000.0,1092060000.0,-111146000.0,-163513000.0,6527000.0,-500000.0,0.0,202399000.0,-3721000.0,39319000.0,0.0,,,17.1059,0.0,-71827000.0,-0.09302403641018347,-0.0688678478423755,-0.1497289526216508,-0.10177645916891014,-0.046812093327678335,-0.0632319726923624,-0.06577202717799388,0.0,4.817609826996109,1739950000.0,-623809000.0,-445141000.0,-380816000.0,-1671000.0,-0.9999999999999997,-0.9999999999999997,-0.0,-266.39198084979057,0.863992,112.29,53.56,1.60726,18498.396,14.3772,3.7525,3.598
2017-12-31,2302582000.0,1504854000.0,375396000.0,671953000.0,1630629000.0,899509000.0,-650452000.0,126820000.0,237021000.0,-11889000.0,20052000.0,0.0,-393279000.0,-32423000.0,-29547000.0,0.0,4.0088,,13.8599,0.0,97273000.0,0.145355565245068,0.10293705066746808,-0.3643942981188466,-0.19497211170078654,0.05507730017866899,0.07777366893388993,-0.14954677670296962,0.0,4.008710801393728,1536216000.0,-313142000.0,-243734000.0,-191556000.0,6900000.0,-0.9999999999999997,-0.9999999999999997,-0.0,-35.32376811594203,0.863992,112.29,53.56,1.60726,18498.396,14.3772,3.7525,3.598
2018-03-31,2306012000.0,1469555000.0,381072000.0,677968000.0,1628044000.0,894427000.0,382282000.0,-67110000.0,-41140000.0,385000.0,786000.0,,,20838000.0,13424000.0,0.0,,,11.12,,-53686000.0,-0.025269587308451122,-0.01784032346752749,-0.1076168901491569,-0.17555103300704716,-0.0291021902748121,-0.04122124463466589,-0.14043559466571798,0.0,3.8563709745140025,1534416000.0,-167199000.0,-177540000.0,-126965000.0,1346000.0,,,-0.0,-131.90193164933135,0.863992,112.29,53.56,1.60726,18498.396,14.3772,3.7525,3.598
2018-06-30,2397157000.0,1598084000.0,368239000.0,664234000.0,1732923000.0,928517000.0,903798000.0,16129000.0,11254000.0,783000.0,2400000.0,0.0,215294000.0,53241000.0,26925000.0,0.0,,,8.4101,0.0,43054000.0,0.006494229691682781,0.004694727963166367,0.012451897437259211,0.017845801827399484,0.006728387001769179,0.009307395654625163,0.047636750689866544,0.0,4.339801053120392,1727688000.0,43622000.0,-35307000.0,14814000.0,-4194000.0,,,0.0,-8.418454935622318,0.863992,112.29,53.56,1.60726,18498.396,14.3772,3.7525,3.598
2018-09-30,2519947000.0,1700359000.0,422489000.0,717048000.0,1802899000.0,1112179000.0,1353481000.0,47248000.0,40430000.0,1188000.0,4200000.0,0.0,215516000.0,252389000.0,40743000.0,0.0,,,8.138,0.0,87991000.0,0.02242499441177792,0.016043988226736514,0.029871124899425998,0.034908506288599546,0.018749600686046176,0.02620668157228996,0.065010886743146,0.0,4.024623126282577,1989109000.0,247565000.0,123087000.0,174632000.0,-9533000.0,,,0.0,12.91167523339977,0.863992,112.29,53.56,1.60726,18498.396,14.3772,3.7525,3.598
2018-12-31,2645762000.0,1832254000.0,425277000.0,719795000.0,1925967000.0,1163980000.0,-757678000.0,132956000.0,98949000.0,-813000.0,-1532000.0,0.51,-215175000.0,9759000.0,-26123000.0,0.0,4.3083,123.4717,7.1909,0.51,106833000.0,0.05137626968686379,0.037399055546190475,-0.13059505489139187,-0.1754782374570728,0.050252441451649844,0.06903337388439158,-0.14100053056839448,0.0,4.308377833741303,1881883000.0,109493000.0,129223000.0,184192000.0,1543000.0,,,0.0,83.74789371354504,0.863992,112.29,53.56,1.60726,18498.396,14.3772,3.7525,3.598
2019-03-31,2754161000.0,1904500000.0,364515000.0,668594000.0,2085567000.0,1299704000.0,497857000.0,74070000.0,102312000.0,335000.0,1785000.0,0.47,217061000.0,155663000.0,13891000.0,0.0,,72.7905,9.2195,0.47,87961000.0,0.04905716287225488,0.03714815510059143,0.20550479354513446,0.14877766105528295,0.02689385261064985,0.035515521678277415,0.1766792472537295,0.0,5.224750696130474,1997458000.0,252945000.0,270403000.0,325839000.0,1493000.0,0.9800000000000003,0.9800000000000003,0.0,181.1138647019424,0.863992,112.29,53.56,1.60726,18498.396,14.3772,3.7525,3.598
2019-06-30,2947633000.0,2058625000.0,367105000.0,700442000.0,2247191000.0,1416224000.0,1027789000.0,172682000.0,207630000.0,651000.0,5100000.0,0.96,217274000.0,308623000.0,27326000.0,0.0,,59.88,9.1317,0.96,200008000.0,0.09239535046197675,0.0704395696479175,0.20201617258016966,0.16801308439767307,0.05858327681906126,0.07684349038421745,0.19460025355398822,0.0,5.607728034213644,2121449000.0,449321000.0,426956000.0,482793000.0,1361000.0,1.9400000000000004,1.9400000000000004,0.0,313.7075679647318,0.863992,112.29,53.56,1.60726,18498.396,14.3772,3.7525,3.598
2019-09-30,3214818000.0,2319595000.0,461683000.0,792291000.0,2422527000.0,1702023000.0,1579370000.0,306998000.0,335901000.0,1248000.0,24900000.0,1.55,217393000.0,579038000.0,41188000.0,0.0,,39.4183,7.574,1.55,348186000.0,0.13865727812321596,0.10448523057914942,0.21268037255361316,0.19438003760993308,0.09549467497071373,0.12672634814802888,0.22045879053040135,0.0,5.024215749767698,2347338000.0,744792000.0,686706000.0,742988000.0,1421000.0,3.49,3.49,0.0,483.2554539057002,0.863992,112.29,53.56,1.60726,18498.396,14.3772,3.7525,3.598
2019-12-31,3426750000.0,2481488000.0,513340000.0,828344000.0,2598406000.0,1832684000.0,-946257000.0,-151744000.0,-198937000.0,-379000.0,8100000.0,-0.9300000000000002,-434071000.0,-332668000.0,-27872000.0,0.0,4.8344,42.0866,8.7125,-0.9300000000000002,-179616000.0,-0.07656116865493691,-0.05805413292478296,0.2102356970674986,0.1603623539905121,-0.04428219158094404,-0.05839887992869475,0.1898173540592038,0.0,4.834004753185024,2158759000.0,446906000.0,402006000.0,456539000.0,1855000.0,2.0500000000000003,2.0500000000000003,0.0,216.71482479784368,0.863992,112.29,53.56,1.60726,18498.396,14.3772,3.7525,3.598
2020-03-31,2752422000.0,1716169000.0,503412000.0,814701000.0,1937721000.0,1043241000.0,568507000.0,-664004000.0,-720642000.0,602000.0,16566000.0,-3.33,216721000.0,-683417000.0,13098000.0,0.0,,,7.1205,-3.33,-650906000.0,-0.3719018372614014,-0.26182104343011353,-1.2676044446242527,-1.167978582497665,-0.2412435302435455,-0.3426726551448841,-1.1449392883464935,0.0,3.4090744757772957,2229409000.0,-376048000.0,-336068000.0,-282328000.0,2122000.0,-1.75,-1.75,-0.0,-158.37323279924598,0.863992,112.29,53.56,1.60726,18498.396,14.3772,3.7525,3.598
2020-06-30,3212321000.0,2077625000.0,556513000.0,867717000.0,2344604000.0,1326730000.0,1256550000.0,-433231000.0,-430344000.0,1202000.0,33500000.0,-1.98,217135000.0,-414035000.0,25692000.0,0.0,,,9.4661,-1.98,-407539000.0,-0.18354656052791857,-0.13396668639279824,-0.34248060164736777,-0.3447781624288727,-0.134865413512535,-0.18477789852785376,-0.3243317018821376,0.0,3.73329104621096,2458170000.0,-1014022000.0,-941981000.0,-889875000.0,2673000.0,-4.6899999999999995,-4.6899999999999995,-0.0,-352.40591096146653,0.863992,112.29,53.56,1.60726,18498.396,14.3772,3.7525,3.598
2020-09-30,3307430000.0,2159425000.0,606202000.0,916597000.0,2390833000.0,1497775000.0,1877193000.0,-427905000.0,-445547000.0,1746000.0,45200000.0,-2.05,217684000.0,-231920000.0,38641000.0,0.0,,,7.9895,-2.05,-389264000.0,-0.18635638708349767,-0.13471093870467402,-0.23734746507151902,-0.22794939039299636,-0.12937688779505538,-0.17897736897558297,-0.20736493264144923,0.0,3.5622201840310654,2755993000.0,-1795470000.0,-1676884000.0,-1627325000.0,3171000.0,-8.29,-8.29,-0.0,-528.8186691895302,0.863992,112.29,53.56,1.60726,18498.396,14.3772,3.7525,3.598
2020-12-31,3560918000.0,2359894000.0,631195000.0,949650000.0,2611268000.0,1513008000.0,-1035548000.0,1261464000.0,1300836000.0,-1376000.0,-31787000.0,6.0,-433467000.0,1204773000.0,-25624000.0,0.0,3.7388,,7.1433,6.0,1235840000.0,0.4981625784867735,0.3653091702757547,-1.256181268275348,-1.21816081919911,0.3542524708516175,0.48308484613605346,-1.1934164326520837,0.0,3.738771694959561,2666702000.0,-295697000.0,-263676000.0,-211869000.0,2174000.0,-1.3599999999999994,-1.3599999999999994,-0.0,-121.28610855565778,0.863992,112.29,53.56,1.60726,18498.396,14.3772,3.7525,3.598
2021-03-31,3661436000.0,2449969000.0,623881000.0,933592000.0,2727844000.0,1669968000.0,604718000.0,98797000.0,53535000.0,359000.0,15787000.0,0.24,221867000.0,206095000.0,13838000.0,0.0,,37.3446,6.6114,0.24,112635000.0,0.019625389135155824,0.014621312512358538,0.08852886800128325,0.16337697902162662,0.026983129023694527,0.03621798020707929,0.18626037260342837,0.0,3.926981267260904,2702913000.0,478480000.0,499125000.0,551672000.0,1931000.0,2.210000000000001,2.210000000000001,0.0,258.48006214396685,0.863992,112.29,53.56,1.60726,18498.396,14.3772,3.7525,3.598
2021-06-30,3904623000.0,2620060000.0,660324000.0,968762000.0,2935861000.0,1797582000.0,1310427000.0,239633000.0,202991000.0,717000.0,38000000.0,0.91,222061000.0,379039000.0,28295000.0,0.0,,54.7889,6.801,0.91,267928000.0,0.06914189738546886,0.05198734935485449,0.15490447006967958,0.1828663481445361,0.06137161001202933,0.08162273350134765,0.2044585467179782,0.0,3.9678400300458563,2756790000.0,1111815000.0,1171989000.0,1227139000.0,1446000.0,5.100000000000001,5.100000000000001,0.0,810.5041493775933,0.863992,112.29,53.56,1.60726,18498.396,14.3772,3.7525,3.598
2021-09-30,4198831000.0,2923797000.0,742712000.0,1050174000.0,3148657000.0,1999021000.0,2123414000.0,475043000.0,384730000.0,1156000.0,65700000.0,1.73,222113000.0,634137000.0,42986000.0,0.0,,28.4119,5.2144,1.73,518029000.0,0.12218860295040075,0.09162788404677397,0.18118463945325783,0.22371661861511696,0.11313696597934043,0.15087162558513043,0.243960433528271,0.0,3.936649737717985,3003011000.0,1942092000.0,2074937000.0,2134432000.0,856000.0,8.879999999999999,8.879999999999999,0.0,2423.9918224299067,0.863992,112.29,53.56,1.60726,18498.396,14.3772,3.7525,3.598
2021-12-31,4933352000.0,3118674000.0,854308000.0,1163348000.0,3770004000.0,2057440000.0,-1052292000.0,-227696000.0,307325000.0,-324000.0,-497624000.0,1.3899999999999997,-443967000.0,-469783000.0,-27275000.0,0.0,3.6506,17.0919,5.4293,1.3899999999999997,-254971000.0,0.08151848114750011,0.062295372395888234,-0.2920529662869242,0.21638100451205558,-0.04615441995624881,-0.06039675289469189,0.24230061617877927,0.0,3.650526508004139,2986267000.0,948581000.0,585777000.0,643621000.0,1908000.0,4.27,4.27,0.0,307.01100628930817,0.863992,112.29,53.56,1.60726,18498.396,14.3772,3.7525,3.598
2022-03-31,5054221000.0,3288091000.0,886163000.0,1191149000.0,3863072000.0,2256759000.0,733235000.0,116540000.0,37992000.0,680000.0,32500000.0,0.17,222950000.0,215741000.0,16438000.0,0.0,,18.8379,5.6433,0.17,132978000.0,0.009834660083995328,0.007516885391438167,0.0518142205432092,0.1589394941594441,0.023057954925200144,0.030167700731438606,0.1813579548166686,0.0,3.710481028885205,3114784000.0,933038000.0,603520000.0,663964000.0,2229000.0,4.199999999999999,4.199999999999999,0.0,270.75818752803946,0.863992,112.29,53.56,1.60726,18498.396,14.3772,3.7525,3.598
2022-06-30,5319035000.0,3625845000.0,926674000.0,1233974000.0,4085061000.0,2435381000.0,1644632000.0,370971000.0,199424000.0,1358000.0,100500000.0,0.89,223277000.0,389898000.0,32945000.0,0.0,,17.8071,5.0678,0.89,403916000.0,0.04881787566942085,0.03749251508967322,0.12125752143944664,0.22556474639919447,0.06974404191737787,0.09081161823532133,0.24559658330860643,0.0,3.912751409880929,3448989000.0,929471000.0,734858000.0,799952000.0,2870000.0,4.18,4.18,0.0,256.0480836236934,0.863992,112.29,53.56,1.60726,18498.396,14.3772,3.7525,3.598
