report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_ps,bf_pe,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2012-12-29,1586344000.0,485252000.0,342247000.0,983144000.0,600805000.0,527136000.0,109685000.0,-576545000.0,-101685000.0,-64930000.0,-16640000.0,-23317000.0,-1.33,,-43594000.0,-39411000.0,527136000.0,1.4182,1.6107,18.6976,-1.33,-141096000.0,-0.10807167050873412,-0.040930592607908496,0.11261913640739231,0.17636958086532709,-0.06410022038095142,-0.09015099194018127,0.2447267776149303,0.8773828446833831,1.417841500436819,1129530000.0,97295000.0,165765000.0,247040000.0,33342000.0,2.01,2.01,2.1338082901554403,4.971657369084038,1.5864912,228.88,91.8609,0.89561,8560.222,3.1595,2.1319
2013-03-30,1603808000.0,492619000.0,330812000.0,963942000.0,628279000.0,,100422000.0,291238000.0,42763000.0,25578000.0,8280000.0,9722000.0,0.0,,,20010000.0,0.0,,1.8704,21.9935,0.0,62773000.0,0.04071121269372365,0.015948293062511224,0.08782507777144466,0.1468318007952259,0.026663416069753986,0.06806371054897585,0.2155384942898935,0.0,1.4891207090432028,1134787000.0,96434000.0,164788000.0,246071000.0,33187000.0,1.4699999999999998,1.4699999999999998,0.0,4.965438274022961,1.5864912,228.88,91.8609,0.89561,8560.222,3.1595,2.1319
2013-06-29,1621598000.0,519757000.0,225854000.0,959208000.0,647951000.0,,113521000.0,584171000.0,85951000.0,52862000.0,15824000.0,17941000.0,1.0,,,40420000.0,0.0,,1.7936,21.9712,1.0,126371000.0,0.08158332960362744,0.03259870818784927,0.09049062688835974,0.1471332880269647,0.053003888756646224,0.13265046276647463,0.21632535678765294,0.0,2.301296412726806,1148254000.0,92389000.0,157725000.0,239361000.0,32497000.0,1.2999999999999998,1.2999999999999998,0.0,4.853524940763763,1.5864912,228.88,91.8609,0.89561,8560.222,3.1595,2.1319
2013-09-28,1643767000.0,547781000.0,235171000.0,969736000.0,656508000.0,,130454000.0,876300000.0,126794000.0,83729000.0,18143000.0,29331000.0,1.0,,,67336000.0,0.0,,1.9628,22.207,1.0,194130000.0,0.12753690739488324,0.05093726787312314,0.09554832819810567,0.14469245692114574,0.07713623646173698,0.1931339755189579,0.22153372132831223,0.0,2.329288049972148,1175164000.0,97239000.0,153823000.0,242178000.0,25607000.0,0.6699999999999999,0.6699999999999999,0.0,6.0070683797399145,1.5864912,228.88,91.8609,0.89561,8560.222,3.1595,2.1319
2013-12-28,1644621000.0,552550000.0,247034000.0,979963000.0,640984000.0,,155927000.0,-586181000.0,-104107000.0,-59341000.0,-21278000.0,-24083000.0,0.0,,,-31130000.0,0.0,2.2372,2.2032,24.9521,0.0,-135237000.0,-0.09257797386518228,-0.03608186931821982,0.10123323683299186,0.1776021399533591,-0.06330151445226591,-0.1624174706388927,0.23070860365654977,0.0,2.236736643538946,1165528000.0,102828000.0,151401000.0,248037000.0,20969000.0,2.0,2.0,0.0,7.220229863131289,1.5864912,228.88,91.8609,0.89561,8560.222,3.1595,2.1319
2014-03-29,1651763000.0,590658000.0,239319000.0,931503000.0,695462000.0,,169850000.0,299368000.0,39706000.0,32232000.0,2801000.0,10358000.0,0.0,,,20050000.0,0.0,,2.483,26.6124,0.0,59756000.0,0.046346169884192094,0.01951369536670818,0.10766681809679057,0.13263274631891184,0.024038557589678423,0.057092982794171354,0.19960717244328052,0.0,2.468078171812518,1173658000.0,109482000.0,148344000.0,245020000.0,15490000.0,2.0,2.0,0.0,9.576759199483538,1.5864912,228.88,91.8609,0.89561,8560.222,3.1595,2.1319
2014-06-28,1863462000.0,592702000.0,271648000.0,1164841000.0,671815000.0,,117012000.0,640547000.0,90731000.0,67496000.0,6174000.0,24439000.0,1.0,,,44352000.0,0.0,,2.1185,22.0306,1.0,135083000.0,0.10046813482878471,0.036220754702805856,0.10537243949312072,0.14164612432811333,0.04868948226473092,0.1350535489680939,0.2108869450641405,0.0,2.1818750736246906,1230034000.0,124116000.0,153124000.0,253732000.0,5840000.0,2.0,2.0,0.0,26.21986301369863,1.5864912,228.88,91.8609,0.89561,8560.222,3.1595,2.1319
2014-09-27,1842358000.0,606019000.0,283083000.0,1143977000.0,670296000.0,,130747000.0,,136903000.0,99532000.0,9171000.0,36021000.0,2.0,,,70435000.0,0.0,,2.2411,23.7597,2.0,207338000.0,0.14848962249513648,0.05402424501644089,,,0.07430857629190418,0.20424260326781005,,0.0,2.1407820321248536,,139919000.0,163233000.0,266940000.0,-3132000.0,3.0,3.0,0.0,52.117816091954026,1.5864912,228.88,91.8609,0.89561,8560.222,3.1595,2.1319
2014-12-27,1885192000.0,606898000.0,296170000.0,1180846000.0,672203000.0,,160023000.0,357747000.0,-89670000.0,,-6196000.0,-23147000.0,-1.0,,,-38392000.0,0.0,1.9657,2.33,23.8645,-1.0,-128062000.0,,,,-0.2506519970817365,-0.04756544691469092,-0.13339720292828208,-0.35796806122762737,0.0,2.0491542019785935,,,177670000.0,274115000.0,11950000.0,2.0,2.0,0.0,14.867782426778243,1.5864912,228.88,91.8609,0.89561,8560.222,3.1595,2.1319
2015-03-28,1847229000.0,614142000.0,270489000.0,1150214000.0,663713000.0,,151919000.0,320414000.0,43005000.0,31541000.0,3024000.0,331000.0,0.0,,,22368000.0,0.0,,2.8719,30.0566,0.0,65373000.0,0.047522046426693464,0.017074764417405748,0.09843827048755673,0.13421698177982236,0.023280816834296128,0.06479457235280912,0.20402666550150741,0.0,2.2704878941472666,,,180969000.0,279732000.0,12173000.0,2.0,2.0,0.0,14.86642569621293,1.5864912,228.88,91.8609,0.89561,8560.222,3.1595,2.1319
2015-06-27,1885917000.0,629647000.0,276532000.0,1150112000.0,701703000.0,,150807000.0,659987000.0,98740000.0,80050000.0,7400000.0,11407000.0,1.0,,,45516000.0,0.0,,2.5303,23.9418,1.0,144256000.0,0.11407960347896474,0.04244619460983702,0.12129026783860894,0.14960900745014674,0.05235649288913563,0.1407148038415113,0.21857400221519516,0.0,2.2769408242084097,,,188978000.0,288905000.0,13399000.0,2.0,2.0,0.0,14.103888349876856,1.5864912,228.88,91.8609,0.89561,8560.222,3.1595,2.1319
2015-09-26,2032843000.0,578661000.0,314104000.0,1296799000.0,704359000.0,,74032000.0,1009452000.0,154180000.0,117429000.0,11251000.0,26662000.0,2.0,,,69330000.0,0.0,,2.1517,19.9248,2.0,223510000.0,0.1667175403451933,0.05776589731720551,0.11632945400078458,0.15273633615070356,0.07584451922750551,0.21889405828561856,0.22141716495682806,0.0,1.8422592517128085,2347600000.0,,206255000.0,305077000.0,15479000.0,2.0,2.0,0.0,13.324827185218684,1.5864912,228.88,91.8609,0.89561,8560.222,3.1595,2.1319
2015-12-26,2068497000.0,559234000.0,311761000.0,1302933000.0,733067000.0,,117947000.0,-626551000.0,-89476000.0,-79707000.0,-6603000.0,4991000.0,0.0,,,-42333000.0,0.0,1.7935,2.7255,24.8888,0.0,-131809000.0,-0.10873085270514155,-0.03853377597356922,0.12721550201021145,0.1428072096285857,-0.043256528774274265,-0.12205705617631131,0.2103723400010534,0.0,1.793790756380689,1363302000.0,149313000.0,206449000.0,301330000.0,15072000.0,3.0,3.0,0.0,13.697518577494693,1.5864912,228.88,91.8609,0.89561,8560.222,3.1595,2.1319
2016-03-26,2103718000.0,637391000.0,309989000.0,1290546000.0,779824000.0,,157375000.0,354868000.0,51472000.0,37143000.0,4211000.0,13975000.0,0.0,,,24655000.0,0.0,,2.4988,22.5502,0.0,76127000.0,0.0476299780463284,0.01765588353572104,0.10466708748041526,0.14504548170023784,0.02446715767037217,0.06600463694372063,0.21452201945512134,0.0,2.0561729609760344,1397756000.0,154915000.0,214916000.0,312084000.0,16259000.0,3.0,3.0,0.0,13.218279106956148,1.5864912,228.88,91.8609,0.89561,8560.222,3.1595,2.1319
2016-06-25,2762987000.0,701547000.0,413393000.0,1901002000.0,831348000.0,,154585000.0,788923000.0,109533000.0,72350000.0,13120000.0,32820000.0,1.0,,,57008000.0,0.0,,2.4009,25.3049,1.0,166541000.0,0.0870273339203318,0.026185429030248786,0.09170730223355131,0.13883864458255116,0.0396429661087801,0.13175348951341675,0.21109918204945222,0.0,1.697046152208673,1526692000.0,147215000.0,225709000.0,334369000.0,21979000.0,3.0,3.0,0.0,10.269302516038037,1.5864912,228.88,91.8609,0.89561,8560.222,3.1595,2.1319
2016-09-24,2690190000.0,654578000.0,412047000.0,1802288000.0,867969000.0,,105722000.0,1214643000.0,168328000.0,110085000.0,20199000.0,48385000.0,2.0,,,91116000.0,0.0,,2.4874,27.4962,2.0,259444000.0,0.1268305665294498,0.04092090149766373,0.09063156828796609,0.13858228302472414,0.06257104516781342,0.19393319346658694,0.21359691695419972,0.0,1.5886003295740534,1731883000.0,139871000.0,239857000.0,370303000.0,30927000.0,3.0,3.0,0.0,7.7555857341481556,1.5864912,228.88,91.8609,0.89561,8560.222,3.1595,2.1319
2016-12-31,2711800000.0,656832000.0,429593000.0,1858016000.0,836768000.0,,117626000.0,-677002000.0,-91914000.0,-64813000.0,-9821000.0,-28345000.0,0.0,,,-46121000.0,0.0,1.5289,2.1541,23.4134,0.0,-138035000.0,-0.07745635588359019,-0.02390036138358286,0.09573531540527207,0.1357662163479576,-0.03389409248469651,-0.10984406669471108,0.20389156900570457,0.0,1.5289634607640255,1681432000.0,154765000.0,237419000.0,364077000.0,27709000.0,3.0,3.0,0.0,8.568299108592877,1.5864912,228.88,91.8609,0.89561,8560.222,3.1595,2.1319
2017-04-01,2697075000.0,700121000.0,383374000.0,1803330000.0,876431000.0,,131524000.0,445763000.0,69472000.0,46778000.0,6983000.0,31084000.0,0.0,,,32411000.0,0.0,,2.4041,25.9185,0.0,101883000.0,0.05337328323621597,0.01734397449088364,0.10493917171232246,0.15584963310099761,0.025758275168469544,0.07926693601664021,0.22855867355523002,0.0,1.8262088717544747,1772327000.0,164400000.0,255419000.0,389833000.0,30481000.0,3.0,3.0,0.0,8.379613529739839,1.5864912,228.88,91.8609,0.89561,8560.222,3.1595,2.1319
2017-07-01,2773664000.0,738067000.0,424071000.0,1791953000.0,963496000.0,,116466000.0,914892000.0,150782000.0,100730000.0,14386000.0,53327000.0,2.0,,,64210000.0,0.0,,2.6637,26.2796,2.0,214992000.0,0.10454636033776996,0.03631658340736297,0.11010042715424334,0.16480852384762354,0.054362027988970545,0.15649468186686816,0.23499167114806993,0.0,1.740432616236432,1898296000.0,192780000.0,296668000.0,438284000.0,31747000.0,4.0,4.0,0.0,9.34475698491196,1.5864912,228.88,91.8609,0.89561,8560.222,3.1595,2.1319
2017-09-30,2865918000.0,782378000.0,415755000.0,1825424000.0,1021513000.0,,123618000.0,1379124000.0,224766000.0,153204000.0,22053000.0,73272000.0,3.0,,,97675000.0,0.0,,2.8086,26.1838,3.0,322441000.0,0.14997753332556707,0.05345721684988894,0.11108790797636761,0.16297736824244954,0.07842722645937532,0.22003244207366915,0.2338013115571914,0.0,1.8818246322954624,2062777000.0,235899000.0,353106000.0,501281000.0,33601000.0,5.0,5.0,0.0,10.508794381119609,1.5864912,228.88,91.8609,0.89561,8560.222,3.1595,2.1319
2017-12-30,2929922000.0,826625000.0,463504000.0,1865906000.0,1045080000.0,,163794000.0,-882178000.0,-157522000.0,-177357000.0,-13645000.0,13686000.0,-3.0,,,-63137000.0,0.0,1.7834,2.8211,42.4336,-3.0,-220659000.0,-0.16970662533011827,-0.0605330107763961,0.20104446041501828,0.1785603358959303,-0.05376320598295791,-0.15072721705515368,0.2501297924001732,0.0,1.7834258172529256,1857601000.0,123355000.0,287498000.0,418657000.0,29777000.0,2.0,2.0,0.0,9.655035765859557,1.5864912,228.88,91.8609,0.89561,8560.222,3.1595,2.1319
2018-03-31,3001003000.0,843348000.0,407098000.0,1841063000.0,1139826000.0,,187774000.0,493970000.0,67829000.0,52631000.0,11191000.0,9772000.0,1.0,,,33210000.0,0.0,,2.5942,38.237,1.0,101039000.0,0.046174591560466244,0.017537803194465316,0.10654695629289228,0.13731400692349738,0.02260211002788068,0.059508205638404456,0.20454481041358788,0.0,2.071609293094046,1905808000.0,129208000.0,285855000.0,417813000.0,33985000.0,3.0,3.0,0.0,8.411210828306606,1.5864912,228.88,91.8609,0.89561,8560.222,3.1595,2.1319
2018-06-30,3865883000.0,889530000.0,518140000.0,2664016000.0,1181966000.0,,192300000.0,1079271000.0,144539000.0,106340000.0,29834000.0,27210000.0,2.0,,,76606000.0,0.0,,2.6565,41.6387,2.0,221145000.0,0.0899687469859539,0.027507299108638313,0.0985294703554529,0.13392280530098558,0.03738835344991041,0.12228693549560647,0.20490219787245278,0.0,1.7167753888910333,2070187000.0,134818000.0,279612000.0,423966000.0,49433000.0,3.0,3.0,0.0,5.65638338761556,1.5864912,228.88,91.8609,0.89561,8560.222,3.1595,2.1319
2018-09-29,3796657000.0,838166000.0,539599000.0,2522617000.0,1253106000.0,,138866000.0,1664566000.0,228901000.0,166708000.0,47031000.0,39613000.0,3.0,,,120198000.0,0.0,,2.9932,46.857,3.0,349099000.0,0.13303583256324683,0.043909154816987685,0.10015103035866406,0.13751392254797948,0.06029014472468806,0.18266690926386117,0.20972373579659803,0.0,1.5533127377923235,2355629000.0,148322000.0,283747000.0,450624000.0,74411000.0,3.0,3.0,0.0,3.8132399779602477,1.5864912,228.88,91.8609,0.89561,8560.222,3.1595,2.1319
2018-12-29,3855879000.0,897836000.0,558222000.0,2517576000.0,1317332000.0,,195442000.0,-971711000.0,-109886000.0,-99306000.0,-24284000.0,-22132000.0,-2.0,49018000.0,441140000.0,-68235000.0,0.0,1.6084,2.4022,24.0439,-2.0,-178121000.0,-0.0753841856115239,-0.025754438871136775,0.10219705241579029,0.11308506335731508,-0.02849830090622657,-0.08341557025867435,0.18330655925475783,0.0,1.6083851944208576,2266096000.0,226373000.0,331383000.0,493162000.0,63772000.0,4.0,4.0,0.0,5.196371448284514,1.5864912,228.88,91.8609,0.89561,8560.222,3.1595,2.1319
2019-03-30,3926637000.0,866182000.0,529759000.0,2505089000.0,1398114000.0,1540833000.0,126316000.0,604569000.0,69792000.0,55133000.0,9987000.0,10602000.0,1.11,49462000.0,14859000.0,45358000.0,1540833000.0,,2.984,30.9834,1.11,115150000.0,0.03943383729795997,0.01404076821972594,0.09119389184691905,0.1154409174138932,0.017773988275463202,0.023747280913878337,0.19046626605069067,1.1020796587402744,1.6350491449885702,2376695000.0,228875000.0,333346000.0,507273000.0,62568000.0,4.11,4.11,3.037482775546895,5.3277394195115715,1.5864912,228.88,91.8609,0.89561,8560.222,3.1595,2.1319
2019-06-29,4625484000.0,1010058000.0,635598000.0,3146641000.0,1455066000.0,,200589000.0,1262137000.0,149560000.0,98861000.0,30822000.0,25287000.0,1.0,49599000.0,144412000.0,94504000.0,0.0,,2.8602,31.9989,1.0,244064000.0,0.06794262253396066,0.02137311468378228,0.07832826388894391,0.11849743728295739,0.032333913596933855,0.10278571556204323,0.19337361950406334,0.0,1.5891459696223085,2559561000.0,221396000.0,338367000.0,530192000.0,63556000.0,3.1100000000000003,3.1100000000000003,0.0,5.323919063503053,1.5864912,228.88,91.8609,0.89561,8560.222,3.1595,2.1319
2019-09-28,4582562000.0,972407000.0,681646000.0,3017830000.0,1532313000.0,,164759000.0,1930088000.0,242362000.0,171671000.0,36520000.0,24970000.0,3.0,49627000.0,,146262000.0,0.0,,2.5519,27.9317,3.0,388624000.0,0.11203389907936565,0.03746179538869305,0.08894464915589341,0.12557044031152984,0.05288788236798542,0.15816742401846098,0.20135040474838453,0.0,1.4265571865748496,2825083000.0,226359000.0,351828000.0,569717000.0,53045000.0,3.1100000000000003,3.1100000000000003,0.0,6.6326326703742104,1.5864912,228.88,91.8609,0.89561,8560.222,3.1595,2.1319
2019-12-28,4692790000.0,1021325000.0,710181000.0,3026315000.0,1634584000.0,,238014000.0,-1175568000.0,-110563000.0,-73646000.0,-16447000.0,-10859000.0,-0.11000000000000032,-98995000.0,,-88029000.0,0.0,1.438,2.829,29.4391,-0.11000000000000032,-198592000.0,-0.04505488858327256,-0.01569343610091225,0.06264716290337947,0.09405070570141412,-0.023560184879357484,-0.06763983986139593,0.1689328052481864,0.0,1.4381192963483957,2621226000.0,252019000.0,351151000.0,549246000.0,60882000.0,5.0,5.0,0.0,5.7677310206629215,1.5864912,228.88,91.8609,0.89561,8560.222,3.1595,2.1319
2020-03-28,5201790000.0,1208281000.0,690896000.0,3522124000.0,1651984000.0,,372433000.0,707059000.0,94281000.0,50769000.0,15067000.0,4622000.0,1.0,49966000.0,68590000.0,57260000.0,0.0,,2.3616,25.9795,1.0,151541000.0,0.030732137841528732,0.009759909569590467,0.0718030602820981,0.13334247919904846,0.01812472245131003,0.057071375993956355,0.214325820051792,0.0,1.7488608994696742,2723716000.0,247655000.0,375640000.0,585637000.0,65962000.0,4.89,4.89,0.0,5.694793972287075,1.5864912,228.88,91.8609,0.89561,8560.222,3.1595,2.1319
2020-06-27,5240884000.0,1234725000.0,727936000.0,3460275000.0,1752641000.0,,402020000.0,1389643000.0,171049000.0,118204000.0,34419000.0,20906000.0,2.0,50118000.0,230896000.0,114468000.0,0.0,,3.0426,30.8271,2.0,285517000.0,0.06744336119034075,0.022554210320243684,0.08506069544480128,0.12308844789633021,0.03263743292162162,0.09759500091576084,0.20546068306752166,0.0,1.6961999406541235,2851222000.0,266998000.0,397129000.0,627090000.0,69559000.0,5.89,5.89,0.0,5.709239638292672,1.5864912,228.88,91.8609,0.89561,8560.222,3.1595,2.1319
2020-09-26,5213338000.0,1140274000.0,787014000.0,3287840000.0,1896940000.0,,242879000.0,2132943000.0,303802000.0,221113000.0,53286000.0,53571000.0,4.0,50371000.0,408196000.0,174048000.0,0.0,,3.9302,36.8255,4.0,477850000.0,0.11656299092222211,0.04241294157409322,0.10366568633104588,0.142433248333406,0.05827398875729907,0.16015372125633914,0.2240331785706416,0.0,1.4488611384295578,3054077000.0,316440000.0,458569000.0,716316000.0,86325000.0,6.89,6.89,0.0,5.312122791775268,1.5864912,228.88,91.8609,0.89561,8560.222,3.1595,2.1319
2020-12-26,5490831000.0,1201131000.0,839751000.0,3347163000.0,2114602000.0,,228424000.0,-1305712000.0,-136403000.0,-25782000.0,-16339000.0,2709000.0,0.20000000000000018,-99844000.0,,-110852000.0,0.0,1.4302,4.2048,33.7494,0.20000000000000018,-247255000.0,-0.01219236527724839,-0.004695464129200116,0.01974554878870685,0.10446637543347997,-0.024841959258990125,-0.06450528279080413,0.1893641170487826,0.0,1.4303418513345028,2923933000.0,364304000.0,432729000.0,667653000.0,86433000.0,7.2,7.2,0.0,5.006525285481239,1.5864912,228.88,91.8609,0.89561,8560.222,3.1595,2.1319
2021-03-27,5808963000.0,1423209000.0,803376000.0,3592744000.0,2183927000.0,,465411000.0,824566000.0,123703000.0,61530000.0,29719000.0,2367000.0,1.2,51075000.0,170229000.0,61508000.0,0.0,,4.671,37.8851,1.2,185211000.0,0.02817401863706983,0.010592252007802425,0.07462107338891004,0.15002195094146498,0.02129519502878569,0.05664246103464081,0.2246163436280419,0.0,1.7715353707354962,3041440000.0,375065000.0,462151000.0,701323000.0,101085000.0,7.4,7.4,0.0,4.571904832566652,1.5864912,228.88,91.8609,0.89561,8560.222,3.1595,2.1319
2021-06-26,6720352000.0,1267913000.0,929610000.0,4366273000.0,2318440000.0,,222969000.0,1739173000.0,261253000.0,149978000.0,45909000.0,39947000.0,2.93,51225000.0,356819000.0,129613000.0,0.0,,5.6195,46.4477,2.93,390866000.0,0.0646891875571505,0.022316985776935493,0.08623523939251587,0.15021679844385807,0.038874898219617066,0.11268482255309605,0.22474244942855023,0.0,1.363919277976786,3390970000.0,406839000.0,552355000.0,806672000.0,112575000.0,8.33,8.33,0.0,4.906551188096825,1.5864912,228.88,91.8609,0.89561,8560.222,3.1595,2.1319
2021-09-25,7058437000.0,1379040000.0,983751000.0,4593816000.0,2426566000.0,,212539000.0,2635110000.0,417055000.0,253404000.0,62364000.0,58058000.0,4.93,51360000.0,531541000.0,198299000.0,0.0,,6.3614,54.9582,4.93,615354000.0,0.1044290573592476,0.035900865871580354,0.096164486492025,0.15826853527936216,0.059086027119034996,0.17187045396663433,0.2335211812789599,0.0,1.4018181430056995,3893137000.0,439130000.0,665608000.0,944176000.0,121653000.0,9.26,9.26,0.0,5.471365276647514,1.5864912,228.88,91.8609,0.89561,8560.222,3.1595,2.1319
2021-12-25,7024292000.0,1274095000.0,1033185000.0,4432300000.0,2534820000.0,,241214000.0,-1658689000.0,-212149000.0,-73930000.0,-64082000.0,-18499000.0,-1.459999999999999,-102235000.0,-297790000.0,-123880000.0,0.0,1.2332,5.352,48.4643,-1.459999999999999,-336029000.0,-0.029165779029674693,-0.010524904146923277,0.04457134520093881,0.12790161386492585,-0.030202189772293064,-0.08369391120474037,0.20258710342927458,0.0,1.233172181167942,3540160000.0,390982000.0,589862000.0,855402000.0,73910000.0,7.6,7.6,0.0,7.9808145041266405,1.5864912,228.88,91.8609,0.89561,8560.222,3.1595,2.1319
