report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_ps,bf_pe,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2010-03-31,36838000000.0,4711000000.0,3302000000.0,,21198000000.0,,,1586000000.0,2602000000.0,926000000.0,677000000.0,132000000.0,129000000.0,2.09,322000000.0,1172000000.0,379000000.0,,793000000.0,0.0,,2.5219,9.5281,2.09,926000000.0,0.03193697518633833,0.01837776209349042,0.26018447348193696,0.35588009223674094,0.02513708670394701,0.04368336635531654,0.3047655649500384,0.35588009223674094,0.0,1.4267110841913992,,,,,,,,,,,1.4671597,7.14,1.97,38.65646,7267.7817,0.561,1.833
2010-06-30,37552000000.0,5914000000.0,4668000000.0,37552000000.0,20724000000.0,,,2888000000.0,2505000000.0,957000000.0,715000000.0,141000000.0,98000000.0,2.22,320000000.0,1269000000.0,300000000.0,,969000000.0,0.0,,1.433,5.3839,2.22,957000000.0,0.034501061571125265,0.01904026416702173,0.28542914171656686,0.38203592814371257,0.025484661269706006,0.04617834394904458,0.38682634730538923,0.38203592814371257,0.0,1.266923736075407,,,,,,,,,,,1.4671597,7.14,1.97,38.65646,7267.7817,0.561,1.833
2010-09-30,39330000000.0,7770000000.0,4764000000.0,39330000000.0,21036000000.0,,,4636000000.0,2309000000.0,645000000.0,368000000.0,142000000.0,118000000.0,1.15,319000000.0,709000000.0,304000000.0,,405000000.0,0.0,,2.0526,8.3262,1.15,645000000.0,0.017493820117893136,0.00935672514619883,0.15937635339974016,0.2793417063663924,0.016399694889397406,0.030661722760981176,0.17540060632308357,0.2793417063663924,0.0,1.6309823677581865,,,,,,,,,,,1.4671597,7.14,1.97,38.65646,7267.7817,0.561,1.833
2010-12-31,36811000000.0,6195000000.0,3836000000.0,,21383000000.0,,,3394000000.0,2160000000.0,-662000000.0,-799000000.0,152000000.0,-34000000.0,-2.4700000000000006,-641000000.0,796000000.0,428000000.0,,368000000.0,0.0,1.5511,2.3074,22.7285,-2.4700000000000006,-662000000.0,-0.03736613197399804,-0.021705468474097416,-0.3699074074074074,-0.30648148148148147,-0.017983754855885468,-0.030959173174952066,0.17037037037037037,-0.30648148148148147,0.0,1.614963503649635,9576000000.0,961000000.0,1866000000.0,2535000000.0,1866000000.0,567000000.0,2.9899999999999993,2.9899999999999993,0.0,3.291005291005291,1.4671597,7.14,1.97,38.65646,7267.7817,0.561,1.833
2011-03-31,37210000000.0,6904000000.0,3841000000.0,,21710000000.0,,,3812000000.0,2144000000.0,372000000.0,,145000000.0,81000000.0,0.96,320000000.0,390000000.0,240000000.0,,150000000.0,0.0,,2.7778,41.6022,0.96,372000000.0,,,,0.17350746268656717,0.00999731255038968,0.0171349608475357,0.06996268656716417,0.17350746268656717,0.0,1.7974485810986722,9118000000.0,,1312000000.0,1892000000.0,1312000000.0,580000000.0,1.8599999999999994,1.8599999999999994,0.0,2.2620689655172415,1.4671597,7.14,1.97,38.65646,7267.7817,0.561,1.833
2011-06-30,36936000000.0,6738000000.0,4484000000.0,,20885000000.0,,,3389000000.0,4478000000.0,763000000.0,,292000000.0,163000000.0,1.44,320000000.0,730000000.0,533000000.0,713000000.0,197000000.0,0.0,,2.4809,1734.3417,1.44,1476000000.0,,,,0.1703885663242519,0.02065735325969244,0.036533397175005984,0.04399285395265744,0.3296114336757481,0.0,1.5026761819803747,11091000000.0,,1118000000.0,1120000000.0,1831000000.0,731000000.0,1.0799999999999992,1.0799999999999992,0.0,1.5294117647058822,1.4671597,7.14,1.97,38.65646,7267.7817,0.561,1.833
2011-09-30,36645000000.0,6569000000.0,4270000000.0,36645000000.0,20823000000.0,,,3286000000.0,2242000000.0,268000000.0,,151000000.0,100000000.0,-0.22,320000000.0,492000000.0,137000000.0,362000000.0,355000000.0,0.0,,1.9315,,-0.22,630000000.0,,,,0.11953612845673506,0.007313412471005594,0.012870383710320319,0.15834076717216772,0.28099910793933985,0.0,1.538407494145199,11024000000.0,,741000000.0,1070000000.0,1816000000.0,740000000.0,-0.2900000000000007,-0.2900000000000007,0.0,1.0013513513513514,1.4671597,7.14,1.97,38.65646,7267.7817,0.561,1.833
2011-12-31,35088000000.0,7609000000.0,5358000000.0,35088000000.0,15701000000.0,,,4017000000.0,278000000.0,-6179000000.0,,33000000.0,51000000.0,-19.97,-638000000.0,173000000.0,110000000.0,374000000.0,63000000.0,0.0,1.3632,1.7499,,-19.97,-5805000000.0,,,,-22.22661870503597,-0.1761000911992704,-0.39354181262339977,0.22661870503597123,-20.881294964028775,0.0,1.4201194475550578,9142000000.0,,-4776000000.0,765000000.0,-3327000000.0,621000000.0,-17.79,-17.79,-0.0,-7.690821256038648,1.4671597,7.14,1.97,38.65646,7267.7817,0.561,1.833
2012-03-31,34715000000.0,7673000000.0,5764000000.0,34715000000.0,15738000000.0,,,3982000000.0,2331000000.0,270000000.0,,180000000.0,24000000.0,0.12,350000000.0,540000000.0,260000000.0,351000000.0,280000000.0,0.0,,2.4649,,0.12,621000000.0,,,,0.11583011583011583,0.007777617744490854,0.01715592832634388,0.12012012012012012,0.26640926640926643,0.0,1.3311936155447606,9329000000.0,,-4878000000.0,895000000.0,-3078000000.0,656000000.0,-18.63,-18.63,-0.0,-7.435975609756097,1.4671597,7.14,1.97,38.65646,7267.7817,0.561,1.833
2012-06-30,34442000000.0,7367000000.0,6726000000.0,34442000000.0,15623000000.0,,,3964000000.0,2575000000.0,-163000000.0,,183000000.0,-29000000.0,-0.86,353000000.0,459000000.0,236000000.0,345000000.0,223000000.0,0.0,,1.8414,,-0.86,182000000.0,,,,-0.0633009708737864,-0.0047325939260205565,-0.010433335466939768,0.08660194174757281,0.07067961165048543,0.0,1.0953018138566757,7426000000.0,,-5804000000.0,921000000.0,-4372000000.0,547000000.0,-20.929999999999996,-20.929999999999996,-0.0,-10.610603290676417,1.4671597,7.14,1.97,38.65646,7267.7817,0.561,1.833
2012-09-30,35312000000.0,10304000000.0,6701000000.0,35312000000.0,15272000000.0,,,6001000000.0,2440000000.0,803000000.0,,180000000.0,104000000.0,-1.06,359000000.0,786000000.0,201000000.0,280000000.0,585000000.0,0.0,,2.0039,,-1.06,1083000000.0,,,,0.3290983606557377,0.022740144993203443,0.05257988475641697,0.23975409836065573,0.4438524590163934,0.0,1.5376809431428144,7624000000.0,,-5269000000.0,1151000000.0,-3919000000.0,576000000.0,-21.77,-21.77,-0.0,-9.147569444444445,1.4671597,7.14,1.97,38.65646,7267.7817,0.561,1.833
2012-12-31,34255000000.0,8647000000.0,5463000000.0,34255000000.0,15745000000.0,,,5134000000.0,1850000000.0,671000000.0,-219000000.0,180000000.0,-49000000.0,1.1800000000000002,-706000000.0,923000000.0,606000000.0,147000000.0,317000000.0,0.0,1.5828,1.7358,,1.1800000000000002,818000000.0,-0.013909177516671959,-0.006393227266092541,-0.11837837837837838,0.3627027027027027,0.01958838125821048,0.04261670371546523,0.17135135135135135,0.44216216216216214,0.0,1.5828299469156142,9196000000.0,,1581000000.0,1405000000.0,2704000000.0,723000000.0,-0.6199999999999999,-0.6199999999999999,0.0,2.1867219917012446,1.4671597,7.14,1.97,38.65646,7267.7817,0.561,1.833
2013-03-31,32675000000.0,7133000000.0,3376000000.0,,16049000000.0,,,3689000000.0,2197000000.0,473000000.0,321000000.0,157000000.0,19000000.0,0.0,360000000.0,106000000.0,488000000.0,275000000.0,-382000000.0,0.0,,2.0217,,0.0,748000000.0,0.02000124618356284,0.009824024483550116,0.14610832954028222,0.21529358215748748,0.014475899005355777,0.029472241261137764,-0.17387346381429222,0.3404642694583523,0.0,2.112855450236967,9062000000.0,,1784000000.0,743000000.0,2831000000.0,700000000.0,-0.7399999999999999,-0.7399999999999999,0.0,2.5485714285714285,1.4671597,7.14,1.97,38.65646,7267.7817,0.561,1.833
2013-06-30,32215000000.0,6866000000.0,3795000000.0,,15682000000.0,,,3357000000.0,4594000000.0,1075000000.0,628000000.0,303000000.0,149000000.0,1.0,360000000.0,522000000.0,840000000.0,561000000.0,-318000000.0,0.0,,1.8979,,1.0,1636000000.0,0.04004591251115929,0.019494024522737855,0.13670004353504572,0.23400087070091424,0.0333695483470433,0.06854992985588573,-0.06922072268175881,0.3561166739225076,0.0,1.8092226613965745,11081000000.0,,3022000000.0,202000000.0,4285000000.0,820000000.0,1.12,1.12,0.0,3.6853658536585368,1.4671597,7.14,1.97,38.65646,7267.7817,0.561,1.833
2013-09-30,32601000000.0,7373000000.0,3776000000.0,,16274000000.0,,,3559000000.0,7152000000.0,1817000000.0,1174000000.0,445000000.0,212000000.0,3.0,360000000.0,1145000000.0,1290000000.0,834000000.0,-145000000.0,0.0,,1.7252,9.8166,3.0,2651000000.0,0.07213960919257711,0.03601116530167786,0.16414988814317674,0.25405480984340045,0.05573448667218797,0.11165048543689321,-0.020274049217002238,0.370665548098434,0.0,1.9525953389830508,15793000000.0,1904000000.0,4036000000.0,-528000000.0,5853000000.0,1085000000.0,5.18,5.18,0.0,3.7198156682027648,1.4671597,7.14,1.97,38.65646,7267.7817,0.561,1.833
2013-12-31,32546000000.0,6772000000.0,3554000000.0,32546000000.0,16691000000.0,,,3243000000.0,-4459000000.0,-1141000000.0,-716000000.0,-321000000.0,-122000000.0,-0.1299999999999999,-720000000.0,145000000.0,-380000000.0,-561000000.0,-235000000.0,0.0,1.9055,1.9076,12.5399,-0.1299999999999999,-1702000000.0,-0.042897369840033554,-0.02199963129109568,0.16057411975779323,0.25588697017268447,-0.035058071652430405,-0.06836019411658978,0.05270239964117515,0.38169993272034086,0.0,1.9054586381541925,9484000000.0,1407000000.0,2224000000.0,-1080000000.0,3333000000.0,584000000.0,3.87,3.87,0.0,3.808219178082192,1.4671597,7.14,1.97,38.65646,7267.7817,0.561,1.833
2014-03-31,31897000000.0,5633000000.0,2763000000.0,,17171000000.0,10308000000.0,162000000.0,1987000000.0,2339000000.0,672000000.0,456000000.0,126000000.0,80000000.0,1.0,361000000.0,136000000.0,1131000000.0,273000000.0,-995000000.0,10470000000.0,,1.5849,9.6657,1.0,945000000.0,0.026556403238017588,0.014296015299244442,0.19495510902094912,0.28730226592560926,0.02106781201993918,0.02431171086429579,-0.42539546814878154,0.404018811457888,0.6097489953992196,2.0387260224393775,9626000000.0,1542000000.0,2423000000.0,-1693000000.0,3530000000.0,553000000.0,4.87,4.87,2.9660056657223794,4.381555153707052,1.4671597,7.14,1.97,38.65646,7267.7817,0.561,1.833
2014-06-30,32067000000.0,5760000000.0,3397000000.0,,16764000000.0,10298000000.0,159000000.0,2117000000.0,4667000000.0,1437000000.0,1043000000.0,238000000.0,152000000.0,2.0,362000000.0,772000000.0,1482000000.0,561000000.0,-710000000.0,10457000000.0,,1.7368,8.9301,2.0,1998000000.0,0.06221665473633978,0.03252564942152369,0.2234840368545104,0.3079065781015642,0.04481242398727664,0.05279012527093053,-0.152131990572102,0.42811227769445037,0.6237771414936769,1.695613776861937,9699000000.0,1957000000.0,2785000000.0,-2085000000.0,3892000000.0,488000000.0,5.87,5.87,2.686793422404933,5.706967213114754,1.4671597,7.14,1.97,38.65646,7267.7817,0.561,1.833
2014-09-30,29964000000.0,6367000000.0,3546000000.0,,14606000000.0,9991000000.0,362000000.0,2873000000.0,6937000000.0,-731000000.0,-1174000000.0,360000000.0,136000000.0,-3.0,362000000.0,1654000000.0,1847000000.0,849000000.0,-193000000.0,10353000000.0,,1.2749,,-3.0,118000000.0,-0.08037792687936464,-0.039180349753036976,-0.16923742251693816,-0.10537696410552112,-0.024395941796822855,-0.029288032373091872,-0.027821824996396138,0.017010234971889866,0.7088182938518417,1.7955442752397066,9484000000.0,-391000000.0,237000000.0,-2133000000.0,1359000000.0,403000000.0,-0.1299999999999999,-0.1299999999999999,7.618101545253863,0.5880893300248139,1.4671597,7.14,1.97,38.65646,7267.7817,0.561,1.833
2014-12-31,28413000000.0,6001000000.0,3770000000.0,,13671000000.0,9059000000.0,1033000000.0,2635000000.0,-4769000000.0,-2756000000.0,-2238000000.0,-241000000.0,-222000000.0,-5.0,-723000000.0,-342000000.0,-2295000000.0,-544000000.0,-2637000000.0,10092000000.0,1.5918,0.7323,,-5.0,-3300000000.0,-0.16370419135396094,-0.07876676169359097,0.4692807716502411,0.5778989305934158,-0.09699785309541407,-0.11597862222783319,0.5529461102956594,0.6919689662403019,0.738204959403116,1.5917771883289125,9174000000.0,-1913000000.0,-1378000000.0,-4535000000.0,-239000000.0,483000000.0,-5.0,-5.0,-42.22594142259414,-2.8530020703933747,1.4671597,7.14,1.97,38.65646,7267.7817,0.561,1.833
2015-03-31,27105000000.0,5843000000.0,3173000000.0,,13201000000.0,8996000000.0,1024000000.0,2682000000.0,2043000000.0,-321000000.0,-483000000.0,116000000.0,83000000.0,-1.0,363000000.0,526000000.0,201000000.0,291000000.0,325000000.0,10020000000.0,,0.591,,-1.0,-30000000.0,-0.03658813726232861,-0.017819590481460985,-0.23641703377386197,-0.15712187958883994,-0.011842833425567238,-0.013823694070022824,0.15907978463044542,-0.014684287812041116,0.7590334065601091,1.841474944847148,8878000000.0,-2852000000.0,-2371000000.0,-3215000000.0,-1214000000.0,473000000.0,-7.0,-7.0,-8.253706754530478,-5.012684989429175,1.4671597,7.14,1.97,38.65646,7267.7817,0.561,1.833
2015-06-30,26973000000.0,6719000000.0,2902000000.0,,13340000000.0,8989000000.0,1026000000.0,3769000000.0,3927000000.0,185000000.0,-141000000.0,236000000.0,123000000.0,0.0,363000000.0,1837000000.0,396000000.0,540000000.0,1441000000.0,10015000000.0,,0.6955,,0.0,725000000.0,-0.010569715142428786,-0.005227449671894116,-0.03590527119938885,0.04710975299210593,0.006858710562414266,0.007921216013701562,0.36694677871148457,0.18461930226636108,0.7507496251874063,2.3152997932460373,8138000000.0,-4036000000.0,-3623000000.0,-1064000000.0,-2487000000.0,471000000.0,-9.0,-9.0,-4.026940088459992,-7.692144373673036,1.4671597,7.14,1.97,38.65646,7267.7817,0.561,1.833
2015-09-30,25835000000.0,4906000000.0,1830000000.0,,13720000000.0,8630000000.0,123000000.0,2234000000.0,5535000000.0,630000000.0,180000000.0,345000000.0,140000000.0,0.0,363000000.0,2485000000.0,1336000000.0,750000000.0,1149000000.0,8753000000.0,,0.6168,,0.0,1380000000.0,0.013119533527696793,0.0069672924327462745,0.032520325203252036,0.11382113821138211,0.02438552351461196,0.02803364036844213,0.2075880758807588,0.24932249322493225,0.6379737609329446,2.6808743169398905,6736000000.0,-2682000000.0,-2262000000.0,278000000.0,-1225000000.0,456000000.0,-6.0,-6.0,-7.14530612244898,-4.9605263157894735,1.4671597,7.14,1.97,38.65646,7267.7817,0.561,1.833
2015-12-31,26329000000.0,4785000000.0,2669000000.0,,14498000000.0,7397000000.0,1093000000.0,2339000000.0,-4119000000.0,886000000.0,1235000000.0,-265000000.0,-140000000.0,3.0,-726000000.0,-1403000000.0,68000000.0,-618000000.0,-1471000000.0,8490000000.0,1.8004,0.623,5.3196,3.0,268000000.0,0.0851841633328735,0.04690645296061377,-0.29983005583879585,-0.21510075260985675,0.033651107144213606,0.03854184792065425,0.35712551590191793,-0.06506433600388443,0.5855980135191061,1.7928062944923193,7386000000.0,791000000.0,1380000000.0,1444000000.0,2343000000.0,432000000.0,2.0,2.0,3.6235595390524966,3.1944444444444446,1.4671597,7.14,1.97,38.65646,7267.7817,0.561,1.833
2016-03-31,26245000000.0,4700000000.0,2588000000.0,,14758000000.0,7253000000.0,1200000000.0,2574000000.0,1341000000.0,414000000.0,249000000.0,89000000.0,74000000.0,0.0,364000000.0,631000000.0,368000000.0,217000000.0,263000000.0,8453000000.0,,0.4992,2.1078,0.0,631000000.0,0.016872204905813797,0.009487521432653839,0.18568232662192394,0.3087248322147651,0.015774433225376264,0.017836370686312525,0.19612229679343773,0.47054436987322895,0.5727740886298957,1.8160741885625966,6684000000.0,1523000000.0,2115000000.0,1382000000.0,3004000000.0,405000000.0,3.0,3.0,2.8139147802929427,5.222222222222222,1.4671597,7.14,1.97,38.65646,7267.7817,0.561,1.833
2016-06-30,25839000000.0,4129000000.0,2199000000.0,,14837000000.0,7155000000.0,1063000000.0,2153000000.0,2284000000.0,568000000.0,326000000.0,184000000.0,91000000.0,0.0,365000000.0,838000000.0,826000000.0,442000000.0,12000000.0,8218000000.0,,0.7565,3.2821,0.0,1010000000.0,0.021972096785064368,0.012616587329231007,0.14273204903677758,0.2486865148861646,0.021982274855838074,0.024636738234656258,0.005253940455341506,0.44220665499124345,0.553885556379322,1.8776716689404274,5041000000.0,1990000000.0,2498000000.0,-47000000.0,3289000000.0,353000000.0,3.0,3.0,2.498631802979629,7.076487252124646,1.4671597,7.14,1.97,38.65646,7267.7817,0.561,1.833
2016-09-30,26167000000.0,4491000000.0,2306000000.0,,15084000000.0,7191000000.0,1069000000.0,2534000000.0,3187000000.0,793000000.0,555000000.0,296000000.0,82000000.0,1.0,365000000.0,1278000000.0,1072000000.0,667000000.0,206000000.0,8260000000.0,,0.7731,3.1927,1.0,1460000000.0,0.036793953858393,0.021209920892727482,0.1741449639159084,0.248823344838406,0.030305346428707913,0.033970185058259085,0.06463759021022905,0.45811107624725445,0.5476001060726597,1.9475281873373806,2693000000.0,2365000000.0,2661000000.0,-990000000.0,3369000000.0,304000000.0,4.0,4.0,2.4517661027010984,8.75328947368421,1.4671597,7.14,1.97,38.65646,7267.7817,0.561,1.833
2016-12-31,26889000000.0,5098000000.0,1985000000.0,,15802000000.0,7740000000.0,724000000.0,3052000000.0,-2651000000.0,-643000000.0,-352000000.0,-160000000.0,-140000000.0,1.0,-727000000.0,-836000000.0,-922000000.0,-433000000.0,-1758000000.0,8464000000.0,2.5683,1.3465,7.3918,1.0,-1076000000.0,-0.022275661308695103,-0.013090854996466957,0.13278008298755187,0.24254998113919277,-0.02391312432593254,-0.02649798071375587,0.6631459826480574,0.4058845718596756,0.5356284014681686,2.5682619647355165,4161000000.0,778000000.0,1132000000.0,-1277000000.0,2025000000.0,409000000.0,2.0,2.0,4.179753086419753,2.7677261613691932,1.4671597,7.14,1.97,38.65646,7267.7817,0.561,1.833
2017-03-31,26717000000.0,5071000000.0,2547000000.0,,15900000000.0,,1458000000.0,3093000000.0,785000000.0,173000000.0,91000000.0,127000000.0,-40000000.0,0.0,390000000.0,184000000.0,122000000.0,232000000.0,62000000.0,1458000000.0,,1.3501,7.9267,0.0,405000000.0,0.005723270440251572,0.0034060710409102818,0.1159235668789809,0.22038216560509555,0.006475277912939327,0.009966586012213388,0.07898089171974522,0.5159235668789809,0.09169811320754717,1.9909697683549274,3605000000.0,620000000.0,891000000.0,-1478000000.0,1799000000.0,447000000.0,2.0,2.0,0.8104502501389661,1.9932885906040267,1.4671597,7.14,1.97,38.65646,7267.7817,0.561,1.833
