report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,net_income,income_tax,eps_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,roe,roa,net_margin,fcf_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,fcf_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2012-09-30,36044000000.0,9278000000.0,8195000000.0,22144000000.0,13900000000.0,6608000000.0,751000000.0,1503000000.0,13430000000.0,1035000000.0,250000000.0,0.61,6105000000.0,373000000.0,482000000.0,5732000000.0,7359000000.0,,29.6634,2.9641,0.61,0.07446043165467627,0.028714904006214625,0.077066269545793,0.42680565897244976,0.5294244604316547,1.1321537522879805,18373000000.0,1860000000.0,6704000000.0,1.1000000000000005,1.1000000000000005,0.29035088,62.8864,42.52,11.0727,120905.445,17.1376,5.9443,2.5087
2012-12-31,35897000000.0,9521000000.0,8279000000.0,22259000000.0,13623000000.0,6568000000.0,,1656000000.0,-10754000000.0,-1922000000.0,-1752000000.0,-1.11,-1072000000.0,-184000000.0,199000000.0,-1256000000.0,6568000000.0,1.15,27.4469,3.0529,-1.11,-0.14108492989796667,-0.053542078725241665,0.17872419564813094,0.1167937511623582,0.4821258166336343,1.150018118130209,17621000000.0,1960000000.0,6025000000.0,1.1600000000000001,1.1600000000000001,0.29035088,62.8864,42.52,11.0727,120905.445,17.1376,5.9443,2.5087
2013-03-31,35958000000.0,10076000000.0,8414000000.0,22259000000.0,13659000000.0,6522000000.0,1372000000.0,1355000000.0,3831000000.0,609000000.0,51000000.0,0.0,-428000000.0,115000000.0,213000000.0,-543000000.0,7894000000.0,,46.0317,4.171,0.0,0.044585987261146494,0.016936425830135157,0.15896632732967894,-0.1417384494909945,0.5779339629548284,1.1975279296410744,16201000000.0,1468000000.0,5218000000.0,0.5200000000000001,0.5200000000000001,0.29035088,62.8864,42.52,11.0727,120905.445,17.1376,5.9443,2.5087
2013-06-30,36252000000.0,10486000000.0,8354000000.0,21879000000.0,14371000000.0,6442000000.0,764000000.0,1821000000.0,7879000000.0,1145000000.0,51000000.0,0.0,1082000000.0,213000000.0,402000000.0,869000000.0,7206000000.0,,54.296,4.6684,0.0,0.07967434416533296,0.031584464305417635,0.14532301053433178,0.11029318441426576,0.5014264838911697,1.2552070864256644,14386000000.0,867000000.0,4802000000.0,-0.4999999999999999,-0.4999999999999999,0.29035088,62.8864,42.52,11.0727,120905.445,17.1376,5.9443,2.5087
2013-09-30,36804000000.0,10627000000.0,8279000000.0,22090000000.0,14726000000.0,6532000000.0,680000000.0,1771000000.0,11944000000.0,1837000000.0,177000000.0,1.0,2135000000.0,337000000.0,582000000.0,1798000000.0,7212000000.0,,27.5894,4.7228,1.0,0.12474534836343881,0.04991305292902945,0.15380107166778298,0.15053583389149364,0.48974602743446966,1.2836091315376252,12900000000.0,1669000000.0,868000000.0,-0.10999999999999988,-0.10999999999999988,0.29035088,62.8864,42.52,11.0727,120905.445,17.1376,5.9443,2.5087
2013-12-31,38592000000.0,18916000000.0,12440000000.0,23356000000.0,15154000000.0,7981000000.0,359000000.0,3586000000.0,-7269000000.0,-1028000000.0,32000000.0,0.54,756000000.0,-128000000.0,-434000000.0,628000000.0,8340000000.0,1.5206,34.1451,5.3411,0.54,-0.06783687475254058,-0.02663764510779436,0.141422479020498,-0.08639427706699683,0.5503497426422067,1.5205787781350482,16385000000.0,2563000000.0,2752000000.0,1.5400000000000003,1.5400000000000003,0.29035088,62.8864,42.52,11.0727,120905.445,17.1376,5.9443,2.5087
2014-03-31,33424000000.0,14014000000.0,7521000000.0,17893000000.0,15473000000.0,7367000000.0,281000000.0,5225000000.0,3811000000.0,937000000.0,49000000.0,0.0,617000000.0,118000000.0,137000000.0,499000000.0,7648000000.0,,29.7787,5.2606,0.0,0.060557099463581725,0.02803374820488272,0.24586722644975073,0.13093676200472318,0.49428035933561687,1.8633160483978195,16365000000.0,2891000000.0,3794000000.0,1.5400000000000003,1.5400000000000003,0.29035088,62.8864,42.52,11.0727,120905.445,17.1376,5.9443,2.5087
2014-06-30,33503000000.0,14062000000.0,7798000000.0,18124000000.0,15327000000.0,7372000000.0,365000000.0,4282000000.0,7700000000.0,1270000000.0,163000000.0,0.0,1673000000.0,228000000.0,252000000.0,1445000000.0,7737000000.0,,29.92,4.9627,0.0,0.08286031186794546,0.037907053099722414,0.16493506493506493,0.18766233766233767,0.5047954589939323,1.8032828930495,16186000000.0,3016000000.0,4370000000.0,1.5400000000000003,1.5400000000000003,0.29035088,62.8864,42.52,11.0727,120905.445,17.1376,5.9443,2.5087
2014-09-30,33450000000.0,14177000000.0,8103000000.0,18249000000.0,15143000000.0,7267000000.0,401000000.0,4851000000.0,11621000000.0,1991000000.0,439000000.0,1.0,2576000000.0,335000000.0,364000000.0,2241000000.0,7668000000.0,,31.2463,5.2855,1.0,0.1314798916991349,0.05952167414050822,0.1713277686946046,0.19284054728508734,0.5063725813907416,1.7495989139824757,15863000000.0,3170000000.0,4813000000.0,1.5400000000000003,1.5400000000000003,0.29035088,62.8864,42.52,11.0727,120905.445,17.1376,5.9443,2.5087
2014-12-31,33749000000.0,14608000000.0,8461000000.0,18766000000.0,14852000000.0,7242000000.0,590000000.0,5571000000.0,-7253000000.0,-2194000000.0,-299000000.0,0.0,-1718000000.0,-155000000.0,-286000000.0,-1873000000.0,7832000000.0,1.7265,48.8611,6.1665,0.0,-0.14772421222730944,-0.06500933360988474,0.30249551909554667,0.2582379704949676,0.5273363856719634,1.7265098688098333,15879000000.0,2004000000.0,2312000000.0,1.0000000000000002,1.0000000000000002,0.29035088,62.8864,42.52,11.0727,120905.445,17.1376,5.9443,2.5087
2015-03-31,33579000000.0,14925000000.0,7689000000.0,17890000000.0,15546000000.0,7127000000.0,330000000.0,6294000000.0,4041000000.0,1186000000.0,249000000.0,0.0,626000000.0,136000000.0,104000000.0,490000000.0,7457000000.0,,47.723,6.6745,0.0,0.07628972082850895,0.03531969385627922,0.293491709972779,0.1212571145756001,0.4796732278399588,1.9410846664065549,16109000000.0,2253000000.0,2303000000.0,1.0000000000000002,1.0000000000000002,0.29035088,62.8864,42.52,11.0727,120905.445,17.1376,5.9443,2.5087
2015-06-30,31954000000.0,13056000000.0,7435000000.0,16663000000.0,15123000000.0,6615000000.0,755000000.0,4199000000.0,8204000000.0,1056000000.0,411000000.0,0.0,697000000.0,301000000.0,195000000.0,396000000.0,7370000000.0,,61.9866,6.7726,0.0,0.06982741519539774,0.03304750578957251,0.128717698683569,0.04826913700633837,0.4873371685512134,1.756018829858776,16613000000.0,2039000000.0,1254000000.0,1.0000000000000002,1.0000000000000002,0.29035088,62.8864,42.52,11.0727,120905.445,17.1376,5.9443,2.5087
2015-09-30,31779000000.0,12926000000.0,7158000000.0,16506000000.0,15079000000.0,6632000000.0,642000000.0,3975000000.0,12273000000.0,1762000000.0,668000000.0,1.0,1221000000.0,535000000.0,300000000.0,686000000.0,7274000000.0,,55.6408,5.9744,1.0,0.11685125008289675,0.05544541993140124,0.14356717998859284,0.055895054183981094,0.4823927316135022,1.8058116792400112,17265000000.0,1810000000.0,-301000000.0,1.0000000000000002,1.0000000000000002,0.29035088,62.8864,42.52,11.0727,120905.445,17.1376,5.9443,2.5087
2015-12-31,31748000000.0,10415000000.0,8017000000.0,17324000000.0,14266000000.0,6550000000.0,139000000.0,2385000000.0,-7958000000.0,-2439000000.0,-882000000.0,-1.0,-712000000.0,-152000000.0,-223000000.0,-864000000.0,6689000000.0,1.2991,73.3297,6.93,-1.0,-0.17096593298752277,-0.07682373692831045,0.306484041216386,0.1085699924604172,0.46887705032945465,1.299114381938381,16560000000.0,1565000000.0,708000000.0,2.220446049250313e-16,2.220446049250313e-16,0.29035088,62.8864,42.52,11.0727,120905.445,17.1376,5.9443,2.5087
2016-03-31,31892000000.0,11215000000.0,7597000000.0,17341000000.0,14386000000.0,6593000000.0,106000000.0,2644000000.0,4391000000.0,1195000000.0,449000000.0,0.0,-386000000.0,242000000.0,65000000.0,-628000000.0,6699000000.0,,67.7478,6.306,0.0,0.08306687056860837,0.037470211965383166,0.27214757458437716,-0.14301981325438395,0.46566105936326985,1.4762406212978807,16910000000.0,1574000000.0,-410000000.0,2.220446049250313e-16,2.220446049250313e-16,0.29035088,62.8864,42.52,11.0727,120905.445,17.1376,5.9443,2.5087
2016-06-30,32831000000.0,12298000000.0,7885000000.0,17753000000.0,14918000000.0,6581000000.0,155000000.0,2934000000.0,9262000000.0,2361000000.0,876000000.0,1.0,25000000.0,503000000.0,155000000.0,-478000000.0,6736000000.0,,42.8195,6.9754,1.0,0.1582651830004022,0.07191374006274558,0.2549125458864176,-0.051608723817749946,0.45153505831880947,1.5596702599873178,17968000000.0,2879000000.0,-1284000000.0,1.0000000000000002,1.0000000000000002,0.29035088,62.8864,42.52,11.0727,120905.445,17.1376,5.9443,2.5087
2016-09-30,33727000000.0,13204000000.0,8996000000.0,17946000000.0,15613000000.0,5836000000.0,990000000.0,3432000000.0,14184000000.0,3563000000.0,1220000000.0,2.0,1422000000.0,844000000.0,260000000.0,578000000.0,6826000000.0,,26.7714,4.8786,2.0,0.2282072631781208,0.10564236368488154,0.2511985335589397,0.04075014100394811,0.4371997694229168,1.46776345042241,19879000000.0,4680000000.0,-1392000000.0,2.0,2.0,0.29035088,62.8864,42.52,11.0727,120905.445,17.1376,5.9443,2.5087
2016-12-31,33707000000.0,13704000000.0,8841000000.0,17360000000.0,16177000000.0,5716000000.0,992000000.0,4237000000.0,-8410000000.0,-2662000000.0,-1137000000.0,-1.0,1789000000.0,-374000000.0,-98000000.0,1415000000.0,6708000000.0,1.5501,22.2918,5.1143,-1.0,-0.16455461457625023,-0.07897469368380455,0.3165279429250892,-0.16825208085612367,0.41466279285405205,1.5500508992195452,19427000000.0,4457000000.0,887000000.0,2.0,2.0,0.29035088,62.8864,42.52,11.0727,120905.445,17.1376,5.9443,2.5087
2017-03-31,32937000000.0,13615000000.0,8494000000.0,18402000000.0,14416000000.0,7237000000.0,1197000000.0,3910000000.0,4929000000.0,1574000000.0,429000000.0,0.0,861000000.0,291000000.0,193000000.0,570000000.0,8434000000.0,,18.5251,4.4872,0.0,0.1091842397336293,0.047788201718432156,0.3193345506187868,0.11564211807668898,0.5850443951165372,1.6028961619967035,19965000000.0,4836000000.0,2085000000.0,2.0,2.0,0.29035088,62.8864,42.52,11.0727,120905.445,17.1376,5.9443,2.5087
2017-06-30,33409000000.0,14324000000.0,9017000000.0,18588000000.0,14699000000.0,6911000000.0,1306000000.0,3470000000.0,10073000000.0,2490000000.0,802000000.0,1.0,2445000000.0,539000000.0,404000000.0,1906000000.0,8217000000.0,,19.9251,4.5151,1.0,0.16939927886250766,0.07453081504983687,0.24719547304675865,0.18921870346470762,0.5590176202462752,1.5885549517577908,20776000000.0,4965000000.0,4469000000.0,2.0,2.0,0.29035088,62.8864,42.52,11.0727,120905.445,17.1376,5.9443,2.5087
2017-09-30,33977000000.0,15048000000.0,9438000000.0,19063000000.0,14783000000.0,6982000000.0,1461000000.0,4644000000.0,15327000000.0,3335000000.0,1129000000.0,2.0,4158000000.0,801000000.0,592000000.0,3357000000.0,8443000000.0,,24.9858,5.1368,2.0,0.22559696949198405,0.09815463401712923,0.2175898740784237,0.2190252495596007,0.5711289995264831,1.5944055944055944,21919000000.0,4737000000.0,7248000000.0,2.0,2.0,0.29035088,62.8864,42.52,11.0727,120905.445,17.1376,5.9443,2.5087
2017-12-31,33551000000.0,14854000000.0,9563000000.0,21704000000.0,11741000000.0,6975000000.0,987000000.0,5421000000.0,-9553000000.0,-6392000000.0,1796000000.0,-3.0,-2189000000.0,-576000000.0,-400000000.0,-2765000000.0,7962000000.0,1.5533,99.6485,4.8299,-3.0,-0.5444170002555149,-0.19051593097076094,0.6691091803621899,0.28943787291950174,0.6781364449365471,1.5532782599602635,20776000000.0,1007000000.0,3068000000.0,0.0,0.0,0.29035088,62.8864,42.52,11.0727,120905.445,17.1376,5.9443,2.5087
2018-03-31,33083000000.0,14649000000.0,9624000000.0,20177000000.0,12793000000.0,5775000000.0,1925000000.0,5342000000.0,5193000000.0,1486000000.0,284000000.0,0.0,1175000000.0,239000000.0,143000000.0,936000000.0,7700000000.0,,110.2731,4.8166,0.0,0.1161572735089502,0.04491732914185533,0.28615443866743695,0.18024263431542462,0.6018916595012898,1.52213216957606,21040000000.0,919000000.0,3434000000.0,0.0,0.0,0.29035088,62.8864,42.52,11.0727,120905.445,17.1376,5.9443,2.5087
2018-06-30,32641000000.0,13874000000.0,9878000000.0,20223000000.0,12317000000.0,5671000000.0,1716000000.0,4999000000.0,10897000000.0,1859000000.0,419000000.0,1.0,2232000000.0,437000000.0,300000000.0,1795000000.0,7387000000.0,,239.5301,4.1696,1.0,0.1509296094828286,0.0569529119818633,0.1705974121317794,0.16472423602826466,0.5997401964764147,1.404535331038672,21864000000.0,288000000.0,3323000000.0,0.0,0.0,0.29035088,62.8864,42.52,11.0727,120905.445,17.1376,5.9443,2.5087
2018-09-30,33734000000.0,14869000000.0,9694000000.0,19984000000.0,13640000000.0,5687000000.0,1620000000.0,5408000000.0,16588000000.0,3760000000.0,674000000.0,2.0,3511000000.0,661000000.0,465000000.0,2850000000.0,7307000000.0,,70.7821,4.5995,2.0,0.2756598240469208,0.11146024782118931,0.22666988184229564,0.17181094767301663,0.5357038123167155,1.533835362079637,23125000000.0,713000000.0,2816000000.0,0.0,0.0,0.29035088,62.8864,42.52,11.0727,120905.445,17.1376,5.9443,2.5087
2018-12-31,34986000000.0,17160000000.0,10654000000.0,20859000000.0,14031000000.0,5646000000.0,1703000000.0,6911000000.0,-10117000000.0,-2185000000.0,-356000000.0,0.0,-978000000.0,-386000000.0,-271000000.0,-1364000000.0,7349000000.0,1.6107,17.2442,3.7605,0.0,-0.15572660537381514,-0.06245355284971131,0.21597311455965207,0.1348225758624098,0.5237687976623191,1.6106626619110194,22561000000.0,4920000000.0,4217000000.0,3.0,3.0,0.29035088,62.8864,42.52,11.0727,120905.445,17.1376,5.9443,2.5087
2019-03-31,34834000000.0,17093000000.0,8841000000.0,19517000000.0,15218000000.0,5635000000.0,381000000.0,7335000000.0,5920000000.0,1710000000.0,264000000.0,1.04,1390000000.0,204000000.0,170000000.0,1186000000.0,6016000000.0,,14.9738,3.3075,1.04,0.1123669338940728,0.04908996956996038,0.28885135135135137,0.20033783783783785,0.3953213300039427,1.9333785770840404,23288000000.0,5144000000.0,4467000000.0,4.04,4.04,0.29035088,62.8864,42.52,11.0727,120905.445,17.1376,5.9443,2.5087
2019-06-30,55163000000.0,37716000000.0,9711000000.0,39012000000.0,16049000000.0,24433000000.0,545000000.0,28404000000.0,12193000000.0,3142000000.0,601000000.0,1.92,3473000000.0,395000000.0,339000000.0,3078000000.0,24978000000.0,,12.1779,3.1664,1.92,0.19577543772197645,0.056958468538694414,0.25768883785778723,0.25243992454687114,1.556358651629385,3.8838430645659563,24584000000.0,6427000000.0,5750000000.0,4.96,4.96,0.29035088,62.8864,42.52,11.0727,120905.445,17.1376,5.9443,2.5087
2019-09-30,57433000000.0,40191000000.0,10489000000.0,39679000000.0,17648000000.0,24390000000.0,569000000.0,30489000000.0,18200000000.0,4495000000.0,584000000.0,2.75,6029000000.0,585000000.0,510000000.0,5444000000.0,24959000000.0,,14.6103,3.4179,2.75,0.25470308250226653,0.07826510890951195,0.246978021978022,0.29912087912087915,1.4142679057116954,3.8317284774525695,26196000000.0,7162000000.0,8344000000.0,5.71,5.71,0.29035088,62.8864,42.52,11.0727,120905.445,17.1376,5.9443,2.5087
2019-12-31,129944000000.0,29354000000.0,18304000000.0,78246000000.0,51598000000.0,43387000000.0,3346000000.0,12346000000.0,-10168000000.0,-5908000000.0,66000000.0,-3.7,-2825000000.0,-348000000.0,727000000.0,-3173000000.0,46733000000.0,1.6037,43.7552,5.7554,-3.7,-0.11450056203728827,-0.04546573908760697,0.5810385523210071,0.31205743509047995,0.9057133997441761,1.6036931818181819,26145000000.0,3439000000.0,6535000000.0,2.01,2.01,0.29035088,62.8864,42.52,11.0727,120905.445,17.1376,5.9443,2.5087
2020-03-31,129285000000.0,31853000000.0,19232000000.0,79308000000.0,49911000000.0,42844000000.0,3862000000.0,15817000000.0,10781000000.0,-775000000.0,462000000.0,-0.34,3894000000.0,186000000.0,2477000000.0,3708000000.0,46706000000.0,,132.2034,4.0677,-0.34,-0.015527639197772034,-0.005994508256951696,-0.07188572488637418,0.3439384101660328,0.9357856985434073,1.65625,31006000000.0,954000000.0,9057000000.0,0.6299999999999997,0.6299999999999997,0.29035088,62.8864,42.52,11.0727,120905.445,17.1376,5.9443,2.5087
2020-06-30,128076000000.0,34343000000.0,23421000000.0,78916000000.0,49094000000.0,41853000000.0,4819000000.0,19934000000.0,20910000000.0,-860000000.0,2169000000.0,-0.38,8163000000.0,317000000.0,5035000000.0,7846000000.0,46672000000.0,,,3.8016,-0.38,-0.01751741557013077,-0.006714763109403792,-0.041128646580583454,0.37522716403634626,0.9506660691734224,1.4663336322104095,39723000000.0,-3048000000.0,13825000000.0,-1.6700000000000002,-1.6700000000000002,0.29035088,62.8864,42.52,11.0727,120905.445,17.1376,5.9443,2.5087
2020-09-30,125536000000.0,34277000000.0,20464000000.0,75306000000.0,50158000000.0,41364000000.0,3585000000.0,19435000000.0,31450000000.0,1012000000.0,2548000000.0,0.44,10382000000.0,470000000.0,7690000000.0,9912000000.0,44949000000.0,,,3.4583,0.44,0.020176243071892818,0.008061432577109355,0.03217806041335453,0.31516693163751985,0.8961481717771841,1.6749902267396404,52973000000.0,-6531000000.0,18293000000.0,-3.98,-3.98,0.29035088,62.8864,42.52,11.0727,120905.445,17.1376,5.9443,2.5087
2020-12-31,118481000000.0,30192000000.0,19080000000.0,80599000000.0,37822000000.0,48336000000.0,2340000000.0,14546000000.0,-20623000000.0,-8392000000.0,-3055000000.0,-3.7100000000000004,-8387000000.0,-220000000.0,-4822000000.0,-8607000000.0,50676000000.0,1.5824,,3.2968,-3.7100000000000004,-0.221881444661837,-0.0708299220972139,0.4069243078116666,0.41734956116956795,1.3398551107820844,1.5823899371069183,42518000000.0,-9015000000.0,12859000000.0,-3.99,-3.99,0.29035088,62.8864,42.52,11.0727,120905.445,17.1376,5.9443,2.5087
2021-03-31,112435000000.0,27111000000.0,17330000000.0,74762000000.0,37605000000.0,44505000000.0,1777000000.0,10982000000.0,11073000000.0,2021000000.0,501000000.0,0.89,3824000000.0,173000000.0,2668000000.0,3651000000.0,46282000000.0,,,3.2927,0.89,0.053742853343970214,0.017974829901720994,0.18251602998284114,0.32972094283392034,1.2307405930062492,1.564396999422966,42810000000.0,-6219000000.0,12802000000.0,-2.7600000000000002,-2.7600000000000002,0.29035088,62.8864,42.52,11.0727,120905.445,17.1376,5.9443,2.5087
2021-06-30,110797000000.0,29161000000.0,18991000000.0,73923000000.0,36808000000.0,42503000000.0,2655000000.0,11024000000.0,22776000000.0,3076000000.0,993000000.0,1.36,6884000000.0,383000000.0,5380000000.0,6501000000.0,45158000000.0,,,3.3454,1.36,0.08356878939361008,0.027762484543805338,0.13505444327362134,0.28543203371970494,1.2268528580743316,1.5355168237586225,44676000000.0,-2283000000.0,11457000000.0,-1.02,-1.02,0.29035088,62.8864,42.52,11.0727,120905.445,17.1376,5.9443,2.5087
2021-09-30,110893000000.0,31443000000.0,21460000000.0,73609000000.0,37213000000.0,39677000000.0,5065000000.0,13540000000.0,34400000000.0,4622000000.0,1598000000.0,2.05,12150000000.0,653000000.0,8107000000.0,11497000000.0,44742000000.0,,,2.8885,2.05,0.12420390723671836,0.04167981748171661,0.13436046511627908,0.33421511627906975,1.2023217692741783,1.4651910531220875,47626000000.0,1327000000.0,13042000000.0,0.5899999999999996,0.5899999999999996,0.29035088,62.8864,42.52,11.0727,120905.445,17.1376,5.9443,2.5087
2021-12-31,109314000000.0,33262000000.0,21868000000.0,73308000000.0,35946000000.0,39605000000.0,4948000000.0,13979000000.0,-21864000000.0,-2725000000.0,-2008000000.0,-1.1799999999999997,-6651000000.0,-236000000.0,-5469000000.0,-6887000000.0,44553000000.0,1.521,19.7877,2.9836,-1.1799999999999997,-0.07580815667946364,-0.024928188521140933,0.12463410171972192,0.31499268203439446,1.2394424970789517,1.5210353027254435,46385000000.0,6994000000.0,14762000000.0,3.12,3.12,0.29035088,62.8864,42.52,11.0727,120905.445,17.1376,5.9443,2.5087
2022-03-31,103034000000.0,30121000000.0,22821000000.0,71389000000.0,31580000000.0,37450000000.0,7522000000.0,12369000000.0,11648000000.0,1278000000.0,404000000.0,0.59,3812000000.0,253000000.0,2584000000.0,3559000000.0,44972000000.0,,24.8737,3.311,0.59,0.040468651044965165,0.012403672574101753,0.10971840659340659,0.3055460164835165,1.4240658644711843,1.319880811533237,46960000000.0,6251000000.0,14670000000.0,2.8200000000000003,2.8200000000000003,0.29035088,62.8864,42.52,11.0727,120905.445,17.1376,5.9443,2.5087
2022-06-30,100357000000.0,30186000000.0,20915000000.0,67696000000.0,32600000000.0,37107000000.0,4953000000.0,10750000000.0,23535000000.0,2699000000.0,933000000.0,1.25,6073000000.0,525000000.0,5167000000.0,5548000000.0,42060000000.0,,24.7753,3.4774,1.25,0.08279141104294478,0.02689398846119354,0.11468026343743361,0.23573401317187168,1.2901840490797547,1.4432703801099689,47719000000.0,5874000000.0,13717000000.0,2.7100000000000004,2.7100000000000004,0.29035088,62.8864,42.52,11.0727,120905.445,17.1376,5.9443,2.5087
2022-09-30,98196000000.0,26796000000.0,18930000000.0,65462000000.0,32671000000.0,36966000000.0,2132000000.0,7734000000.0,34753000000.0,4305000000.0,1534000000.0,2.0,9760000000.0,772000000.0,7755000000.0,8988000000.0,39098000000.0,,22.7341,3.2478,2.0,0.13176823482599248,0.04384088964927288,0.12387419791097172,0.2586251546629068,1.1967188026078173,1.4155309033280508,48072000000.0,5557000000.0,11208000000.0,2.6600000000000006,2.6600000000000006,0.29035088,62.8864,42.52,11.0727,120905.445,17.1376,5.9443,2.5087
