report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,net_income,income_tax,eps_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,roe,roa,net_margin,fcf_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,fcf_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2022-12-31,96820000000.0,27273000000.0,21890000000.0,65702000000.0,31061000000.0,35056000000.0,4264000000.0,9123000000.0,-23777000000.0,-1955000000.0,-1503000000.0,-0.8899999999999997,-6579000000.0,-432000000.0,-5230000000.0,-7011000000.0,39320000000.0,1.2459,24.1784,3.3141,-0.8899999999999997,-0.06294066514278356,-0.020192109068374302,0.08222231568322329,0.29486478529671534,1.265896139853836,1.2459113750571038,46159000000.0,6327000000.0,11084000000.0,2.9500000000000006,2.9500000000000006,0.29035088,62.8864,42.52,11.0727,120905.445,17.1376,5.9443,2.5087
2023-03-31,94281000000.0,27086000000.0,19085000000.0,62395000000.0,31824000000.0,35078000000.0,2752000000.0,8995000000.0,11337000000.0,2262000000.0,503000000.0,1.07,2970000000.0,278000000.0,2429000000.0,2692000000.0,37830000000.0,,19.9398,3.1796,1.07,0.07107843137254902,0.023992108696343908,0.1995236835141572,0.2374525888683073,1.1887254901960784,1.419229761592874,45848000000.0,7311000000.0,10217000000.0,3.4300000000000006,3.4300000000000006,0.29035088,62.8864,42.52,11.0727,120905.445,17.1376,5.9443,2.5087
2023-06-30,93489000000.0,28074000000.0,20150000000.0,61459000000.0,31973000000.0,34656000000.0,3020000000.0,8372000000.0,22563000000.0,4335000000.0,285000000.0,2.06,4857000000.0,537000000.0,4861000000.0,4320000000.0,37676000000.0,,16.8717,2.9732,2.06,0.1355831482813624,0.04636909155087764,0.19212870628905732,0.19146390107698444,1.1783692490538893,1.3932506203473944,44876000000.0,8947000000.0,8989000000.0,4.240000000000001,4.240000000000001,0.29035088,62.8864,42.52,11.0727,120905.445,17.1376,5.9443,2.5087
2023-09-30,91263000000.0,27632000000.0,23462000000.0,62201000000.0,28998000000.0,32137000000.0,5467000000.0,7514000000.0,33529000000.0,6263000000.0,488000000.0,2.99,9608000000.0,879000000.0,7296000000.0,8729000000.0,37604000000.0,,14.5872,2.6895,2.99,0.2159804124422374,0.06862583960641223,0.1867935220257091,0.26034179367115035,1.2967790882129802,1.1777342085073736,43652000000.0,10905000000.0,8730000000.0,5.230000000000001,5.230000000000001,0.29035088,62.8864,42.52,11.0727,120905.445,17.1376,5.9443,2.5087
2023-12-31,95159000000.0,31770000000.0,22262000000.0,65674000000.0,29430000000.0,36653000000.0,3119000000.0,11464000000.0,-22423000000.0,-4835000000.0,-876000000.0,-2.2600000000000002,-3575000000.0,-485000000.0,-4826000000.0,-4060000000.0,39772000000.0,1.4271,13.0098,2.3198,-2.2600000000000002,-0.16428814135236153,-0.05080969745373533,0.21562681175578646,0.1810640859831423,1.3514101257220523,1.4270954990566884,45006000000.0,8025000000.0,11681000000.0,3.8600000000000008,3.8600000000000008,0.29035088,62.8864,42.52,11.0727,120905.445,17.1376,5.9443,2.5087
2024-03-31,99031000000.0,28669000000.0,25822000000.0,82483000000.0,16490000000.0,49487000000.0,6190000000.0,9330000000.0,11865000000.0,-11911000000.0,392000000.0,-5.89,2834000000.0,284000000.0,2532000000.0,2550000000.0,55677000000.0,,,2.3586,-5.89,-0.7223165554881746,-0.12027546929749271,-1.0038769490096924,0.21491782553729458,3.3764099454214676,1.1102548214700643,45534000000.0,-6148000000.0,11539000000.0,-3.0999999999999988,-3.0999999999999988,0.29035088,62.8864,42.52,11.0727,120905.445,17.1376,5.9443,2.5087
2024-06-30,94646000000.0,26890000000.0,23265000000.0,77577000000.0,17015000000.0,48858000000.0,3531000000.0,6293000000.0,24066000000.0,-10231000000.0,-6000000.0,-5.05,5160000000.0,546000000.0,5128000000.0,4614000000.0,52389000000.0,,,1.8001,-5.05,-0.6012929767851896,-0.1080975424212328,-0.42512257957284133,0.19172276240339067,3.07898912724067,1.155813453685794,47037000000.0,-20714000000.0,11833000000.0,-10.209999999999999,-10.209999999999999,0.29035088,62.8864,42.52,11.0727,120905.445,17.1376,5.9443,2.5087
2024-09-30,93670000000.0,28075000000.0,22638000000.0,76470000000.0,17142000000.0,48674000000.0,1078000000.0,7890000000.0,35958000000.0,-9020000000.0,455000000.0,-4.45,10751000000.0,870000000.0,7720000000.0,9881000000.0,49752000000.0,,,2.2114,-4.45,-0.5261929763154825,-0.09629550549802499,-0.25084821180265865,0.27479281383836696,2.9023451172558627,1.2401713932326177,49466000000.0,-35997000000.0,12985000000.0,-17.65,-17.65,0.29035088,62.8864,42.52,11.0727,120905.445,17.1376,5.9443,2.5087
2024-12-31,92603000000.0,29780000000.0,23774000000.0,76215000000.0,16335000000.0,47603000000.0,2046000000.0,10346000000.0,-23589000000.0,22214000000.0,-287000000.0,10.98,-3555000000.0,-452000000.0,-5780000000.0,-4007000000.0,49649000000.0,1.2526,,2.375,10.98,1.3599020508111417,0.23988423701175987,-0.9417101191233201,0.16986731103480435,3.0394245485154574,1.2526289223521494,48300000000.0,-8948000000.0,13038000000.0,-4.409999999999998,-4.409999999999998,0.29035088,62.8864,42.52,11.0727,120905.445,17.1376,5.9443,2.5087
2025-03-31,92427000000.0,30783000000.0,24070000000.0,74979000000.0,17389000000.0,46157000000.0,3554000000.0,10875000000.0,11201000000.0,2456000000.0,509000000.0,1.2,1954000000.0,260000000.0,1012000000.0,1694000000.0,49711000000.0,,22.9009,2.6052,1.2,0.14123871412962216,0.026572321940558495,0.21926613695205785,0.1512364967413624,2.858761285870378,1.2788948899044454,47636000000.0,5419000000.0,12182000000.0,2.6800000000000024,2.6800000000000024,0.29035088,62.8864,42.52,11.0727,120905.445,17.1376,5.9443,2.5087
2025-06-30,94676000000.0,33222000000.0,27528000000.0,77187000000.0,17435000000.0,44470000000.0,4715000000.0,12599000000.0,23470000000.0,3766000000.0,969000000.0,1.85,5871000000.0,621000000.0,2023000000.0,5250000000.0,49185000000.0,,18.6542,1.9748,1.85,0.21600229423573272,0.03977776838903207,0.16046016190881976,0.22368981678738817,2.82104961284772,1.2068439407149085,47040000000.0,19416000000.0,12818000000.0,9.580000000000002,9.580000000000002,0.29035088,62.8864,42.52,11.0727,120905.445,17.1376,5.9443,2.5087
2025-09-30,96889000000.0,35630000000.0,28136000000.0,78289000000.0,18552000000.0,44469000000.0,4509000000.0,15726000000.0,35692000000.0,5967000000.0,1888000000.0,2.93,12182000000.0,941000000.0,3034000000.0,11241000000.0,48978000000.0,,15.1984,1.9111,2.93,0.32163648124191463,0.06158593854823561,0.16718032052000448,0.3149445253838395,2.640038809831824,1.2663491612169462,46774000000.0,34403000000.0,14178000000.0,16.96,16.96,0.29035088,62.8864,42.52,11.0727,120905.445,17.1376,5.9443,2.5087
2025-12-31,90038000000.0,29390000000.0,23417000000.0,71533000000.0,18473000000.0,42850000000.0,2261000000.0,10209000000.0,-22169000000.0,-5135000000.0,-1094000000.0,-2.5200000000000005,-5851000000.0,-511000000.0,-2058000000.0,-6362000000.0,45111000000.0,1.2551,15.5646,2.2785,-2.5200000000000005,-0.2779732582688248,-0.05703147559919145,0.23162975325905544,0.2869773106590284,2.4419964272181023,1.2550711021907162,48194000000.0,7054000000.0,11823000000.0,3.460000000000001,3.460000000000001,0.29035088,62.8864,42.52,11.0727,120905.445,17.1376,5.9443,2.5087
