report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,fcf_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2018-12-31,13466000000.0,5877000000.0,1241000000.0,,10394000000.0,,1951000000.0,6124000000.0,,612000000.0,31000000.0,223000000.0,,,36000000.0,88000000.0,94000000.0,-52000000.0,0.0,,,,,,0.05888012314796998,0.04544779444526957,0.0999346832135859,,,,-0.008491182233834096,,0.0,4.735697018533441,,,,,,,0.52747846,76.39,46.42,3.96051,23265.033,12.303,2.0195,1.4034
2019-03-31,17657000000.0,5964000000.0,1297000000.0,17657000000.0,8600000000.0,6750000000.0,2818000000.0,8876000000.0,1568000000.0,1141000000.0,112000000.0,390000000.0,1.84,621000000.0,1624000000.0,147000000.0,152000000.0,1477000000.0,6750000000.0,,,,1.84,1720000000.0,0.13267441860465115,0.06462026391799286,0.12854889589905363,0.17665615141955837,0.08880330747012516,0.10214983713355048,0.16640378548895898,0.19378098242451555,0.7848837209302325,4.598303777949114,,,,,,,0.52747846,76.39,46.42,3.96051,23265.033,12.303,2.0195,1.4034
2019-06-30,19509000000.0,6478000000.0,1712000000.0,,9947000000.0,6751000000.0,,11389000000.0,,1595000000.0,203000000.0,581000000.0,,,2524000000.0,235000000.0,212000000.0,2289000000.0,6751000000.0,3.7839,,,,,0.16034985422740525,0.0817571377313035,0.14004741417156905,,,,0.20098340503995082,,0.6786970946013874,3.7838785046728973,,,,,,,0.52747846,76.39,46.42,3.96051,23265.033,12.303,2.0195,1.4034
2019-09-30,20534000000.0,7049000000.0,1890000000.0,,10320000000.0,6752000000.0,,2667000000.0,,499000000.0,90000000.0,187000000.0,,624000000.0,202000000.0,39000000.0,50000000.0,163000000.0,6752000000.0,3.7839,,,,,0.04835271317829457,0.02430115905327749,0.1871016122984627,,,,0.06111736032995876,,0.6542635658914728,3.72962962962963,29056000000.0,3847000000.0,3877000000.0,436000000.0,,,0.52747846,76.39,46.42,3.96051,23265.033,12.303,2.0195,1.4034
2019-12-31,20450000000.0,6398000000.0,1816000000.0,,10334000000.0,6753000000.0,,6445000000.0,,799000000.0,180000000.0,292000000.0,1.0,622000000.0,-256000000.0,110000000.0,107000000.0,-366000000.0,6753000000.0,,12.8117,1.9496,1.0,,0.07731759241339269,0.03907090464547677,0.12397207137315748,,,,-0.05678820791311094,,0.6534739694213276,3.5231277533039647,29377000000.0,4034000000.0,3563000000.0,585000000.0,,,0.52747846,76.39,46.42,3.96051,23265.033,12.303,2.0195,1.4034
2020-03-31,20237000000.0,6744000000.0,1780000000.0,,10114000000.0,6754000000.0,,9885000000.0,,877000000.0,269000000.0,347000000.0,1.0,619000000.0,1345000000.0,192000000.0,164000000.0,1153000000.0,6754000000.0,,10.6258,1.1407,1.0,,0.0867114890251137,0.04333646291446361,0.0887202832574608,,,,0.11664137582195246,,0.6677872256278425,3.7887640449438202,30386000000.0,3770000000.0,3239000000.0,742000000.0,,,0.52747846,76.39,46.42,3.96051,23265.033,12.303,2.0195,1.4034
2020-06-30,21750000000.0,7486000000.0,1906000000.0,,10094000000.0,7946000000.0,,-6694000000.0,,-1176000000.0,-170000000.0,-424000000.0,-0.3799999999999999,,1074000000.0,18000000.0,-63000000.0,1056000000.0,7946000000.0,3.9276,16.2132,1.3165,-0.3799999999999999,,-0.11650485436893204,-0.05406896551724138,0.1756797131759785,,,,-0.15775321183149088,,0.7872003170200119,3.9275970619097587,12303000000.0,999000000.0,2006000000.0,369000000.0,,,0.52747846,76.39,46.42,3.96051,23265.033,12.303,2.0195,1.4034
2020-09-30,22497000000.0,8463000000.0,2012000000.0,,10791000000.0,7947000000.0,,2717000000.0,,1106000000.0,99000000.0,362000000.0,,605000000.0,267000000.0,117000000.0,68000000.0,150000000.0,7947000000.0,,10.4176,1.3544,,,0.10249281808914837,0.04916211050362271,0.4070666175929334,,,,0.05520794994479205,,0.7364470391993327,4.206262425447316,12353000000.0,1606000000.0,1993000000.0,378000000.0,,,0.52747846,76.39,46.42,3.96051,23265.033,12.303,2.0195,1.4034
2020-12-31,22754000000.0,8440000000.0,2213000000.0,,10917000000.0,7949000000.0,,6804000000.0,,1330000000.0,198000000.0,436000000.0,2.21,601000000.0,237000000.0,242000000.0,138000000.0,-5000000.0,7949000000.0,,11.3524,1.3718,2.21,,0.12182834111935513,0.05845126131669157,0.19547325102880658,,,,-0.0007348618459729571,,0.7281304387652285,3.813827383642115,12712000000.0,2137000000.0,2354000000.0,396000000.0,,,0.52747846,76.39,46.42,3.96051,23265.033,12.303,2.0195,1.4034
2021-03-31,22907000000.0,8694000000.0,2985000000.0,,11081000000.0,7201000000.0,,10019000000.0,,1897000000.0,296000000.0,632000000.0,3.17,598000000.0,1866000000.0,333000000.0,216000000.0,1533000000.0,7201000000.0,,10.4122,1.6903,3.17,,0.17119393556538218,0.08281311389531584,0.1893402535183152,,,,0.15300928236350933,,0.6498510964714376,2.912562814070352,12846000000.0,3157000000.0,2734000000.0,423000000.0,,,0.52747846,76.39,46.42,3.96051,23265.033,12.303,2.0195,1.4034
2021-06-30,22926000000.0,8749000000.0,3002000000.0,,11123000000.0,7202000000.0,,-6631000000.0,,-2183000000.0,-198000000.0,-713000000.0,-1.77,,269000000.0,-208000000.0,-122000000.0,61000000.0,7202000000.0,2.9144,9.7927,1.631,-1.77,,-0.19626000179807607,-0.09521940155282212,0.3292112803498718,,,,-0.009199215804554366,,0.6474871887080823,2.914390406395736,12909000000.0,2150000000.0,1739000000.0,395000000.0,,,0.52747846,76.39,46.42,3.96051,23265.033,12.303,2.0195,1.4034
2021-09-30,23161000000.0,8875000000.0,2869000000.0,,11430000000.0,7203000000.0,,3045000000.0,,701000000.0,,244000000.0,1.21,578000000.0,29000000.0,53000000.0,79000000.0,-24000000.0,7203000000.0,,12.7811,1.6849,1.21,,0.06132983377077865,0.03026639609688701,0.2302134646962233,,,,-0.007881773399014778,,0.6301837270341207,3.0934123387940047,13237000000.0,1745000000.0,1565000000.0,,4.82,4.82,0.52747846,76.39,46.42,3.96051,23265.033,12.303,2.0195,1.4034
2021-12-31,22878000000.0,8514000000.0,2870000000.0,,11275000000.0,7204000000.0,,7486000000.0,,616000000.0,,222000000.0,1.07,575000000.0,-656000000.0,121000000.0,172000000.0,-777000000.0,7204000000.0,,14.2309,1.5036,1.07,,0.054634146341463415,0.026925430544628027,0.08228693561314454,,,,-0.1037937483302164,,0.6389356984478936,2.9665505226480837,13919000000.0,1031000000.0,793000000.0,,3.6799999999999997,3.6799999999999997,0.52747846,76.39,46.42,3.96051,23265.033,12.303,2.0195,1.4034
2022-03-31,22016000000.0,7916000000.0,2121000000.0,,11200000000.0,7205000000.0,,10941000000.0,,899000000.0,,322000000.0,1.57,573000000.0,951000000.0,191000000.0,264000000.0,760000000.0,7205000000.0,,18.5965,1.5489,1.57,,0.08026785714285714,0.04083393895348837,0.08216799195685952,,,,0.06946348597020383,,0.6433035714285714,3.732201791607732,14841000000.0,33000000.0,20000000.0,,2.08,2.08,0.52747846,76.39,46.42,3.96051,23265.033,12.303,2.0195,1.4034
2022-06-30,22185000000.0,8281000000.0,2296000000.0,,11339000000.0,7206000000.0,,-7498000000.0,,-1011000000.0,,-327000000.0,-1.7400000000000007,,1560000000.0,-58000000.0,-152000000.0,1502000000.0,7206000000.0,3.6067,14.3587,1.2382,-1.7400000000000007,,-0.08916130170209013,-0.04557133198106829,0.13483595625500133,,,,-0.20032008535609497,,0.6355057765235029,3.606707317073171,13974000000.0,1205000000.0,1461000000.0,,2.1099999999999994,2.1099999999999994,0.52747846,76.39,46.42,3.96051,23265.033,12.303,2.0195,1.4034
2022-09-30,22424000000.0,8495000000.0,2362000000.0,,11521000000.0,7207000000.0,,3192000000.0,,605000000.0,,232000000.0,1.0,552000000.0,270000000.0,74000000.0,99000000.0,196000000.0,7207000000.0,,14.7141,1.1556,1.0,,0.05251280270809826,0.02698002140563682,0.18953634085213034,,,,0.06140350877192982,,0.6255533373839076,3.596528365791702,14121000000.0,1109000000.0,1681000000.0,,1.8999999999999995,1.8999999999999995,0.52747846,76.39,46.42,3.96051,23265.033,12.303,2.0195,1.4034
2022-12-31,23126000000.0,8571000000.0,2543000000.0,,11607000000.0,7208000000.0,,7797000000.0,,918000000.0,,348000000.0,1.0,547000000.0,-261000000.0,153000000.0,202000000.0,-414000000.0,7208000000.0,,10.6307,1.1215,1.0,,0.07909020418712846,0.03969558073164404,0.1177375913813005,,,,-0.05309734513274336,,0.6210045662100456,3.370428627605191,14432000000.0,1411000000.0,2044000000.0,,1.8299999999999994,1.8299999999999994,0.52747846,76.39,46.42,3.96051,23265.033,12.303,2.0195,1.4034
2023-03-31,22396000000.0,7723000000.0,4402000000.0,,10185000000.0,5961000000.0,,11881000000.0,,864000000.0,,347000000.0,1.0,539000000.0,1307000000.0,237000000.0,308000000.0,1070000000.0,5961000000.0,,15.0695,1.1822,1.0,,0.08483063328424154,0.03857831755670656,0.0727211514182308,,,,0.09005975927952192,,0.5852724594992637,1.7544298046342572,15372000000.0,1376000000.0,2354000000.0,,1.2599999999999993,1.2599999999999993,0.52747846,76.39,46.42,3.96051,23265.033,12.303,2.0195,1.4034
