report_date,total_assets,total_liabilities,total_equity,cash,revenue,operating_income,net_income,interest_expense,income_tax,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,ebitda,roe,roa,net_margin,operating_margin,fcf_margin,ebitda_margin,debt_equity,revenue_ttm,net_income_ttm,fcf_ttm,interest_expense_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2012-09-30,,,,,90605000000.0,,,314000000.0,,16160000000.0,7193000000.0,,8967000000.0,0.0,,16.4944,1.4046,,,,,,0.09896804812096463,,,,,4988000000.0,,0.48486897,812855.0,685150.0,0.0002,1029189.7,15.3684,1.5134,2.7708
2012-12-31,,,,,-15484000000.0,,14824000000.0,,6924000000.0,-9369000000.0,-4157000000.0,,-13526000000.0,0.0,1.6855,14.9684,1.363,,,,-0.9573753552053733,,0.8735468871092741,,,162463000000.0,,2861000000.0,,0.48486897,812855.0,685150.0,0.0002,1029189.7,15.3684,1.5134,2.7708
2013-03-31,,,,,43867000000.0,,4892000000.0,686000000.0,2278000000.0,,2207000000.0,,,0.0,,15.4876,1.5168,,,,0.1115189094307794,,,,,178041000000.0,,,,0.48486897,812855.0,685150.0,0.0002,1029189.7,15.3684,1.5134,2.7708
2013-06-30,,,,,88560000000.0,,9433000000.0,1377000000.0,4557000000.0,,4758000000.0,,,0.0,,15.5676,1.5988,,,,0.10651535682023487,,,,,207548000000.0,,,,0.48486897,812855.0,685150.0,0.0002,1029189.7,15.3684,1.5134,2.7708
2013-09-30,,,,,135101000000.0,,14486000000.0,,6782000000.0,20737000000.0,7727000000.0,,13010000000.0,0.0,,14.7083,1.5571,,,,0.10722348465222316,,0.0962983249568841,,,252044000000.0,43635000000.0,,,0.48486897,812855.0,685150.0,0.0002,1029189.7,15.3684,1.5134,2.7708
2013-12-31,,,,,-85378000000.0,,-9335000000.0,738000000.0,-4666000000.0,,-3605000000.0,6508000000.0,,0.0,1.6001,15.0131,1.6052,,,,0.10933730000702757,,,,,182150000000.0,19476000000.0,,,0.48486897,812855.0,685150.0,0.0002,1029189.7,15.3684,1.5134,2.7708
2014-03-31,,,,,45453000000.0,,4705000000.0,782000000.0,1825000000.0,,2794000000.0,1772000000.0,,0.0,,15.9724,1.6768,,,,0.10351351945966163,,,,,183736000000.0,19289000000.0,,,0.48486897,812855.0,685150.0,0.0002,1029189.7,15.3684,1.5134,2.7708
2014-06-30,,,,,95215000000.0,,11100000000.0,1606000000.0,4283000000.0,,6093000000.0,3582000000.0,,0.0,,14.7669,1.6536,,,,0.1165782702305309,,,,,190391000000.0,20956000000.0,,,0.48486897,812855.0,685150.0,0.0002,1029189.7,15.3684,1.5134,2.7708
2014-09-30,,,,,146414000000.0,,15717000000.0,2423000000.0,6312000000.0,,10172000000.0,5436000000.0,,0.0,,16.4222,1.7577,,,,0.1073462920212548,,,,,201704000000.0,22187000000.0,,5549000000.0,0.48486897,812855.0,685150.0,0.0002,1029189.7,15.3684,1.5134,2.7708
2014-12-31,,,,,-92409000000.0,,-11650000000.0,-1558000000.0,-4485000000.0,,-3874000000.0,-3420000000.0,,0.0,2.2833,18.652,1.904,,,,0.12606997153956867,,,,,194673000000.0,19872000000.0,,3253000000.0,0.48486897,812855.0,685150.0,0.0002,1029189.7,15.3684,1.5134,2.7708
2015-03-31,,,,,48644000000.0,,5164000000.0,875000000.0,2414000000.0,,3447000000.0,1871000000.0,,0.0,,17.5353,1.8018,,,,0.10615903297426199,,,,,197864000000.0,20331000000.0,,3346000000.0,0.48486897,812855.0,685150.0,0.0002,1029189.7,15.3684,1.5134,2.7708
2015-06-30,,,,,100012000000.0,,9177000000.0,1842000000.0,4153000000.0,,6836000000.0,3812000000.0,,0.0,,18.7205,1.6845,,,,0.09175898892132944,,,,,202661000000.0,18408000000.0,,3582000000.0,0.48486897,812855.0,685150.0,0.0002,1029189.7,15.3684,1.5134,2.7708
2015-09-30,,,,,159001000000.0,,18605000000.0,2707000000.0,8698000000.0,,11803000000.0,5801000000.0,,0.0,,14.11,1.5495,,,,0.11701184269281326,,,,,215248000000.0,21296000000.0,,3866000000.0,0.48486897,812855.0,685150.0,0.0002,1029189.7,15.3684,1.5134,2.7708
2015-12-31,,,,,-96836000000.0,,-8863000000.0,-1909000000.0,-4733000000.0,,-6004000000.0,-3705000000.0,,0.0,2.3407,13.5064,1.542,,,,0.09152587880540294,,,,,210821000000.0,24083000000.0,,3515000000.0,0.48486897,812855.0,685150.0,0.0002,1029189.7,15.3684,1.5134,2.7708
2016-03-31,,,,,52403000000.0,,5589000000.0,1173000000.0,799000000.0,,2843000000.0,2125000000.0,,0.0,,14.2924,1.6333,,,,0.10665419918706945,,,,,214580000000.0,24508000000.0,,3813000000.0,0.48486897,812855.0,685150.0,0.0002,1029189.7,15.3684,1.5134,2.7708
2016-06-30,,,,,106863000000.0,,10590000000.0,1900000000.0,3089000000.0,,6144000000.0,4359000000.0,,0.0,,13.9953,1.6417,,,,0.09909884618623846,,,,,221431000000.0,25921000000.0,,3871000000.0,0.48486897,812855.0,685150.0,0.0002,1029189.7,15.3684,1.5134,2.7708
2016-09-30,,,,,165931000000.0,,17788000000.0,2943000000.0,6281000000.0,,9429000000.0,6605000000.0,,0.0,,15.2948,1.6383,,,,0.1072011860351592,,,,,228361000000.0,25104000000.0,,4107000000.0,0.48486897,812855.0,685150.0,0.0002,1029189.7,15.3684,1.5134,2.7708
2016-12-31,,,,,-101593000000.0,,-9893000000.0,-2519000000.0,-929000000.0,,-5462000000.0,-4188000000.0,,0.0,1.3221,16.7406,1.8078,,,,0.0973787564103826,,,,,223604000000.0,24074000000.0,,3497000000.0,0.48486897,812855.0,685150.0,0.0002,1029189.7,15.3684,1.5134,2.7708
2017-03-31,,,,,65187000000.0,,4060000000.0,1067000000.0,1549000000.0,,2355000000.0,2243000000.0,,0.0,,18.2317,1.748,,,,0.062282356911654166,,,,,236388000000.0,22545000000.0,,3391000000.0,0.48486897,812855.0,685150.0,0.0002,1029189.7,15.3684,1.5134,2.7708
2017-06-30,,,,,122705000000.0,,8322000000.0,2567000000.0,3323000000.0,,5149000000.0,4539000000.0,,0.0,,19.1832,1.7566,,,,0.067821197180229,,,,,252230000000.0,20277000000.0,,4058000000.0,0.48486897,812855.0,685150.0,0.0002,1029189.7,15.3684,1.5134,2.7708
2017-09-30,,,,,183230000000.0,,12389000000.0,3800000000.0,4750000000.0,,8411000000.0,6835000000.0,,0.0,,24.488,1.915,,,,0.06761447361239972,,,,,269529000000.0,14878000000.0,,4915000000.0,0.48486897,812855.0,685150.0,0.0002,1029189.7,15.3684,1.5134,2.7708
2017-12-31,,,,,-128985000000.0,,20169000000.0,-2040000000.0,-31137000000.0,45776000000.0,-4207000000.0,-4429000000.0,41569000000.0,0.0,1.4103,10.826,2.0277,,,,-0.1563670194208629,,-0.32227778423847736,,,242137000000.0,44940000000.0,,5394000000.0,0.48486897,812855.0,685150.0,0.0002,1029189.7,15.3684,1.5134,2.7708
2018-03-31,,,,,58473000000.0,,-1138000000.0,1192000000.0,-452000000.0,7556000000.0,2589000000.0,2387000000.0,4967000000.0,0.0,,12.1243,2.0588,,,,-0.019461973902484907,,0.08494518837754177,,,235423000000.0,39742000000.0,,5519000000.0,0.48486897,812855.0,685150.0,0.0002,1029189.7,15.3684,1.5134,2.7708
2018-06-30,,,,,120673000000.0,,10873000000.0,1583000000.0,2569000000.0,16091000000.0,6329000000.0,4774000000.0,9762000000.0,0.0,,9.7918,1.9459,,,,0.0901030056433502,,0.08089630654744641,,,233391000000.0,42293000000.0,,4535000000.0,0.48486897,812855.0,685150.0,0.0002,1029189.7,15.3684,1.5134,2.7708
2018-09-30,,,,,184123000000.0,,29413000000.0,2363000000.0,7009000000.0,26555000000.0,10040000000.0,7169000000.0,16515000000.0,0.0,,8.5505,2.181,,,,0.15974647382456292,,0.08969547530726743,,,234284000000.0,59317000000.0,72813000000.0,3098000000.0,0.48486897,812855.0,685150.0,0.0002,1029189.7,15.3684,1.5134,2.7708
2018-12-31,,,,,-115432000000.0,,-35127000000.0,-1285000000.0,-9447000000.0,-12802000000.0,-4421000000.0,-4551000000.0,-17223000000.0,0.0,1.4142,124.9938,2.0279,,,,0.30430903042483887,,0.14920472659227943,,,247837000000.0,4021000000.0,14021000000.0,3853000000.0,0.48486897,812855.0,685150.0,0.0002,1029189.7,15.3684,1.5134,2.7708
2019-03-31,,,,,60678000000.0,27647000000.0,21661000000.0,,5915000000.0,7577000000.0,3151000000.0,2417000000.0,4426000000.0,0.0,,18.8024,2.0168,30064000000.0,,,0.3569827614621444,0.4556346616566136,0.07294241735060483,0.4954678796268829,,250042000000.0,26820000000.0,13480000000.0,,0.48486897,812855.0,685150.0,0.0002,1029189.7,15.3684,1.5134,2.7708
2019-06-30,760108000000.0,373717000000.0,382544000000.0,44634000000.0,124276000000.0,,35734000000.0,1983000000.0,9501000000.0,16762000000.0,6747000000.0,4873000000.0,10015000000.0,0.0,,18.2264,2.0936,,0.09341147684972186,0.04701174043688529,0.2875374167176285,,0.08058675850526248,,0.0,253645000000.0,51681000000.0,13733000000.0,,0.48486897,812855.0,685150.0,0.0002,1029189.7,15.3684,1.5134,2.7708
2019-09-30,788482000000.0,386924000000.0,397609000000.0,74776000000.0,189248000000.0,,52258000000.0,2968000000.0,13333000000.0,26610000000.0,11139000000.0,7407000000.0,15471000000.0,0.0,,18.9731,2.015,,0.13143062657032412,0.0662767190627053,0.2761350185999324,,0.08174987318227933,,0.0,258770000000.0,74526000000.0,12689000000.0,,0.48486897,812855.0,685150.0,0.0002,1029189.7,15.3684,1.5134,2.7708
2019-12-31,817729000000.0,389166000000.0,424791000000.0,64175000000.0,-119586000000.0,,-28236000000.0,-990000000.0,-7845000000.0,-12262000000.0,-5058000000.0,-4633000000.0,-17320000000.0,0.0,1.7961,6.8007,2.1746,,-0.0664703348234779,-0.0345297769799041,0.2361145953539712,,0.14483300720820164,,0.0,254616000000.0,81417000000.0,12592000000.0,,0.48486897,812855.0,685150.0,0.0002,1029189.7,15.3684,1.5134,2.7708
2020-03-31,760448000000.0,385213000000.0,371565000000.0,42640000000.0,61265000000.0,,-49746000000.0,1024000000.0,-13352000000.0,6798000000.0,2968000000.0,2585000000.0,3830000000.0,0.0,,44.28,1.7368,,-0.13388236243994994,-0.06541670173371486,-0.8119807394107565,,0.06251530237492858,,0.0,255203000000.0,10010000000.0,11996000000.0,4985000000.0,0.48486897,812855.0,685150.0,0.0002,1029189.7,15.3684,1.5134,2.7708
2020-06-30,788133000000.0,390880000000.0,393495000000.0,36074000000.0,118105000000.0,,-23451000000.0,2026000000.0,-4350000000.0,17466000000.0,6187000000.0,5109000000.0,11279000000.0,0.0,,19.4973,1.7447,,-0.05959669119048527,-0.029755130162041177,-0.19856060285339316,,0.09549976715634394,,0.0,249032000000.0,-49175000000.0,13260000000.0,5028000000.0,0.48486897,812855.0,685150.0,0.0002,1029189.7,15.3684,1.5134,2.7708
2020-09-30,829946000000.0,410731000000.0,415155000000.0,26817000000.0,181129000000.0,,6686000000.0,3026000000.0,3167000000.0,29227000000.0,9516000000.0,7692000000.0,19711000000.0,0.0,,14.1982,2.0647,,0.016104828317134563,0.008055945808522482,0.036912918417260625,,0.1088229935570781,,0.0,240913000000.0,-94747000000.0,17500000000.0,5086000000.0,0.48486897,812855.0,685150.0,0.0002,1029189.7,15.3684,1.5134,2.7708
2020-12-31,873729000000.0,422393000000.0,443164000000.0,47990000000.0,-114989000000.0,,109032000000.0,-1993000000.0,26975000000.0,-13718000000.0,-5659000000.0,-4790000000.0,-19377000000.0,0.0,1.4941,12.7861,2.2139,,0.24603081477737362,0.12478926532139828,-0.9481950447434102,,0.1685117706911096,,0.0,245510000000.0,42521000000.0,15443000000.0,4083000000.0,0.48486897,812855.0,685150.0,0.0002,1029189.7,15.3684,1.5134,2.7708
2021-03-31,884393000000.0,428217000000.0,447987000000.0,60054000000.0,64599000000.0,,11711000000.0,1050000000.0,2688000000.0,9306000000.0,2519000000.0,2673000000.0,6787000000.0,0.0,,5.6533,2.3616,,0.02614138356693386,0.01324185062523109,0.1812876360315175,,0.10506354587532314,,0.0,248844000000.0,103978000000.0,18400000000.0,4109000000.0,0.48486897,812855.0,685150.0,0.0002,1029189.7,15.3684,1.5134,2.7708
2021-06-30,912493000000.0,433693000000.0,470409000000.0,42298000000.0,133713000000.0,,39805000000.0,2126000000.0,9984000000.0,19559000000.0,5663000000.0,5345000000.0,13896000000.0,0.0,,6.0102,2.4341,,0.08461785382507563,0.04362225244467629,0.2976898282141602,,0.10392407619304032,,0.0,264452000000.0,167234000000.0,21017000000.0,4209000000.0,0.48486897,812855.0,685150.0,0.0002,1029189.7,15.3684,1.5134,2.7708
2021-09-30,920758000000.0,439683000000.0,472480000000.0,69989000000.0,204296000000.0,,50149000000.0,3182000000.0,11824000000.0,31626000000.0,9244000000.0,8013000000.0,22382000000.0,0.0,,7.19,2.3004,,0.10613994243142567,0.05446490826036809,0.24547225594235814,,0.10955672161961076,,0.0,287619000000.0,210697000000.0,23688000000.0,4365000000.0,0.48486897,812855.0,685150.0,0.0002,1029189.7,15.3684,1.5134,2.7708
2021-12-31,958784000000.0,353611000000.0,506199000000.0,88184000000.0,-126514000000.0,,-11870000000.0,-2186000000.0,-3617000000.0,-21070000000.0,-4150000000.0,-5313000000.0,-25220000000.0,0.0,2.0811,7.4399,2.4227,,-0.023449275877668666,-0.012380265002336292,0.0938236084544003,,0.19934552697725152,,0.0,276094000000.0,89795000000.0,17845000000.0,4172000000.0,0.48486897,812855.0,685150.0,0.0002,1029189.7,15.3684,1.5134,2.7708
2022-06-30,909860000000.0,362939000000.0,461229000000.0,30608000000.0,146990000000.0,,-38295000000.0,2121000000.0,-10879000000.0,15361000000.0,6833000000.0,5413000000.0,8528000000.0,0.0,,49.79,2.0794,,-0.08302817038824532,-0.042088892796694,-0.2605279270698687,,0.05801755221443636,,0.0,358485000000.0,39789000000.0,19586000000.0,5243000000.0,0.48486897,812855.0,685150.0,0.0002,1029189.7,15.3684,1.5134,2.7708
2022-09-30,902296000000.0,364394000000.0,455430000000.0,32626000000.0,223924000000.0,,-40983000000.0,3213000000.0,-12408000000.0,27023000000.0,10907000000.0,8141000000.0,16116000000.0,0.0,,,1.9987,,-0.0899874843554443,-0.04542079317651857,-0.18302191815080116,,0.07197084725174613,,0.0,448696000000.0,-40999000000.0,21806000000.0,6330000000.0,0.48486897,812855.0,685150.0,0.0002,1029189.7,15.3684,1.5134,2.7708
2022-12-31,948452000000.0,390815000000.0,472360000000.0,35811000000.0,302089000000.0,,-22819000000.0,4352000000.0,-8518000000.0,37224000000.0,15464000000.0,10899000000.0,21760000000.0,0.0,1.3445,,2.2579,,-0.04830849352189008,-0.024059203839519552,-0.07553734164434985,,0.07203175223195814,,0.0,546489000000.0,-113967000000.0,21184000000.0,7500000000.0,0.48486897,812855.0,685150.0,0.0002,1029189.7,15.3684,1.5134,2.7708
2023-03-31,997072000000.0,394606000000.0,504554000000.0,26747000000.0,85393000000.0,,35504000000.0,1218000000.0,8995000000.0,8693000000.0,3713000000.0,3051000000.0,4980000000.0,0.0,,94.2997,2.1343,,0.07036709648521268,0.03560826098817337,0.41577178457250596,,0.05831859754312414,,0.0,758396000000.0,-66593000000.0,51384000000.0,10904000000.0,0.48486897,812855.0,685150.0,0.0002,1029189.7,15.3684,1.5134,2.7708
2023-06-30,1041573000000.0,489812000000.0,539883000000.0,50055000000.0,177896000000.0,,71416000000.0,2467000000.0,18231000000.0,21127000000.0,8398000000.0,6147000000.0,12729000000.0,0.0,,8.5963,2.239,,0.13228051262958826,0.06856552541204505,0.4014480370553582,,0.07155304222691909,,0.0,789302000000.0,43118000000.0,55585000000.0,11250000000.0,0.48486897,812855.0,685150.0,0.0002,1029189.7,15.3684,1.5134,2.7708
2023-09-30,1019933000000.0,485206000000.0,525330000000.0,30840000000.0,271106000000.0,,58649000000.0,3727000000.0,13839000000.0,34796000000.0,13701000000.0,9357000000.0,21095000000.0,0.0,,9.8927,2.1738,,0.11164220585155997,0.057502796752335696,0.21633235708542045,,0.07781089315618245,,0.0,836484000000.0,142750000000.0,60564000000.0,11764000000.0,0.48486897,812855.0,685150.0,0.0002,1029189.7,15.3684,1.5134,2.7708
2024-06-30,1108860000000.0,500889000000.0,601697000000.0,42324000000.0,183522000000.0,,43050000000.0,2546000000.0,10513000000.0,24168000000.0,8928000000.0,6366000000.0,15240000000.0,0.0,,12.8913,2.3635,,0.07154763942648874,0.038823656728532004,0.23457678098538595,,0.08304181515022722,,0.0,717917000000.0,208619000000.0,54044000000.0,9958000000.0,0.48486897,812855.0,685150.0,0.0002,1029189.7,15.3684,1.5134,2.7708
2024-09-30,1147251000000.0,515445000000.0,629069000000.0,37181000000.0,276517000000.0,,69301000000.0,3760000000.0,16541000000.0,25971000000.0,13629000000.0,9572000000.0,12342000000.0,0.0,,9.2848,2.6827,,0.11016438578279966,0.06040613605915358,0.25062111913553237,,0.04463378381799311,,0.0,909041000000.0,242416000000.0,61406000000.0,12500000000.0,0.48486897,812855.0,685150.0,0.0002,1029189.7,15.3684,1.5134,2.7708
2024-12-31,1153881000000.0,502226000000.0,649368000000.0,47729000000.0,371433000000.0,,88995000000.0,5200000000.0,20815000000.0,30592000000.0,18976000000.0,12855000000.0,11616000000.0,0.0,1.1602,10.9895,2.6331,,0.13704863806039103,0.0771266707745426,0.23959906631882466,,0.03127347327781861,,0.0,1102578000000.0,259995000000.0,60293000000.0,15233000000.0,0.48486897,812855.0,685150.0,0.0002,1029189.7,15.3684,1.5134,2.7708
2025-03-31,1164532000000.0,507790000000.0,654471000000.0,42180000000.0,89725000000.0,,4603000000.0,1257000000.0,476000000.0,10903000000.0,4281000000.0,3265000000.0,6622000000.0,0.0,,14.2,3.0939,,0.0070331611331900116,0.00395266081138174,0.05130119810532182,,0.07380328782390638,,0.0,921197000000.0,205949000000.0,45820000000.0,12763000000.0,0.48486897,812855.0,685150.0,0.0002,1029189.7,15.3684,1.5134,2.7708
2025-06-30,1163968000000.0,493692000000.0,667989000000.0,100486000000.0,182240000000.0,,16973000000.0,2510000000.0,2769000000.0,20988000000.0,9139000000.0,6594000000.0,11849000000.0,0.0,,16.6574,2.8314,,0.02540910104807115,0.014582016000439875,0.0931354258121159,,0.0650186567164179,,0.0,919915000000.0,179872000000.0,42429000000.0,12727000000.0,0.48486897,812855.0,685150.0,0.0002,1029189.7,15.3684,1.5134,2.7708
2025-09-30,1225963000000.0,525522000000.0,698155000000.0,76306000000.0,277212000000.0,,47769000000.0,3771000000.0,10010000000.0,34777000000.0,14725000000.0,9927000000.0,20052000000.0,0.0,,16.0773,2.9147,,0.06842176880492154,0.038964471195297085,0.172319380113415,,0.07233453097268516,,0.0,920610000000.0,158340000000.0,50139000000.0,12738000000.0,0.48486897,812855.0,685150.0,0.0002,1029189.7,15.3684,1.5134,2.7708
2025-12-31,1222176000000.0,502473000000.0,717419000000.0,51877000000.0,-177733000000.0,,-2377000000.0,-2469000000.0,1944000000.0,-20699000000.0,-7218000000.0,-6310000000.0,-27917000000.0,0.0,1.3444,16.2125,2.923,,-0.0033132660272448874,-0.0019448917340873983,0.01337399357463161,,0.1570726876832102,,0.0,371444000000.0,66968000000.0,10606000000.0,5069000000.0,0.48486897,812855.0,685150.0,0.0002,1029189.7,15.3684,1.5134,2.7708
