report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,shares_outstanding,revenue,gross_profit,operating_income,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2013-05-04,2811800000.0,1489800000.0,663000000.0,1072100000.0,,257000000.0,,383300000.0,223.8,,656000000.0,216600000.0,133500000.0,82100000.0,0.59,,129300000.0,103200000.0,45100000.0,26100000.0,257000000.0,,17.1363,1.4477,0.59,261700000.0,,0.04747848353367949,,,,0.07703250586812718,0.8428015564202335,,,,2.2470588235294118,,636700000.0,948700000.0,2706000000.0,62500000.0,1127300000.0,2.2700000000000005,2.2700000000000005,0.22797835536237027,0.76397836,142.4,61.87,3.52476,20830.746,16.2423,6.2078,1.0731
2013-08-03,2908300000.0,1533200000.0,671800000.0,1082400000.0,,257000000.0,,413700000.0,223000000.0,,1304700000.0,417800000.0,258200000.0,158100000.0,1.0,,300300000.0,199600000.0,91700000.0,100700000.0,257000000.0,,18.9397,1.5823,1.0,509500000.0,,0.08878038716776124,,,,0.14365780696626895,1.62568093385214,,,,2.282226853230128,,659600000.0,994100000.0,2808400000.0,23500000.0,1179600000.0,2.2600000000000002,2.2600000000000002,0.21787046456425907,0.76397836,142.4,61.87,3.52476,20830.746,16.2423,6.2078,1.0731
2013-11-02,2882800000.0,1487800000.0,766800000.0,1923800000.0,,1007000000.0,,147100000.0,208100000.0,,1964600000.0,622100000.0,383600000.0,231600000.0,1.0,,366700000.0,284100000.0,140300000.0,82600000.0,1007000000.0,,21.1132,1.6463,1.0,762400000.0,,0.1330650756209241,,,,0.21579714166782296,0.6177755710029792,,,,1.9402712571726657,,652500000.0,1059600000.0,2971100000.0,29400000.0,1257000000.0,1.5700000000000003,1.5700000000000003,0.8011137629276054,0.76397836,142.4,61.87,3.52476,20830.746,16.2423,6.2078,1.0731
2014-02-01,2771900000.0,1378500000.0,686300000.0,1601200000.0,1170700000.0,757000000.0,,267700000.0,,,-1135500000.0,-286200000.0,-178600000.0,-114200000.0,0.13000000000000034,,-2900000.0,-256800000.0,-86600000.0,-259700000.0,757000000.0,2.0086,17.3255,1.3186,0.13000000000000034,-372800000.0,-0.15255829845391647,-0.06443233882896209,,,,-0.10325047801147227,-0.14846708512735385,,,0.6466216793371488,2.008596823546554,,596700000.0,970300000.0,2789800000.0,-50300000.0,1160800000.0,2.72,2.72,0.6521364576154376,0.76397836,142.4,61.87,3.52476,20830.746,16.2423,6.2078,1.0731
2014-05-03,2958000000.0,1537000000.0,724500000.0,1640200000.0,,757000000.0,,387100000.0,206800000.0,,696600000.0,231900000.0,138300000.0,85500000.0,0.0,,198200000.0,71900000.0,50700000.0,126300000.0,757000000.0,,17.8823,1.3485,0.0,282600000.0,,0.04675456389452333,,,,0.0783975659229209,0.3063408190224571,,,,2.121463077984817,,601500000.0,985600000.0,2830400000.0,49900000.0,1181700000.0,2.1300000000000003,2.1300000000000003,0.6406025217906406,0.76397836,142.4,61.87,3.52476,20830.746,16.2423,6.2078,1.0731
2014-08-02,3146700000.0,1663200000.0,783000000.0,1698600000.0,,757000000.0,,467700000.0,205600000.0,,1390700000.0,436900000.0,259700000.0,160600000.0,1.0,,365300000.0,160200000.0,100600000.0,205100000.0,757000000.0,,19.3504,1.4201,1.0,537500000.0,,0.08253090539295134,,,,0.1388438681793625,0.5771466314398943,,,,2.1241379310344826,,603000000.0,1004700000.0,2916400000.0,154300000.0,1209700000.0,2.1300000000000003,2.1300000000000003,0.6257749855336033,0.76397836,142.4,61.87,3.52476,20830.746,16.2423,6.2078,1.0731
2014-11-01,3367700000.0,1796100000.0,866500000.0,1782600000.0,,757000000.0,,407600000.0,205700000.0,,2115900000.0,656600000.0,392700000.0,236900000.0,1.0,,388500000.0,254400000.0,151500000.0,134100000.0,757000000.0,,20.6677,1.4974,1.0,808100000.0,,0.1166077738515901,,,,0.19496986073581377,0.8673712021136063,,,,2.0728216964800925,,612100000.0,1039200000.0,3067700000.0,205800000.0,1255400000.0,2.1300000000000003,2.1300000000000003,0.6029950613350327,0.76397836,142.4,61.87,3.52476,20830.746,16.2423,6.2078,1.0731
2015-01-31,3567000000.0,1994600000.0,861600000.0,1782000000.0,1785000000.0,757000000.0,,864100000.0,,,-1169200000.0,-285200000.0,-191500000.0,-128000000.0,0.0,,-25200000.0,-160900000.0,-96900000.0,-186100000.0,757000000.0,2.315,24.7904,1.7268,0.0,-382100000.0,-0.1072829131652661,-0.05368657134847211,,,,-0.07995514437903,-0.11219512195121951,,,0.42408963585434173,2.314995357474466,,599200000.0,1040200000.0,3034000000.0,279400000.0,1246100000.0,2.0,2.0,0.6074953856030816,0.76397836,142.4,61.87,3.52476,20830.746,16.2423,6.2078,1.0731
2015-05-02,10869200000.0,9335600000.0,1015200000.0,8998400000.0,,7819700000.0,,870400000.0,206200000.0,,748900000.0,232800000.0,69500000.0,43700000.0,0.0,,129800000.0,66900000.0,52800000.0,62900000.0,7819700000.0,,30.0471,1.8158,0.0,285600000.0,,0.0063942148456188124,,,,0.021418319655540426,0.02977096308042508,,,,9.195823483057525,,530400000.0,1041100000.0,3086300000.0,216000000.0,1249100000.0,2.0,2.0,6.260267392522616,0.76397836,142.4,61.87,3.52476,20830.746,16.2423,6.2078,1.0731
2015-08-01,16565100000.0,4524700000.0,2073300000.0,12518100000.0,4047000000.0,8265500000.0,,1302500000.0,234700000.0,,1604100000.0,356300000.0,-28500000.0,-500000.0,0.0,,-45700000.0,167000000.0,142300000.0,-212700000.0,8265500000.0,,58.5913,1.8672,0.0,498600000.0,-0.007042253521126761,-0.0017204846333556695,,,,0.021509076311039474,0.028938071065989848,,,2.0423770694341488,2.1823662759851445,,242200000.0,960500000.0,3299700000.0,-201800000.0,1210200000.0,1.0,1.0,6.829862832589654,0.76397836,142.4,61.87,3.52476,20830.746,16.2423,6.2078,1.0731
2015-10-31,16699000000.0,4628000000.0,2161200000.0,12556800000.0,4142200000.0,8248000000.0,,1106900000.0,234800000.0,,3004100000.0,579900000.0,53400000.0,42300000.0,0.0,,-50500000.0,336500000.0,312500000.0,-387000000.0,8248000000.0,,59.8038,1.2327,0.0,892400000.0,0.012891700062768578,0.0031977962752260613,,,,0.03472663033714594,0.0468031185937273,,,1.9912123992081503,2.141402924301314,,-97100000.0,883800000.0,4187900000.0,-722900000.0,1294500000.0,0.0,0.0,6.371572035534956,0.76397836,142.4,61.87,3.52476,20830.746,16.2423,6.2078,1.0731
2016-01-30,15901200000.0,3935900000.0,2095400000.0,11494300000.0,4406900000.0,7238400000.0,,736100000.0,,,-700400000.0,-119300000.0,188000000.0,80300000.0,1.0,,747300000.0,-89900000.0,,657400000.0,7238400000.0,1.8784,68.1608,1.242,1.0,-119300000.0,0.04266037350518505,0.011823007068648908,,,,-0.007502578421754333,-0.010244476312332013,,,1.6425151467017631,1.8783525818459483,,282400000.0,1049700000.0,4656700000.0,120600000.0,1557300000.0,1.0,1.0,4.648044692737431,0.76397836,142.4,61.87,3.52476,20830.746,16.2423,6.2078,1.0731
2016-04-30,16060900000.0,4172100000.0,2049100000.0,11391300000.0,4669600000.0,7209800000.0,,929700000.0,235600000.0,,1554600000.0,418700000.0,232700000.0,98900000.0,0.0,,311000000.0,175900000.0,162300000.0,135100000.0,7209800000.0,,42.757,1.035,0.0,581000000.0,0.049832962138084635,0.014488602755760886,,,,0.026069522878543545,0.03524588783945317,,,1.5439866369710469,2.0360646137328584,,445600000.0,1235600000.0,5462400000.0,192800000.0,1852700000.0,1.0,1.0,3.891509688562638,0.76397836,142.4,61.87,3.52476,20830.746,16.2423,6.2078,1.0731
2016-07-30,16329400000.0,4449400000.0,2180000000.0,11472500000.0,4856900000.0,7155700000.0,,1093200000.0,235700000.0,,3066900000.0,775900000.0,402800000.0,198700000.0,1.0,,680300000.0,355900000.0,324200000.0,324400000.0,7155700000.0,,32.0583,1.1221,1.0,1100100000.0,0.08293355844262801,0.024667164745795927,,,,0.04751552414663123,0.06459051329437424,,,1.4733060182420885,2.0410091743119265,,876900000.0,1655200000.0,6925200000.0,729900000.0,2454200000.0,2.0,2.0,2.915695542335588,0.76397836,142.4,61.87,3.52476,20830.746,16.2423,6.2078,1.0731
2016-10-29,16195000000.0,4342400000.0,2134200000.0,11147300000.0,5047700000.0,6938000000.0,,733800000.0,236000000.0,,4587400000.0,1118300000.0,574400000.0,257300000.0,2.0,,655300000.0,451500000.0,481800000.0,203800000.0,6938000000.0,,22.169,0.8711,2.0,1600100000.0,0.11379440141054342,0.03546773695585057,,,,0.06905217659771534,0.09330285256597445,,,1.3744873902965706,2.0346734139255926,,1397900000.0,2193600000.0,8508500000.0,1320700000.0,3161900000.0,4.0,4.0,2.1942502925456213,0.76397836,142.4,61.87,3.52476,20830.746,16.2423,6.2078,1.0731
2017-01-28,15701600000.0,3938000000.0,2105900000.0,10312100000.0,5389500000.0,6169700000.0,,866400000.0,,,-2814200000.0,-608100000.0,-313700000.0,-121700000.0,0.0,,26700000.0,-418600000.0,-330800000.0,-391900000.0,6169700000.0,1.87,19.8197,0.8574,0.0,-938900000.0,-0.05820577047963633,-0.019978855658022113,,,,-0.0387285372191369,-0.05260744688213717,,,1.1447629650245847,1.8699843297402536,,896200000.0,1704800000.0,6394700000.0,271400000.0,2342300000.0,3.0,3.0,2.6340349229389917,0.76397836,142.4,61.87,3.52476,20830.746,16.2423,6.2078,1.0731
2017-04-29,15994700000.0,4278100000.0,2240600000.0,10385700000.0,5609000000.0,6131700000.0,,1154900000.0,236700000.0,,1627100000.0,388800000.0,200500000.0,113300000.0,0.0,,430700000.0,110300000.0,153900000.0,320400000.0,6131700000.0,,22.1066,0.9131,0.0,542700000.0,0.035746122303440896,0.01253540235202911,,,,0.02430805204223899,0.033115572325329835,,,1.0931895168479229,1.9093546371507633,,864000000.0,1674900000.0,6467200000.0,456700000.0,2304000000.0,3.0,3.0,2.661328125,0.76397836,142.4,61.87,3.52476,20830.746,16.2423,6.2078,1.0731
2017-07-29,15532300000.0,3815200000.0,2084700000.0,9672100000.0,5860200000.0,5595000000.0,,693300000.0,236800000.0,,3254900000.0,808300000.0,434300000.0,223100000.0,1.0,,675200000.0,271700000.0,305200000.0,403500000.0,5595000000.0,,18.3901,0.8045,1.0,1113500000.0,0.07411009863144602,0.02796108754015825,,,,0.05203994257128693,0.07056184091067812,,,0.9547455718234873,1.8300954573799588,,895500000.0,1707300000.0,6655200000.0,535800000.0,2317400000.0,3.0,3.0,2.414343660999396,0.76397836,142.4,61.87,3.52476,20830.746,16.2423,6.2078,1.0731
2017-10-28,15730200000.0,3972600000.0,2039900000.0,9613700000.0,6116500000.0,5557000000.0,,400100000.0,237100000.0,,4920900000.0,1233500000.0,674200000.0,338300000.0,2.0,,592600000.0,449400000.0,454600000.0,143200000.0,5557000000.0,,21.7441,1.0064,2.0,1688100000.0,0.11022643668764817,0.042860230639152716,,,,0.07841604048263849,0.1056666809440185,,,0.9085261178778713,1.9474484043335458,,995300000.0,1822500000.0,6988700000.0,475200000.0,2405400000.0,3.0,3.0,2.310218674648707,0.76397836,142.4,61.87,3.52476,20830.746,16.2423,6.2078,1.0731
2018-02-03,16332800000.0,4576300000.0,2859100000.0,9150500000.0,7182300000.0,4762100000.0,,1097800000.0,,,-2781000000.0,-431500000.0,405300000.0,-685000000.0,4.0,,-188300000.0,-199200000.0,-302500000.0,-387500000.0,4762100000.0,1.6006,14.5552,1.1217,4.0,-734000000.0,0.05643039137880623,0.024815096003134796,,,,-0.02641923001567398,-0.03612571581661699,,,0.6630327332470101,1.6006085831205623,,1714300000.0,1999100000.0,7021900000.0,479600000.0,2610300000.0,7.0,7.0,1.8243496916063289,0.76397836,142.4,61.87,3.52476,20830.746,16.2423,6.2078,1.0731
2018-05-05,15827100000.0,4042000000.0,1917200000.0,8471400000.0,7355700000.0,5040100000.0,,475200000.0,237800000.0,,1699600000.0,437600000.0,160500000.0,46900000.0,0.0,,387600000.0,180900000.0,151500000.0,206700000.0,5040100000.0,,13.1786,0.9801,0.0,589100000.0,0.021819813206085076,0.010140834391644711,,,,0.027648779624820718,0.035302279804449894,,,0.6851965142678467,2.108282912580847,,1674300000.0,2047900000.0,7094400000.0,365900000.0,2656700000.0,7.0,7.0,1.897128015959649,0.76397836,142.4,61.87,3.52476,20830.746,16.2423,6.2078,1.0731
2018-08-04,16103600000.0,4272800000.0,1907400000.0,8456100000.0,7647500000.0,5041800000.0,,647300000.0,237900000.0,,3363500000.0,820100000.0,434400000.0,110700000.0,1.0,,768800000.0,394300000.0,304000000.0,374500000.0,5041800000.0,,12.5919,0.9486,1.0,1124100000.0,0.05680287675711017,0.026975334707767206,,,,0.050926500906629577,0.06462925456880994,,,0.659274272638117,2.240117437349271,,1674400000.0,2059700000.0,7203000000.0,336900000.0,2667300000.0,7.0,7.0,1.8902260713080643,0.76397836,142.4,61.87,3.52476,20830.746,16.2423,6.2078,1.0731
2018-11-03,16649300000.0,4749500000.0,2135700000.0,8706200000.0,7943100000.0,5043800000.0,,708300000.0,238000000.0,16618100000.0,5035400000.0,1207900000.0,716200000.0,168900000.0,3.0,,1050900000.0,622700000.0,454400000.0,428200000.0,5043800000.0,,11.6594,0.8911,3.0,1662300000.0,0.09016630786468759,0.04301682353011838,0.043097586366672484,0.30300696228810753,0.07268580643996606,0.07254959667974029,0.09300910917924986,0.025767085286524934,0.10002948592197664,0.6349913761629591,2.223861029170764,,1716400000.0,2034100000.0,7317500000.0,621900000.0,2641500000.0,8.0,8.0,1.909445390876396,0.76397836,142.4,61.87,3.52476,20830.746,16.2423,6.2078,1.0731
2019-02-02,13501200000.0,4293300000.0,2095700000.0,7858300000.0,5642900000.0,4265300000.0,,422100000.0,,6205200000.0,-3151000000.0,-3405100000.0,-2901900000.0,-44700000.0,-10.0,,-441300000.0,-380800000.0,-288800000.0,-822100000.0,4265300000.0,2.0486,,1.0274,-10.0,-3693900000.0,-0.5142568537454146,-0.21493645009332504,-0.46765615935022237,-0.5077999097531103,-0.5487494359569394,-0.2522072112108553,-0.3436648432611372,-0.13248565719074326,-0.5952910462193,0.7558702085806943,2.048623371665792,,-1590800000.0,-939500000.0,6947500000.0,187300000.0,-318400000.0,-6.0,-6.0,-13.396042713567839,0.76397836,142.4,61.87,3.52476,20830.746,16.2423,6.2078,1.0731
2019-05-04,19354300000.0,4246100000.0,3979300000.0,13598400000.0,5755900000.0,3516900000.0,,725800000.0,237600000.0,5808700000.0,1727200000.0,385500000.0,267900000.0,76000000.0,1.12,,614100000.0,209200000.0,151200000.0,404900000.0,3516900000.0,,,1.1226,1.12,536700000.0,0.04654354662172727,0.013841885265806564,0.04612047446072271,0.2973470828240398,0.06636596828894589,0.019918054385847074,0.041573203347424724,0.06970578614836366,0.09239588892523284,0.6110078354384197,1.067046968059709,,-1483400000.0,-991600000.0,6975100000.0,385500000.0,-370800000.0,-4.88,-4.88,-9.48462783171521,0.76397836,142.4,61.87,3.52476,20830.746,16.2423,6.2078,1.0731
2019-08-03,19493800000.0,4340800000.0,4094000000.0,13628100000.0,5865700000.0,3518600000.0,,623400000.0,236800000.0,11549300000.0,3375700000.0,654400000.0,448200000.0,124100000.0,1.88,,844000000.0,,,,3518600000.0,,,0.9471,1.88,654400000.0,0.07641031760915151,0.022991925637895125,0.03880754677772679,0.2922861125782515,0.05666144268483804,0.033569647785449734,0.06973349104355146,,0.05666144268483804,0.5998602042381983,1.0602833414753297,40181300000.0,-1469600000.0,-1157300000.0,6987300000.0,,-840500000.0,-4.0,-4.0,-4.18631766805473,0.76397836,142.4,61.87,3.52476,20830.746,16.2423,6.2078,1.0731
2019-11-02,19742100000.0,4572300000.0,4179700000.0,13620800000.0,6121300000.0,3520200000.0,,433700000.0,236700000.0,17295500000.0,5080200000.0,1012800000.0,704000000.0,185200000.0,2.95,,1014500000.0,,,,3520200000.0,,,1.1298,2.95,1012800000.0,0.11500824988156111,0.035659833553674636,0.04070422942383857,0.29372958283946693,0.058558584602931396,0.05130153327153646,0.10504589534823419,,0.058558584602931396,0.5750739222060673,1.0939301863770128,40858700000.0,-1481800000.0,-1352400000.0,7032100000.0,,-1490000000.0,-4.05,-4.05,-2.36255033557047,0.76397836,142.4,61.87,3.52476,20830.746,16.2423,6.2078,1.0731
2020-02-01,19574600000.0,4269400000.0,3546500000.0,13319800000.0,6254800000.0,3522200000.0,,539200000.0,,-11042700000.0,-3142400000.0,-790500000.0,-593100000.0,-113600000.0,-2.48,,-602800000.0,,494200000.0,,3522200000.0,1.2038,25.0427,0.8772,-2.48,-296300000.0,-0.09482317580098484,-0.030299469720964926,0.05370969056480752,0.28456808570367753,0.07158575348420224,-0.040383966977613844,-0.08085302239950905,,0.026832205891675044,0.5631195242054102,1.2038347666713662,23610800000.0,827000000.0,1262200000.0,7040700000.0,,1907600000.0,3.47,3.47,1.8464038582512057,0.76397836,142.4,61.87,3.52476,20830.746,16.2423,6.2078,1.0731
2020-05-02,20471800000.0,5165400000.0,4504200000.0,13951200000.0,6520600000.0,3223300000.0,,1755100000.0,237200000.0,6286800000.0,1794900000.0,365900000.0,247600000.0,77600000.0,1.04,,959000000.0,,,,3223300000.0,,22.885,0.7664,1.04,365900000.0,0.03797196577002116,0.012094686349026466,0.03938410638162499,0.28550295857988167,0.058201310682700264,0.017873367266190564,0.037551699011689366,,0.058201310682700264,0.4943256755513296,1.146796323431464,24088900000.0,806700000.0,1242600000.0,7108400000.0,,1736800000.0,3.39,3.39,1.8558843850760018,0.76397836,142.4,61.87,3.52476,20830.746,16.2423,6.2078,1.0731
2020-08-01,20671000000.0,5232500000.0,4278800000.0,13857400000.0,6813600000.0,3224300000.0,,1750300000.0,237300000.0,12564400000.0,3711100000.0,740800000.0,509100000.0,156000000.0,2.14,,1437000000.0,,,,3224300000.0,,25.2515,0.9105,2.14,740800000.0,0.07471821063754844,0.024628706884040442,0.040519244850530066,0.2953662729617013,0.05896023685969883,0.0358376469449954,0.07380029687484434,,0.05896023685969883,0.47321533403780675,1.2228895952136114,25104000000.0,867600000.0,1329000000.0,7443800000.0,,1823200000.0,3.6500000000000004,3.6500000000000004,1.768483984203598,0.76397836,142.4,61.87,3.52476,20830.746,16.2423,6.2078,1.0731
2020-10-31,20652200000.0,5171000000.0,4042300000.0,13691100000.0,6961100000.0,3225300000.0,,1118300000.0,235200000.0,18741400000.0,5635500000.0,1206300000.0,839100000.0,253300000.0,3.53,,1733700000.0,,,,3225300000.0,,22.4753,0.863,3.53,1206300000.0,0.12054129376104351,0.0406300539409845,0.04477253566969383,0.3006979201126917,0.06436552231957057,0.05841024200811536,0.11842260268593419,,0.06436552231957057,0.4633319446639181,1.2792222249709324,26549900000.0,1002700000.0,1522500000.0,7999100000.0,,2016700000.0,4.23,4.23,1.599295879406952,0.76397836,142.4,61.87,3.52476,20830.746,16.2423,6.2078,1.0731
2021-01-30,20696000000.0,5050800000.0,3730300000.0,13410700000.0,7285300000.0,3226200000.0,,1416700000.0,,-12083300000.0,-3353200000.0,-425100000.0,-253900000.0,-89000000.0,-1.0599999999999996,,-1413400000.0,,686600000.0,,3226200000.0,1.354,17.6775,0.9299,-1.0599999999999996,261500000.0,-0.03485100133144826,-0.012268071124855045,0.021012471758542782,0.2775069724330274,0.0351807867056185,-0.020540201005025127,-0.040441421300480423,,-0.021641439010866237,0.44283694563024173,1.3539929764362115,25509300000.0,1341900000.0,1887900000.0,7788300000.0,,2574500000.0,5.65,5.65,1.2531365313653136,0.76397836,142.4,61.87,3.52476,20830.746,16.2423,6.2078,1.0731
2021-05-01,21050700000.0,5304900000.0,3902200000.0,13639400000.0,7411300000.0,3227800000.0,,1473900000.0,231800000.0,6479700000.0,,519900000.0,374500000.0,112400000.0,1.6,,556200000.0,,,,3227800000.0,,18.5178,1.0582,1.6,519900000.0,0.050530945987883366,0.01779038226757305,0.05779588561198821,,0.0802351960738923,0.024697515997092735,0.04886691543457623,,0.0802351960738923,0.43552413206859797,1.359463892163395,25702200000.0,1468800000.0,2041900000.0,,,2728500000.0,6.21,6.21,1.1829943192230163,0.76397836,142.4,61.87,3.52476,20830.746,16.2423,6.2078,1.0731
2021-07-31,20445200000.0,4648100000.0,3722700000.0,13433500000.0,7011700000.0,3229500000.0,,720800000.0,224900000.0,12822900000.0,,922100000.0,656900000.0,199200000.0,2.83,,736100000.0,,,,3229500000.0,,15.3961,0.8901,2.83,922100000.0,0.09368626723904332,0.03212979085555534,0.05122866122328022,,0.07191041028160557,0.0451010506133469,0.09003827676444166,,0.07191041028160557,0.4605873040774705,1.2485830177022055,25960700000.0,1616600000.0,2223200000.0,,,2909800000.0,6.9,6.9,1.1098700941645474,0.76397836,142.4,61.87,3.52476,20830.746,16.2423,6.2078,1.0731
