report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda
2011-08-31,2308530000.0,1260789000.0,706962000.0,2308530000.0,1361171000.0,737458000.0,281320000.0,234681000.0,52478000.0,39968000.0,,14963000.0,0.2,196171000.0,77101000.0,11523000.0,13147000.0,65578000.0,0.0,0.2,65625000.0,0.02936295292803035,0.017313181981607344,0.1420730840324186,0.8342137068107494,0.18654201620929903,0.02273221487266789,0.038553568949088686,0.2331082041802929,0.23327527370965448,0.0,1.7833900549110135,,,,,,,,,
2011-11-30,2380274000.0,1153818000.0,733890000.0,2380274000.0,1407397000.0,526665000.0,290026000.0,244837000.0,53572000.0,38240000.0,,17180000.0,0.19,196468000.0,96556000.0,11115000.0,12392000.0,85441000.0,0.0,0.19,65964000.0,0.027170727236167192,0.016065377347313798,0.13185024790880817,0.844189831256508,0.18471447387475606,0.022506652595457498,0.03806459726715348,0.29459772572114223,0.2274416776426941,0.0,1.5721947430813883,,,,,,,,,
2012-02-29,2491099000.0,1221355000.0,826305000.0,2491099000.0,1398817000.0,549217000.0,1133103000.0,954555000.0,199913000.0,146626000.0,,61383000.0,0.75,196451000.0,391883000.0,46269000.0,51372000.0,345614000.0,0.0,0.75,251285000.0,0.10482143125226531,0.05885996501945527,0.12940218144334628,0.8424256223838433,0.176429680267372,0.08025092539477556,0.14291576382042825,0.30501551933054627,0.221767129731366,0.0,1.4780922298666956,,,,,,,,,
2012-05-31,2484618000.0,1173961000.0,807068000.0,2484618000.0,1415721000.0,508616000.0,314731000.0,268712000.0,50908000.0,37461000.0,,17628000.0,0.19,195937000.0,124404000.0,15899000.0,14079000.0,108505000.0,0.0,0.19,64987000.0,0.026460722133810264,0.015077166791836814,0.11902545348249775,0.8537830718931405,0.16175082848527791,0.020489266358047795,0.03595906255540463,0.3447547270526259,0.2064842675173402,0.0,1.4545998602348253,2019180000.0,262295000.0,356871000.0,1702785000.0,605138000.0,447861000.0,1.33,1.33,0.0
2012-08-31,2605641000.0,1244669000.0,844596000.0,2605641000.0,1483683000.0,571576000.0,322595000.0,274737000.0,49980000.0,35005000.0,,16473000.0,0.18,195795000.0,103853000.0,20344000.0,14568000.0,83509000.0,0.0,0.18,64548000.0,0.02359331474445687,0.013434314243596873,0.10851067127512826,0.8516468017173235,0.15493110556580234,0.01918146053120902,0.03368644110635493,0.25886638044607013,0.200089895999628,0.0,1.4736856437870887,2060455000.0,257332000.0,354373000.0,1742841000.0,623069000.0,446784000.0,1.31,1.31,0.0
2012-11-30,2661899000.0,1290292000.0,892430000.0,2661899000.0,1481222000.0,605911000.0,343606000.0,290488000.0,49919000.0,34765000.0,,16360000.0,0.18,195666000.0,100156000.0,28309000.0,16126000.0,71847000.0,0.0,0.18,66045000.0,0.02347048585559761,0.01306022504986102,0.10117692939005722,0.8454101499973807,0.14527976810649407,0.01875315329394541,0.033701227770043925,0.20909704719940864,0.19221142820556103,0.0,1.4458187196754928,2114035000.0,253857000.0,350720000.0,1788492000.0,609475000.0,446865000.0,1.3,1.3,0.0
2019-02-28,5588289000.0,3463656000.0,2722574000.0,5588289000.0,1613932000.0,,3362069000.0,2863818000.0,512232000.0,433988000.0,19838000.0,84067000.0,2.33,186321000.0,1012782000.0,61266000.0,109046000.0,951516000.0,0.0,2.33,621278000.0,0.26890104415799426,0.07766026417030329,0.1290836089324758,0.8518022681866434,0.1523561830527571,0.09166168750399273,0.31738140144690113,0.2830150124818973,0.18479037759189357,0.0,1.2721990293009482,4343001000.0,541219000.0,663039000.0,3697755000.0,1215377000.0,816858000.0,2.88,2.88,0.0
2019-05-31,5573939000.0,3289450000.0,2663753000.0,5573939000.0,1757936000.0,,934111000.0,789828000.0,132118000.0,141120000.0,1959000.0,-2473000.0,0.76,186635000.0,459954000.0,23513000.0,36754000.0,436441000.0,0.0,0.76,168872000.0,0.08027595998944216,0.025317822817938984,0.15107412288261246,0.8455397698988664,0.1414371525439696,0.023702806937786727,0.07515518198614739,0.46722605771690945,0.18078365419099016,0.0,1.2348930249914312,4962381000.0,644878000.0,744249000.0,4218871000.0,1543313000.0,920743000.0,3.45,3.45,0.0
